"Сведения о страховых премиях по договорам, переданным в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование,из него,прочего имущества юридических лиц,прочего имущества граждан,,"владельцев средств наземного транспорта 
(кроме средств железнодорожного транспорта)",      из него:,,,,,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,,"владельцев автотранспортных средств (кроме страхования, осуществляемого в рамках международной системы страхования «Зеленая карта»)","владельцев автотранспортных средств (страхование, осуществляемое в рамках международной системы страхования «Зеленая карта»)",владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
ИТОГО:,,,,108897233,1007534,1007509,302956,25,104585846,7581628,3441601,11536,0,4140027,97004218,72873684,9637075,119138,6284529,1006057,5258644,929382,499386,49102952,535907,15324850,305074,79898,189850,109,2826215,633639,834638,999852,5227508,4497815,6552799,2252885,0,0,0,3303853,0,736969,2566884,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,-21097,0,0,0,0,-25319,14489,14489,0,0,0,-39808,115030,6265,0,-4844,7435,18059,0,0,86416,1699,-159505,0,0,0,0,0,1319,0,227,4812,-165863,4667,0,0,0,0,4222,0,1158,3064,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,6079,0,0,0,0,6079,0,0,0,0,0,6079,5923,1045,0,0,0,1176,0,0,3446,256,60,0,0,0,0,0,0,0,0,60,0,0,96,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,55670,0,0,0,0,46681,5539,5539,0,0,0,41142,40677,11441,0,0,1165,43,50,0,20018,7960,97,35,35,0,0,0,0,0,0,62,0,0,368,0,0,0,8989,0,1039,7950,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,2652703,0,0,0,0,2646650,21,21,0,0,0,2646629,1382784,0,0,0,0,233621,0,0,1149163,0,622890,12091,12091,0,0,0,0,0,0,610799,0,0,640955,0,0,0,6053,0,6053,0,0
6,3867,  АК БАРС СТРАХОВАНИЕ,Казань,49561,0,0,0,0,49561,3293,3293,0,0,0,46268,43945,10433,0,11152,987,607,281,0,11676,8809,2323,0,0,0,0,1696,0,0,286,341,0,0,0,0,0,0,0,0,0,0,0
7,3943,  АК БАРС-МЕД,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3572,  АКЦЕПТ,Люберцы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,7369216,0,0,0,0,7221930,189291,141465,0,0,47826,7032639,4739896,216821,7604,1169732,60456,207265,78355,45106,2980752,18911,1378565,53788,0,53788,0,727255,19133,19651,11538,546667,533,804333,109845,0,0,0,147286,0,21878,125408,0
11,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,28849,18262,18262,0,0,10587,10587,2589,0,0,7998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,290,  АЛЬЯНС,Москва,3216884,0,0,0,0,3204647,173362,130452,0,0,42910,3031285,1533459,5118,3021,153706,11527,458939,0,0,887250,13898,841104,3502,0,0,0,103665,-2530,112243,0,613377,10847,120255,536467,0,0,0,12237,0,2101,10136,0
14,3828,  АЛЬЯНС ЖИЗНЬ,Москва,669910,79381,79381,10477,0,590529,590529,8129,0,0,582400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,436,  АМТ СТРАХОВАНИЕ,Москва,32884,0,0,0,0,32884,0,0,0,0,0,32884,10336,0,0,0,10336,0,0,0,0,0,22548,0,0,0,0,0,22548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,66,  АНГАРА,Братск,10303,0,0,0,0,10303,22,22,0,0,0,10281,10280,8011,0,0,0,4,0,0,1611,654,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,2982,  АНДРОМЕДА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1858,  АРМЕЕЦ,Москва,5840,0,0,0,0,5840,34,34,0,0,0,5806,5243,2284,0,30,23,0,0,0,1245,1661,561,0,0,0,0,43,0,0,480,38,0,0,2,0,0,0,0,0,0,0,0
20,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3193,  АРСЕНАЛЪ,Москва,347531,0,0,0,0,347531,253839,253839,0,0,0,93692,74321,0,0,48055,3452,14701,0,0,8113,0,19360,0,0,0,0,-47,10358,0,0,1437,7612,0,11,0,0,0,0,0,0,0,0
22,2489,  АСКО,Набережные Челны,32869,0,0,0,0,11097,198,198,0,0,0,10899,9757,6721,310,640,498,0,0,0,995,593,1142,0,0,0,0,0,168,0,574,400,0,0,0,0,0,0,21772,0,2609,19163,0
23,3999,  АСКО-ЖИЗНЬ,Набережные Челны,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,278,  АСКОМЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3767,  АСКОР,Москва,633,0,0,0,0,633,0,0,0,0,0,633,633,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2144,  АСКО-ЦЕНТР,Курск,8409,0,0,0,0,8409,0,0,0,0,0,8409,8397,686,0,0,0,0,57,0,7173,481,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
27,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,758,  АСТРА-МЕТАЛЛ,Магнитогорск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2619,  АСТРО-ВОЛГА,Самара,17137,0,0,0,0,17137,0,0,0,0,0,17137,16254,10466,0,0,862,2976,0,0,1724,226,883,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0
30,2684,  АСТРО-ВОЛГА-МЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,762106,0,0,0,0,762106,0,0,0,0,0,762106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762106,0,0,0,0,0,0,0,0,0
32,518,  БАСК,Белово,78374,0,0,0,0,58718,38,38,0,0,0,58680,16086,4354,0,0,0,2549,0,0,8631,552,42579,358,0,0,0,0,0,0,0,42221,0,0,15,0,0,0,19656,0,19656,0,0
33,3487,  БИН СТРАХОВАНИЕ,Москва,-2299,0,0,0,0,-8,0,0,0,0,0,-8,-9,-9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2291,0,460,-2751,0
34,3991,  БЛАГОСОСТОЯНИЕ,Москва,210134,0,0,0,0,210134,210134,167048,0,0,43086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,73036,0,0,0,0,73036,71035,49196,0,0,21839,2001,1175,0,0,0,0,0,0,0,0,1175,201,0,0,0,0,0,0,0,0,201,0,0,625,0,0,0,0,0,0,0,0
36,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,872,0,0,0,0,872,0,0,0,0,0,872,358,240,0,0,0,9,0,0,109,0,514,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0
37,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,666294,0,0,0,0,666294,0,0,0,0,0,666294,540710,1746,0,0,0,127403,0,0,410976,585,82657,0,0,0,0,0,0,0,0,82657,0,42927,0,0,0,0,0,0,0,0,0
38,3245,  ВЕРНА,Краснодар,82610,0,0,0,0,82610,64,64,0,0,0,82546,11017,9323,0,0,0,242,-60,-60,1394,118,71529,0,0,0,0,0,0,0,0,17,71512,0,0,0,0,0,0,0,0,0,0
39,4170,  ВИС,Махачкала,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3561,  ВИТАЛ-ПОЛИС,Москва,38,0,0,0,0,38,0,0,0,0,0,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,433,  ВОСТСИБЖАСО,Иркутск,5965,0,0,0,0,5965,175,175,0,0,0,5790,5772,2139,0,0,0,129,0,0,860,2644,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
44,621,  ВСК,Москва,2513321,0,0,0,0,2225004,23331,23331,0,0,0,2201673,1270997,21172,1636,409194,44133,238213,45190,22836,487750,23709,910841,36393,4512,31881,0,42520,0,61553,73522,33549,663304,714,19121,0,0,0,288317,0,36141,252176,0
45,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,8982,8982,8982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3978,  ВСК-МИЛОСЕРДИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2890,  ВТБ МС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3398,  ВТБ СТРАХОВАНИЕ,Москва,5466421,0,0,0,0,5334685,141507,136423,0,0,5084,5193178,4274220,240,-174,621781,30130,210140,0,0,3375243,36860,730489,0,0,0,109,100544,4585,87525,213078,324648,0,1390,187079,0,0,0,131736,0,90986,40750,0
49,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,23188,23188,23188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3780,  ВЫРУЧИМ!,Екатеринбург,551,0,0,0,0,551,0,0,0,0,0,551,551,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,630,  ГАЙДЕ,Санкт-Петербург,534488,0,0,0,0,491214,17648,17648,0,0,0,473566,473546,428372,0,0,658,19951,0,0,12497,12068,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,43274,0,930,42344,0
52,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,397,  ГЕЛИОС,Москва,98192,0,0,0,0,97077,4972,4972,0,0,0,92105,87690,12189,0,6867,578,8958,0,0,59032,66,4376,6,6,0,0,0,8,0,0,4362,0,0,39,0,0,0,1115,0,1115,0,0
54,448,  ГЕОПОЛИС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2397,  ГЕОПОЛИС,Москва,10974,0,0,0,0,10974,0,0,0,0,0,10974,10881,3231,0,0,0,0,0,0,1529,6121,93,1,1,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0
56,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,23591,0,0,0,0,23591,0,0,0,0,0,23591,23591,1439,0,0,0,0,0,0,22112,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2042,  ГРАНТА,Казань,65978,0,0,0,0,65978,60,60,0,0,0,65918,65337,64626,0,0,5,16,0,0,515,175,576,0,0,0,0,0,0,0,501,75,0,0,5,0,0,0,0,0,0,0,0
59,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,1003529,0,0,0,0,976061,15284,13512,0,0,1772,960777,513246,150574,0,0,9866,25763,0,0,305370,21673,69906,14226,0,0,0,0,0,193,11239,44248,0,0,377625,0,0,0,27468,0,11907,15561,0
60,1820,  ГУТА-СТРАХОВАНИЕ,Москва,21105,0,0,0,0,21105,981,981,0,0,0,20124,20124,0,0,0,0,1028,0,0,19096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2214,  ДАЛЬАКФЕС,Владивосток,28564,0,0,0,0,28564,131,131,0,0,0,28433,28127,18638,0,0,3090,1660,0,0,1420,3319,306,0,0,0,0,0,57,0,0,249,0,0,0,0,0,0,0,0,0,0,0
62,55,  ДАЛЬЖАСО,Хабаровск,20116,0,0,0,0,20116,15236,15236,0,0,0,4880,4433,2558,0,0,144,269,0,0,1069,393,447,0,0,0,0,0,0,0,0,2,445,0,0,0,0,0,0,0,0,0,0
63,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,81493,0,0,0,0,81493,85,85,0,0,0,81408,45832,4681,0,0,0,27592,0,0,13470,89,34995,25496,367,25129,0,0,0,0,2855,6644,0,0,581,0,0,0,0,0,0,0,0
64,3870,  ДЕЛО ЖИЗНИ,Москва,7154,6968,6968,0,0,186,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1363,  ДИАМАНТ,Москва,5177,0,0,0,0,5177,23,23,0,0,0,5154,5064,4934,0,0,0,0,0,0,75,55,90,43,43,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
66,206,  ДИАНА,Ангарск,8943,0,0,0,0,8943,600,600,0,0,0,8343,8203,3336,0,0,0,55,0,0,1420,3392,140,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0
67,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,4191,0,0,0,0,4191,1750,1750,0,0,0,2441,2260,0,0,0,0,106,0,0,1091,1063,181,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0
68,3954,  ЕВРОИНС,Смоленск,252501,0,0,0,0,252501,30046,30046,0,0,0,222455,128977,1764,0,0,67,114674,1584,0,9937,951,8767,1,0,0,0,0,75,0,2168,5024,1499,0,84711,0,0,0,0,0,0,0,0
69,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,51808,0,0,0,0,51808,17863,17863,0,0,0,33945,0,0,0,0,0,0,0,0,0,0,33945,0,0,0,0,0,0,0,0,0,33945,0,0,0,0,0,0,0,0,0,0
70,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,157,0,0,0,0,157,0,0,0,0,0,157,136,63,0,0,0,0,0,0,51,22,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
71,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,194114,0,0,0,0,148467,81484,3401,0,0,78083,66983,55540,440,25,0,0,9055,874,0,31233,13913,11438,0,0,0,0,0,0,2563,2347,6453,75,0,5,0,0,0,45647,0,1873,43774,0
74,3616,  ИНВЕСТ-ПОЛИС,Королев,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2401,  ИНВЕСТСТРАХ,Москва,3043,0,0,0,0,3043,0,0,0,0,0,3043,864,250,0,0,0,23,0,0,188,403,2179,0,0,0,0,0,0,0,146,2033,0,0,0,0,0,0,0,0,0,0,0
76,425,  ИНГВАР,Москва,9524,0,0,0,0,9524,0,0,0,0,0,9524,9307,0,0,0,0,6966,0,0,2146,195,217,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0
77,928,  ИНГОССТРАХ,Москва,9625359,0,0,0,0,9197359,948976,4534,0,0,944442,8248383,6274127,115954,0,906033,335756,442002,0,0,4474382,0,1955326,5382,5382,0,0,862833,266915,0,0,820235,-39,0,18930,0,0,0,428000,0,42424,385576,0
78,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,174357,7395,7395,0,0,166962,166962,154345,0,0,12617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3837,  ИНГОССТРАХ-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2169,  ИНЕРТЕК,Санкт-Петербург,1620,0,0,0,0,1620,0,0,0,0,0,1620,1620,364,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2031,  ИНКО-МЕД,Воронеж,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,870,  ИНТАЧ СТРАХОВАНИЕ,Москва,2926,0,0,0,0,2926,0,0,0,0,0,2926,2926,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,902,  КАЙРОС,Петропавловск-Камчатский,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3175,  КАПИТАЛ ПЕРЕСТРАХОВАНИЕ,Москва,6753,0,0,0,0,6753,0,0,0,0,0,6753,6491,323,0,1,54,580,0,0,5526,7,251,0,0,0,0,0,0,77,174,0,0,11,0,0,0,0,0,0,0,0,0
85,1298,  КАПИТАЛ СТРАХОВАНИЕ,Когалым,1901897,0,0,0,0,1886262,10660,10660,0,0,0,1875602,1605143,845,355,12746,11298,196872,0,0,1377192,5835,268313,101,101,0,0,-4971,27193,52267,0,161116,32607,0,2146,0,0,0,15635,0,8313,7322,0
86,3645,  КАПИТАЛ-ЛАЙФ,Москва,884,884,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1336,  КАПИТАЛ-ПОЛИС,Санкт-Петербург,75801,0,0,0,0,75801,47,47,0,0,0,75754,75734,332,0,0,0,74056,0,0,1187,159,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
88,2875,  КАПИТАЛ-ПОЛИС МЕДИЦИНА,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,507,  КОЛЫМСКАЯ,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1867,  КОМЕСТРА-ТОМЬ,Томск,15857,0,0,0,0,15857,315,315,0,0,0,15542,15472,8381,0,0,0,136,0,0,3368,3587,70,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
91,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,18331,0,0,0,0,18331,0,0,0,0,0,18331,215,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,18116,0,0,0,0,0,0,0,0
92,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
