Сведения о выплатах в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 16.11.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-сентябрь 2020 г.,,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,,
,,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного ,
№ п\п,Рег №,Наименование,Город,Всего*,из них страхование ,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного ,Инвестиционное
,,,,,нерезидентов,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, ",страхование
,,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные ,жизни
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами,
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,,ИТОГО:,,464690568.29204,5565988.55377,143531045.4447,142669727.60493,8466818.29156,861317.83977,208387438.3083,94470972.35647,13509991.42516,10151.58771,10233.0663,80960980.93131,113916465.95183,103365481.05893,70812273.40024,746243.50635,5699958.1452,1370515.7496,2051285.98364,1245726.75917,743435.84427,15025909.58486,6413567.92987,5077881.59483,1639669.60869,1018496.728,619955.73428,90341.8145,839760.63406,663003.86103,117923.7819,162795.51895,1323666.17871,240720.19699,2384496.55499,3088606.74308,10022469.20718,10022469.20718,0,102831761.97376,102094000.49747,220265.7934,517495.68289,0,114611231.12785
1,4013,"ООО ""МАКС-Жизнь""",Москва,337338.12164,381.801,337338.12164,337338.12164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,327574.0178
2,4372,ООО «Страховая компания «Манго»,Москва,10873.95346,-,-,-,-,-,10873.95346,42,42,-,-,-,10831.95346,10441.23143,-,-,-,-,-,-,-,-,10441.23143,390.72203,-,-,-,-,-,-,-,-,390.72203,-,-,-,-,-,-,-,-,-,-,-,-
3,1372,"СМК ""АСТРАМЕД-МС"" (АО)",Екатеринбург,320.77,-,-,-,-,-,320.77,320.77,-,-,-,320.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1643,"ООО СПК ""Юнити Ре""",Москва,129267.3823,-,-,-,-,-,129267.3823,129267.3823,-,-,-,129267.3823,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,4105,"ООО ""Страховая компания ""СиВ Лайф""",Москва,3375077.41075,-,3345855.95777,3345855.95777,48155.01726,-,29221.45298,29221.45298,13486.575,-,-,15734.87798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,581555.35244
6,1083,"ООО ""Зетта Страхование""",Москва,2381507.14583,47297.62373,-,-,-,-,1325676.57032,197336.91833,78467.05664,-,-,118869.86169,1128339.65199,1078559.63323,809649.17413,-,-,-,18351.25452,1505.05574,-,129410.068,119644.08084,26560.30594,19418.0317,6498.96273,12919.06897,-,-,-,-,-,7142.27424,-,-,23219.71282,-,-,-,1055839.83027,1041476.75804,574.559,13788.51323,-,-
7,3438,"ООО ""ПРОМИНСТРАХ""",Москва,71837.98052,100,-,-,-,-,74714.29324,-,-,-,-,-,74714.29324,-,-,-,-,-,-,-,-,-,-,74714.29324,-,-,-,-,-,-,-,-,-,74714.29324,-,-,-,-,-,4380.57618,4280.57618,-,100,-,-
8,1209,"САО ""РЕСО-Гарантия""",Москва,34722195.87536,344090.53819,44223.18724,44077.57486,-,145.61238,22644196.84287,10842168.45841,835188.55615,-,-,10006979.90226,11802028.38446,11050333.32768,9879425.26376,23675.83772,-,163.85176,57131.18995,925.969,-,362061.14381,726950.07168,179446.56708,145202.6999,101646.80384,43555.89606,154.223,-,-,-,714.75139,33374.89279,-,449582.03577,122666.45393,-,-,-,12094920.63438,12087477.63438,258,7185,-,-
9,3828,"ООО СК ""Альянс Жизнь""",Москва,4864415.95888,331314.05681,1071304.98793,1071198.75729,14272.89469,106.23064,3793110.97095,3793110.97095,33993.34199,-,-,3759117.62896,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,504458.39234
10,3879,"ООО СК ""Росгосстрах Жизнь""",Москва,522523.12172,37393.41187,269060.59151,269060.59151,153.64394,-,253462.53021,253462.53021,193653.74201,-,-,59808.7882,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83515.03745
11,1623,"ООО СК ""Тюмень-Полис""",Тюмень,19291.68815,-,-,-,-,-,19291.68815,8552.15417,8552.15417,-,-,-,10739.53398,10739.53398,9960.425,-,-,-,-,-,-,491.562,287.54698,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,1307,"ООО ""СК ""Согласие""",Москва,12511653.28712,208099.79003,-,-,-,-,8984093.42156,2129282.39469,272958.49134,-,-,1856323.90335,6854811.02687,6474985.0844,5742948.80398,8466.003,-,35273.48161,18066.19896,257976.5481,186597.61285,315541.9256,96712.12315,351164.903,273468.04955,81720.54029,191747.50926,30534.61205,604.36711,23329.26991,-,-,23228.60438,-,2857.89639,25803.14308,-,-,-,3524229.15315,3494458.75272,1858.39043,27912.01,-,-
14,4301,НКО НОВС,Камышин,123.15249,-,-,-,-,-,123.15249,-,-,-,-,-,123.15249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123.15249,-,-,-,-,-,-,-,-,-
15,3313,"ООО СМК ""УГМК-Медицина""",Екатеринбург,230445.36237,30291.83,-,-,-,-,230445.36237,230445.36237,-,-,-,230445.36237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,0983,"АО ""Страховая группа ""УралСиб""",Москва,21052.15336,-,-,-,-,-,21052.15336,10097.56504,8658.99089,-,-,1438.57415,10954.58832,4128.72153,-,-,-,-,-,-,-,2185.55933,1943.1622,6825.86679,-,-,-,-,-,-,-,-,4601.51897,2224.34782,-,-,-,-,-,-,-,-,-,-,-
17,3803,"ООО ""СК Доминанта""",Москва,409.038,-,-,-,-,-,409.038,-,-,-,-,-,409.038,409.038,-,-,-,-,-,-,-,409.038,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,0928,"СПАО ""Ингосстрах""",Москва,35934652.45655,1651988.00867,-,-,-,-,24738087.84181,5429362.38032,350450.24311,2531.66681,-,5078912.13721,19308725.46149,17335184.25762,12340840.15234,81365.11226,1395147.95818,585657.26388,308836.50056,3487.8682,-,2020633.11704,599216.28516,1817877.45544,208483.20139,208483.20139,-,58445.84114,283395.9833,605933.9624,41.25,86805.14025,574772.07696,-,-,155663.74843,-,-,-,11255400.66832,11098956.52955,36950.51255,119493.62622,-,-
19,0425,"АО СК ""Ингвар""",Москва,45057.30522,-,-,-,-,-,45057.30522,-,-,-,-,-,45057.30522,45057.30522,-,-,-,-,41458.97854,-,-,3598.32668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,4169,"НКО ПОВС ""ГарантИнвест""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
