"Сведения о страховых премиях по договорам, принятым в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,62485054.01722,-,-,-,-,57211503.54849,1364221.5122,803020.5498,-,-,561200.9624,55847282.03629,45712656.29174,1476795.27335,23325.14353,5327284.24187,977780.05562,2880900.85517,1629789.36755,89976.62436,33170110.07185,226671.2828,6280177.37331,87742.78609,46729.57335,8434.08992,-,2333130.85852,155721.30633,154689.4124,687557.39899,2819617.87187,41717.73911,1836961.72391,2017486.64733,-,-,-,5273550.46873,798966.77363,2420047.66075,2026621.13562,27914.89873
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,44891.39338,-,-,-,-,26213.12133,4439.49825,186.14115,-,-,4253.3571,21773.62308,16022.12779,-,-,-,-,19.29985,-,-,15434.96239,567.86555,5751.49529,4773.38815,-,4773.38815,-,-,-,-,63.67413,914.43301,-,-,-,-,-,-,18678.27205,-,10017.37008,8660.90197,-
2,3947,"АО ""АИГ""",Москва,1397733.5471,-,-,-,-,1383043.89418,-,-,-,-,-,1383043.89418,436113.45911,-,-,-,-,198448.59556,-,-,237664.86355,-,338987.00304,1482.73256,1482.73256,-,-,-,-,-,-,337504.27048,-,-,607943.43203,-,-,-,14689.65292,-,14689.65292,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,3569099.49586,-,-,-,-,2522466.86863,9731.36529,9731.36529,-,-,-,2512735.50334,1819710.62815,2522.05173,293.46005,315318.34916,16936.36341,1528.6449,100,-,1483011.7589,-,415243.11159,3033.57323,-,3033.57323,-,183209.78206,314.35532,15017.14324,4083.71306,207191.68542,2392.85926,275377.8714,2403.8922,-,-,-,1046632.62723,778169.27363,143063.51057,125399.84303,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,307307.13428,-,-,-,-,1107.17827,-,-,-,-,-,1107.17827,907.75357,-,-,-,-,177.3132,-,-,730.46677,-0.0264,171.05776,-,-,-,-,-,-,-,-,171.05776,-,-,28.36694,-,-,-,306199.95601,-,163373.02183,142826.93418,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,81011.11878,-,-,-,-,22801.64941,2407.93483,2407.93483,-,-,-,20393.71458,18881.13651,513.17055,-,6313.3425,-,309.81992,-,-,11381.3168,363.48674,1174.67807,-,-,-,-,130.35803,-,376.69588,-,667.62416,-,-,337.9,-,-,-,58209.46937,-,31321.73718,26887.73219,-
6,1820,"АО ""ГУТА-Страхование""",Москва,51386.94538,-,-,-,-,51386.94538,-,-,-,-,-,51386.94538,50674.69559,-,-,-,-,-,37352.59295,37352.59295,13322.10264,-,712.24979,-,-,-,-,-,-,-,-,712.24979,-,-,-,-,-,-,-,-,-,-,-
7,1427,"АО ""МАКС""",Москва,245147.53425,-,-,-,-,160912.31329,15213.13862,15213.13862,-,-,-,145699.17467,137756.38625,571.61066,154.2477,5710.64154,693.74727,20143.10932,106.93443,-,110211.05683,165.0385,7380.38247,11.832,-,11.832,-,312.96593,-,5729.5958,224.22935,1101.75939,-,376.53234,185.87361,-,-,-,84235.22096,-,46103.81793,38131.40303,-
8,2346,"АО ""ОСК""",Самара,72375.92357,-,-,-,-,58280.54714,3942.41198,3942.41198,-,-,-,54338.13516,52157.06814,21191.52214,-12.63309,5833.06463,963.68793,5657.00129,112.42469,-,15341.65069,3070.34986,2181.06702,137.7967,137.7967,-,-,344.55975,486.98465,-,29.5,1182.22592,-,-,-,-,-,-,14095.37643,-,7543.84125,6551.53518,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,1881598.93882,-,-,-,-,1881598.93882,11308.55507,11308.55507,-,-,-,1870290.38375,1865210.52435,51444.53066,67.7535,-,-0.00539,15603.59087,9992.82423,-,1777683.75869,10418.07179,5079.8594,901.17469,901.17469,-,-,-,-,367.00885,109.46176,3385.3991,316.815,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,181588.39768,-,-,-,-,145970.09538,4109.07687,4109.07687,-,-,-,141861.01851,138924.49304,11892.83871,110.21906,1469.87961,161.16829,19136.34907,-,-,12229.34786,93924.69044,2823.9724,1112.37367,-,-,-,-,-,71.058,14.23692,1581.30381,45,-,112.55307,-,-,-,35618.3023,-,19258.53255,16359.76975,-
11,1208,"АО ""СОГАЗ""",Москва,11535246.14011,-,-,-,-,11025363.73534,12254.01012,12254.01012,-,-,-,11013109.72522,10411223.90831,5756.41636,4676.32805,399624.5706,152880.67133,307451.37065,1008669.3463,108.53142,8531674.7064,490.49862,373118.70686,317.81534,-,-,-,58052.93242,5145.99867,25526.34391,2562.31719,272373.4852,9139.81413,205881.58435,22885.5257,-,-,-,509882.40477,-,275968.79442,233913.61035,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,33018.4551,-,-,-,-,18610.54711,46.62529,46.62529,-,-,-,18563.92182,12353.23779,815.04784,-,-,69.45801,7697.43367,-,-,3739.71265,31.58562,5705.04119,-,-,-,-,-,4.54163,-,91.03318,208.62449,5400.84189,505.64284,-,-,-,-,14407.90799,-,7746.71766,6661.19033,-
13,0212,"АО ""Цюрих надежное страхование""",Москва,22525.53432,-,-,-,-,22525.53432,-,-,-,-,-,22525.53432,15025.27433,-,-,-,-,1958.93829,-,-,13066.33604,-,3730.56251,-,-,-,-,-,-,-,-,3730.56251,-,630.49748,3139.2,-,-,-,-,-,-,-,-
14,0177,"АО ""Юнити страхование""",Москва,5.67696,-,-,-,-,5.67696,-,-,-,-,-,5.67696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.67696,-,-,-,-,-,-,-,-,-
15,4351,АО РНПК,Москва,15119665.05328,-,-,-,-,15108401.30666,941386.99389,604880.25883,-,-,336506.73506,14167014.31277,11624314.06912,716241.0712,6020.81928,1771473.45204,346222.42881,1629813.50878,262822.27672,10525.96405,6839516.61458,52203.89771,1642351.97775,3826.95068,-,-,-,502194.64809,133038.97956,-,593935.48292,390253.71758,19102.19892,27286.59355,873061.67235,-,-,-,11263.74662,20797.5,-9533.75338,-,-
16,3300,"АО СГ ""Спасские ворота""",Москва,25700.74259,-,-,-,-,9686.77274,-1.27278,-1.27278,-,-,-,9688.04552,2367.57151,-,-,-,35.83423,1941.30861,-,-,385.78386,4.64481,7320.47401,-,-,-,-,-,9.59697,-,87.1666,7223.71044,-,-,-,-,-,-,16013.96985,-,8546.60733,7467.36252,-
17,0290,"АО СК ""Альянс""",Москва,754939.05933,-,-,-,-,691904.2965,84.48079,84.48079,-,-,-,691819.81571,344817.56798,-,-,79947.27626,-,39709.93698,-,-,223610.15524,1550.1995,153299.5446,-,-,-,-,7348.21005,-,2897.29727,-,143054.03728,-,188782.59633,4920.1068,-,-,-,63034.76283,-,33273.34777,29761.41506,-
18,2947,"АО СК ""РСХБ-Страхование""",Москва,69442.92151,-,-,-,-,26270.30573,5560.8928,15.33773,-,-,5545.55507,20709.41293,20631.67933,128.4,15.25004,127.95082,-,9740.01973,1436.56909,1294.40295,9183.48965,-,53.35725,-,-,-,-,-,-,-,-,53.35725,-,-,24.37635,-,-,-,43172.61578,-,22242.89497,20929.72081,-
19,1216,"АО СК ""Чулпан""",Альметьевск,61311.88673,-,-,-,-,1407.12991,-,-,-,-,-,1407.12991,1310.82224,597.58209,-,-,263.21031,296.22056,-,-,153.80928,-,96.30767,-,-,-,-,-,76.30767,-,-,20,-,-,-,-,-,-,59904.75682,-,-,31989.85809,27914.89873
20,2708,"ОАО ""ЧСК""",Москва,14219.38136,-,-,-,-,838.71579,-,-,-,-,-,838.71579,387.92651,-,-,-,-,-,-,-,373.52651,14.4,450.78928,-,-,-,-,-,-,439.3137,-,11.47558,-,-,-,-,-,-,13380.66557,-,7068.29085,6312.37472,-
21,2496,"ООО ""Абсолют Страхование""",Москва,289633.95723,-,-,-,-,277208.87087,1479.42917,1479.42917,-,-,-,275729.4417,249972.0773,173297.65512,-,12108.59734,21427.76177,1468.51703,-,-,40669.13858,1000.40746,24542.46492,80.27081,80.27081,-,-,1331.97594,10680.03573,-,536.51055,11913.67189,-,907.23281,307.66667,-,-,-,12425.08636,-,10561.11438,1863.97198,-
22,3487,"ООО ""БИН Страхование""",Москва,15194.93147,-,-,-,-,-9.18437,-,-,-,-,-,-9.18437,-9.18437,-,-,-,-,-,-,-,-,-9.18437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15204.11584,-,8059.6795,7144.43634,-
23,4375,"ООО ""ДжиАйСи Перестрахование""",Москва,104589.03137,-,-,-,-,104589.03137,-,-,-,-,-,104589.03137,80941.06883,-,211.76571,17228.9569,-,524.71929,-,-,62975.62693,-,8765.42571,-,-,-,-,6915.94181,-,-,-,1163.0839,686.4,14882.53683,-,-,-,-,-,-,-,-,-
24,1083,"ООО ""Зетта Страхование""",Москва,62019.73572,-,-,-,-,33354.76826,53.61821,53.61821,-,-,-,33301.15005,30409.88541,4415.32921,1.80812,-,38.45568,476.37288,160.96504,-,24912.80813,404.14635,2890.08866,-,-,-,-,-,-,1451.64376,41.04,1397.4049,-,1.17598,-,-,-,-,28664.96746,-,14928.45593,13736.51153,-
25,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,206505.19304,-,-,-,-,206505.19304,-,-,-,-,-,206505.19304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,206505.19304,-,-,-,-,-,-,-,-,-
26,3438,"ООО ""ПРОМИНСТРАХ""",Москва,-89.42261,-,-,-,-,-89.42261,-,-,-,-,-,-89.42261,-88.03095,-,-,-,-,-,-,-,-88.03095,-,-1.39166,-,-,-,-,-,-,-1.39166,-,-,-,-,-,-,-,-,-,-,-,-,-
27,2877,"ООО ""СК ""Мегарусс-Д""",Москва,5674.60986,-,-,-,-,5674.60986,-,-,-,-,-,5674.60986,6054.60986,-,-,-,-,350,-,-,5704.60986,-,-380,-,-,-,-,-,-,-,-,-380,-,-,-,-,-,-,-,-,-,-,-
28,1307,"ООО ""СК ""Согласие""",Москва,1671637.59017,-,-,-,-,1602543.59068,1220.83569,1220.83569,-,-,-,1601322.75499,1531519.88929,15842.59555,932.26452,197713.46849,54905.01439,52599.57555,43777.62493,40668.7607,1162717.68249,3031.66337,16728.69622,-,-,-,-,1149.02873,131.5288,6611.72036,6598.40954,2263.7613,-25.75251,46447.37421,6626.79527,-,-,-,69093.99949,-,37158.86196,31935.13753,-
29,1182,"ООО ""СК ""ТИТ""",Москва,212768.64794,-,-,-,-,212768.64794,3359.4907,3359.4907,-,-,-,209409.15724,140708.90731,5720.09587,-,84780.28521,-56.81227,26079.90087,-,-,20801.51425,3383.92338,68316.49149,261.72565,-,-,-,62305.89142,-,-,702.93168,5045.94274,-,-,383.75844,-,-,-,-,-,-,-,-
30,3969,"ООО ""СК Чабб""",Москва,3861067.78958,-,-,-,-,3861067.78958,10011.45186,10011.45186,-,-,-,3851056.33772,2564453.86532,-,-,-,-,62728.43191,-,-,2501725.43341,-,677437.46235,-,-,-,-,-,-,-,11753.07921,665684.38314,-,606892.91175,2272.0983,-,-,-,-,-,-,-,-
31,4174,"ООО ""СКОР П.О.""",Москва,2365656.04642,-,-,-,-,2365806.02896,17467.72653,-328.81123,-,-,17796.53776,2348338.30243,2215591.40519,371154.67435,2780.16577,72406.22499,25253.9279,91163.02405,199973.37699,-,1452860.01114,-,130060.26198,28963.22435,1902.96687,-,-,21715.7689,-,-,-,76991.58624,2389.68249,-,2686.63526,-,-,-,-149.98254,-,-149.98254,-,-
32,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,50948.41309,-,-,-,-,50948.41309,121.98843,121.98843,-,-,-,50826.42466,33077.31004,3768.58337,-,3207.11312,22,2224.77573,-,-,23734.70863,120.12919,17140.79871,-,-,-,-,203.46455,-,-,-,15385.65284,1551.68132,-,608.31591,-,-,-,-,-,-,-,-
33,3834,"ООО ""Страховое общество ""Помощь""",Санкт-Петербург,1277.57003,-,-,-,-,1277.57003,-,-,-,-,-,1277.57003,1277.57003,-,-,-,-,1277.57003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,0585,"ООО ""СФ ""Адонис""",Пермь,39731.7074,-,-,-,-,30801.65203,11531.13849,11531.13849,-,-,-,19270.51354,19223.84433,640.17778,-,-,123.44818,-,-,-,7458.06985,11002.14852,46.66921,-,-,-,-,-,-,20.1551,12.88125,13.63286,-,-,-,-,-,-,8930.05537,-,4727.0823,4202.97307,-
35,3398,"ООО СК ""ВТБ Страхование""",Москва,493083.33172,-,-,-,-,35350.66176,116.41463,116.41463,-,-,-,35234.24713,28226.40714,-,-,-8704.1117,-,-85.31839,-0.85795,-,37022.43193,-5.73675,6428.58317,-,-,-,-,-10209.20618,-,-,-,16637.78935,-,-27.55305,606.80987,-,-,-,457732.66996,-,245798.77198,211933.89798,-
36,3847,"ООО СК ""НСГ""",Москва,43910.76879,-,-,-,-,5678.91738,-,-,-,-,-,5678.91738,5678.91738,-,-,-,-,4760.6233,-,-,918.29408,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38231.85141,-,38231.85141,-,-
37,3268,"ООО СК ""Паритет-СК""",Москва,29553.92801,-,-,-,-,17289.58734,683.25189,683.25189,-,-,-,16606.33545,16037.09644,347.17823,-,2063.82832,93.29569,1537.93963,-,-,11987.13795,7.71662,566.23901,-,-,-,-,-,56.44664,-,2.1375,507.65487,-,-,3,-,-,-,12264.34067,-,6365.05748,5899.28319,-
38,4331,"ООО СК ""Сбербанк страхование""",Москва,556935.9281,-,-,-,-,539332.15152,482.67014,482.67014,-,-,-,538849.48138,289860.37307,-,441.25142,4192.14302,-,8745.37792,31.37229,26.37229,273646.6948,2803.53362,191521.20785,-,-,-,-,-,-,2348.69578,12884.52284,175930.56938,357.41985,44692.02023,12775.88023,-,-,-,17603.77658,-,8823.14267,8780.63391,-
39,0667,"ООО СК ""УРАЛСИБ СТРАХОВАНИЕ""",Москва,31121.51193,-,-,-,-,31121.51193,29122.463,29122.463,-,-,-,1999.04893,1146.88467,-,-,-,-,-,-,-,1146.88467,-,852.16426,-,-,-,-,-,-,852.16426,-,-,-,-,-,-,-,-,-,-,-,-,-
40,1643,"ООО СПК ""Юнити Ре""",Москва,5034.90314,-,-,-,-,5034.90314,302.48174,302.48174,-,-,-,4732.4214,4755.53326,-122.43926,157.18533,-,385.61943,1027.56195,-,-,3386.55848,-78.95267,-23.11186,-,-,-,-,4.44609,-,-,-11.452,-16.10595,-,-,-,-,-,-,-,-,-,-,-
41,0397,"ООО Страховая Компания ""Гелиос""",Москва,3439.01973,-,-,-,-,6.47857,-,-,-,-,-,6.47857,6.47857,-,-,-,-,-,-,-,6.47857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3432.54116,-,3432.54116,-,-
42,1834,"ПАО ""САК ""ЭНЕРГОГАРАНТ""",Москва,360628.30717,-,-,-,-,295217.57049,9244.95478,9244.95478,-,-,-,285972.61571,241768.39987,24830.20925,873.61008,7777.78609,1300.41664,20627.79668,3892.85354,-,178589.48085,3876.24674,8561.24012,20.52646,20.52646,-,-,-,79.52851,3497.44504,237.10131,4726.6388,-,34910.32998,732.64574,-,-,-,65410.73668,-,35717.51621,29693.22047,-
43,0001,"ПАО СК ""Росгосстрах""",Люберцы,2401192.98325,-,-,-,-,1781300.3395,347.68155,347.68155,-,-,-,1780952.65795,1460984.49699,-0.5779,34.66586,138368.6836,264.89137,29422.23759,1821.37683,-,1291012.99041,60.22923,246122.68011,718.83504,103.5385,615.29654,-,54729.32405,7.45192,23073.60541,25521.49927,141391.09402,680.8704,73654.08085,191.4,-,-,-,619892.64375,-,331324.08532,288568.55843,-
44,0621,"САО ""ВСК""",Москва,2504185.05474,-,-,-,-,2220976.36319,47079.94356,46796.58114,-,-,283.36242,2173896.41963,1706251.82959,6284.07929,-,521699.7179,97108.36018,47982.91652,18274.77883,-,1009806.51619,5095.46068,305788.25972,263.26304,263.26304,-,-,100198.71117,2268.11896,22300.64127,819.07016,179938.45512,-,69430.47016,92425.86016,-,-,-,283208.69155,-,150530.84374,132677.84781,-
45,0348,"САО ""ЛЕКСГАРАНТ""",Москва,859987.11869,-,-,-,-,859987.11869,10003.30509,10003.30509,-,-,-,849983.8136,457494.48831,-,-,457494.48831,-,-,-,-,-,-,392489.32529,-,-,-,-,388111.93161,-,-,-,4377.39368,-,-,-,-,-,-,-,-,-,-,-
46,1209,"САО ""РЕСО-Гарантия""",Москва,1353627.10982,-,-,-,-,661460.29542,137807.80702,4460.40067,-,-,133347.40635,523652.4884,445178.57123,19340.98006,1606.11487,5818.0659,8543.72727,32501.68089,1400.90963,-,342792.24392,33174.84869,30911.25511,666.83014,666.83014,-,-,-,-,19883.89991,196.47083,10484.14587,-320.09164,35214.52282,12348.13924,-,-,-,692166.8144,-,385678.21161,306488.60279,-
47,0928,"СПАО ""Ингосстрах""",Москва,9487522.97103,-,-,-,-,8847504.51794,73301.1487,9833.14006,-,-,63468.00864,8774203.36924,7213343.26801,39602.49049,4960.86726,1225310.46722,250143.38519,235854.69049,39863.99901,-,5417607.36835,-,1185780.92499,41170.47358,41170.47358,-,-,955080.1241,3421.4313,24226.37652,27062.38174,134820.13775,-,4604.43305,370474.74319,-,-,-,640018.45309,-,358176.04371,281842.40938,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе,,,,36313839.12767,-,-,-,-,31040360.43397,1194815.20168,719598.38743,-,-,475216.81425,29845545.23229,24799350.08592,1060799.49479,19358.39279,3340051.58274,590081.04097,2269031.44902,444415.68105,89976.62436,16857478.5794,218133.86516,3166167.13226,55172.58088,23358.91,4785.22015,-,768381.05144,150173.67947,56340.26241,663591.77254,1449125.78845,23381.99707,675411.88131,1204616.1328,-,-,-,5273478.6937,798966.77363,2419975.88572,2026621.13562,27914.89873
на территории Российской Федерации,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
из-за пределов территории Российской Федерации,,,,26171214.88955,-,-,-,-,26171143.11452,169406.31052,83422.16237,-,-,85984.14815,26001736.804,20913306.20582,415995.77856,3966.75074,1987232.65913,387699.01465,611869.40615,1185373.6865,-,16312631.49245,8537.41764,3114010.24105,32570.20521,23370.66335,3648.86977,-,1564749.80708,5547.62686,98349.14999,23965.62645,1370492.08342,18335.74204,1161549.8426,812870.51453,-,-,-,71.77503,-,71.77503,-,-
