"Сведения о выплатах по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
принятым в перестрахование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 05.06.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  Январь-Март 2018 г.,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,2672255.11093,-,-,-,-,2435333.56182,266620.695,142880.97136,-,-,123739.72364,2168712.86682,1830271.27543,198159.96525,11254.51096,95417.1273,70819.57972,27214.31314,-,-,1419504.10669,7901.67237,186854.57092,110786.55279,109303.12437,768.50828,-,41440.7368,619.64324,-,1679.35006,31634.22581,694.06222,132932.84333,18654.17714,-,-,-,236921.54911,-,230809.29184,6112.25727,-
1,2239,"АО ""АльфаСтрахование""",Москва,18341.58747,-,-,-,-,4555.71939,-,-,-,-,-,4555.71939,1690.82571,-,327.99621,733.60883,-,-,-,-,629.22067,-,2864.89368,-,-,-,-,164.06737,-,-,-,2700.82631,-,-,-,-,-,-,13785.86808,-,13785.86808,-,-
2,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,639.07219,-,-,-,-,629.33704,-,-,-,-,-,629.33704,629.33704,-,-,-,-,-,-,-,629.33704,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.73515,-,3.47015,6.265,-
3,1820,"АО ""ГУТА-Страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,3116,"АО ""НАСКО""",Казань,4155.74524,-,-,-,-,3656.35599,232.90389,232.90389,-,-,-,3423.4521,3423.4521,2965.12331,-,415.8,-,3.96213,-,-,28.1563,10.41036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,499.38925,-,499.38925,-,-
5,2346,"АО ""ОСК",Самара,11665.62091,-,-,-,-,11220.31166,3034.08043,3034.08043,-,-,-,8186.23123,7811.74973,6100.27874,-,-,-,-,-,-,719.62889,991.8421,36.3401,-,-,-,-,-,20.41667,-,15.92343,-,-,-,338.1414,-,-,-,445.30925,-,444.75166,0.55759,-
6,3983,"АО ""РСК ""Стерх""",Якутск,558.56522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,558.56522,-,558.56522,-,-
7,0235,"АО ""Русское перестраховочное общество""",Москва,96121.40131,-,-,-,-,96121.40131,393.09237,393.09237,-,-,-,95728.30894,95548.36962,5856.18813,-,-,2.39017,242.10462,-,-,89320.28567,127.40103,179.93932,-,-,-,-,-,-,-,-,179.93932,-,-,-,-,-,-,-,-,-,-,-
8,3099,"АО ""СК ОПОРА""",Рязань ,546.6969,-,-,-,-,219.76079,-,-,-,-,-,219.76079,219.76079,-,-,-,-,-,-,-,219.76079,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,326.93611,-,326.3378,0.59831,-
9,1208,"АО ""СОГАЗ""",Москва,769665.64198,-,-,-,-,741067.92225,103658.86088,103658.86088,-,-,-,637409.06137,530311.46363,3553.60159,-,31862.58086,33147.72289,4036.95369,-,-,457656.63151,53.97309,94553.8425,94553.8425,94553.8425,-,-,-,-,-,-,-,-,1894.87341,10648.88183,-,-,-,28597.71973,-,28437.16313,160.5566,-
10,3229,"АО ""Страховая бизнес группа""",Воронеж,1684.44203,-,-,-,-,381.692,-,-,-,-,-,381.692,381.692,378.63836,-,-,-,3.05364,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1302.75003,-,1298.79902,3.95101,-
11,0212,"АО ""Цюрих надежное страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,4351,АО РНПК,Москва,157489.92977,-,-,-,-,157489.92977,931.3764,391.3746,-,-,540.0018,156558.55337,118245.18561,78677.46749,-,-,25164.91353,397.09313,-,-,13667.93696,337.7745,31603.45186,-,-,-,-,30626.06142,-,-,-,977.39044,-,-,6709.9159,-,-,-,-,-,-,-,-
13,3300,"АО СГ ""Спасские ворота""",Салехард,1283.37748,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1283.37748,-,1280.08379,3.29369,-
14,0983,"АО СГ ""УралСиб""",Москва,2047.93174,-,-,-,-,2047.93174,-,-,-,-,-,2047.93174,4.96155,4.96155,-,-,-,-,-,-,-,-,2042.97019,-,-,-,-,-,-,-,-,2042.97019,-,-,-,-,-,-,-,-,-,-,-
15,0290,"АО СК ""Альянс""",Москва,71612.36989,-,-,-,-,53639.59167,-,-,-,-,-,53639.59167,8051.67394,0.315,-,-779.18022,-,-,-,-,8830.53916,-,69.23051,-,-,-,-,-,4.59955,-,-,64.63096,-,45518.68722,-,-,-,-,17972.77822,-,17943.65136,29.12686,-
16,0915,"АО СК ""ПАРИ""",Москва,4854.95442,-,-,-,-,1837.79016,384.149,384.149,-,-,-,1453.64116,1444.44067,873.27864,-,-,-,54.6981,-,-,439.84376,76.62017,9.20049,-,-,-,-,-,-,-,-,9.20049,-,-,-,-,-,-,3017.16426,-,2997.99295,19.17131,-
17,2947,"АО СК ""РСХБ-Страхование""",Москва,9.00578,-,-,-,-,9.00578,-,-,-,-,-,9.00578,9.00578,-,-,-,-,-,-,-,9.00578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,1216,"АО СК ""Чулпан""",Альметьевск,6412.81801,-,-,-,-,1250.655,1250.655,-,-,-,1250.655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5162.16301,-,5162.16301,-,-
19,3947,"АО""АИГ""",Москва,10041,-,-,-,-,10041,-,-,-,-,-,10041,10041,-,-,-,-,8947,-,-,1094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
