"Сведения о страховых премиях по договорам страхования, заключенным при участии посредников",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"средств наземного транспорта 
(кроме средств железнодорожного транспорта)",средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельско-хозяйственное страхование,из него,прочего имущества юридических лиц,прочего имущества граждан,,"владельцев средств наземного транспорта 
(кроме средств железнодорожного транспорта)","владельцев 
средств железнодорожного транспорта","владельцев 
средств 
воздушного транспорта","владельцев 
средств водного транспорта","организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
,,ИТОГО:,,609516274,142801175,142256555,24423713,544620,333920439,108167832,61417657,24051,0,46750175,225752607,183246865,104732936,414311,1630548,1909544,8494201,2702841,2143163,29434444,33928040,26773324,4093071,1393,808939,1130011,519236,1211789,8129526,10879359,2691202,13041216,0,0,0,132794660,129590179,1369832,1834649,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,1398821,0,0,0,0,1387728,453296,136491,1697,0,316805,934432,783927,132851,575,71,102626,250896,0,0,235816,61092,131497,3061,9,0,17521,0,77966,32909,31,5890,13118,0,0,0,11093,7612,772,2709,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,80828,0,0,0,0,80828,44087,5844,0,0,38243,36741,32295,28400,0,0,234,1213,0,0,1824,624,1324,766,0,0,32,0,48,478,0,0,3122,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,389739,0,0,0,0,167384,34715,20814,0,0,13901,132669,131639,55317,0,0,130,753,1247,0,25637,48555,957,662,0,0,0,0,0,295,0,0,73,0,0,0,222355,214869,2183,5303,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,687980,0,0,0,0,686444,2376,2376,0,0,0,684068,337563,0,0,0,0,62905,0,0,267503,7155,161969,0,0,0,0,0,8445,153524,0,0,184536,0,0,0,1536,0,1536,0,0
6,4210,  АИЖК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,256150,0,0,0,0,256150,83878,83579,0,0,299,172272,165185,23892,0,14512,203,166,12519,0,19537,94356,7077,0,0,3409,0,1,1806,1861,0,0,10,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,55287,0,0,0,0,55287,55287,0,0,0,55287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,455,  АКОМС,Холмск,6115,0,0,0,0,6115,1381,81,0,0,1300,4734,4709,1255,0,0,1960,1215,0,0,3,276,25,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0
10,3572,  АКЦЕПТ,Люберцы,1298586,0,0,0,0,1298586,152388,152388,0,0,0,1146198,1146198,1146198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,33583232,0,0,0,0,25524516,6130857,3733258,0,0,2397599,19393659,14970974,8608214,49405,574464,147162,181970,661791,642261,2279702,2468266,1456491,630122,0,280928,45970,1822,35028,453067,9554,739883,2226311,0,0,0,8058716,7908619,102422,47675,0
13,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,20414657,20344687,20344650,0,37,69970,69970,30664,0,0,39306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,290,  АЛЬЯНС,Москва,3023286,66,66,0,0,2996910,279022,251102,6702,0,27920,2717888,1510797,82927,16553,120309,67825,610924,0,0,563977,48282,760445,10043,0,98963,20754,34432,83323,512930,0,159037,287609,0,0,0,26310,6117,10619,9574,0
16,3828,  АЛЬЯНС ЖИЗНЬ,Москва,10171409,1596650,1596119,54303,531,8574759,8574759,187082,0,0,8387677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,436,  АМТ СТРАХОВАНИЕ,Москва,111253,0,0,0,0,111253,95,95,0,0,0,111158,42812,0,0,0,42551,261,0,0,0,0,68346,0,0,0,68327,0,19,0,0,0,0,0,0,0,0,0,0,0,0
19,66,  АНГАРА,Братск,249850,0,0,0,0,28774,19350,18469,0,0,881,9424,9331,4648,0,0,0,0,0,0,914,3769,87,3,0,0,0,0,0,84,0,0,6,0,0,0,221076,221076,0,0,0
20,2982,  АНДРОМЕДА,Москва,85059,0,0,0,0,85059,0,0,0,0,0,85059,82700,0,0,0,0,0,0,0,82700,0,2359,0,0,0,0,0,0,2359,0,0,0,0,0,0,0,0,0,0,0
21,1858,  АРМЕЕЦ,Москва,1228883,0,0,0,0,268759,100409,75521,0,0,24888,168350,156717,76480,0,0,75,820,0,0,44644,34698,11590,47,0,0,0,0,3254,8289,0,0,43,0,0,0,960124,960124,0,0,0
22,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3193,  АРСЕНАЛЪ,Москва,1049833,0,0,0,0,1049833,83219,8747,0,0,74472,966614,137727,0,0,0,10809,68902,0,0,49956,8060,817913,0,0,192,53434,5,0,697072,67210,0,10974,0,0,0,0,0,0,0,0
24,2489,  АСКО,Набережные Челны,1730960,0,0,0,0,750330,455440,199310,0,0,256130,294890,282948,89146,0,0,20,1931,103310,100563,20861,67680,8618,619,0,0,287,6,4961,2546,199,0,3324,0,0,0,980630,959392,3933,17305,0
25,3999,  АСКО-ЖИЗНЬ,Набережные Челны,162163,161481,161481,0,0,682,682,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1894,  АСКО-ЗАБОТА,Омск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,278,  АСКОМЕД,Самара,39491,0,0,0,0,39491,39491,0,0,0,39491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3767,  АСКОР,Москва,7055,0,0,0,0,7055,0,0,0,0,0,7055,6673,6673,0,0,0,0,0,0,0,0,382,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2144,  АСКО-ЦЕНТР,Курск,112591,0,0,0,0,112591,64908,30823,0,0,34085,47683,47106,40708,0,0,0,212,284,0,4205,1697,577,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0
30,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,758,  АСТРА-МЕТАЛЛ,Магнитогорск,75691,0,0,0,0,75691,75691,0,0,0,75691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2619,  АСТРО-ВОЛГА,Самара,351442,0,0,0,0,73017,16054,7888,0,0,8166,56963,53384,41091,0,0,721,3718,2,0,3222,4630,3579,61,0,0,0,0,166,3344,8,0,0,0,0,0,278425,278425,0,0,0
33,2684,  АСТРО-ВОЛГА-МЕД,Самара,6152,0,0,0,0,6152,6152,0,0,0,6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,175745,0,0,0,0,175745,0,0,0,0,0,175745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175745,0,0,0,0,0,0,0,0,0
35,518,  БАСК,Белово,162825,0,0,0,0,14239,11127,6862,0,0,4265,3112,3001,1835,0,0,0,30,0,0,21,1115,111,0,0,0,0,0,0,111,0,0,0,0,0,0,148586,148554,32,0,0
36,4312,  БАШКОРТОСТАН МЕДИЦИНА,Уфа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3487,  БИН СТРАХОВАНИЕ,Москва,997348,0,0,0,0,856786,518177,433607,0,0,84570,338609,196106,19701,53,205,103,18049,2,0,76917,81076,95690,93,0,6707,0,7,20837,57449,10597,81,46732,0,0,0,140562,76042,12037,52483,0
38,3991,  БЛАГОСОСТОЯНИЕ,Москва,1210263,63352,60346,0,3006,1146911,1146911,1070984,0,0,75927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,1870832,0,0,0,0,1870832,930419,834080,0,0,96339,940413,290200,0,0,0,0,0,0,0,0,290200,77774,0,0,0,0,0,0,77774,0,0,572439,0,0,0,0,0,0,0,0
40,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,34629,0,0,0,0,33899,834,336,0,0,498,33065,32638,85,0,0,0,31414,0,0,1074,65,386,0,0,0,0,0,139,247,0,0,41,0,0,0,730,730,0,0,0
41,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,990898,0,0,0,0,990898,71854,1128,0,0,70726,919044,642705,30313,0,0,0,120596,0,0,489211,2585,275402,280,0,0,0,0,20,275102,0,603,334,0,0,0,0,0,0,0,0
42,3245,  ВЕРНА,Краснодар,316734,0,0,0,0,222255,17989,9911,0,0,8078,204266,48647,11330,0,0,260,22,22742,15075,8448,5845,155499,116,0,0,0,0,1958,2939,150486,0,120,0,0,0,94479,94479,0,0,0
43,4170,  ВИС,Махачкала,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3561,  ВИТАЛ-ПОЛИС,Москва,16483,0,0,0,0,16483,15649,335,0,0,15314,834,834,732,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,83310,82324,82264,46,60,986,986,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1440,  ВОЗРОЖДЕНИЕ-КРЕДИТ,Красноярск,14538,0,0,0,0,14538,8435,8435,0,0,0,6103,5853,3928,0,0,0,0,0,0,148,1777,250,30,0,5,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0
47,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,604,0,0,0,0,604,604,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,433,  ВОСТСИБЖАСО,Иркутск,112059,0,0,0,0,112059,68451,25691,0,0,42760,43608,43071,9892,0,0,0,1709,0,0,2857,28613,528,18,0,0,0,0,0,510,0,0,9,0,0,0,0,0,0,0,0
49,621,  ВСК,Москва,33778771,0,0,0,0,20313417,5635042,2935092,0,0,2699950,14678375,12510782,8391498,7833,331547,0,365397,59630,9030,1845109,1509768,1798458,655108,106,27972,4318,89632,129366,378273,513683,16651,352484,0,0,0,13465354,12967378,258810,239166,0
50,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,79577,79577,77194,0,2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3978,  ВСК-МИЛОСЕРДИЕ,Москва,195,0,0,0,0,195,195,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,257,  ВТБ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3398,  ВТБ СТРАХОВАНИЕ,Москва,33450347,0,0,0,0,33214761,19756316,18437997,0,0,1318319,13458445,6926531,98096,7045,57311,76849,162167,0,0,2164705,4360358,636375,1583,0,6243,499,1798,132529,489636,4087,713,5894826,0,0,0,235586,157287,44093,34206,0
54,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,8606985,8606965,8606965,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3780,  ВЫРУЧИМ!,Екатеринбург,63333,0,0,0,0,63333,2572,2316,0,0,256,60761,57159,52087,0,0,0,278,0,0,3736,1058,1545,13,0,0,0,0,129,1403,0,0,2057,0,0,0,0,0,0,0,0
56,630,  ГАЙДЕ,Санкт-Петербург,1302864,0,0,0,0,832896,135358,60681,0,0,74677,697538,678869,613140,0,0,649,25646,74,0,17478,21882,13833,5191,0,0,0,0,422,1347,6873,0,4836,0,0,0,469968,439416,292,30260,0
57,3908,  ГАЛАКТИКА,Москва,413455,0,0,0,0,413455,86187,71504,0,0,14683,327268,327268,21518,0,0,0,160713,0,0,145037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,397,  ГЕЛИОС,Москва,2287686,0,0,0,0,1689986,856644,720446,0,0,136198,833342,643415,286520,49,727,4970,15175,0,0,167632,168342,131406,10470,0,130,932,360,278,114709,4527,0,58521,0,0,0,597700,593929,3771,0,0
60,448,  ГЕОПОЛИС,Москва,16350,0,0,0,0,16350,16350,322,0,0,16028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2397,  ГЕОПОЛИС,Москва,278200,0,0,0,0,251382,45,45,0,0,0,251337,249761,233491,0,0,0,0,0,0,5023,11247,1576,1519,0,0,0,0,0,57,0,0,0,0,0,0,26818,26818,0,0,0
62,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,40901,0,0,0,0,40901,40901,0,0,0,40901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,4828,0,0,0,0,4828,204,204,0,0,0,4624,4272,3836,0,0,9,413,0,0,14,0,352,0,0,0,102,0,0,250,0,0,0,0,0,0,0,0,0,0,0
64,2042,  ГРАНТА,Казань,159817,0,0,0,0,159817,20144,18305,0,0,1839,139673,111947,106821,0,0,6,1489,0,0,2510,1121,18458,0,0,0,0,5,11513,6940,0,0,9268,0,0,0,0,0,0,0,0
65,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,11692206,0,0,0,0,8446379,2836746,227295,0,0,2609451,5609633,5300565,4357747,584,0,109527,537451,0,0,162419,132837,136903,66444,0,0,1366,328,19423,49272,70,0,172165,0,0,0,3245827,3228485,7962,9380,0
66,1820,  ГУТА-СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2214,  ДАЛЬАКФЕС,Владивосток,365270,0,0,0,0,89702,6260,6260,0,0,0,83442,81774,39366,0,0,3899,3034,0,0,30909,4566,1455,0,0,0,593,0,0,862,0,213,0,0,0,0,275568,275568,0,0,0
68,55,  ДАЛЬЖАСО,Хабаровск,192404,0,0,0,0,192404,140694,80936,0,0,59758,51710,41612,4261,0,0,121,33476,0,0,2217,1537,10098,0,0,0,24,0,0,1225,8849,0,0,0,0,0,0,0,0,0,0
69,525,  ДАЛЬ-РОСМЕД,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,392078,0,0,0,0,135614,22964,22877,0,0,87,112650,21025,12837,0,0,0,3753,0,0,1439,2996,91625,90858,0,0,0,0,389,378,0,0,0,0,0,0,256464,256464,0,0,0
71,1363,  ДИАМАНТ,Москва,4032,0,0,0,0,4032,401,401,0,0,0,3631,2818,2808,0,0,0,0,0,0,0,10,813,27,0,0,0,0,1,168,617,0,0,0,0,0,0,0,0,0,0
72,206,  ДИАНА,Ангарск,28392,0,0,0,0,28392,13945,4164,0,0,9781,14447,13656,758,0,0,0,160,0,0,893,11845,791,0,0,0,0,2,0,789,0,0,0,0,0,0,0,0,0,0,0
73,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,316931,0,0,0,0,316931,96236,37227,0,0,59009,220695,156075,0,0,0,0,11197,0,0,7973,136905,55066,0,0,0,0,0,0,55066,0,0,9554,0,0,0,0,0,0,0,0
74,3954,  ЕВРОИНС,Смоленск,1042781,0,0,0,0,569362,129176,28668,0,0,100508,440186,252855,68781,0,0,0,123857,5283,0,45541,9393,60526,147,0,0,0,0,5413,33748,21218,0,126805,0,0,0,473419,473419,0,0,0
75,990,  ЕВРОПА,Лобня,576857,0,0,0,0,576857,27624,19310,0,0,8314,549233,452081,8118,0,0,0,17226,314179,309352,111927,631,29833,32,0,0,0,158,125,29362,156,0,67319,0,0,0,0,0,0,0,0
76,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,380794,0,0,0,0,380794,377384,377384,0,0,0,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410,0,0,0,0,0,0,0,0
77,1595,  ЖАСКО,Вологда,3232,0,0,0,0,3232,0,0,0,0,0,3232,3232,0,0,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,263,  ЖАСО,Москва,662896,0,0,0,0,623308,524115,486395,0,0,37720,99193,77745,19792,3051,0,27,27370,0,0,8567,18938,11847,978,0,0,0,11,4867,5991,0,18,9583,0,0,0,39588,33790,1658,4140,0
79,4003,  ЖАСО-ЛАЙФ,Москва,66215,64071,64071,11419,0,2144,2144,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,57063,0,0,0,0,57063,22095,21548,0,0,547,34968,34787,945,5021,0,0,25108,0,0,2882,831,181,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0
81,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,3698221,0,0,0,0,2710332,395691,199839,0,0,195852,2314641,2159274,1462142,29,0,0,22826,5097,0,112476,556704,126855,4221,0,0,0,0,1151,121383,100,76,28436,0,0,0,987889,946453,17931,23505,0
84,3616,  ИНВЕСТ-ПОЛИС,Королев,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2401,  ИНВЕСТСТРАХ,Москва,91261,0,0,0,0,91261,37525,7574,0,0,29951,53736,10998,259,0,0,0,65,229,0,5238,5207,40674,0,0,0,0,0,4880,35794,0,0,2064,0,0,0,0,0,0,0,0
86,425,  ИНГВАР,Москва,86019,0,0,0,0,86019,0,0,0,0,0,86019,86019,0,0,0,0,86019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,928,  ИНГОССТРАХ,Москва,48920987,0,0,0,0,30061627,4590358,794136,0,0,3796222,25471269,23082870,19177277,26569,69467,555173,396606,12985,0,1974337,870456,2053616,506656,0,22600,593330,111102,95164,724105,659,20172,314611,0,0,0,18859360,18506101,147186,206073,0
88,4189,  ИНГОССТРАХ ОНДД КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,305684,0,0,0,0,305684,0,0,0,0,0,305684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305684,0,0,0,0,0,0,0,0,0
89,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,3762392,3355175,3295243,0,59932,407217,407217,405591,0,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3837,  ИНГОССТРАХ-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2169,  ИНЕРТЕК,Санкт-Петербург,3378,0,0,0,0,3378,103,103,0,0,0,3275,3275,176,0,0,0,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2031,  ИНКО-МЕД,Воронеж,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,870,  ИНТАЧ СТРАХОВАНИЕ,Москва,557862,0,0,0,0,522523,298896,295579,0,0,3317,223627,216903,208620,0,0,0,0,0,0,0,8283,2614,1148,0,0,0,0,0,1466,0,0,4110,0,0,0,35339,35339,0,0,0
94,902,  КАЙРОС,Петропавловск-Камчатский,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
