"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,8026784613,16313537,0,0,0,0,898543363,146374119,73475603,1040000,0,72898516,752169244,546047751,8095570,949444,0,13928336,67660939,0,0,369617514,85795948,190050617,13954,0,13954,0,0,29020426,1943950,0,0,27076476,0,59251713,27265336,74499188,15469771,601105,0,0,0,7128241250,4595000,7123646250,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,14499239,0,0,0,0,0,14499239,3980,3980,0,0,0,14495259,14445259,318317,0,0,0,0,13967561,10802713,159381,0,50000,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,86589731,403330,0,0,0,0,86589731,72185538,2736162,0,0,69449376,14404193,8024634,906558,0,0,24780,234865,0,0,6219250,639181,4167574,0,0,0,0,0,1589950,1586450,0,0,3500,0,11000,2544624,22000,0,2211985,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,20728170392,0,0,0,0,0,48714480,8833965,7113894,0,0,1720071,39880515,37785935,2859366,0,0,12500,23165,48582,0,16541993,18300329,571220,0,0,0,0,0,397150,397150,0,0,0,10000,0,164070,0,0,1523360,0,0,0,20679455912,6265000,20673190912,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,3222818337,0,0,0,0,0,3217238337,163826,163826,0,0,0,3217074511,1596199117,0,0,0,0,164136734,0,0,1432062383,0,465970037,0,0,0,0,0,11569775,11569775,0,0,0,0,0,454400262,0,0,1154905357,0,0,0,5580000,5580000,0,0
6,4210,  АИЖК,Москва,12280557,0,0,0,0,0,12280557,0,0,0,0,0,12280557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12280557,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,191542069,298340,0,0,0,0,191542069,32904946,32831515,0,0,73431,158637123,120767146,795275,0,4887312,338748,0,527181,0,44525796,69692834,37702073,0,0,0,0,0,35444735,3150,0,35441585,0,1000,999500,1256838,0,0,167904,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,8028268,1270525,0,0,0,0,8028268,8028268,0,0,0,8028268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3572,  АКЦЕПТ,Люберцы,9676714,0,0,0,0,0,9676714,3352759,3352759,0,0,0,6323955,6323955,6218955,0,0,0,0,0,0,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3859,  АЛЛЕГА,Симферополь,142600,0,0,0,0,0,142600,142600,142600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,2588292331348,675592220,0,0,0,0,46827954116,6840114003,1117435200,0,0,5722678803,39987840113,14869234652,350340996,244266010,1658592273,105492888,4951706054,82529257,39474043,6834788535,641518639,22269258897,20820782409,225548,0,20617603194,202953667,732031179,575576405,0,0,156454774,8771892,47111496,658298041,2263880,974091833,1875254731,0,0,0,2541464377232,201050000,2541263327232,0
12,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,326670190,1106922,281821318,281820027,0,1291,44848872,44848872,34385448,0,0,10463424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,290,  АЛЬЯНС,Москва,45379397456,269026190,0,0,0,0,3852074816,945438881,585024030,40818000,0,360414851,2906635935,2114842634,2180199,56638192,66385076,14948002,448787104,5970,0,1495238291,30659800,618079370,290668445,0,0,290668445,0,77687535,26469026,0,41638276,9580233,4574778,29391724,211652678,4104210,84862038,88851893,0,0,0,41527322640,12970000,41514352640,0
15,3828,  АЛЬЯНС ЖИЗНЬ,Москва,2698226248,683562927,86277843,86274945,47060040,2898,2611948405,2611948405,61662893,0,0,2550285512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,436,  АМТ СТРАХОВАНИЕ,Москва,122350118,34400014,0,0,0,0,122350118,99874,99874,0,0,0,122250244,8004312,0,0,0,7923910,80402,0,0,0,0,114245932,113205961,0,0,0,113205961,145574,0,0,0,145574,0,2000,892397,0,0,0,0,0,0,0,0,0,0
18,66,  АНГАРА,Братск,9512151,0,0,0,0,0,9512151,6197937,4038884,0,0,2159053,3314214,3212699,907323,0,0,0,500,0,0,1284836,1020040,57657,0,0,0,0,0,11900,11900,0,0,0,0,0,45757,0,0,43858,0,0,0,0,0,0,0
19,2982,  АНДРОМЕДА,Москва,6880027,0,0,0,0,0,6880027,0,0,0,0,0,6880027,6254527,0,0,0,0,0,0,0,6254527,0,625500,0,0,0,0,0,0,0,0,0,0,0,2500,623000,0,0,0,0,0,0,0,0,0,0
20,1858,  АРМЕЕЦ,Москва,28771581,1914483,0,0,0,0,28771581,10601051,5943321,0,0,4657730,18170530,13959141,1680898,0,2000,6500,43000,0,0,5173232,7053511,4155476,2915,0,0,2915,0,9627,9400,0,227,0,2929,2823900,1316105,0,0,55913,0,0,0,0,0,0,0
21,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3193,  АРСЕНАЛЪ,Москва,191453076,0,0,0,0,0,191453076,33195405,11471575,0,0,21723830,158257671,54004671,0,0,6424545,1054471,1320352,0,0,38166682,7038621,82838827,0,0,0,0,0,37332660,0,0,141356,37191304,4000,0,9513987,35988180,0,21414173,0,0,0,0,0,0,0
23,2489,  АСКО,Набережные Челны,249243635376,247370,0,0,0,0,140229128,50610524,30977316,0,0,19633208,89618604,80396971,2775213,0,7345,156985,129646,1110560,838446,63694726,12522496,8911203,0,0,0,0,0,1267065,263650,0,0,1003415,9135,5718181,1856322,60500,0,310430,0,0,0,249103406248,9115000,249094291248,0
24,3999,  АСКО-ЖИЗНЬ,Набережные Челны,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,278,  АСКОМЕД,Самара,4697311,0,0,0,0,0,4697311,4697311,0,0,0,4697311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3767,  АСКОР,Москва,7283263,0,0,0,0,0,7283263,5537552,5537552,0,0,0,1745711,1140034,1009841,0,0,0,491,0,0,129702,0,605677,104274,104274,0,0,0,479000,479000,0,0,0,0,0,22403,0,0,0,0,0,0,0,0,0,0
27,2144,  АСКО-ЦЕНТР,Курск,48740769,0,0,0,0,0,48740769,19209843,18506488,0,0,703355,29530926,29318718,19913823,0,0,0,1214,26570,0,8655630,721481,212208,0,0,0,0,0,0,0,0,0,0,0,0,212208,0,0,0,0,0,0,0,0,0,0
28,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,758,  АСТРА-МЕТАЛЛ,Магнитогорск,28882447,0,0,0,0,0,28882447,28882447,0,0,0,28882447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2619,  АСТРО-ВОЛГА,Самара,18157178,0,0,0,0,0,18157178,6803092,6722958,0,0,80134,11354086,9135732,1261409,0,0,259683,2376821,160,0,3757989,1479670,2216784,0,0,0,0,0,8000,8000,0,0,0,0,14020,2184764,10000,0,1570,0,0,0,0,0,0,0
31,2684,  АСТРО-ВОЛГА-МЕД,Самара,9486,0,0,0,0,0,9486,9486,0,0,0,9486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,349483898,0,0,0,0,0,349483898,0,0,0,0,0,349483898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349483898,0,0,0,0,0,0,0,0
33,518,  БАСК,Белово,41723485,0,0,0,0,0,36878485,3171823,953818,0,0,2218005,33706662,19324076,201952,0,0,0,196187,0,0,18464079,461858,14351587,25276,25276,0,0,0,0,0,0,0,0,0,700,14325611,0,0,30999,0,0,0,4845000,4845000,0,0
34,3487,  БИН СТРАХОВАНИЕ,Москва,686045520,0,0,0,0,0,132685520,83235765,24943759,0,0,58292006,49449755,33750809,141983,0,0,41600,504,0,0,21295016,12271706,9137035,22800,22800,0,0,0,60000,60000,0,0,0,10000,0,3065164,5979071,144479,6417432,0,0,0,553360000,130000,553230000,0
35,3991,  БЛАГОСОСТОЯНИЕ,Москва,1281886181,54179482,6585044,4265402,0,2319642,1275301137,1275301137,1036431361,0,0,238869776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,706051005,4284761,0,0,0,0,706051005,480709740,195416342,0,0,285293398,225341265,116245668,0,0,0,0,0,0,0,0,116245668,50415075,0,0,0,0,0,0,0,0,0,0,0,0,50415075,0,0,58680522,0,0,0,0,0,0,0
37,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,460445,0,0,0,0,0,460445,760,0,0,0,760,459685,333847,171050,0,0,0,2337,0,0,37070,123390,125838,0,0,0,0,0,0,0,0,0,0,0,17935,19938,87965,0,0,0,0,0,0,0,0,0
38,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,317090572,0,0,0,0,0,317090572,8533558,1125458,0,0,7408100,308557014,163480636,926100,0,0,0,5299348,0,0,155585604,1669584,140034967,0,0,0,0,0,345000,345000,0,0,0,0,5000,139684967,0,5040695,716,0,0,0,0,0,0,0
39,3245,  ВЕРНА,Краснодар,82313611,0,0,0,0,0,82313611,26240037,21463701,0,0,4776336,56073574,20371529,948939,0,0,42207,17365,663621,422923,14215019,4484378,35563803,46500,46500,0,0,0,96990,28845,0,0,68145,0,2157720,1930015,31332578,0,138242,0,0,0,0,0,0,0
40,4170,  ВИС,Махачкала,2924350,0,0,0,0,0,2924350,0,0,0,0,0,2924350,0,0,0,0,0,0,0,0,0,0,2924350,0,0,0,0,0,0,0,0,0,0,0,2924350,0,0,0,0,0,0,0,0,0,0,0
41,3561,  ВИТАЛ-ПОЛИС,Москва,14222388,0,0,0,0,0,14222388,14098579,8000,0,0,14090579,123809,106509,30000,0,0,0,0,0,0,16875,59634,17300,0,0,0,0,0,17000,17000,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0
42,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,1864727,0,510033,509713,24651,320,1354694,1354694,315194,0,0,1039500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1440,  ВОЗРОЖДЕНИЕ-КРЕДИТ,Красноярск,688577,0,0,0,0,0,688577,307758,250258,0,0,57500,380819,371072,41138,0,0,0,0,0,0,91320,238614,9747,0,0,0,0,0,1000,1000,0,0,0,0,0,8747,0,0,0,0,0,0,0,0,0,0
44,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,433,  ВОСТСИБЖАСО,Иркутск,18347318,0,0,0,0,0,18347318,13100149,4125939,0,0,8974210,5247169,5131581,130840,0,0,0,44360,0,0,736937,4219444,112357,0,0,0,0,0,0,0,0,0,0,0,0,112357,0,0,3231,0,0,0,0,0,0,0
46,621,  ВСК,Москва,4057025094178,431469572,0,0,0,0,11190899508,4675619126,1234951312,0,0,3440667814,6515280382,5862378840,384816038,2590925,496880119,0,166822807,30649371,10028695,4029866252,750753328,593736370,1952612,1952612,0,0,0,118115051,55406251,0,62071365,637435,21509032,30305761,241423809,180430105,34499594,24665578,0,0,0,4045834194670,436955000,4045397239670,0
47,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,169640689,0,11026133,11021146,0,4987,158614556,158614556,158614556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3978,  ВСК-МИЛОСЕРДИЕ,Москва,31241000,0,0,0,0,0,31241000,31241000,0,0,0,31241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,257,  ВТБ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,30229251,0,0,0,0,0,30229251,30229251,0,0,0,30229251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2890,  ВТБ МС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3398,  ВТБ СТРАХОВАНИЕ,Москва,513492200870,0,0,0,0,0,17340698598,6602127948,3676463800,0,0,2925664148,10738570650,8038384108,9695466,75742792,186495455,12100575,126616097,0,0,5586379210,2041354513,1661934990,407231330,0,0,407231330,0,6791884,5179100,40000,42630,1530154,17930100,130321700,1076879575,22780401,481994,1037769558,0,0,0,496151502272,107800000,496043702272,0
52,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,46048307,635203,46002273,45999986,24493,2287,46034,46034,46034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3780,  ВЫРУЧИМ!,Екатеринбург,2192371,0,0,0,0,0,2192371,1271125,1222375,0,0,48750,921246,582098,410837,0,0,0,0,0,0,21616,149645,291928,0,0,0,0,0,500,500,0,0,0,0,5000,116428,170000,0,47220,0,0,0,0,0,0,0
54,630,  ГАЙДЕ,Санкт-Петербург,65426131009,0,0,0,0,0,432472407,363053478,34855997,0,0,328197481,69418929,63619457,24697193,0,0,32980,7823120,7443,0,22699029,8359692,5384910,0,0,0,0,0,3732360,3732360,0,0,0,0,159600,1006900,486050,0,414562,0,0,0,64993658602,1155000,64992503602,0
55,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,397,  ГЕЛИОС,Москва,328314042,0,0,0,0,0,320114042,109533925,68920369,0,0,40613556,210580117,157186794,7197583,74574,21803,2281693,1353168,0,0,79482108,66775865,42972861,311382,0,0,44119,267263,11223601,11214885,0,1800,6916,21500,95630,30989748,331000,0,10420462,0,0,0,8200000,8200000,0,0
57,448,  ГЕОПОЛИС,Москва,602981,0,357497,0,0,357497,245484,245484,120118,0,0,125366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2397,  ГЕОПОЛИС,Москва,14187394,0,0,0,0,0,14187394,115803,82565,0,0,33238,14071591,13170093,4160769,0,0,0,0,0,0,5789493,3219831,901498,0,0,0,0,0,738496,738496,0,0,0,0,0,163002,0,0,0,0,0,0,0,0,0,0
59,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,3196542,14908,0,0,0,0,3196542,3196542,0,0,0,3196542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,7774600,0,0,0,0,0,7774600,2397670,947520,0,0,1450150,5376930,5271257,132270,0,0,600,0,0,0,5081144,57243,105673,7300,0,0,0,7300,54100,54100,0,0,0,0,0,44273,0,0,0,0,0,0,0,0,0,0
61,2042,  ГРАНТА,Казань,13222723,24000,0,0,0,0,13222723,1488640,861065,0,0,627575,11734083,6573216,3261171,0,0,7300,305,0,0,2272562,1031878,4847090,0,0,0,0,0,17410,0,0,0,17410,5000,4369850,454830,0,0,313777,0,0,0,0,0,0,0
62,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,91277046965,69672084,0,0,0,0,3913420877,1691051102,171895137,0,0,1519155965,2222369775,1774743311,176968397,972496,0,11716480,808384527,0,0,643623639,133077772,231543829,70659159,70659159,0,0,0,68043899,67557203,0,0,486696,385100,21544901,70880770,30000,0,216082635,0,0,0,87363626088,22865000,87340761088,0
63,1820,  ГУТА-СТРАХОВАНИЕ,Москва,62509150,0,0,0,0,0,62509150,8453769,8137569,0,0,316200,54055381,48791766,348609,0,0,85944,0,271254,271254,44409141,3676818,3368631,0,0,0,0,0,63542,0,0,0,63542,700,0,2980146,324243,0,1894984,0,0,0,0,0,0,0
64,2214,  ДАЛЬАКФЕС,Владивосток,11195109,0,0,0,0,0,11195109,825578,822135,0,0,3443,10369531,10039241,786271,0,0,761885,391894,0,0,7043568,1055623,237760,47580,0,0,0,47580,0,0,0,0,0,0,0,190180,0,92530,0,0,0,0,0,0,0,0
65,55,  ДАЛЬЖАСО,Хабаровск,16484980,0,0,0,0,0,16484980,9661876,7891107,0,0,1770769,6823104,4833033,268448,0,0,38075,947127,0,0,2957723,621660,1990071,5200,5200,0,0,0,28644,0,0,0,28644,0,0,691727,1264500,0,0,0,0,0,0,0,0,0
66,525,  ДАЛЬ-РОСМЕД,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,241262038,857720,0,0,0,0,241262038,82897975,82877455,0,0,20520,158364063,154517698,514684,0,0,0,130453921,0,0,21690478,1858615,3213114,0,0,0,0,0,459200,459200,0,0,0,0,822987,1930927,0,0,633251,0,0,0,0,0,0,0
68,3870,  ДЕЛО ЖИЗНИ,Москва,8170757,0,4145555,4145555,0,0,4025202,4025202,4025202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1363,  ДИАМАНТ,Москва,586192,0,0,0,0,0,586192,74227,74227,0,0,0,511965,429720,283389,0,0,0,0,0,0,66427,79904,82200,0,0,0,0,0,60000,60000,0,0,0,0,0,22200,0,0,45,0,0,0,0,0,0,0
70,206,  ДИАНА,Ангарск,21024770,0,0,0,0,0,21024770,14840351,682084,0,0,14158267,6184419,5622589,76206,0,0,0,1207,0,0,3037972,2507204,561830,0,0,0,0,0,0,0,0,0,0,4200,6834,550796,0,0,0,0,0,0,0,0,0,0
71,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,109945981,25300,0,0,0,0,109945981,47686443,38054685,0,0,9631758,62259538,42823365,0,0,0,0,98253,0,0,11648620,31076492,12498200,0,0,0,0,0,0,0,0,0,0,0,0,12498200,0,0,6937973,0,0,0,0,0,0,0
72,3954,  ЕВРОИНС,Смоленск,185544767,19718,0,0,0,0,185544767,6600742,4063980,0,0,2536762,178944025,19238589,2527186,0,0,0,28403,63817,0,13285790,3333393,76368163,0,0,0,0,0,29250,29250,0,0,0,0,1055362,72552582,2730969,3480,83333793,0,0,0,0,0,0,0
73,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,792095761,0,0,0,0,0,792095761,789669923,789669923,0,0,0,2425838,0,0,0,0,0,0,0,0,0,0,2403000,0,0,0,0,0,0,0,0,0,0,0,0,0,2403000,0,22838,0,0,0,0,0,0,0
74,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,55317960,0,0,0,0,0,55317960,51670952,50823718,0,0,847234,3647008,3616238,24094,237900,0,0,2414398,0,0,715902,223944,30770,0,0,0,0,0,0,0,0,0,0,0,0,30770,0,0,0,0,0,0,0,0,0,0
75,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
