Сведения о количестве действовавших на конец отчетного периода договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
Дата составления отчета: 24.08.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2021 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,единица
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование  ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,, страхование жизни и,иные виды,,гражданской,гражданской,гражданской,иные виды,
,,,,,,,,,,,,,"пациентов,",,,,,,,,,,,из него,,,,,из него,,,,,,,,,,,Всего,здоровья, обязательного личного,Всего,ответственности,ответственности,ответственности,обязательного,Инвестиционное
№ п/п,Рег №,Наименование,Город,Всего,из них страхование,,страхование жизни,,,Всего,,,участвующих в,,,,,,,,,,,,,,,владельцев средств,,,,,,,,,,страхование,страхование,,военнослужащих и," страхования,",,владельцев,владельца опасного,перевозчика за,имущественного,страхование
,,,,,нерезидентов,Всего,(кроме,страхование жизни,пенсионное,,Всего,от несчастных,клинических,,,,,,,,,,,,,,Всего,наземного транспорта,владельцев,владельцев,,,,,,,за неисполнение или,предпринимательских,финансовых рисков,,приравненных к ним в, предусмотренные,,транспортных средств,объекта за причинение,причинение вреда,"страхования,",жизни
,,,,,,,пенсионного), заемщика,страхование,,,случаев и болезней,исследованиях,работников,медицинское,Всего,,средств наземного,,,,,,,,,, (кроме средств,автотранспортных,автотранспортных,владельцев средств,владельцев средств,владельцев средств,"организаций,",за причинение вреда,за причинение вреда,ненадлежащее,рисков,,,обязательном, федеральными,,,вреда в результате," жизни, здоровью,",предусмотренные,
,,,,,,, страхования)-всего,,,,,,лекарственного,налоговых органов,страхование,,Всего,транспорта,средств,,,,,"страхование,",,,, железнодорожного, средств (кроме, средств (страхования,железнодорожного,воздушного транспорта,водного транспорта,эксплуатирующих,вследствие недостатков,третьим лицам,исполнение,,,,государственном,законами,,,аварии на опасном, имуществу пассажиров,федеральными,
,,,,,,,,,,,,,препарата для,,,,,(кроме средств,железнодорожного,средств воздушного,средств водного,грузов,сельскохозяйственное,осуществляемое с,прочего имущества,прочего имущества,,транспорта)," страхования,", осуществляемого в,транспорта,,,опасные объекты,"товаров, работ, услуг",, обязательств по,,,, страховании лиц,,,, объекте,,законами,
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ИТОГО:,,,,135187191,2677754,11092531,11054617,6808508,37914,83929451,32961340,24265142,1859,3,8696198,50968111,38778538,5433452,5218,1516,3863,1042170,43223,3834,448417,31800679,5938838,797638,694093,103489,21,3314,6474,1983,35243,5062481,31684,32699,6218036,11,11,0,40165198,39872681,235481,57036,0,1529076
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,2888638,32989,0,0,0,0,2526177,1100617,730784,0,0,369833,1425560,294785,49217,4,0,49,331,0,0,2853,242331,343287,5515,5515,0,0,0,30,1,69,337411,261,64,787424,0,0,0,362461,362096,297,68,0,0
2,3947,"АО ""АИГ""",Москва,1523,0,0,0,0,0,1328,0,0,0,0,0,1328,216,0,0,0,0,116,0,0,100,0,676,9,9,0,0,0,0,0,183,484,0,0,436,0,0,0,195,0,195,0,0,0
3,2239,"АО ""АльфаСтрахование""",Москва,18209327,9923,0,0,0,0,12562712,1903620,1408706,45,0,494914,10659092,9874113,573265,308,159,505,969,218,64,26936,9271753,467069,59361,35934,23427,0,167,593,116,1034,402994,2804,1418,316492,0,0,0,5646615,5621564,22119,2932,0,0
4,3064,"АО ""Боровицкое страховое общество""",Москва,174085,20677,0,0,0,0,93925,84227,61640,0,0,22587,9698,8233,7264,0,0,0,6,0,0,430,533,1465,500,500,0,0,0,0,0,170,342,453,0,0,0,0,0,80160,80160,0,0,0,0
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,2981050,106423,0,0,0,0,1919622,620741,348059,0,0,272682,1298881,1037063,283816,10,0,50,106,0,0,4431,748650,126858,72802,72802,0,0,0,2,0,127,53927,0,0,134960,0,0,0,1061428,1059128,1957,343,0,0
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,2780299,8483,0,0,0,0,1069096,523704,435232,3,0,88472,545392,493079,252323,0,22,60,3516,868,0,6863,229427,39084,1249,1159,90,0,35,173,23,55,37379,170,61,13168,0,0,0,1711203,1705478,4229,1496,0,0
7,1820,"АО ""ГУТА-Страхование""",Москва,211,0,0,0,0,0,211,42,6,0,0,36,169,107,5,0,0,1,0,6,6,85,10,60,0,0,0,0,0,1,0,0,15,44,0,2,0,0,0,0,0,0,0,0,0
