,,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,Перевозчиков,,,,,Иных владельцев (кроме перевозчиков),,,,,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,,,,,,,,,,,,,
86,928,  ИНГОССТРАХ,Москва,7763485,217262,0,0,0,0,3654894,1568577,917543,0,0,651034,2086317,1274713,452259,420,413,925,71007,199,0,36254,713236,732619,496,496,0,0,0,260786,259220,0,505,1061,275,1428,469013,621,414,78571,0,0,0,4108591,4082091,20870,5630,0
87,4189,  ИНГОССТРАХ ОНДД КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,57,2,0,0,0,0,57,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
88,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,96432,0,10945,10863,0,82,85487,85487,85369,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3837,  ИНГОССТРАХ-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2169,  ИНЕРТЕК,Санкт-Петербург,271,0,0,0,0,0,271,116,116,0,0,0,155,153,11,0,0,0,26,0,0,98,18,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
91,2031,  ИНКО-МЕД,Воронеж,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,870,  ИНТАЧ СТРАХОВАНИЕ,Москва,249184,1389,0,0,0,0,197947,86822,74793,0,0,12029,111125,51215,29119,0,0,0,0,0,0,0,22096,26078,0,0,0,0,0,15241,15241,0,0,0,0,0,10837,0,0,33832,0,0,0,51237,51237,0,0,0
93,902,  КАЙРОС,Петропавловск-Камчатский,268,0,0,0,0,0,268,70,70,0,0,0,198,64,0,0,0,64,0,0,0,0,0,63,0,0,0,0,0,63,0,0,0,63,0,0,0,0,0,71,0,0,0,0,0,0,0,0
94,3175,  КАПИТАЛ ПЕРЕСТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1298,  КАПИТАЛ СТРАХОВАНИЕ,Когалым,59262,0,0,0,0,0,14991,941,237,0,0,704,14050,9343,5279,2,12,29,201,0,0,1522,2298,3637,0,0,0,0,0,2486,2394,0,24,68,128,1,1016,6,8,1062,0,0,0,44271,39762,4465,44,0
96,1336,  КАПИТАЛ-ПОЛИС,Санкт-Петербург,43739,0,0,0,0,0,43739,16545,11521,0,0,5024,27194,6555,5616,0,0,0,543,0,0,117,279,1487,0,0,0,0,0,378,378,0,0,0,3,894,212,0,0,19152,0,0,0,0,0,0,0,0
97,2875,  КАПИТАЛ-ПОЛИС МЕДИЦИНА,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3629,  КЛУВЕР,Саратов,1659,0,0,0,0,0,1659,79,64,0,0,15,1580,1467,1424,0,0,0,0,0,0,39,4,113,0,0,0,0,0,52,52,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
99,507,  КОЛЫМСКАЯ,Хабаровск,83557,1604,30309,30187,0,122,53248,53248,23470,0,0,29778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1867,  КОМЕСТРА-ТОМЬ,Томск,70370,0,0,0,0,0,70370,35142,9764,1,0,25378,35228,34370,31129,0,0,0,73,0,0,225,2943,858,0,0,0,0,0,200,200,0,0,0,0,27,630,1,0,0,0,0,0,0,0,0,0,0
101,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,87787,0,0,0,0,0,87787,38,0,0,0,38,87749,18070,0,0,0,0,0,0,0,0,18070,15916,0,0,0,0,0,0,0,0,0,0,0,0,15916,0,0,53763,0,0,0,0,0,0,0,0
102,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,9722,0,0,0,0,0,9722,9722,0,0,0,9722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,204,0,0,0,0,0,204,0,0,0,0,0,204,204,45,0,0,0,0,0,0,123,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4296,  КООП-РЕСУРС,Вологда,92,0,0,0,0,0,92,0,0,0,0,0,92,92,14,0,0,0,0,0,0,64,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,116,0,0,0,0,0,116,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0
106,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,7243,6,82,82,0,0,7161,7161,7161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,4246,  КРИСТАЛЛ,Краснодар,678,0,0,0,0,0,678,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0
108,3781,  КРК-СТРАХОВАНИЕ,Москва,32513,0,0,0,0,0,32513,19487,17035,0,0,2452,13026,11630,7331,0,1,7,2943,0,0,348,1000,1396,3,0,0,3,0,454,451,0,3,0,1,524,414,0,0,0,0,0,0,0,0,0,0,0
109,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,3503,0,0,0,0,0,3503,2512,1516,0,0,996,991,724,137,0,2,11,66,0,0,319,189,189,0,0,0,0,0,87,0,0,1,86,6,0,96,0,78,0,0,0,0,0,0,0,0,0
111,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,22274,0,0,0,0,0,22274,16207,15605,0,0,602,6067,4884,954,17,0,71,49,0,0,566,3227,1079,0,0,0,0,0,0,0,0,0,0,0,0,989,90,14,90,0,0,0,0,0,0,0,0
112,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,348,  ЛЕКСГАРАНТ,Москва,154267,0,0,0,0,0,154267,304,168,0,0,136,153963,586,225,0,25,0,99,0,0,81,156,165,21,0,0,21,0,34,34,0,0,0,1,2,62,45,0,153212,0,0,0,0,0,0,0,0
114,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,530235,265,0,0,0,0,398315,327663,60467,0,0,267196,70652,59341,27361,2,0,35,1383,0,0,1473,29087,9374,0,0,0,0,0,7006,6962,0,0,44,24,47,2244,53,68,1869,0,0,0,131920,131548,231,141,0
115,1427,  МАКС,Москва,1607685,0,0,0,0,0,695997,434621,408329,0,1,26292,261376,230546,43103,14,2,20,1284,131,54,5325,180667,23136,9470,9307,0,22,141,0,0,0,0,0,70,271,13065,260,60,7634,0,0,0,911688,904448,1917,5323,0
116,4013,  МАКС-ЖИЗНЬ,Москва,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2877,  МЕГАРУСС-Д,Москва,90319,0,0,0,0,0,44694,19275,18347,0,0,928,25419,22360,16839,0,6,1,391,0,0,586,4537,121,0,0,0,0,0,38,27,0,9,2,0,19,60,4,0,2938,0,0,0,45625,45625,0,0,0
120,797,  МЕД-ГАРАНТ,Балашиха,10344,0,0,0,0,0,2187,1794,1588,0,0,206,393,344,161,0,0,0,1,24,24,91,67,17,0,0,0,0,0,1,1,0,0,0,0,0,16,0,0,32,0,0,0,8157,8157,0,0,0
121,660,  МЕДИКА-ВОСТОК,Красноярск,5,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,484,  МЕДСТРАХ,Москва,334,0,0,0,0,0,334,334,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,141,  МЕДЭКСПРЕСС,Санкт-Петербург,17288,0,0,0,0,0,10122,8747,1158,0,0,7589,1375,1126,671,0,0,0,9,0,0,52,394,249,0,0,0,0,0,119,119,0,0,0,0,0,130,0,0,0,0,0,0,7166,7166,0,0,0
125,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,79971,457,0,0,0,0,79971,79959,79928,0,0,31,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0
126,3256,  МЕТЛАЙФ,Москва,677775,0,48386,48014,36293,372,629389,629389,358010,0,0,271379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,166,  МИЛОСЕРДИЕ И БЛАГОПОЛУЧИЕ,Красногорск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4349,  МОВС,Санкт-Петербург,18,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
129,2950,  МОСКВА-ВОЛГА,Красногорск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2290,  МОСКОВИЯ,Москва,525693,2234,0,0,0,0,180697,125139,124404,0,0,735,55558,54753,301,0,0,0,54039,0,0,89,324,199,1,1,0,0,0,67,67,0,0,0,0,0,131,0,0,606,0,0,0,344996,344996,0,0,0
131,3128,  МСК АЙАЙСИ,Москва,75238,0,0,0,0,0,75238,0,0,0,0,0,75238,75230,0,0,0,0,0,0,0,0,75230,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
132,413,  МСК СТРАЖ,Рязань,911941,10872,0,0,0,0,397978,340981,256611,0,0,84370,56997,53599,3748,0,0,8,1141,84,7,1751,46867,3398,0,0,0,0,0,324,324,0,0,0,0,0,3074,0,0,0,0,0,0,513963,513963,0,0,0
133,2326,  МСК УРАЛСИБ,Климовск,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,3624,  МСК-МЕДИЦИНА,Краснодар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1447,  НАДЕЖДА,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2182,  НАДЕЖДА,Красноярск,1148110,0,0,0,0,0,785073,562776,367013,0,0,195763,222297,128391,113244,0,0,6,498,0,0,817,13826,11844,24,7,0,0,17,5997,5997,0,0,0,5,15,5751,52,0,82062,0,0,0,363037,363037,0,0,0
137,4192,  НАРОДНЫЕ КАССЫ,Москва,31698,0,0,0,0,0,31698,0,0,0,0,0,31698,19,0,0,0,0,0,0,0,11,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31658,0,0,0,0,0,0,0,0
138,3116,  НАСКО ТАТАРСТАН,Казань,997826,0,0,0,0,0,633600,357349,325871,0,0,31478,276251,231689,4814,7,2,34,3175,6666,0,3899,213092,38884,198,0,0,30,168,48,41,1,1,5,50,279,37705,604,0,5678,0,0,0,364226,362217,1275,734,0
139,1826,  НАЦИОНАЛЬНАЯ СТРАХОВАЯ ГРУППА,Долгопрудный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3493,  НАЦИОНАЛЬНЫЕ СТРАХОВЫЕ ТРАДИЦИИ,Москва,6,0,0,0,0,0,6,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,3847,  НЕЗАВИСИМАЯ СТРАХОВАЯ ГРУППА,Москва,8072,85,0,0,0,0,7617,3258,1350,0,0,1908,4359,3598,314,0,184,2,2555,0,0,465,78,761,0,0,0,0,0,250,79,0,171,0,0,1,510,0,0,0,0,0,0,455,0,455,0,0
142,2917,  НИК,Ульяновск,1793,0,0,0,0,0,1793,129,109,0,0,20,1664,316,144,0,23,0,9,0,0,21,119,167,34,1,0,33,0,48,47,0,1,0,0,0,85,0,0,1181,0,0,0,0,0,0,0,0
143,401,  НИК-ЛАЙФ,Ульяновск,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,4323,  НКО ОВСС,Москва,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
145,1961,  НОВЫЙ УРЕНГОЙ,Новый Уренгой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3295,  НСГ-РОСЭНЕРГО,Горно-Алтайск,1350333,0,0,0,0,0,642849,399229,373648,0,0,25581,243620,242702,236641,0,0,0,16,2,0,120,5923,918,0,0,0,0,0,0,0,0,0,0,0,5,913,0,0,0,0,0,0,707484,707484,0,0,0
147,3010,  ОБЛАСТНАЯ МЕД.СТРАХ. КОМПАНИЯ,Калининград обл.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2346,  ОБЪЕДИНЕННАЯ СТРАХОВАЯ КОМПАНИЯ,Самара,302211,0,0,0,0,0,92425,50069,37279,0,0,12790,42356,38710,20745,0,0,93,2115,1,0,2596,13160,3646,10,7,0,0,3,1611,1598,0,5,8,9,262,1754,0,0,0,0,0,0,209786,208835,832,119,0
149,4314,  ОВС ЗАСТРОЙЩИКОВ,Москва,58655,0,0,0,0,0,58655,0,0,0,0,0,58655,0,0,0,0,0,0,0,0,0,0,58655,0,0,0,0,0,0,0,0,0,0,0,0,0,58655,0,0,0,0,0,0,0,0,0,0
150,4348,  ОВС МЕД,Тюмень,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
151,4301,  ОВС НОВС,Камышин,9518,0,0,0,0,0,9518,0,0,0,0,0,9518,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9499,0,0,0,0,0,0,0,0
152,4293,  ОЙЛЕР ГЕРМЕС РУ,Москва,239,0,0,0,0,0,239,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0
153,3099,  ОПОРА,Москва,270263,0,0,0,0,0,254699,184569,184103,0,0,466,70130,18941,6803,0,0,0,447,44,32,998,10649,21066,0,0,0,0,0,68,68,0,0,0,46,2265,18660,27,30,30093,0,0,0,15564,13442,218,1904,0
154,326,  ОРБИТА,Москва,9278,0,0,0,0,0,9278,3094,18,0,0,3076,6184,134,31,0,0,0,18,0,0,64,21,6036,0,0,0,0,0,0,0,0,0,0,0,6003,33,0,0,14,0,0,0,0,0,0,0,0
155,4008,  ОСЖ РЕСО-ГАРАНТИЯ,Москва,969,0,546,546,0,0,423,423,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,3645,  ОТКРЫТИЕ СТРАХОВАНИЕ ЖИЗНИ,Москва,22992,0,22990,22990,4495,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,173,  ПАНАЦЕЯ,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
