"Сведения о выплатах по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
принятым в перестрахование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 26.11.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: Январь-Сентябрь 2018 г.,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,13901798.67091,0,0,0,0,13270014.00282,641985.50097,355323.11124,0,0,286662.38973,12628028.50185,11470517.14904,607176.22248,48481.59036,838110.97546,288270.52289,103154.36038,64360.00118,0,9491564.09397,29399.38232,431085.43999,191881.16709,34904.931,2023.56578,0,85348.53552,619.64324,4.5677,22625.59016,122721.36122,7884.57506,591554.46654,134871.44628,0,0,0,631784.66809,0,571654.09073,60130.57736,0
1,0212,"АО  ""Цюрих надежное страхование""",Москва,164.01388,-,-,-,-,164.01388,-,-,-,-,-,164.01388,164.01388,-,-,-,-,-,-,-,164.01388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3947,"АО ""АИГ""",Москва,302353.71525,-,-,-,-,302353.71525,-,-,-,-,-,302353.71525,279058.21408,-,-,-,-,11356.10173,-,-,267702.11235,-,23295.50117,-,-,-,-,-,-,-,-,23295.50117,-,-,-,-,-,-,-,-,-,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,523603.13834,-,-,-,-,481422.3235,60620.16825,60620.16825,-,-,-,420802.15525,395594.42338,-,327.99621,258666.28218,-,50.89406,-,-,136549.25093,-,16492.73238,-,-,-,-,13791.90607,-,-,-,2700.82631,-,7799.02549,915.974,-,-,-,42180.81484,-,41357.94307,822.87177,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,11820.93323,-,-,-,-,7900.60359,6358.82313,6358.82313,-,-,-,1541.78046,93.19194,-,-,-,-,4.28064,-,-,88.9113,-,1306.90996,-,-,-,-,-,-,-,-,1306.90996,-,-,141.67856,-,-,-,3920.32964,-,3385.96659,534.36305,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,2201.95748,-,-,-,-,796.86143,4.64541,4.64541,-,-,-,792.21602,792.21602,-,-,-,-,-,-,-,792.21602,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1405.09605,-,1270.41703,134.67902,-
6,1820,"АО ""ГУТА-Страхование""",Москва,8403.60433,-,-,-,-,8272.847,-,-,-,-,-,8272.847,2638.63869,-,-,-,572.062,-,-,-,2066.57669,-,5634.20831,-,-,-,-,-,-,-,-,-,5634.20831,-,-,-,-,-,130.75733,-,130.75733,-,-
7,1427,"АО ""МАКС""",Москва,25536.86812,-,-,-,-,10891.01224,-,-,-,-,-,10891.01224,10757.54533,942.86991,-,606.24337,-,119.28242,-,-,9089.14963,-,-,-,-,-,-,-,-,-,-,-,-,-,133.46691,-,-,-,14645.85588,-,14086.96766,558.88822,-
8,3116,"АО ""НАСКО""",Казань,13349.82657,-,-,-,-,8728.86136,-,-,-,-,-,8728.86136,6906.33551,4831.40806,-,857.06706,-,3.93299,-,-,827.74504,386.18236,416.99345,-,-,-,-,-,-,-,-,416.99345,-,-,1405.5324,-,-,-,4620.96521,-,4497.28497,123.68024,-
9,2346,"АО ""ОСК""",Самара,46749.17392,-,-,-,-,44762.01369,6965.81855,6965.81855,-,-,-,37796.19514,36235.61061,24324.23311,-,1156.5235,-,-,-,-,7717.44159,3037.41241,194.14753,87.00864,-,-,-,6.10294,20.41667,-,45.65403,34.96525,-,-,1366.437,-,-,-,1987.16023,-,1899.01679,88.14344,-
10,0235,"АО ""Русское перестраховочное общество""",Москва,423628.08044,-,-,-,-,423628.08044,871.60681,871.60681,-,-,-,422756.47363,422374.35128,19130.57931,-,-,66.60851,899.39889,6614.88067,-,394713.84838,949.03552,382.12235,-,-,-,-,-,-,-,-,382.12235,-,-,-,-,-,-,-,-,-,-,-
11,0915,"АО ""СК ""ПАРИ""",Москва,13162.55003,-,-,-,-,6283.23296,1096.06177,1096.06177,-,-,-,5187.17119,5170.22471,2669.80542,-,58.57506,-,56.30846,-,-,1665.66044,719.87533,16.94648,-,-,-,-,-,-,-,-,16.94648,-,-,-,-,-,-,6879.31707,-,6699.92035,179.39672,-
12,1208,"АО ""СОГАЗ""",Москва,2566179.40463,-,-,-,-,2489499.11238,133008.71908,133008.71908,-,-,-,2356490.3933,2127553.64259,8112.13884,-,285261.8817,102390.48613,17734.60808,37604.08132,-,1676396.47343,53.97309,152431.82273,151799.2076,-,-,-,1.80254,-,-,-,630.07329,0.7393,19567.9238,56937.00418,-,-,-,76680.29225,-,75767.24872,913.04353,-
13,3229,"АО ""Страховая бизнес группа""",Воронеж,9173.34104,-,-,-,-,5986.0727,-,-,-,-,-,5986.0727,5986.0727,5978.92009,-,-,-,7.15261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3187.26834,-,3071.04085,116.22749,-
14,0983,"АО ""Страховая группа ""УралСиб""",Москва,2399.40434,-,-,-,-,2399.40434,-,-,-,-,-,2399.40434,4.96155,4.96155,-,-,-,-,-,-,-,-,2394.44279,-,-,-,-,-,-,-,-,2394.44279,-,-,-,-,-,-,-,-,-,-,-
15,4351,АО РНПК,Москва,2731430.11576,-,-,-,-,2731430.11576,41861.62708,16646.98439,-,-,25214.64269,2689568.48868,2552177.64898,277334.95429,523.40748,76208.02196,25328.87343,10850.71773,429.39516,-,2157448.72751,4053.55142,73925.95444,9.60254,-,-,-,53127.30041,-,-,-,20789.05149,-,3743.68033,59721.20493,-,-,-,-,-,-,-,-
16,3300,"АО СГ ""Спасские ворота""",Салехард,3527.14419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3527.14419,-,3427.53994,99.60425,-
17,0290,"АО СК ""Альянс""",Москва,108458.01488,-,-,-,-,78873.99119,-,-,-,-,-,78873.99119,24381.4736,0.5025,-,-,-,-,-,-,24380.9711,-,2683.40219,-,-,-,-,-,4.59955,-,-,2678.80264,-,46534.6718,5274.4436,-,-,-,29584.02369,-,29094.70055,489.32314,-
