Сведения о количестве действовавших на конец отчетного периода договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
,,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,Перевозчиков,,,,,Иных владельцев (кроме перевозчиков),,,,,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
ИТОГО:,,,,114690010,1579806,6381327,6349755,3089488,31572,71806005,32635897,25949161,527,1,6686736,39170108,27236680,3417085,5905,1471,3967,187883,89766,1063,391095,23139508,6933517,14555,10498,11,1217,2829,1145045,1140363,3,1182,3497,2426,40494,5333520,397477,26727,4973184,10,10,0,36502668,36226544,226561,49563,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,175822,9051,0,0,0,0,170058,81998,24327,4,0,57671,88060,47810,4427,2,0,125,5842,0,0,3634,33780,28431,1,0,1,0,0,1388,1305,0,0,83,0,4194,2417,20431,145,11674,0,0,0,5764,5430,274,60,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,395,0,0,0,0,0,395,3,3,0,0,0,392,385,289,0,0,0,0,48,23,48,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,38179,2810,0,0,0,0,38179,36499,6366,0,0,30133,1680,1012,532,0,0,9,16,0,0,148,307,413,0,0,0,0,0,117,115,0,0,2,0,4,292,0,0,255,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,117140,0,0,0,0,0,58629,31220,24205,0,0,7015,27409,26431,1220,0,0,1,4,485,0,749,23972,952,0,0,0,0,0,817,817,0,0,0,0,0,135,0,0,26,0,0,0,58511,57930,372,209,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,2021,0,0,0,0,0,1755,8,8,0,0,0,1747,429,0,0,0,0,134,0,0,295,0,731,0,0,0,0,0,0,0,0,0,0,0,59,672,0,0,587,0,0,0,266,0,266,0,0
6,4210,  АИЖК,Москва,17011,0,0,0,0,0,17011,0,0,0,0,0,17011,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17003,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,188380,279,0,0,0,0,188380,91310,89720,0,0,1590,97070,84737,350,0,12,5,3,7390,0,1308,75669,12208,0,0,0,0,0,30,6,0,14,10,1,144,12033,0,0,125,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,20426,19668,0,0,0,0,20426,20426,0,0,0,20426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,455,  АКОМС,Холмск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3572,  АКЦЕПТ,Люберцы,15787,0,0,0,0,0,15787,4468,4468,0,0,0,11319,11319,11316,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,12101034,237,0,0,0,0,10299143,3917583,3772589,0,0,144994,6381560,5138253,156108,478,164,260,408,362,48,16721,4963752,407429,925,597,0,190,138,57209,57016,0,0,193,126,748,345769,2652,543,835335,0,0,0,1801891,1787238,13762,891,0
13,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,1095480,442,1065525,1065517,0,8,29955,29955,29373,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,290,  АЛЬЯНС,Москва,772878,462,0,0,0,0,771063,652478,634410,327,0,18068,118585,19233,3019,209,43,69,289,2,0,1939,13663,4301,26,0,0,26,0,1942,1891,0,29,22,25,85,2223,0,178,94873,0,0,0,1815,459,1151,205,0
16,3828,  АЛЬЯНС ЖИЗНЬ,Москва,51288,1274,29865,29848,3621,17,21423,21423,16627,0,0,4796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2699,  АЛЬЯНС-МЕД,Сызрань,653,606,0,0,0,0,653,653,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,436,  АМТ СТРАХОВАНИЕ,Москва,344,220,0,0,0,0,344,12,12,0,0,0,332,84,0,0,0,82,2,0,0,0,0,248,241,0,0,0,241,5,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
19,66,  АНГАРА,Братск,150009,0,0,0,0,0,49655,45460,41251,0,0,4209,4195,3929,259,0,0,0,0,0,0,309,3361,229,0,0,0,0,0,77,77,0,0,0,0,0,152,0,0,37,0,0,0,100354,100354,0,0,0
20,2982,  АНДРОМЕДА,Москва,442,0,0,0,0,0,442,0,0,0,0,0,442,236,0,0,0,0,0,0,0,236,0,206,0,0,0,0,0,0,0,0,0,0,0,1,205,0,0,0,0,0,0,0,0,0,0,0
21,1858,  АРМЕЕЦ,Москва,258139,8401,0,0,0,0,97432,65695,56283,0,0,9412,31737,26944,3582,0,3,2,3,0,0,343,23011,4771,10,0,0,10,0,11,10,0,1,0,2,222,4526,0,0,22,0,0,0,160707,160707,0,0,0
22,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3193,  АРСЕНАЛЪ,Москва,33798,0,0,0,0,0,33797,15793,4773,0,0,11020,18004,2052,0,0,92,28,96,0,0,328,1508,6268,0,0,0,0,0,241,0,0,28,213,1,0,2514,3512,0,9684,1,1,0,0,0,0,0,0
24,2489,  АСКО,Набережные Челны,566262,0,0,0,0,0,297126,237014,170407,0,0,66607,60112,52435,3078,0,1,1,54,283,58,1749,47269,7201,0,0,0,0,0,558,530,0,0,28,7,519,6081,36,0,476,0,0,0,269136,267935,759,442,0
25,3999,  АСКО-ЖИЗНЬ,Набережные Челны,4116,0,1832,1832,0,0,2284,2284,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1894,  АСКО-ЗАБОТА,Омск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,278,  АСКОМЕД,Самара,193,0,0,0,0,0,193,193,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3767,  АСКОР,Москва,635,0,0,0,0,0,635,163,163,0,0,0,472,267,238,0,0,0,0,0,0,0,29,205,0,0,0,0,0,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2144,  АСКО-ЦЕНТР,Курск,73063,0,0,0,0,0,73063,45195,43195,0,0,2000,27868,27754,26005,0,0,0,2,54,0,901,792,114,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
30,1372,  АСТРАМЕД-МС,Екатеринбург,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,758,  АСТРА-МЕТАЛЛ,Магнитогорск,113240,0,0,0,0,0,113240,113240,0,0,0,113240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2619,  АСТРО-ВОЛГА,Самара,86711,0,0,0,0,0,23482,16862,16845,0,0,17,6620,5116,1141,0,0,13,139,4,0,163,3656,1503,0,0,0,0,0,7,7,0,0,0,0,6,1488,2,0,1,0,0,0,63229,63229,0,0,0
33,2684,  АСТРО-ВОЛГА-МЕД,Самара,690,656,0,0,0,0,690,690,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
35,518,  БАСК,Белово,64224,0,0,0,0,0,19800,18401,13249,0,0,5152,1399,1147,153,0,0,0,30,0,0,111,853,208,4,4,0,0,0,0,0,0,0,0,0,2,202,0,0,44,0,0,0,44424,44058,366,0,0
36,4312,  БАШКОРТОСТАН МЕДИЦИНА,Уфа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3487,  БИН СТРАХОВАНИЕ,Москва,375047,49710,0,0,0,0,346244,183306,73867,0,0,109439,162938,79332,710,1,7,15,23,3,0,1534,77039,63128,0,0,0,0,0,141,131,0,10,0,1,2557,56258,4171,7,20471,0,0,0,28803,25335,1610,1858,0
38,3991,  БЛАГОСОСТОЯНИЕ,Москва,399245,0,10714,7477,0,3237,388531,388531,382284,0,0,6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,567241,0,0,0,0,0,567241,98001,83005,0,0,14996,469240,237166,0,0,0,0,0,0,0,0,237166,172608,0,0,0,0,0,0,0,0,0,0,0,0,172608,0,0,59466,0,0,0,0,0,0,0,0
40,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,649,0,0,0,0,0,440,172,13,0,0,159,268,140,14,0,0,0,1,0,0,59,66,126,0,0,0,0,0,4,4,0,0,0,0,33,89,0,0,2,0,0,0,209,209,0,0,0
41,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,17524,0,0,0,0,0,17524,1098,281,0,0,817,16426,2552,792,0,0,0,437,0,0,900,423,13700,0,0,0,0,0,326,326,0,0,0,0,4,13367,3,164,10,0,0,0,0,0,0,0,0
42,3245,  ВЕРНА,Краснодар,50875,0,0,0,0,0,31733,13336,9487,0,0,3849,18397,5826,466,0,0,5,1,9,4,498,4847,12441,12,12,0,0,0,7,7,0,0,0,0,192,3679,8551,0,130,0,0,0,19142,19142,0,0,0
43,4170,  ВИС,Махачкала,259,0,0,0,0,0,259,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0
44,3561,  ВИТАЛ-ПОЛИС,Москва,214,0,0,0,0,0,214,123,4,0,0,119,91,80,48,0,0,0,0,0,0,3,29,11,0,0,0,0,0,8,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
45,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,5486,0,2824,2820,19,4,2662,2662,1145,0,0,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1440,  ВОЗРОЖДЕНИЕ-КРЕДИТ,Красноярск,11176,0,0,0,0,0,11176,9467,9446,0,0,21,1709,1510,158,0,0,0,0,0,0,83,1269,199,1,1,0,0,0,15,14,0,1,0,0,0,181,2,0,0,0,0,0,0,0,0,0,0
47,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,937,0,0,0,0,0,937,937,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,433,  ВОСТСИБЖАСО,Иркутск,65122,0,0,0,0,0,65122,51453,31454,0,0,19999,13669,12619,194,0,0,0,93,0,0,363,11969,1039,0,0,0,0,0,4,4,0,0,0,0,0,1035,0,0,11,0,0,0,0,0,0,0,0
49,621,  ВСК,Москва,5821361,183862,0,0,0,0,2867443,1474275,781068,0,0,693207,1393168,1139618,241045,54,105,1,638,1861,40,35076,860838,228956,697,697,0,0,0,75455,74910,0,403,142,314,535,135725,16230,74,24520,0,0,0,2953918,2918264,29189,6465,0
50,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,4470,0,4465,4408,0,57,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
51,3978,  ВСК-МИЛОСЕРДИЕ,Москва,5,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,257,  ВТБ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3398,  ВТБ СТРАХОВАНИЕ,Москва,8655063,0,0,0,0,0,8596339,2281639,1948524,0,0,333115,6314700,4279056,8510,241,93,81,3736,0,0,14297,4252098,577051,62,0,0,62,0,5943,5910,1,19,13,22,2729,559755,8540,47,1458546,1,1,0,58723,53506,4613,604,0
54,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,27957,112,27879,27875,12254,4,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3780,  ВЫРУЧИМ!,Екатеринбург,51802,0,0,0,0,0,51802,49101,48821,0,0,280,2701,2332,1910,0,0,0,0,0,0,33,389,359,0,0,0,0,0,26,26,0,0,0,0,5,328,0,0,10,0,0,0,0,0,0,0,0
56,630,  ГАЙДЕ,Санкт-Петербург,171912,0,0,0,0,0,87291,60498,33103,0,0,27395,26793,21149,12580,0,0,17,377,2,0,798,7375,4946,0,0,0,0,0,3261,3261,0,0,0,0,15,849,821,0,698,0,0,0,84621,83732,58,831,0
57,3908,  ГАЛАКТИКА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,397,  ГЕЛИОС,Москва,885534,0,0,0,0,0,733038,385022,350351,0,0,34671,348016,148759,4767,4,8,23,332,0,0,3111,140514,96365,83,0,0,17,66,14157,14154,0,2,1,13,50,81759,303,0,102892,0,0,0,152496,151815,681,0,0
60,448,  ГЕОПОЛИС,Москва,10242,0,518,0,0,518,9724,9724,48,0,0,9676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2397,  ГЕОПОЛИС,Москва,14317,0,0,0,0,0,9866,38,38,0,0,0,9828,8833,5852,0,0,0,0,0,0,153,2828,995,0,0,0,0,0,894,894,0,0,0,0,0,101,0,0,0,0,0,0,4451,4451,0,0,0
62,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,376,296,0,0,0,0,376,376,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,314,0,0,0,0,0,314,112,112,0,0,0,202,121,92,0,0,1,1,0,0,16,11,81,6,0,0,0,6,53,53,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
64,2042,  ГРАНТА,Казань,7134,0,0,0,0,0,7134,1477,1424,0,0,53,5657,4337,3655,0,0,2,3,0,0,157,520,888,0,0,0,0,0,2,1,0,0,1,1,560,325,0,0,432,0,0,0,0,0,0,0,0
65,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,1503237,689,0,0,0,0,884263,572817,144776,0,0,428041,311446,218906,150957,15,0,107,2188,0,0,5392,60247,81915,139,139,0,0,0,60310,60283,0,0,27,11,177,21277,1,0,10625,0,0,0,618974,616623,2265,86,0
66,1820,  ГУТА-СТРАХОВАНИЕ,Москва,8247,0,0,0,0,0,8247,4576,4545,0,0,31,3671,1854,175,0,0,1,7,3,3,310,1358,185,0,0,0,0,0,2,1,0,0,1,5,0,61,117,0,1632,0,0,0,0,0,0,0,0
67,2214,  ДАЛЬАКФЕС,Владивосток,70578,0,0,0,0,0,7619,3921,3908,0,0,13,3698,2886,635,0,0,4,56,0,0,808,1383,800,25,0,0,0,25,0,0,0,0,0,0,2,773,0,12,0,0,0,0,62959,62959,0,0,0
68,55,  ДАЛЬЖАСО,Хабаровск,28516,0,0,0,0,0,28516,25079,12066,0,0,13013,3437,2793,197,0,0,3,918,0,0,489,1186,644,7,7,0,0,0,5,0,0,0,5,0,0,419,213,0,0,0,0,0,0,0,0,0,0
69,525,  ДАЛЬ-РОСМЕД,Хабаровск,79,0,0,0,0,0,79,79,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,120171,2672,0,0,0,0,51082,42871,42733,0,0,138,8211,2712,432,0,0,1,70,0,0,237,1972,5486,0,0,0,0,0,5246,5246,0,0,0,1,35,204,0,0,13,0,0,0,69089,69089,0,0,0
71,1363,  ДИАМАНТ,Москва,1051,0,0,0,0,0,1051,415,415,0,0,0,636,281,217,0,0,0,0,0,0,23,41,355,0,0,0,0,0,81,81,0,0,0,0,17,35,222,0,0,0,0,0,0,0,0,0,0
72,206,  ДИАНА,Ангарск,31831,0,0,0,0,0,31831,26675,4128,0,0,22547,5156,4706,66,0,0,0,4,0,0,181,4455,450,0,0,0,0,0,0,0,0,0,0,12,23,415,0,0,0,0,0,0,0,0,0,0,0
73,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,317055,0,0,0,0,0,317055,88497,59145,0,0,29352,228558,93819,0,0,0,0,760,0,0,1376,91683,87710,0,0,0,0,0,0,0,0,0,0,0,0,87710,0,0,47029,0,0,0,0,0,0,0,0
74,3954,  ЕВРОИНС,Смоленск,197190,1244,0,0,0,0,67364,20574,15287,0,0,5287,46790,8608,1381,0,0,0,15,2544,0,187,4481,5079,0,0,0,0,0,71,71,0,0,0,0,154,4118,736,3,33100,0,0,0,129826,129826,0,0,0
75,990,  ЕВРОПА,Лобня,1566,0,0,0,0,0,1566,442,435,0,0,7,1124,391,112,0,0,0,89,47,39,78,65,679,0,0,0,0,0,61,61,0,0,0,20,11,571,16,0,54,0,0,0,0,0,0,0,0
76,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,16949,0,0,0,0,0,16949,15896,15896,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,991,0,0,0,0,0,0,0,0
77,1595,  ЖАСКО,Вологда,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,263,  ЖАСО,Москва,470306,5369,0,0,0,0,470306,423778,389804,0,0,33974,46528,36687,3742,96,0,2,721,1,0,1069,31056,7493,0,0,0,0,0,307,307,0,0,0,4,431,6690,61,1,2347,0,0,0,0,0,0,0,0
79,4003,  ЖАСО-ЛАЙФ,Москва,35827,0,34640,34640,29007,0,1187,1187,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,79280,0,0,0,0,0,79280,71161,68951,0,0,2210,8119,8044,39,317,0,0,7222,0,0,85,381,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
81,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,1029303,21573,0,0,0,0,754429,229086,154540,0,0,74546,525343,291624,70018,3,0,0,301,1592,0,6929,212781,131139,0,0,0,0,0,2368,2368,0,0,0,1,68,128643,59,4,102576,0,0,0,274874,271025,2886,963,0
