Сведения о страховых премиях в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
6,4210,  АИЖК,Москва,-76943,0,0,0,0,0,-76943,0,0,0,0,0,-76943,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,0,0,0,0,-68,0,-76875,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,410017,64,0,0,0,0,410017,109145,104203,0,0,4942,300872,292338,21615,0,13204,1742,2223,21936,0,24598,207020,8383,5,5,0,0,2728,0,1,1118,4531,0,0,151,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,167345,22799,0,0,0,0,167345,167345,0,0,0,167345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3572,  АКЦЕПТ,Люберцы,421548,0,0,0,0,0,421548,296260,296260,0,0,0,125288,125288,125357,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3859,  АЛЛЕГА,Симферополь,2826,0,0,0,0,0,2826,2826,1862,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,50739100,322508,0,0,0,0,38864071,13446125,4264090,0,0,9182035,25417946,19251752,10368363,83562,1087170,333979,396550,625883,517862,3747669,2608576,2423277,671770,100380,571390,0,515322,112556,57220,51919,1007162,7328,773719,2969198,0,0,0,11875029,11615193,149860,109976,0
12,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,36305374,372152,36216052,36216020,0,32,89322,89322,45648,0,0,43674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,290,  АЛЬЯНС,Москва,2423201,256190,0,0,0,0,2409129,182417,142170,13991,0,40247,2226712,1160879,9613,16653,92702,33923,391052,0,0,592712,24224,713953,1015,1097,-82,0,46463,8184,5138,114116,528991,10046,22708,329172,0,0,0,14072,0,7501,6571,0
15,3828,  АЛЬЯНС ЖИЗНЬ,Москва,7177794,704617,1322149,1321562,43671,587,5855645,5855645,124437,0,0,5731208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,436,  АМТ СТРАХОВАНИЕ,Москва,125650,100573,0,0,0,0,125650,1114,1114,0,0,0,124536,53848,0,0,0,53508,340,0,0,0,0,70688,0,0,0,0,0,69789,0,62,837,0,0,0,0,0,0,0,0,0,0,0
18,66,  АНГАРА,Братск,468832,0,0,0,0,0,71080,42506,41136,0,0,1370,28574,28247,16977,0,0,0,3,0,0,4589,6678,266,21,21,0,0,0,0,0,0,245,0,0,61,0,0,0,397752,397752,0,0,0
19,2982,  АНДРОМЕДА,Москва,4529,0,0,0,0,0,4529,0,0,0,0,0,4529,4528,0,0,0,0,0,0,0,4528,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1858,  АРМЕЕЦ,Москва,859375,25948,0,0,0,0,111616,48399,22273,0,0,26126,63217,56613,39979,0,92,105,266,0,0,3486,12685,6586,27,27,0,0,78,0,4,3813,2664,0,0,18,0,0,0,747489,747489,0,0,0
21,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3193,  АРСЕНАЛЪ,Москва,1367661,0,0,0,0,0,1367661,175768,70782,0,0,104986,1191893,267898,0,0,78711,5439,129473,0,0,42542,11733,894954,0,0,0,0,708,29717,28,0,717652,146849,0,29041,0,0,0,0,0,0,0,0
23,2489,  АСКО,Набережные Челны,1717466,81905,0,0,0,0,585262,390139,106712,0,0,283427,195123,177752,90062,0,401,1849,1646,19870,17552,23960,39964,13183,608,608,0,0,0,1518,37,3644,6024,1352,0,4188,0,0,0,1132204,1110128,5205,16871,0
24,3999,  АСКО-ЖИЗНЬ,Набережные Челны,32617,0,32556,32556,0,0,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,278,  АСКОМЕД,Самара,38625,0,0,0,0,0,38625,38625,0,0,0,38625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3767,  АСКОР,Москва,206177,0,0,0,0,0,206177,178304,178304,0,0,0,27873,27336,26337,0,0,0,680,0,0,319,0,537,380,380,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0
27,2144,  АСКО-ЦЕНТР,Курск,151966,13131,0,0,0,0,151966,81940,52444,0,0,29496,70026,68948,57196,0,0,0,144,211,0,9301,2096,1078,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0
28,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,758,  АСТРА-МЕТАЛЛ,Магнитогорск,150200,0,0,0,0,0,150200,150200,0,0,0,150200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2619,  АСТРО-ВОЛГА,Самара,603693,0,0,0,0,0,86252,35639,17773,0,0,17866,50613,46001,33283,0,0,1060,4265,6,0,2529,4858,4604,72,72,0,0,0,0,0,112,4412,8,0,8,0,0,0,517441,517441,0,0,0
31,2684,  АСТРО-ВОЛГА-МЕД,Самара,53,0,0,0,0,0,53,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,676562,0,0,0,0,0,676562,0,0,0,0,0,676562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676562,0,0,0,0,0,0,0,0,0
33,518,  БАСК,Белово,365035,0,0,0,0,0,139365,101880,7504,0,0,94376,37485,33554,11271,0,0,0,5661,0,0,15130,1492,3866,747,747,0,0,0,0,0,22,3097,0,0,65,0,0,0,225670,199320,26350,0,0
34,3487,  БИН СТРАХОВАНИЕ,Москва,29343,0,0,0,0,0,30963,17678,15687,0,0,1991,13285,14114,2635,0,0,0,2,0,0,660,10817,908,66,66,0,0,0,0,0,112,725,5,122,-1859,0,0,0,-1620,422,-140,-1902,0
35,3991,  БЛАГОСОСТОЯНИЕ,Москва,2401039,96996,512070,443622,0,68448,1888969,1888969,1802879,0,0,86090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,2951980,6493,0,0,0,0,2951980,1167727,1077889,0,0,89838,1784253,492372,4257,0,0,0,0,0,0,0,488115,109499,0,0,0,0,0,0,0,0,109499,0,0,1182382,0,0,0,0,0,0,0,0
37,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,19287,1416,0,0,0,0,8753,2127,367,0,0,1760,6626,923,483,0,0,0,250,0,0,150,40,5709,4,4,0,0,0,0,0,424,424,4857,0,-6,0,0,0,10534,10534,0,0,0
38,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,1094036,0,0,0,0,0,1094036,89170,1628,0,0,87542,1004866,693225,31597,0,0,0,186135,0,0,471255,4238,233100,353,353,0,0,0,0,0,20,227569,5158,78541,0,0,0,0,0,0,0,0,0
39,3245,  ВЕРНА,Краснодар,1132313,0,0,0,0,0,609432,73601,37185,0,0,36416,535831,96971,42984,0,0,472,386,-1140,-2737,42788,11481,437175,358,358,0,0,0,270,0,3648,4649,428250,0,1685,0,0,0,522881,522881,0,0,0
40,4170,  ВИС,Махачкала,4424,0,0,0,0,0,4424,0,0,0,0,0,4424,0,0,0,0,0,0,0,0,0,0,4424,0,0,0,0,0,0,0,4424,0,0,0,0,0,0,0,0,0,0,0,0
41,3561,  ВИТАЛ-ПОЛИС,Москва,14424,0,0,0,0,0,14424,13012,21,0,0,12991,1412,1358,1275,0,0,0,0,0,0,0,83,54,50,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
42,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,283242,0,125707,125647,57,60,157535,157535,1678,0,0,155857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1440,  ВОЗРОЖДЕНИЕ-КРЕДИТ,Красноярск,-173,0,0,0,0,0,-173,28,28,0,0,0,-201,-194,-112,0,0,0,0,0,0,-23,-59,-7,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0
44,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,433,  ВОСТСИБЖАСО,Иркутск,72478,0,0,0,0,0,72478,36033,27787,0,0,8246,36445,35925,4871,0,0,0,1180,0,0,2776,27098,516,0,0,0,0,0,0,0,0,516,0,0,4,0,0,0,0,0,0,0,0
46,621,  ВСК,Москва,46234307,2025976,0,0,0,0,29861527,9020613,4717645,0,0,4302968,20840914,17083810,11181128,0,833365,27770,618372,89303,16857,2130548,2203324,2987945,678591,111511,567080,0,41588,4336,136867,267862,403810,1454891,18494,750665,0,0,0,16372780,15876260,276145,220375,0
47,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,9827414,0,8146494,8146465,0,29,21356,21356,21356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659564,1659564,0,0,0,0,0,0
48,3978,  ВСК-МИЛОСЕРДИЕ,Москва,41894,0,0,0,0,0,41894,41894,0,0,0,41894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,257,  ВТБ МЕДИЦИНА,Москва,48275,0,0,0,0,0,48275,48275,0,0,0,48275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2890,  ВТБ МС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3398,  ВТБ СТРАХОВАНИЕ,Москва,57014538,0,0,0,0,0,56814966,37949749,34090578,0,0,3859171,18865217,10422381,273196,35820,714130,59508,366791,0,0,2884099,6088837,1562607,4418,4418,0,36,115192,11350,90744,289972,961410,89485,482,6879747,0,0,0,199572,4342,156690,38540,0
52,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,13728631,286377,13728615,13727483,0,1132,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3780,  ВЫРУЧИМ!,Екатеринбург,26872,0,0,0,0,0,26872,3371,3156,0,0,215,23501,13369,11856,0,0,0,8,0,0,1257,248,8456,0,0,0,0,0,0,0,0,456,8000,0,1676,0,0,0,0,0,0,0,0
54,630,  ГАЙДЕ,Санкт-Петербург,2138563,12,0,0,0,0,1101639,257717,95877,0,0,161840,843922,812093,700236,0,0,1519,44861,183,0,25961,39333,23874,11036,11036,0,0,0,0,0,28,3363,9447,0,7955,0,0,0,1036924,993184,935,42805,0
55,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,397,  ГЕЛИОС,Москва,2553865,0,0,0,0,0,1658616,752938,518909,0,0,234029,905678,637466,238496,19,302,17401,23733,0,0,117132,240383,212296,60466,60466,0,0,402,1060,450,1146,143269,5503,0,55916,0,0,0,895249,889932,5317,0,0
57,448,  ГЕОПОЛИС,Москва,101077,0,35000,0,0,35000,66077,66077,777,0,0,65300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2397,  ГЕОПОЛИС,Москва,271505,0,0,0,0,0,213111,15272,57,0,0,15215,197839,195989,176769,0,0,0,0,0,0,8107,11113,1850,1434,1434,0,0,0,0,0,0,416,0,0,0,0,0,0,58394,58394,0,0,0
59,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,15615,584,0,0,0,0,15615,15615,0,0,0,15615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,31653,0,0,0,0,0,31653,24259,4601,0,0,19658,7394,7135,5277,0,0,0,0,0,0,1740,118,259,60,60,0,0,0,29,0,0,170,0,0,0,0,0,0,0,0,0,0,0
61,2042,  ГРАНТА,Казань,201235,93,0,0,0,0,201235,27527,25017,0,0,2510,173708,151400,146152,0,0,176,236,0,0,2240,2596,16282,0,0,0,0,0,161,5,9618,6498,0,0,6026,0,0,0,0,0,0,0,0
62,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,18493848,713113,0,0,0,0,13470570,5057048,432117,0,0,4624931,8413522,7638114,5928348,287,0,81120,1025569,0,0,368067,234723,346984,218232,218232,0,0,0,1223,155,21174,106200,0,0,428424,0,0,0,5182456,5154458,14318,13680,0
63,1820,  ГУТА-СТРАХОВАНИЕ,Москва,60706,0,0,0,0,0,60715,14532,-265,0,0,14797,46183,43334,6031,0,0,0,4580,0,0,31989,734,2852,0,0,0,0,0,0,0,0,2852,0,0,-3,0,0,0,-9,-9,0,0,0
64,2214,  ДАЛЬАКФЕС,Владивосток,656830,0,0,0,0,0,47494,16480,13954,0,0,2526,31014,46671,24816,0,0,3318,2313,0,0,11723,4501,-16859,0,0,0,0,0,571,0,0,-17430,0,1202,0,0,0,0,609336,609336,0,0,0
65,55,  ДАЛЬЖАСО,Хабаровск,248800,0,0,0,0,0,248800,182838,95695,0,0,87143,65962,53952,8949,0,0,174,36270,0,0,5612,2947,12010,29,29,0,0,0,151,0,0,1592,10238,0,0,0,0,0,0,0,0,0,0
66,525,  ДАЛЬ-РОСМЕД,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,610346,70463,0,0,0,0,257806,46389,45678,0,0,711,211417,68690,21833,0,0,0,25436,0,0,17092,4329,142050,134258,564,133694,0,0,0,15,2426,5351,0,0,677,0,0,0,352540,352540,0,0,0
68,3870,  ДЕЛО ЖИЗНИ,Москва,244177,0,216763,216763,0,0,27414,27414,27414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1363,  ДИАМАНТ,Москва,16806,0,0,0,0,0,14312,395,395,0,0,0,13917,13651,13230,0,0,0,0,0,0,313,108,256,131,131,0,0,0,0,0,0,125,0,0,10,0,0,0,2494,2494,0,0,0
70,206,  ДИАНА,Ангарск,57655,0,0,0,0,0,57655,35328,5442,0,0,29886,22327,20583,3352,0,0,0,164,0,0,4822,12245,1744,0,0,0,0,0,0,5,249,1490,0,0,0,0,0,0,0,0,0,0,0
71,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,476863,574,0,0,0,0,476863,140584,123786,0,0,16798,336279,244010,0,0,0,0,10507,0,0,7794,225709,79322,0,0,0,0,0,0,0,0,79322,0,0,12947,0,0,0,0,0,0,0,0
72,3954,  ЕВРОИНС,Смоленск,1363312,6747,0,0,0,0,742363,198631,41231,0,0,157400,543732,268114,77953,0,0,0,157781,3329,0,14891,14160,46102,253,253,0,0,0,0,0,6589,27536,11724,0,229516,0,0,0,620949,620949,0,0,0
73,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,1160328,0,0,0,0,0,1160328,1140327,1140327,0,0,0,20001,0,0,0,0,0,0,0,0,0,0,17059,0,0,0,0,0,0,0,0,0,17059,0,2942,0,0,0,0,0,0,0,0
74,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,52243,0,0,0,0,0,52243,18599,18160,0,0,439,33644,33452,386,4940,0,0,24913,0,0,2465,748,192,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0
75,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,4665871,85144,0,0,0,0,3311152,528201,279903,0,0,248298,2782951,2568988,1625239,59,0,0,31936,6204,0,167601,737949,173948,6168,6168,0,0,0,0,6876,11828,148753,323,54,39961,0,0,0,1354719,1298046,22322,34351,0
78,3616,  ИНВЕСТ-ПОЛИС,Королев,38917,0,0,0,0,0,38917,0,0,0,0,0,38917,36860,0,0,0,0,0,0,0,36860,0,0,0,0,0,0,0,0,0,0,0,0,2057,0,0,0,0,0,0,0,0,0
79,2401,  ИНВЕСТСТРАХ,Москва,134224,0,0,0,0,0,134224,59956,14090,0,0,45866,74268,18523,961,0,0,0,208,7746,6959,4496,5112,55745,0,0,0,0,0,0,0,1281,17169,37295,0,0,0,0,0,0,0,0,0,0
80,425,  ИНГВАР,Москва,117784,0,0,0,0,0,117784,59,59,0,0,0,117725,117678,0,0,0,0,79007,0,0,38374,297,47,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
81,928,  ИНГОССТРАХ,Москва,59586026,2156466,0,0,0,0,41877795,8044459,1030890,0,0,7013569,33833336,29736823,19531146,47324,913028,1170357,973721,31013,0,5732654,1337580,3353151,620052,620052,0,149821,269370,876890,152388,209359,1066664,8607,105828,637534,0,0,0,17825782,17140566,258447,426769,0
82,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,7934850,0,7357440,7181434,0,176006,577410,577410,547638,0,0,29772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3837,  ИНГОССТРАХ-М,Москва,17,0,0,0,0,0,17,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2169,  ИНЕРТЕК,Санкт-Петербург,4151,0,0,0,0,0,4151,199,199,0,0,0,3952,3948,632,0,0,0,3134,0,0,133,49,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
85,2031,  ИНКО-МЕД,Воронеж,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,870,  ИНТАЧ СТРАХОВАНИЕ,Москва,1327124,9428,0,0,0,0,1031548,239205,224755,0,0,14450,792343,749372,730174,0,0,0,0,0,0,0,19198,22502,17570,17570,0,0,0,0,0,0,4932,0,0,20469,0,0,0,295576,295576,0,0,0
