Сведения о страховых премиях в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 10.06.2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: январь-март 2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.
№ п\п,Рег №,Наименование,Город,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Всего,из них страхование нерезидентов,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование (кроме обязательного медицинского страхования),,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,Всего,в том числе,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,в том числе,,Всего,в том числе,,,
,,,,,,,"страхование жизни  (кроме 
пенсионного страхования)-всего",из него,пенсионное страхование,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,государственное страхование жизни и здоровья военнослужащих и приравненных к ним в обязательном государственном страховании лиц,"иные виды обязательного личного страхования, предусмотренные федеральными законами",,гражданской ответственности владельцев транспортных средств,гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте,"гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров","иные виды обязательного имущественного страхования, предусмотренные федеральными законами"
,,,,,,,,страхование жизни заемщика,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,от несчастных случаев и болезней,из него,,медицинское страхование,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,,страхование предпринимательских рисков,"страхование 
финансовых рисков",,,,,,,,
,,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,Перевозчиков,,,,,Иных владельцев (кроме перевозчиков),,,,,"организаций, эксплуатирующих 
опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
,,ИТОГО:,,300340406,3670131,41423696,41093350,6374850,330346,197534062,84790049,22990741,7434,24040,61799308,112744013,93851085,39904176,300771,2262611,2214368,5024298,1287258,1033270,32937402,9920201,12213942,1171412,133746,1,748218,289447,2258169,1396763,0,107699,753707,395803,876047,4076594,3435917,2573342,4105644,9401466,9401466,0,51981182,49703755,1687134,590293,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,636096,8972,0,0,0,0,624507,219898,37294,0,0,182604,404609,286269,74920,51,71,48978,51550,0,0,88337,22362,108966,0,0,0,0,0,8538,1498,0,0,7040,0,35486,13859,51083,1334,8040,0,0,0,11589,10922,551,116,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,2914,0,0,0,0,0,2914,57,57,0,0,0,2857,2829,1990,0,0,0,0,600,600,239,0,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,27105,0,0,0,0,0,27105,14792,3253,0,0,11539,12313,10991,9691,0,0,0,26,0,0,804,470,295,0,0,0,0,0,105,105,0,0,0,0,0,190,0,0,1027,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,107342,0,0,0,0,0,54482,9220,6333,0,0,2887,45262,45063,15336,0,0,130,321,519,0,6572,22185,183,0,0,0,0,0,150,150,0,0,0,0,0,33,0,0,16,0,0,0,52860,50100,1268,1492,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,244500,0,0,0,0,0,242458,1962,1962,0,0,0,240496,109078,0,0,0,0,36574,0,0,72504,0,59834,0,0,0,0,0,0,0,0,0,0,0,3636,56198,0,0,71584,0,0,0,2042,0,2042,0,0
6,4210,  АИЖК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,116985,60,0,0,0,0,116985,28508,28372,0,0,136,88477,86622,15217,0,1335,0,753,6999,0,9302,53016,1855,0,0,0,0,0,20,0,0,20,0,0,822,1013,0,0,0,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,116691,6121,0,0,0,0,116691,116691,0,0,0,116691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,455,  АКОМС,Холмск,6115,0,0,0,0,0,6115,1381,81,0,0,1300,4734,4709,1255,0,0,1960,1215,0,0,3,276,25,0,0,0,0,0,12,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0
10,139,  АКТИВ,Москва,267294,0,0,0,0,0,267294,4760,3688,1407,0,1072,262534,262492,0,0,0,0,180118,0,0,82359,15,42,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
11,3572,  АКЦЕПТ,Люберцы,340247,0,0,0,0,0,340247,0,0,0,0,0,340247,340247,340247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3859,  АЛЛЕГА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,15950093,464291,0,0,0,0,13108141,4106800,1657005,0,0,2449795,9001341,7164516,3178899,16142,97194,60340,93985,221169,197439,2479734,1017053,643760,123790,467,0,108522,14801,219918,208571,0,3597,7750,1428,16761,274881,6982,308266,884799,0,0,0,2841952,2679835,153548,8569,0
14,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,5585377,26234,5562811,5562797,0,14,22566,22566,8261,0,0,14305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,290,  АЛЬЯНС,Москва,767644,96954,66,66,0,0,758521,103908,93517,923,0,10391,654613,362008,52071,4979,13915,60731,104389,0,0,112020,13903,197166,0,0,0,0,0,46115,9496,0,28384,8235,299,15672,135080,0,29398,66041,0,0,0,9057,1576,5363,2118,0
17,3828,  АЛЬЯНС ЖИЗНЬ,Москва,6790527,353042,681092,680954,12775,138,6109435,6109435,38771,0,0,6070664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2699,  АЛЬЯНС-МЕД,Сызрань,225,199,0,0,0,0,225,225,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,436,  АМТ СТРАХОВАНИЕ,Москва,59045,36135,0,0,0,0,59045,0,0,0,0,0,59045,20773,0,0,0,20588,185,0,0,0,0,38272,38257,0,0,0,38257,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,66,  АНГАРА,Братск,121779,0,0,0,0,0,14918,6605,6479,0,0,126,8313,8216,5929,0,0,0,12,0,0,781,1494,82,0,0,0,0,0,18,18,0,0,0,0,0,64,0,0,15,0,0,0,106861,106861,0,0,0
21,2982,  АНДРОМЕДА,Москва,48118,0,0,0,0,0,48118,0,0,0,0,0,48118,46523,0,0,0,0,0,0,0,46523,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,1595,0,0,0,0,0,0,0,0,0,0,0
22,4302,  АРМС ТЕРРИТОРИЯ,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3193,  АРСЕНАЛЪ,Москва,421216,0,0,0,0,0,421216,47435,18036,0,0,29399,373781,134306,0,0,9613,3063,83400,0,0,36356,1874,236886,0,0,0,0,0,30157,0,0,1782,28375,0,0,186551,20178,0,2589,0,0,0,0,0,0,0,0
24,2489,  АСКО,Набережные Челны,586103,0,0,0,0,0,205468,147053,52135,0,0,94918,58415,53087,29849,0,0,0,912,181,0,4954,17191,4632,0,0,0,0,0,444,393,0,0,51,6,2963,1180,39,0,696,0,0,0,380635,373065,2581,4989,0
25,3999,  АСКО-ЖИЗНЬ,Набережные Челны,52378,0,52213,52213,0,0,165,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1894,  АСКО-ЗАБОТА,Омск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,278,  АСКОМЕД,Самара,12324,0,0,0,0,0,12324,12324,0,0,0,12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
