"Сведения о страховых премиях по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
принятым в перестрахование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 05.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  Январь-Июнь 2018 г.,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,24075565.31894,-,-,-,-,20651567.65038,649072.33149,400371.98594,-,-,248700.34555,20002495.31889,16735578.71719,428033.62777,8356.0149,1502442.43959,268809.11811,519115.9311,115668.85809,161.14588,13840232.40435,52920.32328,1922888.09093,70196.00617,33158.02988,14392.66507,711.94828,762487.69854,42298.81054,35813.75288,253873.80309,715790.90707,41715.16436,669067.51438,674960.99639,-,-,-,3423997.66856,-,1679028.58879,1744969.07977,-
1,0212,"АО  ""Цюрих надежное страхование""",Москва,25054.77647,-,-,-,-,25054.77647,-,-,-,-,-,25054.77647,13902.79222,-,-,-,-,5806.33402,-,-,8096.4582,-,-,-,-,-,-,-,-,-,-,-,-,1403.91105,9748.0732,-,-,-,-,-,-,-,-
2,3947,"АО ""АИГ""",Москва,576601.17864,-,-,-,-,570328.61496,-,-,-,-,-,570328.61496,230665.56312,-,-,-,-,11888.04155,-,-,218777.52157,-,191021.64976,-,-,-,-,-,-,-,-,191021.64976,-,-,148641.40208,-,-,-,6272.56368,-,-,6272.56368,-
3,2239,"АО ""АльфаСтрахование""",Москва,1144726.1969,-,-,-,-,968117.77431,2805.70474,2805.70474,-,-,-,965312.06957,666873.28691,-,655.38433,170257.09565,3015.75108,7973.39263,-,-,484971.66322,-,187171.18273,3212.15684,-,3212.15684,-,62231.86235,132.44219,4956.65164,779.7627,115858.30701,-,109908.12321,1359.47672,-,-,-,176608.42259,-,83934.3677,92674.05489,-
4,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,60264.14132,-,-,-,-,81.30947,81.30947,81.30947,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60182.83185,-,49826.20355,10356.6283,-
5,1820,"АО ""ГУТА-Страхование""",Москва,11386.29283,-,-,-,-,11386.29283,-,-,-,-,-,11386.29283,11386.29283,-,-,-,-,-,-,-,11386.29283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,1427,"АО ""МАКС""",Москва,109552.79411,-,-,-,-,27871.21424,11786.63057,11786.63057,-,-,-,16084.58367,14965.77219,97,-,867.08827,-,5357.25054,-,-,8644.43338,-,1118.81148,28.453,-,28.453,-,176.9796,-,562.22888,-,351.15,-,-,-,-,-,-,81681.57987,-,38563.92767,43117.6522,-
7,3116,"АО ""НАСКО""",Казань,19220.651,-,-,-,-,1976.56117,-0.49664,-0.49664,-,-,-,1977.05781,1016.24543,-45.06703,-,738.31052,-,3.2,-,-,319.80194,-,919.33388,-,-,-,-,-,-,-,630.55596,288.77792,-,-,41.4785,-,-,-,17244.08983,-,9071.20657,8172.88326,-
8,2346,"АО ""ОСК""",Самара,55947.13456,-,-,-,-,42323.36686,3114.24148,3114.24148,-,-,-,39209.12538,37050.84023,24335.43489,-,1258.02569,549.85458,212.39825,4,-,7159.59174,3531.53508,2073.61333,5.74292,-,-,-,89.0951,501.70817,-,67.39201,1409.67513,-,-,84.67182,-,-,-,13623.7677,-,6615.12887,7008.63883,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,612885.72522,-,-,-,-,612885.72522,5055.83787,5055.83787,-,-,-,607829.88735,605530.03409,29442.22299,958.63502,-,0.40648,8671.14324,3705.54973,-,551926.94781,10825.12882,2299.85326,474.83009,474.83009,-,-,-,-,1064.49256,81.2854,679.24521,-,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,44278.38536,-,-,-,-,16045.68104,1264.96934,1264.96934,-,-,-,14780.7117,13453.42226,4045.03905,-,404.12791,-,3714.08107,-,-,4474.41657,815.75766,1297.8547,157.65031,157.65031,-,-,34.43686,-,-,810.85886,294.90867,-,-,29.43474,-,-,-,28232.70432,-,13866.32662,14366.3777,-
11,1208,"АО ""СОГАЗ""",Москва,3639368.68895,-,-,-,-,3280156.06268,72763.73395,72763.73395,-,-,-,3207392.32873,2810361.54896,15800.51326,5125.91354,106220.66794,104804.99654,68288.56339,4974.77534,-,2504878.64845,267.4705,139297.84193,26622.41595,26622.41595,-,-,66751.74209,-215.67133,3452.74135,4874.63475,34712.9782,3099.00092,232577.36041,25155.57743,-,-,-,359212.62627,-,170747.88119,188464.74508,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,160143.8631,-,-,-,-,142318.7372,-,-,-,-,-,142318.7372,140387.97811,-,-,514.44153,35.75,334.89206,-,-,139502.89452,-,1237.68656,216.95517,-,-,-,-,-,-,43.11015,385.34415,592.27709,693.07253,-,-,-,-,17825.1259,-,8618.3579,9206.768,-
13,0983,"АО ""Страховая группа ""УралСиб""",Москва,238.2158,-,-,-,-,238.2158,-,-,-,-,-,238.2158,119.13147,-,-,-,-,-,-,-,119.13147,-,-,-,-,-,-,-,-,-,-,-,-,-,119.08433,-,-,-,-,-,-,-,-
14,4351,АО РНПК,Москва,6258122.92297,-,-,-,-,6261924.14509,201027.98589,120911.75313,-,-,80116.23276,6060896.1592,5362031.73208,128619.21338,335.49788,527767.92214,36584.59501,126171.08355,77586.32672,-,4455373.9624,9593.131,489775.94427,2207.25051,-,-,334.143,127539.0468,33839.98728,-,215484.27099,74485.5656,35885.68009,15634.41673,193454.06612,-,-,-,-3801.22212,-,-,-3801.22212,-
15,3300,"АО СГ ""Спасские ворота""",Салехард,15154.6634,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15154.6634,-,7265.88786,7888.77554,-
16,0290,"АО СК ""Альянс""",Москва,337857.75859,-,-,-,-,264555.68336,34.13558,34.13558,-,-,-,264521.54778,134447.95379,-,-,24621.0369,-,-,-,-,109826.91689,-,107698.58637,-,-,-,-,47149.37575,-,3374.92619,-,57174.28443,-,1222.50802,21152.4996,-,-,-,73302.07523,-,35608.14648,37693.92875,-
