"Сведения о доле перестраховщиков в выплатах по договорам, переданным в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,40136230.07944,486242.56641,486242.56641,162688.96933,0,37544383.53546,5105720.69846,2004568.0587,7220,0,3101152.63976,32438662.837,23012703.32949,5818429.57407,91115.32708,4051499.9451,1335396.7799,849013.42755,1703568.45184,1304240.47431,9006999.61343,156680.21052,1976242.18645,56691.27419,28106.38383,18164.51541,16633.89737,1087587.83774,130941.21576,68903.52873,133388.49512,456124.8719,25971.06564,5272985.06788,2176732.25318,0,0,0,2105603.97757,1260120.48573,221012.6796,624470.81224,0
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,34460.69378,-,-,-,-,34399.23994,-,-,-,-,-,34399.23994,18267.79779,62.05843,-,-,3361.54362,15.31757,-,-,-,14828.87817,8.07194,-,-,-,-,-,-,-,0.60716,7.46478,-,-,16123.37021,-,-,-,61.45384,-,-,61.45384,-
2,3947,"АО ""АИГ""",Москва,323989.87678,-,-,-,-,323989.87678,35.1262,35.1262,-,-,-,323954.75058,224253.57491,-,-,-,-,122983.07247,-,-,101270.50244,-,6009.04077,-,-,-,-,-,-,-,-,6009.04077,-,-,93692.1349,-,-,-,-,-,-,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,2354011.8347,-,-,-,-,2305070.2931,156485.46509,136526.91429,-,-,19958.5508,2148584.82801,1454342.17093,86557.7123,-,862103.29672,377.608,3449.86393,-,-,501853.68998,-,276511.27485,119.60744,119.60744,-,-,201290.80173,-,-,-,75100.86568,-,151459.9355,266271.44673,-,-,-,48941.5416,-,15680.8028,33260.7388,-
4,3064,"АО ""Боровицкое страховое общество""",Москва,115.91689,-,-,-,-,115.91689,-,-,-,-,-,115.91689,115.91689,115.91689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,344704.80198,-,-,-,-,333058.74158,27128.60063,9084.62971,-,-,18043.97092,305930.14095,211689.20077,140408.15775,-,-,-,-,-,-,10673.18302,60607.86,1727.82299,1727.82299,1727.82299,-,-,-,-,-,-,-,-,-,92513.11719,-,-,-,11646.0604,-,1955.714,9690.3464,-
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,454035.219,-,-,-,-,453638.37998,6606.6976,5311.83729,-,-,1294.86031,447031.68238,447031.68238,-,-,-,-,-,-,-,447031.68238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,396.83902,-,-,396.83902,-
7,1820,"АО ""ГУТА-Страхование""",Москва,1129.06562,-,-,-,-,753.12802,-,-,-,-,-,753.12802,-,-,-,-,-,-,-,-,-,-,753.12802,-,-,-,-,-,-,-,-,753.12802,-,-,-,-,-,-,375.9376,-,-,375.9376,-
8,1412,"АО ""Д2 Страхование""",Новосибирск,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,0055,"АО ""ДальЖАСО""",Хабаровск,11451.48065,-,-,-,-,11451.48065,1565.10697,59,-,-,1506.10697,9886.37368,9886.37368,3200.96641,-,-,-,-,-,-,6578.09724,107.31003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,28997.84019,-,-,-,-,28997.84019,28997.84019,-,-,-,28997.84019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,1427,"АО ""МАКС""",Москва,44700.40217,-,-,-,-,17913.52976,790.32719,790.32719,-,-,-,17123.20257,16107.03305,16107.03305,-,-,-,-,-,-,-,-,1016.16952,1016.16952,1016.16952,-,-,-,-,-,-,-,-,-,-,-,-,-,26786.87241,-,6.63298,26780.23943,-
12,3256,"АО ""МетЛайф""",Москва,275714.35515,57951.24794,57951.24794,-,-,217763.10721,217763.10721,149694.62087,-,-,68068.48634,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2346,"АО ""ОСК""",Самара,34169.92453,-,-,-,-,34065.47214,6000,6000,-,-,-,28065.47214,28065.47214,-,-,-,27334.83176,-,-,-,730.64038,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104.45239,-,-,104.45239,-
14,3748,"АО ""Русский Стандарт Страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,0235,"АО ""Русское перестраховочное общество""",Москва,432315.94867,-,-,-,-,432315.94867,-,-,-,-,-,432315.94867,432315.94867,-,-,-,-,1177.53051,-,-,431135.23353,3.18463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,2619,"АО ""СК ""Астро-Волга""",Самара,5258.59907,-,-,-,-,5258.59907,70,70,-,-,-,5188.59907,5188.59907,4740.17632,-,-,-,-,-,-,411.5602,36.86255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,0915,"АО ""СК ""ПАРИ""",Москва,16442.08756,-,-,-,-,13859.67653,-,-,-,-,-,13859.67653,13859.67653,13700,-,-,-,90.08699,-,-,69.58954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2582.41103,-,1984.132,598.27903,-
18,4014,"АО ""СК ""Югория-Жизнь""",Москва,1568.88,-,-,-,-,1568.88,1568.88,1568.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,294360.87442,-,-,-,-,236767.98584,7108.91122,7108.91122,-,-,-,229659.07462,229659.07462,225912.3125,-,-,295.16432,-,-,-,1214.33486,2237.26294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57592.88858,33693.52513,-,23899.36345,-
20,1587,"АО ""СО ""Талисман""",Казань,1390.76355,-,-,-,-,1390.76355,-,-,-,-,-,1390.76355,1390.76355,1260.01243,-,-,-,-,-,-,-,130.75112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,1208,"АО ""СОГАЗ""",Москва,8352859.58468,-,-,-,-,8098529.04306,10443.57217,-,-,-,10443.57217,8088085.47089,4805895.25036,1182926.91395,89361.43707,1720224.46053,1057390.51686,29262.39711,26242.84583,-,700486.67901,-,329265.1649,6201.02356,-,-,-,319529.42769,-,-,-,3534.71365,-,2951156.65322,1768.40241,-,-,-,254330.54162,-,96194.22601,158136.31561,-
22,3229,"АО ""Страховая бизнес группа""",Воронеж,25400.62136,-,-,-,-,13738.74989,-,-,-,-,-,13738.74989,13738.74989,83.4658,-,-,-,-,-,-,13616.97796,38.30613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11661.87147,-,-,11661.87147,-
23,0983,"АО ""Страховая группа ""УралСиб""",Москва,1807.36523,-,-,-,-,1807.36523,-,-,-,-,-,1807.36523,1807.36523,-,-,-,-,-,-,-,1807.36523,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,4863.04334,-,-,-,-,4863.04334,365.45,365.45,-,-,-,4497.59334,4497.59334,982.5358,-,-,-,-,-,-,3102.76397,412.29357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,2144,"АО ""Страховая компания АСКО-Центр""",Курск,204.36502,-,-,-,-,204.36502,-,-,-,-,-,204.36502,204.36502,-,-,-,-,-,-,-,204.36502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,0191,"АО ""Тинькофф Страхование""",Москва,802.70502,-,-,-,-,802.70502,-,-,-,-,-,802.70502,802.70502,802.70502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,3987,"АО ""УРАЛСИБ Жизнь""",Москва,363.6875,363.6875,363.6875,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,0212,"АО ""Цюрих надежное страхование""",Москва,132873.91291,-,-,-,-,132873.91291,357.34442,357.34442,-,-,-,132516.56849,117854.5022,-,-,-,-,52247.19827,-,-,65607.30393,-,7651.45317,68.69313,-,-,-,-,-,-,3927.55728,3655.20276,-,6956.61312,54,-,-,-,-,-,-,-,-
30,0177,"АО ""Юнити страхование""",Москва,146060.08092,-,-,-,-,146060.08092,2503.97865,2503.97865,-,-,-,143556.10227,97718.69519,7935.73171,-,-,-,2859.50919,-,-,86908.46929,14.985,21389.8093,2989.82344,-,2989.82344,-,-,-,-,5985.40137,12414.58449,-,24447.59778,-,-,-,-,-,-,-,-,-
31,4351,АО РНПК,Москва,3427.97272,-,-,-,-,3427.97272,-,-,-,-,-,3427.97272,-,-,-,-,-,-,-,-,-,-,3427.97272,-,-,-,-,-,-,-,-,-,3427.97272,-,-,-,-,-,-,-,-,-,-
32,3300,"АО СГ ""Спасские ворота""",Москва,32269.62978,-,-,-,-,31554.53402,10353.38377,10353.38377,-,-,-,21201.15025,11189.93299,1390.23855,-,-,-,9176.69987,-,-,622.99457,-,10011.21726,10011.21726,-,10011.21726,-,-,-,-,-,-,-,-,-,-,-,-,715.09576,-,-,715.09576,-
33,1858,"АО СК "" Армеец""",Москва,42.72337,-,-,-,-,42.72337,-,-,-,-,-,42.72337,42.72337,42.72337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,0290,"АО СК ""Альянс""",Москва,930153.8145,-,-,-,-,929420.64553,29093.6013,22745.10736,-,-,6348.49394,900327.04423,713918.75408,3995.51371,-,161496.18896,144.77821,174947.72808,-,-,361023.0269,12311.51822,48617.6262,-,-,-,-,41233.60461,-,-,-,7384.02159,-,40318.14685,97472.5171,-,-,-,733.16897,-,-,733.16897,-
35,0518,"АО СК ""БАСК""",Белово,311.50609,-,-,-,-,286.56198,-,-,-,-,-,286.56198,286.56198,286.56198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.94411,-,24.94411,-,-
36,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,9645.22865,-,-,-,-,9645.22865,-,-,-,-,-,9645.22865,9334.66832,792.30886,-,-,-,225.22574,-,-,8317.13372,-,310.56033,310.56033,-,310.56033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,0425,"АО СК ""Ингвар""",Москва,1829.28698,-,-,-,-,1829.28698,-,-,-,-,-,1829.28698,1829.28698,-,-,-,-,318.50086,-,-,1510.78612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,3991,"АО СК ""Ренессанс здоровье""",Москва,142271.01556,-,-,-,-,142271.01556,142271.01556,102628.61627,-,-,39642.39929,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,2947,"АО СК ""РСХБ-Страхование""",Москва,1603733.29963,-,-,-,-,1603733.29963,520119.2602,520119.2602,-,-,-,1083614.03943,1082547.44371,32579.72965,-,-,-,-,970075.01386,630658.25056,73074.16659,6818.53361,1066.59572,-,-,-,-,-,-,-,-,1066.59572,-,-,-,-,-,-,-,-,-,-,-
40,1216,"АО СК ""Чулпан""",Альметьевск,69038.77569,-,-,-,-,68876.77024,-,-,-,-,-,68876.77024,68876.77024,1161.02422,-,-,-,-,-,-,67572.71227,143.03375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162.00545,-,-,162.00545,-
41,4349,"НКО ""МОВС""",Санкт-Петербург,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,14888.06805,-,-,-,-,14888.06805,-,-,-,-,-,14888.06805,14888.06805,14888.06805,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,2708,"ОАО ""ЧСК""",Москва,7909.14002,-,-,-,-,6.365,6.365,-,-,-,6.365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7902.77502,-,6188.03454,1714.74048,-
44,2496,"ООО ""Абсолют Страхование""",Москва,414328.50969,-,-,-,-,413421.61766,292623.3649,292623.3649,-,-,-,120798.25276,120505.44429,29448.31893,-,-,-,-,-,-,87194.32459,3862.80077,106.28906,-,-,-,-,-,-0.25274,-,106.5418,-,-,186.51941,-,-,-,-,906.89203,-,-,906.89203,-
45,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,7085.5589,-,-,-,-,7085.5589,3931.86459,3931.86459,-,-,-,3153.69431,3153.69431,1239.78217,-,-,-,-,-,-,54.44429,1859.46785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,2312.84986,2312.84986,2312.84986,1726.34986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,0436,"ООО ""АМТ Страхование""",Москва,19587.25118,-,-,-,-,19587.25118,-,-,-,-,-,19587.25118,19587.25118,-,-,-,19587.25118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,429623.37387,-,-,-,-,429623.37387,-,-,-,-,-,429623.37387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,429623.37387,-,-,-,-,-,-,-,-,-
49,3487,"ООО ""БИН Страхование""",Москва,3011.4682,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3011.4682,-,-,3011.4682,-
50,3799,"ООО ""БСД""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,3866,"ООО ""ВСК-Линия жизни""",Москва,4373.98204,4373.98204,4373.98204,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,4375,"ООО ""ДжиАйСи Перестрахование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,1083,"ООО ""Зетта Страхование""",Москва,259875.34967,-,-,-,-,242985.43699,83549.98782,-,-,-,83549.98782,159435.44917,139382.75858,1757.30813,-,-,-,6695,-,-,120000,10930.45045,6214.04539,5518.83995,5518.83995,-,-,-,-,-,-,695.20544,-,-,13838.6452,-,-,-,16889.91268,-,693.02169,16196.89099,-
54,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,16963.97267,14241.92819,14241.92819,-,-,2722.04448,2722.04448,2722.04448,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,4209,"ООО ""Кофас Рус Страховая Компания""",Москва,183347.64692,-,-,-,-,183347.64692,-,-,-,-,-,183347.64692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183347.64692,-,-,-,-,-,-,-,-,-
56,4326,"ООО ""КПСК""",Симферополь,2872.16017,-,-,-,-,2872.16017,-,-,-,-,-,2872.16017,916.31832,765.1077,-,-,-,-,-,-,141.63962,9.571,1955.84185,-,-,-,-,-,-,-,-,1955.84185,-,-,-,-,-,-,-,-,-,-,-
57,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,403441.72485,-,-,-,-,403441.72485,-,-,-,-,-,403441.72485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,403441.72485,-,-,-,-,-,-,-,-,-
58,4013,"ООО ""МАКС-Жизнь""",Москва,195,195,195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,4008,"ООО ""ОСЖ РЕСО-Гарантия""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,3609,"ООО ""ППФ Страхование жизни""",Москва,28690.20806,21023.08083,21023.08083,-,-,7667.12723,7667.12723,7667.12723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,2042,"ООО ""СК ""Гранта""",Казань,197790.45024,-,-,-,-,197790.45024,5069.95382,5069.95382,-,-,-,192720.49642,192720.49642,35236.80094,-,-,-,-,-,-,157483.69548,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62,3823,"ООО ""СК ""Ингосстрах-Жизнь""",Москва,133688.73768,-,-,-,-,133688.73768,133688.73768,129833.26406,-,-,3855.47362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,2169,"ООО ""СК ""Инертек""",Санкт-Петербург,45.16417,-,-,-,-,45.16417,-,-,-,-,-,45.16417,45.16417,45.16417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,2682,"ООО ""СК ""ИНСАЙТ""",Красногорск,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,33802.43247,-,-,-,-,33802.43247,-,-,-,-,-,33802.43247,33802.43247,24.60575,-,-,-,33416.56712,-,-,361.2596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,2877,"ООО ""СК ""Мегарусс-Д""",Москва,494073.42778,-,-,-,-,494073.42778,2126.12819,2126.12819,-,-,-,491947.29959,491947.29959,3064.83514,-,-,-,-,-,-,488882.46445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,4293,"ООО ""СК ""Ойлер Гермес Ру""",Москва,220457.65391,-,-,-,-,220457.65391,-,-,-,-,-,220457.65391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220457.65391,-,-,-,-,-,-,-,-,-
68,3972,"ООО ""СК ""Ренессанс Жизнь""",Москва,168089.61739,90631.55252,90631.55252,70243.35937,-,77458.06487,77458.06487,24652.03237,-,-,52806.0325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69,1307,"ООО ""СК ""Согласие""",Москва,3424023.49245,-,-,-,-,3389406.99237,1528.3686,-,-,-,1528.3686,3387878.62377,3356764.65455,3140635.02106,-,-,-,-,34157.306,34157.306,181972.32749,-,20637.03484,-,-,-,16633.89737,-,4003.13747,-,-,-,-,10476.93438,-,-,-,-,34616.50008,-,2310.2152,32306.28488,-
70,1182,"ООО ""СК ""ТИТ""",Москва,185802.45556,-,-,-,-,185802.45556,46700,46700,-,-,-,139102.45556,139102.45556,40628.4619,-,80384.98903,-,15224.6924,-,-,2656.70777,207.60446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
71,3803,"ООО ""СК Доминанта""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,0574,"ООО ""СК Екатеринбург""",Екатеринбург,1615.38653,-,-,-,-,1615.38653,96.19846,96.19846,-,-,-,1519.18807,1519.18807,-,-,-,-,-,-,-,407.24036,1111.94771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,3225,"ООО ""СК ИНТЕРИ""",Москва,310.71748,-,-,-,-,310.71748,-,-,-,-,-,310.71748,310.71748,310.71748,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,4104,"ООО ""СК КАРДИФ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,2917,"ООО ""СК НИК""",Ульяновск,33772.51538,-,-,-,-,33772.51538,-,-,-,-,-,33772.51538,19555.75068,66.85181,-,19488.89887,-,-,-,-,-,-,14216.7647,530.18134,530.18134,-,-,7151.60536,-,-,-,6534.978,-,-,-,-,-,-,-,-,-,-,-
