Сведения о выплатах в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
,,,,,нерезидентов,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
,,ИТОГО:,,522468011.92551,6456011.90944,67070481.613,66147709.03404,6933758.3891,922772.57896,304310633.29896,128334566.79265,16403952.64893,9459.89791,12766.77238,111930614.14372,175976066.50631,154404655.75832,83254170.91558,654140.45729,5057112.49598,2981189.96654,2607827.60811,1563519.01668,753997.06902,49322247.79344,8964447.50470001,10206302.20211,3304754.38301,2518300.36685,785831.66043,326326.12377,498669.20952,804172.98006,236974.8734,786958.46848,2852792.84371,1395653.32016,8860652.66912,2504455.87676,12776136.74426,12776136.74426,0,139031328.93256,137901724.81087,234090.42142,895513.70027,0
1,0983,"АО ""Страховая группа ""УралСиб""",Москва,-268142.01121,1.484,-,-,-,-,142299.53453,89405.42255,38881.29549,-,-,50524.12706,52894.11198,41570.90823,942.61935,-,-,-,2347.16413,-,-,10959.82662,27321.29813,11323.20375,2091.02094,2091.02094,-,-,-,-,-,-,9232.18281,-,-,-,572.06157,572.06157,-,961.64343,-,18.01589,943.62754,-
2,3116,"АО ""НАСКО""",Казань,3096225.09737,-,-,-,-,-,515121.12829,186383.31114,35785.91456,-,-,150597.39658,328737.81715,290691.57048,126189.44291,-,-,-,3899.3,11824.19676,-,38426.05625,110352.57456,35103.42111,17.93649,17.93649,-,-,-,-,-,75.764,29095.40103,5914.31959,-,2942.82556,-,-,-,2580619.51655,2553192.58751,-,27426.92904,-
3,2031,"ООО ""МСК ""ИНКО-МЕД""",Воронеж,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2682,"ООО СК ""ПРОФСОДРУЖЕСТВО""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,1999,"ООО ""СК ""РУССКАЯ КОРОНА""",Рязань,192.99811,-,-,-,-,-,192.99811,192.99811,-,-,-,192.99811,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2353,"ООО ""Страховая компания ""СДС"" ",Кемерово,741253.45837,-,-,-,-,-,182226.09062,163951.31619,4023.365,-,-,159927.95119,18274.77443,6059.1555,5209.87004,-,-,-,-,-,-,363.98708,485.29838,12215.61893,12078.18773,12078.18773,-,-,-,-,-,-,-,137.4312,-,-,-,-,-,559027.36775,558525.36775,-,502,-
7,0758,"ООО СМК ""АСТРА-МЕТАЛЛ""",Магнитогорск,134914.05247,-,-,-,-,-,134914.05247,134914.05247,-,-,-,134914.05247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,80912.50369,338.52308,-,-,-,-,80912.50369,46772.37777,943.73,-,-,45828.64777,34140.12592,32725.57387,31596.42287,-,-,-,384.06927,-,-,512.2981,232.78363,1414.55205,990.47946,990.47946,-,-,-,-,-,-,366.14769,57.9249,-,-,-,-,-,-,-,-,-,-
9,4365,ООО СК «БКС Страхование жизни»,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,3826,"ООО ""Вита-страхование""",Сургут,273842.04664,-,142805.89929,142553.89929,-,252,131036.14735,131036.14735,583.5227,-,-,130452.62465,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,3543,"ООО СК ""Экип""",Москва,82972.46358,-,-,-,-,-,82972.46358,14555.68005,125.9532,-,-,14429.72685,68416.78353,62772.79306,61123.45359,-,-,-,-,-,-,-,1649.33947,5643.99047,-,-,-,-,-,-,-,-,164.56755,5479.42292,-,-,-,-,-,-,-,-,-,-
12,2873,"АО ""СМК ""Сахамедстрах""",Якутск,38973.07059,7068.4909,-,-,-,-,38973.07059,38973.07059,-,-,-,38973.07059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,0574,"ООО ""СК Екатеринбург""",Екатеринбург,319652.22712,1067.75804,-,-,-,-,319652.22712,117121.29246,2597.51551,-,-,114523.77695,202530.93466,202012.62608,192020.87702,-,-,-,-,-,-,2644.71697,7347.03209,357.56723,-,-,-,-,-,-,-,-,357.56723,-,-,160.74135,-,-,-,-,-,-,-,-
14,3467,"АО СК ""Сибирский Спас""",Новокузнецк,807703.52278,-,-,-,-,-,151668.50888,80994.50828,5935.8075,-,-,75058.70078,70674.0006,70553.8606,70054.5496,-,-,-,-,-,-,-,499.311,120.14,-,-,-,-,-,-,-,-,120.14,-,-,-,-,-,-,656035.0139,656035.0139,-,-,-
15,2239,"АО ""АльфаСтрахование""",Москва,42080207.78421,201166.45588,-,-,-,-,28351856.82089,11541805.35608,1051091.45916,-,-,10490713.89692,16810051.46481,13664689.23326,9406762.44275,38179.47342,1739226.52769,185846.30523,175105.57721,179655.29206,206.7863,1277374.87483,662538.74007,1459652.01768,475975.95006,350292.50978,125683.44028,-,277240.31349,24033.30818,93.786,79687.0206,600301.39793,2320.24142,764418.40665,921291.80722,-,-,-,13892647.77244,13856348.27402,7231.44749,29068.05093,-
16,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,13219232.56036,-,12697227.01715,12644809.87905,174363.40265,52417.1381,522005.54321,522005.54321,516732.7404,-,-,5272.80281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,1675,Либерти Страхование (АО),Санкт-Петербург,2293141.53075,19996.21431,-,-,-,-,1671657.12527,487256.88173,39625.37117,-,-,447631.51056,1184400.24354,1086168.14926,1010556.62602,-,-,7527.9163,28866.35106,-,-,26766.04968,12451.2062,24528.13555,17499.3598,17499.3598,-,-,-,-,-,311.87223,809.93224,5906.97128,72685.32481,1018.63392,-,-,-,580875.42715,580492.42715,-,383,-
18,0212,"АО  ""Цюрих надежное страхование""",Москва,124888.31721,13065.20505,-,-,-,-,124888.31721,287.09212,287.09212,-,-,-,124601.22509,95025.93544,9727.58966,-,-,-,43944.92182,-,-,41156.31813,197.10583,23375.64888,636.10332,636.10332,-,-,-,-,-,742.58568,21996.95988,-,5539.60317,660.0376,-,-,-,-,-,-,-,-
19,0177,САО ЭРГО,Москва,3694223.24548,9246.55592,-,-,-,-,2741678.03277,88724.29411,81742.89169,-,-,6981.40242,2652953.73866,2562989.75062,2311384.3351,-,-,34.8,19234.94338,-,-,132655.25149,99680.42065,86516.13068,75740.14891,19420.67159,56319.47732,-,-,-,-,1881.70547,8894.2763,-,2742.53225,705.32511,-,-,-,948220.50069,948220.50069,-,-,-
20,3295,"ООО ""НСГ-""Росэнерго""",Горно-Алтайск,4569597.07168,-,-,-,-,-,136528.05886,55085.41192,14972.96167,-,-,40112.45025,81442.64694,81442.64694,40664.18772,-,-,-,-,39071.3,-,241.02273,1466.13649,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4433069.01282,4433069.01282,-,-,-
21,3245,"ООО СО ""ВЕРНА""",Краснодар,892572.55445,-,-,-,-,-,162428.586,52318.77433,10928.9723,-,-,41389.80203,110109.81167,57473.36939,34136.35886,-,-,-,24.661,-,-,21046.91376,2265.43577,50288.49577,-,-,-,-,-,-,-,-,188.85477,50099.641,-,2347.94651,-,-,-,730143.96845,730143.96845,-,-,-
22,3947,"АО ""АИГ""",Москва,172263.95261,-,-,-,-,-,172263.95261,10419.66457,10419.66457,-,-,-,161844.28804,135360.89186,766.80475,-,-,-,112726.8405,-,-,21867.24661,-,10858.09167,-,-,-,-,-,-,-,-,10858.09167,-,-,15625.30451,-,-,-,-,-,-,-,-
23,3987,"АО ""УРАЛСИБ Жизнь""",Москва,151830.04284,-,146165.73387,136304.57345,27097.03467,9861.16042,5664.30897,5664.30897,5664.30897,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,3995,АО ВТБ Страхование жизни,Москва,5513371.25928,65582.75623,5508677.91178,5507230.71178,80.29,1447.2,4693.3475,4693.3475,4693.3475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,2001883.79197,-,-,-,-,-,825094.83115,201657.27742,22018.42681,-,-,179638.85061,623437.55373,613532.44493,591890.50201,-,-,-,7418.57607,-,-,6022.8158,8200.55105,4581.5028,3822.37662,3822.37662,-,-,-,-,-,-,759.12618,-,-,5323.606,-,-,-,1176788.96082,1159485.96082,-,17303,-
26,3957,"ООО СМО ""Чулпан-Мед""",Альметьевск,43325.487,-,-,-,-,-,43325.487,43325.487,-,-,-,43325.487,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,0326,"ООО СК ""Орбита""",Москва,35569.97301,-,-,-,-,-,35569.97301,2602.27712,334.856,-,-,2267.42112,32967.69589,981.98883,981.98883,-,-,-,-,-,-,-,-,31985.70706,-,-,-,-,-,-,-,124.24814,-,31861.45892,-,-,-,-,-,-,-,-,-,-
28,3300,"АО СГ ""Спасские ворота""",Салехард,404749.37894,14469.06362,-,-,-,-,366124.92079,259603.63798,10688.7443,-,-,248914.89368,106521.28281,106521.28281,3109.497,-,-,-,89014.17108,-,-,14397.61473,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38624.45815,37464.45815,-,1160,-
29,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,339271.00721,-,-,-,-,-,339271.00721,-,-,-,-,-,339271.00721,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,339271.00721,-,-,-,-,-,-,-,-,-
30,2947,"АО СК ""РСХБ-Страхование""",Москва,2449654.42279,-,-,-,-,-,2449531.24431,791545.65165,635013.31086,-,-,156532.34079,1657985.59266,1655947.86253,82971.10382,-,-,737.5,-,821233.07288,421641.71268,718663.33557,32342.85026,1957.50979,348.7,348.7,-,-,-,-,-,-,1608.80979,-,-,80.22034,123.17848,123.17848,-,-,-,-,-,-
31,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,1101365.30728,-,-,-,-,-,1101365.30728,1001682.32388,1001682.32388,-,-,-,99682.9834,-,-,-,-,-,-,-,-,-,-,99624.2264,-,-,-,-,-,-,-,-,-,99624.2264,-,58.757,-,-,-,-,-,-,-,-
32,3313,"ООО СМК ""УГМК-Медицина""",Екатеринбург,335707.72603,55254.58108,-,-,-,-,335707.72603,335707.72603,-,-,-,335707.72603,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,2359,"АО ""СК УСПЕХ""",Москва,48882.60078,-,-,-,-,-,48882.60078,20690.25066,-,-,-,20690.25066,28192.35012,28192.35012,73.57912,-,-,-,-,-,-,26038.065,2080.706,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,3828,"ООО  СК ""Альянс Жизнь""",Москва,9100315.8234,555806.46228,3895205.07081,3895173.1584,31277.64399,31.91241,5205110.75259,5205110.75259,55385.12381,-,-,5149725.62878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,3064,"АО ""Боровицкое страховое общество""",Москва,65125.31303,1027.46503,-,-,-,-,16364.48485,3203.53943,209.75,-,-,2993.78943,13160.94542,13160.94542,13133.2941,-,-,-,-,-,-,27.65132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48760.82818,48760.82818,-,-,-
36,1427,"АО ""МАКС""",Москва,12617558.57211,-,-,-,-,-,3328524.27357,1653710.32895,233180.58043,-,-,1420529.74852,1674813.94462,1622927.14527,1384615.88147,-,-,2120.09368,-,-,-,198781.76239,37409.40773,51126.72505,45435.61423,45435.61423,-,-,-,-,-,207.07866,1097.26453,4386.76763,-,760.0743,2628051.05224,2628051.05224,-,6660983.2463,6614218.91167,750,46014.33463,-
37,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,488963.92059,-,-,-,-,-,228213.76086,121035.78351,11904.45925,-,-,109131.32426,107177.97735,77675.86193,-,-,8529.87612,17269.81495,-,-,-,49767.74465,2108.42621,20645.08108,-,-,-,-,-,295.25779,-,-,10155.13971,10194.68358,-,8857.03434,260750.15973,260750.15973,-,-,-,-,-,-
38,3561,"ООО ""Страховая компания ""ВИТАЛ-Полис""",Москва,49275.31754,-,-,-,-,-,49275.31754,49200.70521,1073.44,-,-,48127.26521,74.61233,74.61233,61.411,-,-,-,-,-,-,-,13.20133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,1643,"ООО СПК ""Юнити Ре""",Москва,238325.58087,-,-,-,-,-,238325.58087,238325.58087,-,-,-,238325.58087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,3128,"ООО ""МСК ""АйАйСи""",Москва,2491.81271,907.0427,-,-,-,-,2491.81271,907.0427,-,-,-,907.0427,1584.77001,1584.77001,-,-,-,-,-,-,-,-,1584.77001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,2284,"ЗАО ГСАО ""Плато""",Москва,31314.00035,-,-,-,-,-,31314.00035,4735.28661,3496.7,-,-,1238.58661,26578.71374,26578.71374,22,-,-,-,-,-,-,26556.71374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,3535,"ООО ""ИНКОР Страхование""",Дмитров,116005.61931,-,-,-,-,-,116005.61931,6453.20845,2072.87009,-,-,4380.33836,109552.41086,109516.87886,75709.04394,-,6.826,-,21556.43224,-,-,12244.57668,-,24.766,-,-,-,-,-,-,-,-,24.766,-,-,10.766,-,-,-,-,-,-,-,-
43,0436,"ООО  ""АМТ Страхование""",Москва,155159.62551,152604.16365,-,-,-,-,155159.62551,-,-,-,-,-,155159.62551,50536.1717,-,-,-,34986.8374,15549.3343,-,-,-,-,104623.45381,-,-,-,-,-,104623.45381,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,2243,"ПАО ""АСКО-СТРАХОВАНИЕ""",Челябинск,4468550.68223,-,-,-,-,-,495168.7051,64773.02399,17983.44371,-,-,46789.58028,430395.68111,428323.23672,385058.72868,-,-,-,105.81067,-,-,1876.86694,41281.83043,2072.44439,225.0005,225.0005,-,-,-,-,-,123.28515,1724.15874,-,-,-,-,-,-,3973381.97713,3973381.97713,-,-,-
45,4362,НКО ПОВС «Содружество»,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,2890,ООО ВТБ МС,Москва,85438.12665,-,-,-,-,-,85438.12665,85438.12665,-,-,-,85438.12665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,3972,"ООО ""СК ""Ренессанс Жизнь""",Москва,1803564.93446,5363.58033,1699978.0535,1699978.0535,103477.01854,-,103586.88096,103586.88096,43384.91776,-,-,60201.9632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,3837,"ООО ""СК ""Ингосстрах-М""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,3225,"ООО ""СК ИНТЕРИ""",Москва,406957.13568,-,-,-,-,-,406957.13568,-,-,-,-,-,406957.13568,405343.43409,405343.43409,-,-,-,-,-,-,-,-,1613.70159,1613.70159,1613.70159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,4326,"ООО ""КПСК"" ",Симферополь,180966.13332,-,-,-,-,-,180966.13332,7931.71853,338.5,-,-,7593.21853,173034.41479,173034.41479,2810.6317,-,-,-,-,-,-,169997.79109,225.992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,3692,"ООО  СК ""Сбербанк страхование жизни""",Москва,13621870.62305,-,13471765.37543,13471765.37543,4907416.19526,-,150105.24762,150105.24762,125702.97115,-,-,24402.27647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,1412,"АО ""Д2  Страхование""",Новосибирск,18942.88453,134.465,-,-,-,-,18881.23515,12527.16846,7766.27325,-,-,4760.89521,6354.06669,5758.68652,-,-,-,-,11.11111,-,-,639.82815,5107.74726,126.884,-,-,-,-,-,-,-,-,126.884,-,-,468.49617,-,-,-,3.04308,3.04308,-,-,-
53,4105,"ООО ""Страховая компания ""СиВ Лайф""",Москва,2707941.56495,-,2671088.46618,2671088.46618,114274.82293,-,36853.09877,36853.09877,14645.05901,-,-,22208.03976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,3941,"ООО ""СМП-Страхование""",Москва,469108.49173,-,-,-,-,-,469108.49173,415964.09848,6795.57279,-,-,409168.52569,53144.39325,53144.39325,46859.95216,-,-,-,-,-,-,1764.68063,4519.76046,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,2619,"АО ""СК ""Астро-Волга""",Самара,607324.78811,-,-,-,-,-,68952.42479,24137.77547,1963.30269,-,-,22174.47278,44814.64932,40300.20716,37634.69882,-,-,-,-,105,-,1170.66481,1389.84353,4514.44216,25.30161,25.30161,-,-,-,-,-,-,4489.14055,-,-,-,-,-,-,538372.36332,538372.36332,-,-,-
56,4209,"ЗАО ""Кофас Рус Страховая Компания""",Москва,82776.08344,-,-,-,-,-,82776.08344,-,-,-,-,-,82776.08344,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82776.08344,-,-,-,-,-,-,-,-,-
57,1182,"ООО ""СК ""ТИТ""",Москва,136396.62268,-,-,-,-,-,136396.62268,77639.76501,31300.04823,-,-,46339.71678,58756.85767,42926.87401,21858.01234,-,19266.30101,-,-,-,-,257.17854,1545.38212,10707.811,-,-,-,-,10707.811,-,-,-,-,-,-,5122.17266,-,-,-,-,-,-,-,-
58,3847,"ООО СК ""Независимая страховая группа""",Москва,809612.55748,6218.33947,-,-,-,-,809612.55748,440144.30591,65,-,-,440079.30591,369468.25157,369468.25157,22547.72326,-,-,-,42055.19178,-,-,304865.33653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,450514.67032,-,-,-,-,-,384590.29749,13160.09371,3404.48261,-,-,9755.6111,371430.20378,370405.37029,135997.10963,-,-,-,-,-,-,233965.6838,442.57686,1024.83349,-,-,-,-,-,1024.83349,-,-,-,-,-,-,-,-,-,65924.37283,65924.37283,-,-,-
60,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,36519.02721,-,-,-,-,-,36519.02721,36519.02721,-,-,-,36519.02721,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,0902,"ООО СК ""Кайрос""",Петропавловск-Камчатский,256,-,-,-,-,-,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62,1834,"ПАО ""САК ""ЭНЕРГОГАРАНТ""",Москва,6275066.80547,134330.10293,-,-,-,-,4195329.362,1759993.20192,265069.115,-,-,1494924.08692,2435336.16008,2367009.56617,1875242.79976,200.16396,-,1006.087,164922.35833,56226.68412,56138.72912,211017.00211,58394.47089,62761.84441,27005.40426,26937.37736,-,-,-,623.00905,-,-,34773.7631,359.668,-,5564.7495,-,-,-,2098782.10916,2065594.53965,546.8,32640.76951,-
63,2496,"ООО ""Абсолют Страхование""     ",Москва,1441264.80839,400232.00022,-,-,-,-,1358445.86911,467261.95995,89317.67038,-,-,377944.28957,891183.90916,530052.95815,269979.33588,-,-,53628.90165,20186.92708,-,-,170881.00553,15376.78801,358566.39225,3190.37207,3190.37207,-,-,-,1063.72853,-,346589.29212,7722.99953,-,2437.98651,126.57225,-,-,-,81425.90765,81425.90765,-,-,-
64,1623,"ООО СК ""Тюмень-Полис""",Тюмень,30500.53285,-,-,-,-,-,30500.53285,11588.17459,11588.17459,-,-,-,18912.35826,18899.47126,7111.21666,-,-,-,-,-,-,3131.24614,8657.00846,12.887,-,-,-,-,-,-,-,-,12.887,-,-,-,-,-,-,-,-,-,-,-
65,4104,"ООО ""СК КАРДИФ""",Москва,571182.17139,476.71233,-,0,0,0,583599.14538,488085.42605,488085.42605,0,0,0,95513.71933,50131.80641,45012.65693,0,0,0,0,0,0,0,5119.14948,208.465,0,0,0,0,0,0,0,0,208.465,0,0,45173.44792,-,0,0,0,0,0,0,0
66,3256,"АО ""МетЛайф""",Москва,3387649.84839,-,2620470.8517,2455239.56496,225391.16147,165231.28674,767178.99669,767178.99669,310267.31394,-,-,456911.68275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
