"Сведения о страховых премиях по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
принятым в перестрахование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 05.06.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  Январь-Март 2018 г.,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,12095548.10968,-,-,-,-,11081869.76284,246378.89004,183804.59397,-,-,62574.29607,10835490.8728,8960354.34886,319911.56773,9084.29803,565895.30086,194954.73072,390662.0905,76819.16345,1165.90704,7371350.72693,31676.47064,929800.58453,57449.3666,31538.22728,8406.38317,1.58953,221972.19295,36308.05359,20935.81878,71819.30921,474973.91598,46340.33789,631667.25887,313668.68054,-,-,-,1013678.34684,-,277922.92023,735755.42661,-
1,2239,"АО ""АльфаСтрахование""",Москва,654082.5688,-,-,-,-,607297.49199,1761.02008,1761.02008,-,-,-,605536.47191,451104.26115,-,370.26939,80152.80607,1368.41902,6601.36487,-,-,362611.4018,-,57350.00548,3212.15684,-,3212.15684,-,33969.90837,2.02703,93.2867,779.7915,19292.83504,-,97082.20528,-,-,-,-,46785.07681,-,8838.00186,37947.07495,-
2,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,9728.36058,-,-,-,-,30.56126,30.56126,30.56126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9697.79932,-,5477.98065,4219.81867,-
3,1820,"АО ""ГУТА-Страхование""",Москва,11386.29283,-,-,-,-,11386.29283,-,-,-,-,-,11386.29283,11386.29283,-,-,-,-,-,-,-,11386.29283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,3116,"АО ""НАСКО""",Казань,4045.46645,-,-,-,-,1056.99837,-0.49664,-0.49664,-,-,-,1057.49501,592.12632,116.62446,-,324.10066,-,3.2,-,-,156.31005,-8.10885,465.36869,-,-,-,-,-,-,-,411.33081,54.03788,-,-,-,-,-,-,2988.46808,-,642.15633,2346.31175,-
5,2346,"АО ""ОСК",Самара,22311.83971,-,-,-,-,20477.17091,805.21598,805.21598,-,-,-,19671.95493,18996.76846,11499.37835,-,737.00285,82.39306,76.69898,-,-,3712.02254,2889.27268,619.09796,-,-,-,-,50.10386,-8.75,-,30.43171,547.31239,-,-,56.08851,-,-,-,1834.6688,-,-5.99455,1840.66335,-
6,3983,"АО ""РСК ""Стерх""",Якутск,-4.97829,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.97829,-,-2.97308,-2.00521,-
7,0235,"АО ""Русское перестраховочное общество""",Москва,456490.85771,-,-,-,-,456490.85771,1952.92476,1952.92476,-,-,-,454537.93295,452789.34344,10027.46177,318.61761,-,0.40648,5261.79019,112.22954,-,428771.16578,8297.67207,1748.58951,315.51141,315.51141,-,-,-,-,1003.92089,81.2854,347.87181,-,-,-,-,-,-,-,-,-,-,-
8,3099,"АО ""СК ОПОРА""",Рязань ,0.41729,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41729,-,-0.56131,0.9786,-
9,1208,"АО ""СОГАЗ""",Москва,1623905.07777,-,-,-,-,1521634.19137,67058.34998,67058.34998,-,-,-,1454575.84139,1276860.43841,6654.66739,5125.91354,8184.8537,36938.32392,29540.1968,2133.69876,-,1188137.32693,145.45737,64233.709,26133.4165,26133.4165,-,-,10570.97163,350.38709,1724.89364,3755.86491,20187.99666,1510.17857,101395.0445,12086.64948,-,-,-,102270.8864,-,27712.65919,74558.22721,-
10,3229,"АО ""Страховая бизнес группа""",Воронеж,192523.95822,-,-,-,-,187332.70481,-,-,-,-,-,187332.70481,186277.37137,43.22495,-,337.58933,-,171.36708,-,-,185725.19001,-,823.30167,-,-,-,-,-,-,-,20.17077,502.01154,301.11936,232.03177,-,-,-,-,5191.25341,-,1349.89048,3841.36293,-
11,0212,"АО ""Цюрих надежное страхование""",Москва,18109.24649,-,-,-,-,18109.24649,-,-,-,-,-,18109.24649,8845.94927,-,-,-,-,5806.33402,-,-,3039.61525,-,8824.20587,8824.20587,-,-,-,-,-,-,-,-,-,439.09135,-,-,-,-,-,-,-,-,-
12,4351,АО РНПК,Москва,2244816.41951,-,-,-,-,2248617.64163,55571.0125,31998.86638,-,-,23572.14612,2193046.62913,1758316.72319,167898.16494,2692.50663,159665.03418,61808.66858,145603.26611,22377.0482,-,1191313.53662,6958.49793,232238.88631,126.43661,-,-,-,18806.23489,32180.62066,-,55784.18724,81498.26089,43843.14602,167768.3391,34722.68053,-,-,-,-3801.22212,-,-,-3801.22212,-
13,3300,"АО СГ ""Спасские ворота""",Салехард,4133.4733,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4133.4733,-,833.4714,3300.0019,-
14,0983,"АО СГ ""УралСиб""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,0290,"АО СК ""Альянс""",Москва,116398.72863,-,-,-,-,95381.66552,4.83498,4.83498,-,-,-,95376.83054,41020.12556,-,-,7561.11635,-,-,-,-,33459.00921,-,54026.26704,-,-,-,-,6233.99978,-,842.44804,-,46949.81922,-,330.43794,-,-,-,-,21017.06311,-,5342.18276,15674.88035,-
16,0915,"АО СК ""ПАРИ""",Москва,20433.39391,-,-,-,-,8459.77004,754.35745,754.35745,-,-,-,7705.41259,6923.86707,2075.45034,20,231.6287,-,1777.2651,-,-,2377.01672,442.50621,766.98126,153.8083,-,-,-,34.43686,-,-,293.40117,285.33493,-,-,14.56426,-,-,-,11973.62387,-,2807.72249,9165.90138,-
17,2947,"АО СК ""РСХБ-Страхование""",Москва,1695.67353,-,-,-,-,1695.67353,-,-,-,-,-,1695.67353,1695.67353,-,-,-,-,1105.96559,-,-,589.70794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
