Сведения о количестве урегулированных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 24.08.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2021 г.,,,,,,,,,,,,,,,,,,,,,,,,,,единица,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,,
,,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного ,
№ п\п,Рег №,Наименование,Город,Всего,из них страхование ,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного ,Инвестиционное
,,,,,нерезидентов,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, ",страхование 
,,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные ,жизни
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами,
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,,ИТОГО:,,26269351,149328,625092,373198,93912,251894,24446099,23560809,214225,146,56,23346584,885290,632241,454960,2538,166,305,54417,989,208,9833,109033,18113,3886,2074,1761,357,203,638,462,1170,8714,2683,1291,233645,28359,28310,49,1169801,1165539,950,3312,0,202150
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,72988,561,-,-,-,-,65835,61432,976,-,-,60456,4403,4345,3990,-,-,12,251,-,-,47,45,18,5,5,-,-,-,-,-,2,11,-,-,40,-,-,-,7153,7153,-,-,-,-
2,3947,"АО ""АИГ""",Москва,73,-,-,-,-,-,73,-,-,-,-,-,73,54,-,-,-,-,46,-,-,8,-,18,-,-,-,-,-,-,-,2,16,-,-,1,-,-,-,-,-,-,-,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,4431842,2306,-,-,-,-,4277450,4118814,16195,-,-,4102619,158636,86769,55270,66,30,22,740,12,2,1414,29215,2383,1049,666,383,-,101,20,1,23,1188,1,1085,68399,-,-,-,154392,154307,26,59,-,-
4,3064,"АО ""Боровицкое страховое общество""",Москва,2472,65,-,-,-,-,314,255,11,-,-,244,59,47,40,-,-,-,-,-,-,4,3,12,5,5,-,-,-,-,-,-,2,5,-,-,-,-,-,2158,2158,-,-,-,-
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,416119,2990,-,-,-,-,379838,160487,7161,-,-,153326,219351,73451,43229,-,-,3,25607,-,-,149,4463,318,88,88,-,-,-,1,-,5,224,-,-,145582,-,-,-,36281,36256,-,25,-,-
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,87749,231,-,-,-,-,45527,34170,4261,-,-,29909,11357,11296,10680,-,3,2,18,19,-,235,339,57,1,1,-,-,-,-,-,2,44,10,-,4,-,-,-,42222,42200,1,21,-,-
7,1820,"АО ""ГУТА-Страхование""",Москва,127,-,-,-,-,-,125,119,3,-,-,116,6,3,1,-,-,-,-,-,-,2,-,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,2,2,-,-,-,-
8,1412,"АО ""Д2 Страхование""",Новосибирск,814,281,-,-,-,-,814,751,324,-,-,427,63,51,4,-,-,-,-,-,-,-,47,1,-,-,-,-,-,-,-,-,1,-,-,11,-,-,-,-,-,-,-,-,-
9,0055,"АО ""ДальЖАСО""",Хабаровск,2527,-,-,-,-,-,2527,2455,89,-,-,2366,72,72,61,-,-,-,2,-,-,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,3778,-,-,-,-,-,3778,2827,3,-,-,2824,951,4,-,-,-,-,-,-,-,-,4,19,-,-,-,-,-,-,-,-,-,19,-,928,-,-,-,-,-,-,-,-,-
11,1427,"АО ""МАКС""",Москва,202981,-,-,-,-,-,169769,164593,718,-,-,163875,5176,5115,4672,173,-,-,3,3,3,207,57,29,11,11,-,-,-,-,-,-,18,-,-,32,177,177,-,33035,32958,-,77,-,-
12,2346,"АО ""ОСК""",Самара,15392,75,-,-,-,-,6702,3880,388,-,-,3492,2822,2784,2656,-,-,8,3,-,-,36,81,30,3,3,-,-,-,-,-,1,26,-,-,8,-,-,-,8690,8688,-,2,-,-
13,3748,"АО ""Русский Стандарт Страхование""",Москва,5946,-,4647,4647,-,-,1299,1299,895,-,-,404,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4360
14,2619,"АО ""СК ""Астро-Волга""",Самара,33822,-,-,-,-,-,18424,17386,1059,-,-,16327,1038,1035,953,-,-,-,-,-,-,6,76,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,15398,15398,-,-,-,-
15,0507,"АО ""СК ""Колымская""",Хабаровск,5336,1,4489,4441,-,48,847,847,623,-,-,224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
