"Сведения о количестве урегулированных страховых случаев в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256
Дата составления отчета: 15.11.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: январь-сентябрь 2022 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Рег №,Наименование страховщика,Всего*,Добровольное страхование жизни (кроме пенсионного страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Добровольное пенсионное страхование,,,,,,,,,,,,,Добровольное личное страхование (кроме страхования жизни),,,,,,,,,,,,Добровольное имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное государственное страхование жизни и здоровья военнослужащих и приравненных к ним в обязательном государственном страховании лиц*,,,,,,,,Обязательное страхование гражданской ответственности владельцев транспортных средств,,Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте,,,,,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров",,,,,,,,,,,,,,,,,,
,,,Всего,"Добровольное страхование жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Добровольное страхование жизни с условием периодических страховых выплат (ренты, аннуитетов) и (или) с участием страхователя в инвестиционном доходе страховщика",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,Добровольное пенсионное страхование с единовременной уплатой страховой премии,,,,,,Добровольное пенсионное страхование с уплатой страховой премии в рассрочку,,,,,,Всего,Добровольное страхование от несчастных случаев и болезней,,,,,,,Добровольное медицинское страхование,,,,Всего,Добровольное страхование имущества,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Добровольное страхование гражданской ответственности,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Добровольное страхование предпринимательских рисков,Добровольное страхование финансовых рисков,,,,Всего,"Обязательное государственное страхование жизни и здоровья военнослужащих и граждан, призванных на военные сборы",Обязательное государственное страхование жизни и здоровья сотрудников органов внутренних дел,Обязательное государственное страхование жизни и здоровья сотрудников Государственной противопожарной службы,Обязательное государственное страхование жизни и здоровья сотрудников органов по контролю за оборотом наркотических средств и психотропных веществ,Обязательное государственное страхование жизни и здоровья сотрудников учреждений и органов уголовно-исполнительной системы,Обязательное государственное страхование жизни и здоровья сотрудников войск национальной гвардии,Обязательное государственное страхование жизни и здоровья сотрудников органов принудительного исполнения,,,Всего,Обязательное страхование гражданской ответственности владельца опасного производственного объекта за причинение вреда в результате аварии на нем,Обязательное страхование гражданской ответственности владельца гидротехнического сооружения за причинение вреда в результате аварии на нем,Обязательное страхование гражданской ответственности владельца автозаправочной станции жидкого моторного топлива за причинение вреда в результате аварии на ней,"Обязательное страхование гражданской ответственности владельца лифта, подъемной платформы для инвалидов, эскалатора (за исключением эскалатора в метрополитенах), пассажирского конвейера (движущейся пешеходной дорожки) за причинение вреда в результате аварии на них",Всего,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке железнодорожным транспортом",,,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке воздушным транспортом",,,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке морским транспортом","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке внутренним водным транспортом",,,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке автомобильным транспортом",,,,,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке троллейбусами","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке трамваями","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке внеуличным транспортом"
,,,,Всего,"Добровольное страхование жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события с единовременной уплатой страховой премии",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Добровольное страхование жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события с уплатой страховой премии в рассрочку",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,"Добровольное страхование жизни с условием периодических страховых выплат (ренты, аннуитетов) и (или) с участием страхователя в инвестиционном доходе страховщика с единовременной уплатой страховой премии",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Добровольное страхование жизни с условием периодических страховых выплат (ренты, аннуитетов) и (или) с участием страхователя в инвестиционном доходе страховщика с уплатой страховой премии в рассрочку",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,,Всего,"Добровольное страхование от несчастных случаев и болезней граждан, выезжающих за рубеж",Добровольное страхование от несчастных случаев и болезней пассажиров,"Добровольное страхование от несчастных случаев и болезней пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",Добровольное страхование от несчастных случаев и болезней работодателем своих работников (кроме работников налоговых органов),Добровольное страхование от несчастных случаев и болезней работников налоговых органов,Добровольное страхование от несчастных случаев и болезней иных граждан,Всего,"Добровольное медицинское страхование граждан, выезжающих за рубеж",Добровольное медицинское страхование работодателем своих работников,Добровольное медицинское страхование иных граждан,,Всего,Добровольное страхование средств наземного транспорта (кроме средств железнодорожного транспорта),,,Добровольное страхование средств железнодорожного транспорта,Добровольное страхование средств воздушного транспорта,Добровольное страхование средств водного транспорта,,,Добровольное страхование грузов,Добровольное сельскохозяйственное страхование,,,,,,,,,,,Добровольное страхование прочего имущества юридических лиц,,,,Добровольное страхование прочего имущества граждан,,,,Всего,Добровольное страхование гражданской ответственности владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),,,,Добровольное страхование гражданской ответственности владельцев средств железнодорожного транспорта,Добровольное страхование гражданской ответственности владельцев средств воздушного транспорта,Добровольное страхование гражданской ответственности владельцев средств водного транспорта,,,"Добровольное страхование гражданской ответственности организаций, эксплуатирующих опасные объекты",,,,"Добровольное страхование гражданской ответственности за причинение вреда вследствие недостатков товаров, работ, услуг",,,Добровольное страхование гражданской ответственности за причинение вреда третьим лицам,,,,,,Добровольное страхование гражданской ответственности за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,,Всего,"Добровольное страхование финансовых рисков граждан, выезжающих за рубеж",Добровольное страхование финансовых рисков кредиторов,Добровольное страхование финансовых рисков иных лиц,,,,,,,,,,,,,,,,,,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке поездами дальнего следования","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке пригородными поездами",Всего,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке самолетами","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при перевозке вертолетами",,Всего,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров на пригородных, внутригородских, экскурсионно-прогулочных, транзитных, местных маршрутах перевозок и переправах","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров на туристских маршрутах перевозок",Всего,"Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при автобусных перевозках в междугородном и международном сообщении","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при автобусных перевозках в пригородном сообщении","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при автобусных перевозках в городском сообщении по заказам и автобусных регулярных перевозках в городском сообщении с посадкой и высадкой пассажиров в любом не запрещенном правилами дорожного движения месте по маршруту регулярных перевозок","Обязательное страхование гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров при автобусных регулярных перевозках в городском сообщении с посадкой и высадкой пассажиров только в установленных остановочных пунктах по маршруту регулярных перевозок",,,
,,,,,Всего,Инвестиционное страхование жизни,,,,,,Кредитное страхование жизни,,,,,,Накопительное страхование жизни,,,,,,Рисковое страхование жизни,,,,,,Прочее страхование жизни,,,,,,Всего,Инвестиционное страхование жизни,,,,,,Кредитное страхование жизни,,,,,,Накопительное страхование жизни,,,,,,Рисковое страхование жизни,,,,,,Прочее страхование жизни,,,,,,,Всего,Инвестиционное страхование жизни,,,,,,Кредитное страхование жизни,,,,,,Накопительное страхование жизни,,,,,,Рисковое страхование жизни,,,,,,Прочее страхование жизни,,,,,,Всего,Инвестиционное страхование жизни,,,,,,Кредитное страхование жизни,,,,,,Накопительное страхование жизни,,,,,,Рисковое страхование жизни,,,,,,Прочее страхование жизни,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,Добровольное страхование автотранспортных средств,Добровольное страхование иных средств наземного транспорта (кроме средств железнодорожного транспорта),,,Всего,Добровольное страхование средств морского транспорта,Добровольное страхование средств внутреннего водного транспорта,,Всего,"Добровольное сельскохозяйственное страхование, осуществляемое с государственной поддержкой",,,,,"Добровольное сельскохозяйственное страхование, осуществляемое без государственной поддержки",,,,,Всего,Добровольное страхование товаров на складе,"Добровольное страхование имущества, используемого при проведении строительно-монтажных работ",Добровольное страхование прочего имущества юридических лиц,Всего,Добровольное страхование строений граждан,Добровольное страхование домашнего имущества,Добровольное страхование прочего имущества граждан,,Всего,"Добровольное страхование гражданской ответственности владельцев автотранспортных средств (кроме страхования, осуществляемого в рамках международной системы страхования ""Зеленая карта"")","Добровольное страхование гражданской ответственности  владельцев автотранспортных средств (страхование, осуществляемое в рамках международной системы страхования ""Зеленая карта"")",Добровольное страхование гражданской ответственности владельцев иных средств наземного транспорта (кроме средств железнодорожного транспорта),,,Всего,Добровольное страхование гражданской ответственности владельцев средств морского транспорта,Добровольное страхование гражданской ответственности владельцев средств внутреннего водного транспорта,Всего,"Добровольное страхование гражданской ответственности организаций, эксплуатирующих опасные производственные объекты","Добровольное страхование гражданской ответственности организаций, эксплуатирующих гидротехнические сооружения","Добровольное страхование гражданской ответственности организаций, эксплуатирующих иные опасные объекты",Всего,"Добровольное страхование гражданской ответственности изготовителей и продавцов товаров за причинение вреда вследствие недостатков товаров, работ, услуг","Добровольное страхование гражданской ответственности исполнителей работ, услуг за причинение вреда вследствие недостатков товаров, работ, услуг",Всего,"Добровольное страхование гражданской ответственности организаций, осуществляющих строительно-монтажные работы, за причинение вреда третьим лицам",Добровольное страхование гражданской ответственности нотариусов за причинение вреда третьим лицам,Добровольное страхование гражданской ответственности оценщиков за причинение вреда третьим лицам,Добровольное страхование гражданской ответственности аудиторских организаций и индивидуальных аудиторов за причинение вреда третьим лицам,Добровольное страхование гражданской ответственности иных лиц за причинение вреда третьим лицам,Всего,Добровольное страхование гражданской ответственности специализированных депозитариев за неисполнение или ненадлежащее исполнение обязательств по договору,Добровольное страхование гражданской ответственности управляющих компаний за неисполнение или ненадлежащее исполнение обязательств по договору,Добровольное страхование гражданской ответственности таможенных представителей за неисполнение или ненадлежащее исполнение обязательств по договору,Добровольное страхование гражданской ответственности оценщиков за неисполнение или ненадлежащее исполнение обязательств по договору,Добровольное страхование гражданской ответственности аудиторских организаций и индивидуальных аудиторов за неисполнение или ненадлежащее исполнение обязательств по договору,Добровольное страхование гражданской ответственности заемщиков по кредитным договорам (договорам займа) за неисполнение или ненадлежащее исполнение обязательств по договору,Добровольное страхование гражданской ответственности застройщиков по передаче жилых помещений участникам долевого строительства по договорам участия в долевом строительстве за неисполнение или ненадлежащее исполнение обязательств по договору,Добровольное страхование гражданской ответственности туроператоров по договорам о реализации туристского продукта за неисполнение или ненадлежащее исполнение обязательств по договору,Добровольное страхование гражданской ответственности иных лиц за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,,,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,Всего,На срок до 1 года включительно,На срок от 1 года до 3 лет включительно,На срок от 3 до 5 лет включительно,На срок от 5 до 10 лет включительно,На срок свыше 10 лет или на неопределенный срок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,Добровольное сельскохозяйственное страхование урожая сельскохозяйственных культур,Добровольное сельскохозяйственное страхование посадок многолетних насаждений,Добровольное сельскохозяйственное страхование сельскохозяйственных животных,Добровольное сельскохозяйственное страхование объектов товарной аквакультуры (товарного рыбоводства),Всего,Добровольное сельскохозяйственное страхование урожая сельскохозяйственных культур,Добровольное сельскохозяйственное страхование посадок многолетних насаждений,Добровольное сельскохозяйственное страхование сельскохозяйственных животных,Добровольное сельскохозяйственное страхование объектов товарной аквакультуры (товарного рыбоводства),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,осуществлены окончательные страховые выплаты,даны отказы в страховой выплате,,,,,,,,,,,,,,,,,,,,,,,,
ИТОГО:,,42354681,764909,413428,353009,115508,526,70579,42959,1423,21,221372,27619,18280,146774,28086,613,13082,10674,1205,773,151,279,2723,2136,157,343,43,44,324,7,6,0,0,311,60419,0,0,0,0,0,0,8474,605,230,352,5420,1867,44126,8286,418,28948,2339,4135,2544,82,834,165,88,1375,5275,0,0,0,0,5275,351481,277465,270291,176,54462,194439,21116,98,2,1,0,0,1,0,6559,296,453,1809,1680,2321,566,76,393,12,35,50,47,0,13,0,0,34,74016,3912,0,3259,573,79,1,387,0,0,0,387,0,68555,137,63,37594,12768,17993,74,2,0,2,20,50,1088,0,0,0,0,1088,356886,351855,0,0,33,170,351652,5031,5,2,56,1474,3494,38352800,323009,44784,739,192,62198,79,215017,38029791,38093,32976383,5015315,1238409,1049169,729996,727840,2156,5148,142,367,250,117,91701,1294,316,295,2,17,2,978,33,1,941,3,14045,328,945,12772,206476,45666,64652,96158,33243,4840,2746,2091,3,1437,222,774,711,63,59,44,0,15,3817,213,3604,21149,953,46,37,5,20108,945,0,0,1,1,0,4,89,299,551,5616,150381,25801,53,124527,5007,4211,355,1,1,235,0,204,1591555,41523,982,974,0,0,8,2610,231,199,32,15,15,0,16,14,10,4,2103,339,393,171,1200,125,106,0
0001,"Публичное акционерное общество Страховая Компания ""Росгосстрах""",5819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5546973,28007,11,25,0,15045,0,12926,5518966,1034,5259367,258565,64384,61276,36570,36570,0,33,0,13,8,5,59,570,22,20,0,2,0,548,0,0,548,0,269,31,9,229,23762,16914,2431,4417,2414,287,138,149,0,0,0,23,0,23,0,0,0,0,16,0,16,2006,10,2,0,0,1994,82,0,0,0,0,0,0,0,3,79,0,694,12,0,682,,,,,,,,,203725,4633,16,16,0,0,0,81,0,0,0,0,0,0,0,1,0,1,76,5,17,8,46,3,1,0
0013,"Общество с ограниченной ответственностью ""Страховая компания ""РЕСО-Шанс""",9349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9349,0,0,0,0,0,0,0,9349,0,9349,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
