Сведения о количестве заявленных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
Дата составления отчета: 24.08.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2021 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,единица
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование  ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,, страхование жизни и,иные виды,,гражданской,гражданской,гражданской,иные виды,
,,,,,,,,,,,,,"пациентов,",,,,,,,,,,,из него,,,,,из него,,,,,,,,,,,Всего,здоровья, обязательного личного,Всего,ответственности,ответственности,ответственности,обязательного,Инвестиционное
№ п/п,Рег №,Наименование,Город,Всего,из них страхование,,страхование жизни,,,Всего,,,участвующих в,,,,,,,,,,,,,,,владельцев средств,,,,,,,,,,страхование,страхование,,военнослужащих и," страхования,",,владельцев,владельца опасного,перевозчика за,имущественного,страхование
,,,,,нерезидентов,Всего,(кроме,страхование жизни,пенсионное,,Всего,от несчастных,клинических,,,,,,,,,,,,,,Всего,наземного транспорта,владельцев,владельцев,,,,,,,за неисполнение или,предпринимательских,финансовых рисков,,приравненных к ним в, предусмотренные,,транспортных средств,объекта за причинение,причинение вреда,"страхования,",жизни
,,,,,,,пенсионного), заемщика,страхование,,,случаев и болезней,исследованиях,работников,медицинское,Всего,,средств наземного,,,,,,,,,, (кроме средств,автотранспортных,автотранспортных,владельцев средств,владельцев средств,владельцев средств,"организаций,",за причинение вреда,за причинение вреда,ненадлежащее,рисков,,,обязательном, федеральными,,,вреда в результате," жизни, здоровью,",предусмотренные,
,,,,,,, страхования)-всего,,,,,,лекарственного,налоговых органов,страхование,,Всего,транспорта,средств,,,,,"страхование,",,,, железнодорожного, средств (кроме, средств (страхования,железнодорожного,воздушного транспорта,водного транспорта,эксплуатирующих,вследствие недостатков,третьим лицам,исполнение,,,,государственном,законами,,,аварии на опасном, имуществу пассажиров,федеральными,
,,,,,,,,,,,,,препарата для,,,,,(кроме средств,железнодорожного,средств воздушного,средств водного,грузов,сельскохозяйственное,осуществляемое с,прочего имущества,прочего имущества,,транспорта)," страхования,", осуществляемого в,транспорта,,,опасные объекты,"товаров, работ, услуг",, обязательств по,,,, страховании лиц,,,, объекте,,законами,
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ИТОГО:,,,,31705110,155619,696912,446274,115200,250638,29775564,28730090,353873,166,54,28376217,1045474,753607,549412,4188,327,484,62315,1374,533,15007,120500,23873,3590,2049,1541,78,218,857,154,1192,16346,1438,1498,266496,31363,31310,53,1201271,1196180,1278,3813,0,261799
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,95293,596,0,0,0,0,87802,81961,1205,0,0,80756,5841,5682,5311,0,0,21,260,0,0,46,44,15,4,4,0,0,0,0,0,1,10,0,0,144,0,0,0,7491,7489,0,2,0,0
2,3947,"АО ""АИГ""",Москва,193,0,0,0,0,0,193,0,0,0,0,0,193,76,0,0,0,0,67,0,0,9,0,112,0,0,0,0,0,0,0,26,86,0,0,5,0,0,0,0,0,0,0,0,0
3,2239,"АО ""АльфаСтрахование""",Москва,4238875,2106,0,0,0,0,4094840,3965356,13919,0,0,3951437,129484,87680,68013,137,25,41,897,29,17,1512,17026,2694,1098,816,282,0,54,15,1,24,1502,0,1167,37943,0,0,0,144035,143954,15,66,0,0
4,3064,"АО ""Боровицкое страховое общество""",Москва,2637,65,0,0,0,0,317,255,11,0,0,244,62,49,41,0,0,0,1,0,0,4,3,13,6,6,0,0,0,0,0,0,2,5,0,0,0,0,0,2320,2320,0,0,0,0
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,468383,2726,0,0,0,0,431232,159987,6537,0,0,153450,271245,78664,46110,0,0,8,28374,0,0,135,4037,293,81,81,0,0,0,0,0,8,204,0,0,192288,0,0,0,37151,37127,0,24,0,0
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,91617,192,0,0,0,0,47832,34286,4456,0,0,29830,13546,13444,12692,0,10,0,23,16,0,323,380,98,2,2,0,0,1,1,1,16,72,5,0,4,0,0,0,43785,43744,2,39,0,0
7,1820,"АО ""ГУТА-Страхование""",Москва,124,0,0,0,0,0,122,116,0,0,0,116,6,2,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0
8,1412,"АО ""Д2 Страхование""",Новосибирск,809,275,0,0,0,0,809,742,321,0,0,421,67,54,4,0,0,0,0,0,0,1,49,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0
