Сведения о количестве действовавших на конец отчетного периода договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
Дата составления отчета: 17.09.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2020 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,единица
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование  ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,, страхование жизни и,иные виды,,гражданской,гражданской,гражданской,иные виды,
,,,,,,,,,,,,,"пациентов,",,,,,,,,,,,из него,,,,,из него,,,,,,,,,,,Всего,здоровья, обязательного личного,Всего,ответственности,ответственности,ответственности,обязательного,Инвестиционное
№ п/п,Рег №,Наименование,Город,Всего,из них страхование,,страхование жизни,,,Всего,,,участвующих в,,,,,,,,,,,,,,,владельцев средств,,,,,,,,,,страхование,страхование,,военнослужащих и," страхования,",,владельцев,владельца опасного,перевозчика за,имущественного,страхование
,,,,,нерезидентов,Всего,(кроме,страхование жизни,пенсионное,,Всего,от несчастных,клинических,,,,,,,,,,,,,,Всего,наземного транспорта,владельцев,владельцев,,,,,,,за неисполнение или,предпринимательских,финансовых рисков,,приравненных к ним в, предусмотренные,,транспортных средств,объекта за причинение,причинение вреда,"страхования,",жизни
,,,,,,,пенсионного), заемщика,страхование,,,случаев и болезней,исследованиях,работников,медицинское,Всего,,средств наземного,,,,,,,,,, (кроме средств,автотранспортных,автотранспортных,владельцев средств,владельцев средств,владельцев средств,"организаций,",за причинение вреда,за причинение вреда,ненадлежащее,рисков,,,обязательном, федеральными,,,вреда в результате," жизни, здоровью,",предусмотренные,
,,,,,,, страхования)-всего,,,,,,лекарственного,налоговых органов,страхование,,Всего,транспорта,средств,,,,,"страхование,",,,, железнодорожного, средств (кроме, средств (страхования,железнодорожного,воздушного транспорта,водного транспорта,эксплуатирующих,вследствие недостатков,третьим лицам,исполнение,,,,государственном,законами,,,аварии на опасном, имуществу пассажиров,федеральными,
,,,,,,,,,,,,,препарата для,,,,,(кроме средств,железнодорожного,средств воздушного,средств водного,грузов,сельскохозяйственное,осуществляемое с,прочего имущества,прочего имущества,,транспорта)," страхования,", осуществляемого в,транспорта,,,опасные объекты,"товаров, работ, услуг",, обязательств по,,,, страховании лиц,,,, объекте,,законами,
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ИТОГО:,,,,129080271,2248981,10492536,10458469,6916283,34067,80405371,31873196,23226625,1540,1,8646571,48532175,37647572,4982237,4882,1303,3609,212839,47013,2485,415579,31980110,5625540,770482,670930,99479,10,2577,6179,2063,27230,4774930,42069,25410,5233653,9,9,0,38182355,37897450,230108,54797,0,1334452
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,741092,2290,0,0,0,0,518636,276437,98692,0,0,177745,242199,189105,28356,4,0,48,122,0,0,1896,158679,20647,3975,3975,0,0,0,22,7,66,16242,335,41,32406,0,0,0,222456,222138,263,55,0,0
2,3947,"АО ""АИГ""",Москва,1061,0,0,0,0,0,890,2,2,0,0,0,888,196,1,0,0,0,90,0,0,105,0,368,5,5,0,0,0,0,0,0,363,0,0,324,0,0,0,171,0,171,0,0,0
3,2239,"АО ""АльфаСтрахование""",Москва,16625092,2156,0,0,0,0,11680847,1495309,1148614,41,0,346695,10185538,9192385,427950,425,122,464,674,256,61,24885,8737609,473607,56446,32358,24088,0,119,516,118,828,412232,3348,1207,518339,0,0,0,4944245,4921787,19716,2742,0,0
4,3064,"АО ""Боровицкое страховое общество""",Москва,97035,0,0,0,0,0,57244,54671,30564,0,0,24107,2573,1068,351,0,0,0,0,0,0,218,499,1505,487,487,0,0,0,0,0,162,305,551,0,0,0,0,0,39791,39791,0,0,0,0
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,2926909,131877,0,0,0,0,1954628,736302,319697,0,0,416605,1218326,937659,247716,7,0,75,79,0,0,4601,685181,134532,67542,67542,0,0,0,7,1,117,66864,1,0,146135,0,0,0,972281,968898,2999,384,0,0
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,2503065,2813,0,0,0,0,966226,475993,360632,1,0,115361,490233,421643,205636,0,11,52,2352,982,0,3574,209036,55705,1087,1087,0,0,8,132,2,31,54382,63,28,12857,0,0,0,1536839,1533516,2455,868,0,0
7,1820,"АО ""ГУТА-Страхование""",Москва,242,0,0,0,0,0,242,46,16,0,0,30,196,113,10,0,0,1,0,0,0,92,10,75,0,0,0,0,0,1,0,0,16,58,0,8,0,0,0,0,0,0,0,0,0
8,1412,"АО ""Д2 Страхование""",Новосибирск,307816,40196,0,0,0,0,307816,128339,91056,0,0,37283,179477,67263,1416,0,0,0,0,0,0,111,65736,39388,0,0,0,0,0,0,0,0,39388,0,0,72826,0,0,0,0,0,0,0,0,0
