"Сведения о выплатах по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
принятым в перестрахование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 23.05.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: январь-март 2019 г. ,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,13497618.86174,0,0,0,0,13288466.41364,255667.05855,130089.48949,0,0,125577.56906,13032799.35509,12332023.04001,236300.55206,22850.75427,1841819.47216,93917.55224,5006752.00027,7716.67646,0,5106241.28275,16424.7498,466583.68914,17452.73971,4570.51414,791.78998,0,51074.3248,210782.79156,0,110733.42596,68915.77394,7624.63317,74568.37957,159624.24637,0,0,0,209152.4481,0,167869.44144,41283.00666,0
1,0212,"АО  ""Цюрих надежное страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3947,"АО ""АИГ""",Москва,171523.88712,-,-,-,-,171523.88712,-,-,-,-,-,171523.88712,21634.03942,-,-,-,-,20496.31525,-,-,1137.72417,-,-,-,-,-,-,-,-,-,-,-,-,-,149889.8477,-,-,-,-,-,-,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,782155.40228,-,-,-,-,766200.42528,-,-,-,-,-,766200.42528,730703.1705,-,-,312154.80629,-,76433.12678,-,-,342115.23743,-,33080.19559,-,-,-,-,33080.19559,-,-,-,-,-,2283.92253,133.13666,-,-,-,15954.977,-,14344.74206,1610.23494,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,5284.05702,-,-,-,-,626.56,626.56,626.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4657.49702,-,3657.85027,999.64675,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,1790.24865,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1790.24865,-,1649.80339,140.44526,-
6,1820,"АО ""ГУТА-Страхование""",Москва,194.16606,-,-,-,-,51.11317,-,-,-,-,-,51.11317,51.11317,-,-,-,-,-,-,-,51.11317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143.05289,-,143.05289,-,-
7,1427,"АО ""МАКС""",Москва,78250.5742,-,-,-,-,75402.2014,-,-,-,-,-,75402.2014,75402.2014,-,-,-,-,75359.17033,-,-,43.03107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2848.3728,-,2266.93337,581.43943,-
8,3116,"АО ""НАСКО""",Казань,3186.09623,-,-,-,-,1630.17644,-,-,-,-,-,1630.17644,1367.50204,1280.00417,-,9.76042,-,-,-,-,55.35245,22.385,-,-,-,-,-,-,-,-,-,-,-,-,262.6744,-,-,-,1555.91979,-,1437.98039,117.9394,-
9,2346,"АО ""ОСК""",Самара,9370.11608,-,-,-,-,8886.13262,257.10595,257.10595,-,-,-,8629.02667,8452.78707,2086.56552,-,9.76042,-,-,-,-,6264.73392,91.72721,44.883,-,-,-,-,-,-,-,-,44.883,-,-,131.3566,-,-,-,483.98346,-,390.95461,93.02885,-
10,0235,"АО ""Русское перестраховочное общество""",Москва,88801.41483,-,-,-,-,88801.41483,429.25802,429.25802,-,-,-,88372.15681,88304.08184,4319.21207,-,-,1.04807,30810.93427,419.16647,-,41167.5714,11586.14956,68.07497,-,-,-,-,-,-,-,-,68.07497,-,-,-,-,-,-,-,-,-,-,-
11,0915,"АО ""СК ""ПАРИ""",Москва,11915.6791,-,-,-,-,10823.54645,276.92553,276.92553,-,-,-,10546.62092,10538.02758,1085.67127,-,4.88021,-,9208.5723,-,-,210.04469,28.85911,8.59334,-,-,-,-,-,-,-,-,8.59334,-,-,-,-,-,-,1092.13265,-,911.83642,180.29623,-
12,1208,"АО ""СОГАЗ""",Москва,1060684.03207,-,-,-,-,1045684.47914,30825.41174,30825.41174,-,-,-,1014859.0674,1006817.32844,3163.4884,-,10115.79491,79194.48423,385908.57581,3667.93855,-,524721.47493,45.57161,7486.09156,6348.83339,-,-,-,806.93561,-,-,-,330.32256,-,98.65282,456.99458,-,-,-,14999.55293,-,12116.32758,2883.22535,-
13,3229,"АО ""Страховая бизнес группа""",Воронеж,5234.81832,-,-,-,-,4662.8696,-,-,-,-,-,4662.8696,4662.8696,-,-,-,-,4662.8696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,571.94872,-,449.89646,122.05226,-
14,4351,АО РНПК,Москва,5650620.50756,-,-,-,-,5650620.50756,100706.31538,29314.85023,-,-,71391.46515,5549914.19218,5538012.25692,144265.38363,583.19248,194689.04735,8167.85077,3691459.81593,3190.40507,-,1494124.63412,1531.92757,10636.55316,-,-,-,-,3041.37918,248.13876,-,52.14,2384.17325,4910.72197,128.75993,1136.62217,-,-,-,-,-,-,-,-
15,3300,"АО СГ ""Спасские ворота""",Салехард,1024.80647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1024.80647,-,843.29627,181.5102,-
16,0290,"АО СК ""Альянс""",Москва,14869.46637,-,-,-,-,7720.08273,-,-,-,-,-,7720.08273,1.93597,-,-,-,-,-,-,-,-,1.93597,1523.27771,-,-,-,-,22.55811,-,-,-,1500.7196,-,9.24906,6185.61999,-,-,-,7149.38364,-,6039.82742,1109.55622,-
17,2947,"АО СК ""РСХБ-Страхование""",Москва,31948.96103,-,-,-,-,31948.96103,1268.92975,-,-,-,1268.92975,30680.03128,30680.03128,-,-,-,-,30269.82866,403.80973,-,6.39289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,1216,"АО СК ""Чулпан""",Альметьевск,5252.23714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5252.23714,-,4705.82669,546.41045,-
