"Сведения о доле перестраховщиков в выплатах по договорам, ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
1,2239,"АО ""АльфаСтрахование""",Москва,1129946.69009,-,-,-,-,1123428.86657,4353.22961,-,-,-,4353.22961,1119075.63696,532624.40423,29209.34025,-,475418.00232,-,-,-,-,27997.06166,-,84815.75305,271.92663,-,271.92663,-,84137.75475,-,-,-,406.07167,-,498350.44172,3285.03796,-,-,-,6517.82352,-,-,6517.82352,-
2,4014,"АО ""ГСК ""Югория-Жизнь""",Ханты-Мансийск,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,10950.67321,-,-,-,-,10950.67321,-,-,-,-,-,10950.67321,-,-,-,-,-,-,-,-,-,-,10950.67321,-,-,-,-,-,10950.67321,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1820,"АО ""ГУТА-Страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,1412,"АО ""Д2 Страхование""",Новосибирск,48,-,-,-,-,48,48,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,0055,"АО ""ДальЖАСО""",Хабаровск,1080.89904,-,-,-,-,1080.89904,9,9,-,-,-,1071.89904,1071.89904,1050.89904,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,0870,"АО ""ИНТАЧ СТРАХОВАНИЕ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,4337,"АО ""КСА-КЛУВЕР""",Красноперекопск,4448.717,-,-,-,-,4448.717,-,-,-,-,-,4448.717,4448.717,4448.717,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,3256,"АО ""МетЛайф""",Москва,40677.16899,7498.77967,7498.77967,-,-,33178.38932,33178.38932,12849.12296,-,-,20329.26636,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,3116,"АО ""НАСКО""",Казань,37576.13802,-,-,-,-,37576.13802,17832.03613,322.72446,-,-,17509.31167,19744.10189,19744.10189,19744.10189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2346,"АО ""ОСК",Самара,1.01268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.01268,-,-,1.01268,-
13,3983,"АО ""РСК ""Стерх""",Якутск,9924.86814,-,-,-,-,1853.11802,1385.95468,1385.95468,-,-,-,467.16334,467.16334,-121.69255,-,-,-,-,588.85589,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8071.75012,-,-,8071.75012,-
14,0235,"АО ""Русское перестраховочное общество""",Москва,30862.46411,-,-,-,-,30862.46411,-,-,-,-,-,30862.46411,30862.46411,-,-,-,-,13.57038,-,-,30848.89373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,2619,"АО ""СК ""Астро-Волга""",Самара,4527.82362,-,-,-,-,4527.82362,-,-,-,-,-,4527.82362,4381.10476,4381.10476,-,-,-,-,-,-,-,-,146.71886,-,-,-,-,-,-,-,-,146.71886,-,-,-,-,-,-,-,-,-,-,-
16,3780,"АО ""СК ""Выручим!""",Екатеринбург,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,2027,"АО ""СК ""Двадцать первый век""",Санкт-Петербург,590.82244,-,-,-,-,590.82244,-,-,-,-,-,590.82244,159.2074,159.2074,-,-,-,-,-,-,-,-,431.61504,334.10835,-,334.10835,-,-,-,-,-,97.50669,-,-,-,-,-,-,-,-,-,-,-
18,1207,"АО ""СК БЛАГОСОСТОЯНИЕ ОС""",Москва,219.64876,-,-,-,-,219.64876,219.64876,59.4,-,-,160.24876,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,3991,"АО ""СК БЛАГОСОСТОЯНИЕ""",Москва,30614.53859,-,-,-,-,30614.53859,30614.53859,26798.37575,-,-,3816.16284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,52747.89518,-,-,-,-,50599.00346,1375.59563,1375.59563,-,-,-,49223.40783,49223.40783,48781.21724,-,-,-,-,-,-,242.10435,200.08624,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2148.89172,-,-,2148.89172,-
21,3099,"АО ""СК ОПОРА""",Рязань ,39292.01094,-,-,-,-,33554.1869,-,-,-,-,-,33554.1869,33554.1869,7463.15809,-,-,-,-,-,-,26091.02881,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5737.82404,-,-,5737.82404,-
22,2359,"АО ""СК УСПЕХ""",Москва,23.96561,-,-,-,-,23.96561,-,-,-,-,-,23.96561,23.96561,23.96561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,1587,"АО ""СО ""Талисман""",Казань,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,1208,"АО ""СОГАЗ""",Москва,4143813.15469,-,-,-,-,4114079.39508,2337.20279,32.5,-,-,2304.70279,4111742.19229,3420264.94255,-,17081.03646,191779.44386,8151.65773,838.04083,-,-,3202414.76367,-,59.53023,-,-,-,-,59.53023,-,-,-,-,-,691412.09544,5.62407,-,-,-,29733.75961,-,-,29733.75961,-
25,3229,"АО ""Страховая бизнес группа""",Воронеж,4137.97171,-,-,-,-,2792.78457,-,-,-,-,-,2792.78457,2792.78457,2769.22557,-,-,-,-,-,-,-,23.559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1345.18714,-,-,1345.18714,-
26,0206,"АО ""Страховая Компания ""ДИАНА""",Ангарск,993,-,-,-,-,993,106,106,-,-,-,887,887,156,-,-,-,-,-,-,17,714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3390,"АО ""Страховая компания ""ПОЛИС-ГАРАНТ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,2144,"АО ""Страховая компания АСКО-Центр""",Курск,107.8536,-,-,-,-,107.8536,-,-,-,-,-,107.8536,107.8536,107.8536,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,0191,"АО ""Тинькофф Страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,3987,"АО ""УРАЛСИБ Жизнь""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,0212,"АО ""Цюрих надежное страхование""",Москва,21697.41826,-,-,-,-,21697.41826,8.10986,8.10986,-,-,-,21689.3084,14197.84785,6568.5864,-,-,-,1335.36113,-,-,6293.90032,-,5228.86166,-,-,-,-,-,-,-,7.15047,5221.71119,-,2262.59889,-,-,-,-,-,-,-,-,-
32,0433,АО ВостСибЖАСО,Иркутск,2423.78855,-,-,-,-,2423.78855,-,-,-,-,-,2423.78855,2423.78855,10,-,-,-,-,-,-,-,2413.78855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,3995,АО ВТБ Страхование жизни,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,4351,АО РНПК,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,3300,"АО СГ ""Спасские ворота""",Салехард,4534.4271,-,-,-,-,4534.4271,-,-,-,-,-,4534.4271,4534.4271,831.98801,-,-,-,-,-,-,3702.43909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,0983,"АО СГ ""УралСиб""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,0290,"АО СК ""Альянс""",Москва,395499.14176,-,-,-,-,394219.52722,7386.33417,5362.19312,-,-,2024.14105,386833.19305,158444.50011,3596.10211,-,1117.46094,-,35300.4325,-,-,118430.50456,-,14016.31501,-,-,-,-,-,-,-,-,14016.31501,-,45518.68678,168853.69115,-,-,-,1279.61454,-,-,1279.61454,-
38,1858,"АО СК ""Армеец""",Москва,388.40725,-,-,-,-,388.40725,-,-,-,-,-,388.40725,388.40725,388.40725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,2447,"АО СК ""ЖСФ""",Нижний Новгород,4.8741,-,-,-,-,4.8741,-,-,-,-,-,4.8741,4.8741,4.8741,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,0425,"АО СК ""Ингвар""",Москва,2693.44759,-,-,-,-,2693.44759,-,-,-,-,-,2693.44759,2693.44759,-,-,-,-,2658.10297,-,-,-,35.34462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,0915,"АО СК ""ПАРИ""",Москва,3742.2085,-,-,-,-,260.46946,-,-,-,-,-,260.46946,6.98798,6.98798,-,-,-,-,-,-,-,-,253.48148,-,-,-,-,-,253.48148,-,-,-,-,-,-,-,-,-,3481.73904,-,-,3481.73904,-
42,2947,"АО СК ""РСХБ-Страхование""",Москва,286241.80343,-,-,-,-,286241.80343,91342.35463,91342.35463,-,-,-,194899.4488,194821.10587,8890.70699,-,-,-,-,177240.18287,1583.23376,5732.66713,2957.54888,78.34293,-,-,-,-,-,-,-,-,78.34293,-,-,-,-,-,-,-,-,-,-,-
43,1216,"АО СК ""Чулпан""",Альметьевск,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,1621,"АО Страховое общество ""Якорь""",Москва,2876.17772,-,-,-,-,2876.17772,-,-,-,-,-,2876.17772,2876.17772,-,-,-,-,2876.17772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,3947,"АО""АИГ""",Москва,28815,-,-,-,-,28815,-,-,-,-,-,28815,28709,-,-,-,-,27809,-,-,900,-,106,-,-,-,-,-,-,-,-,106,-,-,-,-,-,-,-,-,-,-,-
46,3175,"ЗАО ""Капитал Ре""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,4209,"ЗАО ""Кофас Рус Страховая Компания""",Москва,1684.48722,-,-,-,-,1684.48722,-,-,-,-,-,1684.48722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1684.48722,-,-,-,-,-,-,-,-,-
48,1427,"ЗАО ""МАКС""",Москва,9027.79878,-,-,-,-,604.57706,-,-,-,-,-,604.57706,604.57706,604.57706,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8423.22172,-,-,8423.22172,-
49,2284,"ЗАО ГСАО ""Плато""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,1675,Либерти Страхование (АО),Санкт-Петербург,54186.5293,-,-,-,-,54186.5293,-,-,-,-,-,54186.5293,1581.55002,1581.55002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52604.97928,-,-,-,-,-,-,-,-
51,1298,"ОАО ""Капитал Страхование""",Когалым,115083.5516,-,-,-,-,115083.5516,-,-,-,-,-,115083.5516,115083.5516,-,-,-,-,-,-,-,115083.5516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,2708,"ОАО ""ЧСК""",Москва,93928.87583,-,-,-,-,92642.25775,92642.25775,-,-,-,92642.25775,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1286.61808,-,-,1286.61808,-
53,0518,ОАО СК БАСК,Белово,30.77844,-,-,-,-,30.77844,-,-,-,-,-,30.77844,-,-,-,-,-,-,-,-,-,-,30.77844,30.77844,30.77844,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",Москва,2829.61727,2829.61727,2829.61727,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,4192,"ОВС ""Народные кассы""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56,2496,"ООО ""Абсолют Страхование""",Москва,65.77319,-,-,-,-,65.77319,-,-,-,-,-,65.77319,65.77319,65.77319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,107.26515,-,-,-,-,107.26515,-,-,-,-,-,107.26515,107.26515,107.26515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
58,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,21207.24575,-,-,-,-,21207.24575,1715.93777,1715.93777,-,-,-,19491.30798,5220.55474,223.57238,-,-,-,12.401,-,-,-,4984.58136,14270.75324,-,-,-,-,14164.7095,-,-,-,106.04374,-,-,-,-,-,-,-,-,-,-,-
59,3447,"ООО ""АльфаСтрахование - Жизнь""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,0436,"ООО ""АМТ Страхование""",Москва,74340.02586,-,-,-,-,74340.02586,-,-,-,-,-,74340.02586,-,-,-,-,-,-,-,-,-,-,74340.02586,-,-,-,-,-,74340.02586,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,4334,"ООО ""Атрадиус Рус Крединое Страхование""",Москва,142158.36526,-,-,-,-,142158.36526,-,-,-,-,-,142158.36526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142158.36526,-,-,-,-,-,-,-,-,-
62,3487,"ООО ""БИН Страхование""",Москва,2490.27346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2490.27346,-,-,2490.27346,-
63,3799,"ООО ""БСД""",Москва,201.9315,-,-,-,-,201.9315,-,-,-,-,-,201.9315,201.9315,61.11319,-,-,-,-,-,-,140.81831,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,3866,"ООО ""ВСК - Линия жизни""",Москва,89.19693,89.19693,89.19693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,1284,"ООО ""Группа Ренессанс Страхование""",Москва,71719.04303,-,-,-,-,67967.65485,241.71896,241.71896,-,-,-,67725.93589,41939.96625,14623.83156,-,-,-,494.17422,-,-,26821.96047,-,10659.14192,-,-,-,-,-,-,-,-,10659.14192,-,-,15126.82772,-,-,-,3751.38818,-,743.172,3008.21618,-
66,1083,"ООО ""Зетта Страхование""",Москва,16073.72785,-,-,-,-,13608.98481,13608.98481,-,-,-,13608.98481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2464.74304,-,-,2464.74304,-
67,3535,"ООО ""ИНКОР Страхование""",Дмитров,34.79172,-,-,-,-,34.79172,17.67545,17.67545,-,-,-,17.11627,17.11627,17.11627,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,3993,"ООО ""Компания Банковского Страхования""",Москва,7.46773,-,-,-,-,7.46773,-,-,-,-,-,7.46773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.46773,-,-,-,-,-,-,-,-
69,4326,"ООО ""КПСК""",Симферополь,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70,4189,"ООО ""Кредендо - Ингосстрах Кредитное Страхование""",Москва,33910.92886,-,-,-,-,33910.92886,-,-,-,-,-,33910.92886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33910.92886,-,-,-,-,-,-,-,-,-
71,3781,"ООО ""КРК - Страхование""",Москва,950.23009,-,-,-,-,950.23009,-,-,-,-,-,950.23009,950.23009,950.23009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,3295,"ООО ""НСГ-""РОСЭНЕРГО""",Горно-Алтайск,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,3609,"ООО ""ППФ Страхование жизни""",Москва,13347,4632,4632,-,-,8715,8715,8715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,3438,"ООО ""ПРОМИНСТРАХ""",Москва,6458.22736,-,-,-,-,5413.53197,-,-,-,-,-,5413.53197,5413.53197,-,-,-,-,-,-,-,-,5413.53197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1044.69539,-,-,1044.69539,-
75,3568,"ООО ""ПСА""",Сызрань,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,0473,"ООО ""РИКС""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
77,2042,"ООО ""СК ""Гранта""",Казань .,11167.39463,-,-,-,-,11167.39463,479.952,479.952,-,-,-,10687.44263,10687.44263,10684.15871,-,-,-,-,-,-,3.28392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,2169,"ООО ""СК ""Инертек""",Санкт-Петербург,41.21287,-,-,-,-,41.21287,-,-,-,-,-,41.21287,41.21287,41.21287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,3401.83286,-,-,-,-,3401.83286,-,-,-,-,-,3401.83286,3401.83286,-,81.3525,-,-,3320.48036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80,1867,"ООО ""СК ""Коместра-Томь""",Томск,344.07477,-,-,-,-,344.07477,-,-,-,-,-,344.07477,344.07477,334.4876,-,-,-,-,-,-,-,9.58717,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,2877,"ООО ""СК ""Мегарусс-Д""",Москва,2.77735,-,-,-,-,2.77735,-,-,-,-,-,2.77735,-,-,-,-,-,-,-,-,-,-,2.77735,-,-,-,-,-,2.77735,-,-,-,-,-,-,-,-,-,-,-,-,-,-
