Сведения о количестве заключенных договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 10.06.2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: январь-март 2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,единица
№ п\п,Рег №,Наименование,Город,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Всего,из них страхование нерезидентов,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование (кроме обязательного медицинского страхования),,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,Всего,в том числе,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,в том числе,,Всего,в том числе,,,
,,,,,,,страхование жизни (кроме пенсионного страхования)-всего,из него,пенсионное страхование,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,государственное страхование жизни и здоровья военнослужащих и приравненных к ним в обязательном государственном страховании лиц,"иные виды обязательного личного страхования, предусмотренные федеральными законами",,гражданской ответственности владельцев транспортных средств,гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте,"гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров","иные виды обязательного имущественного страхования, предусмотренные федеральными законами"
,,,,,,,,страхование жизни заемщика,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,от несчастных случаев и болезней,из него,,медицинское страхование,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,,страхование предпринимательских рисков,страхование финансовых рисков,,,,,,,,
,,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,Перевозчиков,,,,,Иных владельцев (кроме перевозчиков),,,,,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
,,ИТОГО:,,28713232,418688,1193232,1192259,577329,973,19635308,10535620,8390928,51,1,2144692,9099688,6133555,731271,1986,436,924,447440,25228,275,89366,4836904,1862559,3272,2508,1,330,433,441426,440446,0,349,631,671,13393,1326282,77515,5057,1098517,10,10,0,7884682,7771808,102104,10770,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,49238,920,0,0,0,0,47975,28756,4162,0,0,24594,19219,13725,1095,1,1,36,8090,0,0,793,3709,4694,0,0,0,0,0,322,299,0,0,23,0,957,533,2882,26,774,0,0,0,1263,1170,79,14,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,38,0,0,0,0,0,38,2,2,0,0,0,36,33,20,0,0,0,0,1,1,12,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,7068,0,0,0,0,0,7068,6707,2075,0,0,4632,361,208,112,0,0,0,3,0,0,32,61,97,0,0,0,0,0,36,36,0,0,0,0,0,61,0,0,56,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,21993,0,0,0,0,0,11365,5338,4649,0,0,689,6027,5821,234,0,0,1,18,156,0,198,5214,203,0,0,0,0,0,167,167,0,0,0,0,0,36,0,0,3,0,0,0,10628,10391,172,65,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,816,0,0,0,0,0,723,1,1,0,0,0,722,145,0,0,0,0,54,0,0,91,0,423,0,0,0,0,0,0,0,0,0,0,0,16,407,0,0,154,0,0,0,93,0,93,0,0
6,4210,  АИЖК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,43002,53,0,0,0,0,43002,20255,19975,0,0,280,22747,19892,84,0,2,0,2,2020,0,258,17526,2852,0,0,0,0,0,3,0,0,3,0,0,47,2802,0,0,3,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,4252,3943,0,0,0,0,4252,4252,0,0,0,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,455,  АКОМС,Холмск,704,0,0,0,0,0,704,27,24,0,0,3,677,671,10,0,0,2,648,0,0,1,10,6,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
10,139,  АКТИВ,Москва,392,0,0,0,0,0,392,13,9,3,0,4,379,376,0,0,0,0,352,0,0,21,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
11,3572,  АКЦЕПТ,Люберцы,2974,0,0,0,0,0,2974,0,0,0,0,0,2974,2974,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3859,  АЛЛЕГА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,2095730,100,0,0,0,0,1710457,119014,104542,0,0,14472,1591443,1149594,35529,117,47,81,1248,122,15,9060,1103390,123838,247,133,0,51,63,53465,53421,0,11,33,35,333,69659,99,135,317876,0,0,0,385273,379474,5657,142,0
14,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,262366,49,261975,261975,0,0,391,391,330,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,290,  АЛЬЯНС,Москва,87722,120,0,0,0,0,86940,69386,63955,5,0,5431,17554,7172,1647,32,7,42,687,0,0,345,4412,1713,0,0,0,0,0,1102,1076,0,11,15,3,21,587,0,35,8634,0,0,0,782,135,601,46,0
17,3828,  АЛЬЯНС ЖИЗНЬ,Москва,4564,178,680,680,0,0,3884,3884,1737,0,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2699,  АЛЬЯНС-МЕД,Сызрань,171,160,0,0,0,0,171,171,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,436,  АМТ СТРАХОВАНИЕ,Москва,94,57,0,0,0,0,94,0,0,0,0,0,94,28,0,0,0,25,3,0,0,0,0,66,65,0,0,0,65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,66,  АНГАРА,Братск,29771,0,0,0,0,0,7956,7233,6907,0,0,326,723,677,60,0,0,0,1,0,0,84,532,43,0,0,0,0,0,15,15,0,0,0,0,0,28,0,0,3,0,0,0,21815,21815,0,0,0
21,2982,  АНДРОМЕДА,Москва,131,0,0,0,0,0,131,0,0,0,0,0,131,90,0,0,0,0,0,0,0,90,0,41,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
22,4302,  АРМС ТЕРРИТОРИЯ,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3193,  АРСЕНАЛЪ,Москва,76087,0,0,0,0,0,76087,4644,735,0,0,3909,71443,813,0,0,19,4,348,0,0,193,249,69594,0,0,0,0,0,69,0,0,20,49,0,0,68606,919,0,1036,0,0,0,0,0,0,0,0
24,2489,  АСКО,Набережные Челны,239587,0,0,0,0,0,170649,156219,41766,0,0,114453,14430,12431,727,0,0,0,83,58,0,224,11339,1951,0,0,0,0,0,148,142,0,0,6,1,191,1602,9,0,48,0,0,0,68938,68548,283,107,0
25,3999,  АСКО-ЖИЗНЬ,Набережные Челны,571,0,232,232,0,0,339,339,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1894,  АСКО-ЗАБОТА,Омск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,278,  АСКОМЕД,Самара,34,0,0,0,0,0,34,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3767,  АСКОР,Москва,12,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
