Сведения о выплатах в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 24.08.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2021 г.,,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,,
,,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного ,
№ п\п,Рег №,Наименование,Город,Всего*,из них страхование ,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного ,Инвестиционное
,,,,,нерезидентов,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, ",страхование
,,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные ,жизни
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами,
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,,ИТОГО:,,384490148.27372,4420434.13828,137794059.73614,136970561.46791,6994041.64845,823498.26823,163890983.57368,78752141.02445,11886987.12521,4202.07261,4963.60963,66865153.89924,85138842.54923,78698147.7134,52257022.12566,594947.67325,3472626.14998,1730362.93534,1714374.60293,2144469.94633,1292528.37552,11982895.77983,4801448.50008,4432293.52393,1031324.16263,648387.88616,382936.27647,23285.23695,205821.8379,781513.54405,214232.32727,198630.29075,1662956.43424,314529.69014,820744.95624,1187656.35566,7853469.56975,7777295.47066,76174.09909,74989601.75577,74549237.37896,117498.3286,322866.04821,0,111736744.60901
1,4013,"ООО ""МАКС-Жизнь""",Москва,1908144.38331,14707.5778,1908144.38331,1908144.38331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1888368.76223
2,4372,ООО «Страховая компания «Манго»,Москва,30791.39395,-,-,-,-,-,30791.39395,597.6,597.6,-,-,-,30193.79395,27667.5621,-,-,-,-,-,-,-,-,27667.5621,2142.53892,-,-,-,-,-,-,-,-,2142.53892,-,-,383.69293,-,-,-,-,-,-,-,-,-
3,1372,"СМК ""АСТРАМЕД-МС"" (АО)",Екатеринбург,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1643,"ООО СПК ""Юнити Ре""",Москва,110404.38486,-,-,-,-,-,110404.38486,110404.38486,-,-,-,110404.38486,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,4105,"ООО ""Страховая компания ""СиВ Лайф""",Москва,4146181.22075,266281.56985,4131440.28566,4131440.28566,29615.03151,-,14740.93509,14740.93509,5640.75,-,-,9100.18509,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2526963.77533
6,1083,"ООО ""Зетта Страхование""",Москва,1828654.75447,12367.45299,-,-,-,-,1064548.75251,173160.12534,113180.32463,-,-,59979.80071,891388.62717,843988.57534,728656.40955,-,-,-,-15118.5213,1054.38387,-,66409.52362,62986.7796,42514.62534,25843.91851,4354.22479,21489.69372,-,-,-,-,151.218,16519.48883,-,-,4885.42649,-,-,-,768329.11584,763513.20377,750,4065.91207,-,-
7,3438,"ООО ""ПРОМИНСТРАХ""",Москва,3651.86839,-,-,-,-,-,3256.73385,-,-,-,-,-,3256.73385,-,-,-,-,-,-,-,-,-,-,3256.73385,-,-,-,-,-,-,-,-,-,3256.73385,-,-,-,-,-,-,-,-,-,-,-
8,1209,"САО ""РЕСО-Гарантия""",Москва,30313008.76454,294161.1401,27909.61428,27850.05745,-,59.55683,18638594.43377,9401627.89569,678889.15172,-,-,8722738.74397,9236966.53808,8977649.22448,7770338.33451,52240.88457,-,73.0879,45755.29327,369.2,-,429966.867,678905.55723,161215.28291,109705.81824,71833.16436,37872.65388,-,-,-,-,1420.0464,36804.32739,13285.09088,10995.23201,87106.79868,-,-,-,11746953.42221,11744159.29629,-,2794.12592,-,-
9,3828,"ООО СК ""Альянс Жизнь""",Москва,4467454.91357,297637.98263,878518.94055,878447.01858,15696.69393,71.92197,3588935.97302,3588935.97302,21473.29413,-,-,3567462.67889,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,339695.50705
10,3879,"ООО СК ""Росгосстрах Жизнь""",Москва,882395.14611,3241.56291,639454.4372,639454.4372,-,-,242940.70891,242940.70891,159822.29526,-,-,83118.41365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,398741.9839
11,1623,"ООО СК ""Тюмень-Полис""",Тюмень,6002.96244,-,-,-,-,-,6002.96244,3932.60086,3932.60086,-,-,-,2070.36158,2070.36158,521.11696,-,-,-,-,-,-,-,1549.24462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
