Сведения о вознаграждении посредникам,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 10.06.2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: январь-март 2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.
№ п\п,Рег №,Наименование,Город,Добровольное и обязательное страхование (кроме обязательного медицинского страхования) - всего,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Всего,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование (кроме обязательного медицинского страхования),,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,Всего,в том числе,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,в том числе,,Всего,в том числе,,,
,,,,,,страхование жизни (кроме пенсионного страхования)-всего,из него,пенсионное страхование,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,государственное страхование жизни и здоровья военнослужащих и приравненных к ним в обязательном государственном страховании лиц,"иные виды обязательного личного страхования, предусмотренные федеральными законами",,гражданской ответственности владельцев транспортных средств,гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте,"гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров","иные виды обязательного имущественного страхования, предусмотренные федеральными законами"
,,,,,,,страхование жизни заемщика,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,от несчастных случаев и болезней,из него,,медицинское страхование,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,страхование предпринимательских рисков,страхование финансовых рисков,,,,,,,,
,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"средств наземного транспорта 
(кроме средств железнодорожного транспорта)",средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование,из него,прочего имущества юридических лиц,прочего имущества граждан,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
,,ИТОГО:,,32975705,7577526,7560765,2738775,16761,22674086,7169811,5614799,728,0,1555012,15504275,12284912,6852245,21573,89450,132244,489768,104390,68934,1561486,3033756,2078845,199990,0,51387,56731,34895,89052,556501,1090289,97393,1043125,0,0,0,2724093,2654389,46116,23588,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,86992,0,0,0,0,86872,27846,9566,0,0,18280,59026,37593,2832,13,13,2220,10126,0,0,15502,6887,19598,62,0,0,951,0,15701,2878,6,247,1588,0,0,0,120,79,33,8,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,6436,0,0,0,0,6436,4088,849,0,0,3239,2348,1980,1828,0,0,0,5,0,0,111,36,62,21,0,0,0,0,0,41,0,0,306,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,11593,0,0,0,0,8870,1486,1354,0,0,132,7384,7352,2412,0,0,33,67,84,0,2164,2592,31,25,0,0,0,0,0,6,0,0,1,0,0,0,2723,2537,62,124,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,18861,0,0,0,0,18861,0,0,0,0,0,18861,5441,0,0,0,0,3760,0,0,1681,0,7866,0,0,0,0,0,0,7866,0,0,5554,0,0,0,0,0,0,0,0
6,4210,  АИЖК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,17273,0,0,0,0,17273,5017,4998,0,0,19,12256,11986,1157,0,1351,0,0,626,0,490,8362,269,0,0,46,0,0,84,139,0,0,1,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,2195,0,0,0,0,2195,2195,0,0,0,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,455,  АКОМС,Холмск,853,0,0,0,0,853,70,12,0,0,58,783,778,165,0,0,392,179,0,0,1,41,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10,139,  АКТИВ,Москва,14374,0,0,0,0,14374,10,10,0,0,0,14364,14364,0,0,0,0,13460,0,0,902,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3572,  АКЦЕПТ,Люберцы,223118,0,0,0,0,223118,0,0,0,0,0,223118,223118,223118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3859,  АЛЛЕГА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,2756506,0,0,0,0,2568253,1116688,1040364,0,0,76324,1451565,1105989,426426,4143,32858,9600,12947,24448,22751,174539,421028,101244,33231,0,27727,2109,59,3097,32844,2177,19988,224344,0,0,0,188253,184547,3301,405,0
14,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,1591647,1589524,1589524,0,0,2123,2123,792,0,0,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,290,  АЛЬЯНС,Москва,74476,0,0,0,0,74224,11214,8577,236,0,2637,63010,36812,5753,1271,1691,3092,13451,0,0,9161,2393,13074,62,0,2823,1306,0,205,8678,0,4869,8255,0,0,0,252,27,204,21,0
17,3828,  АЛЬЯНС ЖИЗНЬ,Москва,38541,24567,24560,0,7,13974,13974,6248,0,0,7726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,436,  АМТ СТРАХОВАНИЕ,Москва,8738,0,0,0,0,8738,0,0,0,0,0,8738,2956,0,0,0,2927,29,0,0,0,0,5782,0,0,0,5782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,66,  АНГАРА,Братск,6350,0,0,0,0,2807,1544,1529,0,0,15,1263,1246,721,0,0,0,1,0,0,145,379,14,3,0,0,0,0,0,11,0,0,3,0,0,0,3543,3543,0,0,0
21,2982,  АНДРОМЕДА,Москва,4396,0,0,0,0,4396,0,0,0,0,0,4396,4037,0,0,0,0,0,0,0,4037,0,359,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0
22,4302,  АРМС ТЕРРИТОРИЯ,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3193,  АРСЕНАЛЪ,Москва,53974,0,0,0,0,53974,2667,685,0,0,1982,51307,5484,0,0,0,766,1343,0,0,2884,491,45090,0,0,37,7094,0,0,33090,4869,0,733,0,0,0,0,0,0,0,0
24,2489,  АСКО,Набережные Челны,96476,0,0,0,0,71991,47559,16359,0,0,31200,24432,22663,15987,0,0,0,186,39,0,992,5459,1372,47,0,0,13,0,1110,196,6,0,397,0,0,0,24485,23515,344,626,0
25,3999,  АСКО-ЖИЗНЬ,Набережные Челны,1051,992,992,0,0,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1894,  АСКО-ЗАБОТА,Омск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,278,  АСКОМЕД,Самара,1056,0,0,0,0,1056,1056,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3767,  АСКОР,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2144,  АСКО-ЦЕНТР,Курск,4316,0,0,0,0,4316,2967,1067,0,0,1900,1349,1306,844,0,0,0,8,11,0,225,218,43,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
30,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,758,  АСТРА-МЕТАЛЛ,Магнитогорск,1964,0,0,0,0,1964,1964,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2619,  АСТРО-ВОЛГА,Самара,3469,0,0,0,0,1939,464,271,0,0,193,1475,1252,570,0,0,73,258,0,0,143,208,223,0,0,0,0,0,4,219,0,0,0,0,0,0,1530,1530,0,0,0
33,2684,  АСТРО-ВОЛГА-МЕД,Самара,244,0,0,0,0,244,244,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,11390,0,0,0,0,11390,0,0,0,0,0,11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11390,0,0,0,0,0,0,0,0,0
