"Сведения о страховых премиях по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
принятым в перестрахование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 12.08.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2019,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,30687570.88779,-,-,-,-,27198354.3465,678260.40072,400701.04972,-,-,277559.351,26520093.94578,22082772.87892,1150630.4985,10921.09606,2460365.88248,421538.27869,1331345.24459,514703.7392,20371.39817,16135970.36593,57297.77347,2551542.69687,90218.52113,68148.22302,13122.436,28912.20005,1031814.31821,96768.6752,44847.4697,240428.70113,1026791.19567,-8238.38422,986408.76553,899369.60446,-,-,-,3489216.54129,5.4,1777112.44345,1712098.69784,-
1,0212,"АО  ""Цюрих надежное страхование""",Москва,11080.08814,-,-,-,-,11080.08814,-,-,-,-,-,11080.08814,4394.61728,-,-,-,-,-,-,-,4394.61728,-,5679.16925,-,-,-,-,-,-,-,-,5679.16925,-,1006.30161,-,-,-,-,-,-,-,-,-
2,3947,"АО ""АИГ""",Москва,537240.67678,-,-,-,-,531326.57985,-,-,-,-,-,531326.57985,171177.15266,-,-,-,-,52300.45227,-,-,118876.70039,-,256561.22749,409.71502,409.71502,-,-,-,-,-,-,256151.51247,-,-,103588.1997,-,-,-,5914.09693,-,5914.09693,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,1380446.81951,-,-,-,-,1167043.90629,2156.69624,2156.69624,-,-,-,1164887.21005,832570.0807,-,128.70601,220686.75945,4267.00001,106.23593,-,-,607381.3793,-,190875.79591,442.84589,-,442.84589,-,66220.64189,293.59529,3028.6594,1731.88356,118402.73139,755.43849,141443.49151,-2.15807,-,-,-,213402.91322,-,111043.69503,102359.21819,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,251148.79223,-,-,-,-,1302.43024,-13.76236,-13.76236,-,-,-,1316.1926,1154.28463,-,-,-,66.25633,713.6254,-,-,374.34842,0.05448,161.60438,-,-,-,-,-,-,-,-,161.60438,-,0.30359,-,-,-,-,249846.36199,-,130505.06264,119341.29935,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,37410.57205,-,-,-,-,287.42149,319.85868,319.85868,-,-,-,-32.43719,-32.43719,-10.15266,-,-,-,-,-,-,-22.28453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37123.15056,-,19156.16448,17966.98608,-
6,1820,"АО ""ГУТА-Страхование""",Москва,12886.60041,-,-,-,-,12886.60041,-,-,-,-,-,12886.60041,12886.60041,-,-,-,-,-,-,-,12886.60041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,1427,"АО ""МАКС""",Москва,115896.25119,-,-,-,-,40727.75918,11841.38813,11841.38813,-,-,-,28886.37105,26465.70771,170.57534,-,1520.39681,121.66699,9926.6601,-,-,14726.40847,-,2420.66334,11.899,11.899,-,-,205.87676,-,1726.18074,476.70684,-,-,-,-,-,-,-,75168.49201,-,39278.53548,35889.95653,-
8,2346,"АО ""ОСК""",Самара,49937.53747,-,-,-,-,37509.21702,4885.77438,4885.77438,-,-,-,32623.44264,30094.57934,11223.69425,-,2957.96312,6174.28621,1552.88677,321.91859,-,6839.78074,1024.04966,2270.12326,3.9485,-,-,-,11.08816,377.84576,-,82.87916,1794.36168,-,-,258.74004,-,-,-,12428.32045,-,6301.46566,6126.85479,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,970978.2822,-,-,-,-,970978.2822,4426.75081,4426.75081,-,-,-,966551.53139,963400.04964,20948.12122,313.47839,-,-,8338.93998,3858.33814,-,914795.49767,15145.67424,3151.48175,553.7501,553.7501,-,-,-,-,264.10676,70.43641,2263.18848,-,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,55303.16229,-,-,-,-,23184.96928,1264.2001,1264.2001,-,-,-,21920.76918,21003.27467,6475.34843,-,889.38079,-,8379.14929,-,-,4203.50361,1055.89255,849.89618,195.41407,-,-,-,-,-,-,-84.57787,639.05998,100,-,67.59833,-,-,-,32118.19301,-,16084.39106,16033.80195,-
11,1208,"АО ""СОГАЗ""",Москва,6315819.13177,-,-,-,-,5959555.61585,38671.2935,38671.2935,-,-,-,5920884.32235,5502608.01848,10649.64992,-,436737.46377,79363.30435,101099.05759,302115.43897,-,4572307.7215,335.38238,171881.72287,323.90697,-,-,-0.01936,87904.0725,117.603,8595.14434,5445.24156,69308.8641,186.90976,243111.98781,3282.59319,-,-,-,356263.51592,-,174023.95744,182239.55848,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,13318.5186,-,-,-,-,3255.25141,17.29315,17.29315,-,-,-,3237.95826,2102.70874,344.12666,-,214.33022,32.5,1052.4441,-,-,459.30776,-,711.32885,-,-,-,-,-,-,-,75.43489,49.44027,586.45369,423.92067,-,-,-,-,10063.26719,-,5110.38201,4952.88518,-
13,4351,АО РНПК,Москва,7596614.67699,-,-,-,-,7559301.38256,182344.64974,146855.79736,-,-,35488.85238,7376956.73282,6297078.90285,870222.22443,9233.41856,960998.34403,164209.55756,859079.22973,163148.66928,5258.13678,3256198.9004,13988.55886,601659.41273,1812.63219,-,-,28910.04621,144184.55146,71920.63791,-,157909.51523,206940.2039,-10018.17417,16038.40274,462180.0145,-,-,-,37313.29443,-,37313.29443,-,-
14,3300,"АО СГ ""Спасские ворота""",Салехард,17200.60098,-,-,-,-,150.73541,5.64873,-,-,-,5.64873,145.08668,125.08668,-,-,-,-,8.99101,-,-,116.09394,0.00173,20,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,17049.86557,-,8817.36529,8232.50028,-
15,0290,"АО СК ""Альянс""",Москва,433202.01896,-,-,-,-,375855.40612,12.8494,12.8494,-,-,-,375842.55672,178692.88125,-,-,72879.94755,-,-,-,-,105691.13432,121.79938,140041.92218,-,-,-,-,58096.02076,-,4502.69037,-,77443.21105,-,-11103.75166,68211.50495,-,-,-,57346.61284,-,29637.71384,27708.899,-
