Сведения о количестве урегулированных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 16.11.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-сентябрь 2020 г.,,,,,,,,,,,,,,,,,,,,,,,,,,единица,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,,
,,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного ,
№ п\п,Рег №,Наименование,Город,Всего,из них страхование ,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного ,Инвестиционное
,,,,,нерезидентов,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, ",страхование 
,,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные ,жизни
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами,
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,,ИТОГО:,,33217568,237624,801786,425158,101369,376628,30884116,29851044,367601,94,132,29483443,1033072,885302,628352,2504,277,413,56250,1664,161,12939,182903,24343,6111,3384,2725,455,373,656,90,1541,14414,703,731,122696,31822,31822,0,1499844,1493680,1368,4796,0,285866
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,78533,12515,-,-,-,-,72063,66251,286,-,-,65965,5812,5693,5308,-,-,10,237,-,-,68,70,33,6,6,-,-,-,1,-,3,21,2,-,86,-,-,-,6470,6468,-,2,-,-
2,3947,"АО ""АИГ""",Москва,88,-,-,-,-,-,88,1,1,-,-,-,87,67,-,-,-,-,54,-,-,13,-,17,-,-,-,-,-,-,-,-,17,-,-,3,-,-,-,-,-,-,-,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,6220444,1270,-,-,-,-,6009359,5827698,9414,-,-,5818284,181661,118770,79067,79,65,37,769,26,1,2418,36309,3066,1941,1296,645,-,144,18,-,32,929,2,388,59437,-,-,-,211085,210882,49,154,-,-
4,3064,"АО ""Боровицкое страховое общество""",Москва,3046,-,-,-,-,-,711,610,13,-,-,597,101,95,93,-,-,-,-,-,-,1,1,6,2,2,-,-,-,-,-,-,3,1,-,-,-,-,-,2335,2335,-,-,-,-
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,381131,8263,-,-,-,-,334040,212238,6296,-,-,205942,121802,87232,52354,-,-,7,27249,-,-,163,7459,578,144,144,-,-,-,-,-,17,417,-,-,33992,-,-,-,47091,47048,1,42,-,-
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,89519,913,-,-,-,-,40617,25902,4918,-,-,20984,14715,14632,14060,-,-,-,13,25,-,113,421,71,6,6,-,-,-,-,4,1,47,13,-,12,-,-,-,48902,48884,-,18,-,-
7,1820,"АО ""ГУТА-Страхование""",Москва,200,-,-,-,-,-,188,175,4,-,-,171,13,5,3,-,-,-,-,-,-,1,1,8,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,12,12,-,-,-,-
8,1412,"АО ""Д2 Страхование""",Новосибирск,1924,778,-,-,-,-,1923,1730,380,-,-,1350,193,157,8,-,-,-,-,-,-,4,145,1,-,-,-,-,-,-,-,-,1,-,-,35,-,-,-,1,1,-,-,-,-
9,0055,"АО ""ДальЖАСО""",Хабаровск,3760,-,-,-,-,-,3760,3688,172,-,-,3516,72,70,54,-,-,-,2,-,-,5,9,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-
10,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,24455,-,-,-,-,-,24455,23270,3,-,-,23267,1185,28,-,-,-,-,-,-,-,-,28,129,-,-,-,-,-,-,-,-,4,125,-,1028,-,-,-,-,-,-,-,-,-
11,1427,"АО ""МАКС""",Москва,155626,-,-,-,-,-,115398,101329,983,-,-,100346,14069,13923,13743,7,-,-,33,4,4,97,39,38,15,15,-,-,-,-,-,1,22,-,1,107,450,450,-,39778,39681,-,97,-,-
12,3256,"АО ""МетЛайф""",Москва,353799,-,7356,7354,3717,2,346443,346443,4852,-,-,341591,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2346,"АО ""ОСК""",Самара,19730,11,-,-,-,-,8774,4672,544,-,-,4128,4102,4056,3900,-,-,9,4,2,-,39,102,45,16,16,-,-,-,1,-,1,22,5,-,1,-,-,-,10956,10953,-,3,-,-
14,3748,"АО ""Русский Стандарт Страхование""",Москва,8433,-,6591,6591,-,-,1842,1842,1139,-,-,703,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6304
15,3889,"АО ""СГ ""ПРЕСТИЖ-ПОЛИС""",Москва,210,-,-,-,-,-,210,-,-,-,-,-,210,-,-,-,-,-,-,-,-,-,-,210,-,-,-,-,-,-,-,-,210,-,-,-,-,-,-,-,-,-,-,-,-
16,2619,"АО ""СК ""Астро-Волга""",Самара,33383,-,-,-,-,-,12504,11779,1442,-,-,10337,725,716,567,-,-,-,-,-,-,30,119,9,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,20879,20879,-,-,-,-
17,0507,"АО ""СК ""Колымская""",Хабаровск,6282,5,3941,3854,-,87,2341,2341,1155,-,-,1186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,0915,"АО ""СК ""ПАРИ""",Москва,27355,-,-,-,-,-,25881,21152,311,-,-,20841,4729,3987,1685,-,1,1,1921,-,-,188,191,448,7,7,-,-,-,-,-,7,434,-,-,294,-,-,-,1474,1468,2,4,-,-
19,2733,"АО ""СК ""Резерв""",Хабаровск,206,-,-,-,-,-,206,206,206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,4014,"АО ""СК ""Югория-Жизнь""",Москва,430,-,392,392,-,-,38,38,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134
21,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,50510,-,-,-,-,-,29541,26202,355,-,-,25847,3339,3178,3101,-,-,-,6,-,-,19,52,141,8,8,-,-,-,-,-,-,3,130,-,20,-,-,-,20969,20955,-,14,-,-
22,2873,"АО ""СМК ""Сахамедстрах""",Якутск,3570,2223,-,-,-,-,3570,3570,-,-,-,3570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,1587,"АО ""СО ""Талисман""",Казань,6272,-,-,-,-,-,427,125,125,-,-,-,302,296,283,-,-,-,-,8,8,-,5,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,5845,5845,-,-,-,-
24,1208,"АО ""СОГАЗ""",Москва,12060109,7942,-,-,-,-,11947000,11879467,123640,-,-,11755827,67533,54399,30626,562,147,58,97,10,-,2995,19904,6325,77,77,-,12,155,46,24,58,5946,7,30,6779,15551,15551,-,97558,93286,1017,3255,-,-
25,3229,"АО ""Страховая бизнес группа""",Воронеж,3825,319,-,-,-,-,2105,2059,206,-,-,1853,46,16,2,-,-,1,4,-,-,5,4,30,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,1720,1682,-,38,-,-
26,0983,"АО ""Страховая группа ""УралСиб""",Москва,357,-,-,-,-,-,357,316,178,-,-,138,41,22,-,-,-,-,1,-,-,13,8,18,-,-,-,-,-,-,-,-,11,7,-,1,-,-,-,-,-,-,-,-,-
27,0796,"АО ""Страховая группа АВАНГАРД - ГАРАНТ""",Москва,25,-,-,-,-,-,25,-,-,-,-,-,25,25,24,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,3911,-,-,-,-,-,3278,2615,12,-,-,2603,663,649,640,-,-,-,-,-,-,3,6,3,3,3,-,-,-,-,-,-,-,-,-,11,-,-,-,633,633,-,-,-,-
