"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 10.06.2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: январь-март 2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.
№ п\п,Рег №,Наименование,Город,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Всего,из них страхование нерезидентов,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование (кроме обязательного медицинского страхования),,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,
,,,,,,Всего,в том числе,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,в том числе,,Всего,в том числе,,
,,,,,,,страхование жизни (кроме пенсионного страхования)-всего,из него,пенсионное страхование,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,государственное страхование жизни и здоровья военнослужащих и приравненных к ним в обязательном государственном страховании лиц,"иные виды обязательного личного страхования, предусмотренные
 федеральными законами",,гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте,"гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров","иные виды обязательного имущественного страхования, предусмотренные федеральными законами"
,,,,,,,,страхование жизни заемщика,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,от несчастных случаев и болезней,из него,,медицинское страхование,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,,страхование предпринимательских рисков,страхование финансовых рисков,,,,,,,
,,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйствен-ное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,Перевозчиков,,,,,Иных владельцев (кроме перевозчиков),,,,,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,"владельцев средств
 воздушного транспорта",владельцев средств водного транспорта,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
,,ИТОГО:,,4827789790137,2817184213,491533717,491068966,244129890,464751,114728648827,47990376001,17383545497,8674000,123915744,30606830504,66738272826,49146491778,916380224,327172629,360525294,498883929,14122009690,63786368,27669128,28525802766,4331930878,13489307609,5914014394,40029304,3000,4194718647,1679263443,4339421140,987576212,0,501876875,2849968053,193728102,501712777,2218668052,321763144,1674216206,2428257233,7269692383,7269692383,0,4705299915210,1554633000,4703745282210,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,2698072646,1876160,0,0,0,0,164197021,30951155,7162743,0,0,23788412,133245866,102142142,1594144,3706,23756,5736743,38140372,0,0,47815091,8828330,29619170,0,0,0,0,0,4551273,774140,0,0,3777133,0,5280306,10577073,9210518,1050596,433958,0,0,0,2533875625,955000,2532920625,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,183319,0,0,0,0,0,183319,2140,2140,0,0,0,181179,169179,32605,0,0,0,0,30757,30757,105817,0,12000,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,15834283,0,0,0,0,0,15834283,13799284,822243,0,0,12977041,2034999,596151,140211,0,0,0,8200,0,0,340279,107461,786650,0,0,0,0,0,41450,41450,0,0,0,0,0,745200,0,0,652198,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,4825268210,0,0,0,0,0,8115890,1007530,881704,0,0,125826,7108360,7008575,314429,0,0,18502,278216,16914,0,1524558,4855956,99185,0,0,0,0,0,92750,92750,0,0,0,0,0,6435,0,0,600,0,0,0,4817152320,2120000,4815032320,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,462112534,0,0,0,0,0,456874534,95360000,95360000,0,0,0,361514534,301083382,0,0,0,0,19301426,0,0,281781956,0,40277546,0,0,0,0,0,0,0,0,0,0,0,1934063,38343483,0,0,20153606,0,0,0,5238000,5238000,0,0
6,4210,  АИЖК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,26008729,5960,0,0,0,0,26008729,5236966,5226830,0,0,10136,20771763,20018798,531091,0,518610,0,590965,412516,0,4295311,13670305,751815,0,0,0,0,0,4410,0,0,4410,0,0,501300,246105,0,0,1150,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,9945764,748304,0,0,0,0,9945764,9945764,0,0,0,9945764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,455,  АКОМС,Холмск,674747,0,0,0,0,0,674747,48823,47400,0,0,1423,625924,623334,12954,0,0,196000,363241,0,0,132,51007,2590,0,0,0,0,0,1240,0,0,0,1240,0,0,1350,0,0,0,0,0,0,0,0,0,0
10,139,  АКТИВ,Москва,146578839,0,0,0,0,0,146578839,469848,467827,348000,0,2021,146108991,146100991,0,0,0,0,138879682,0,0,7214813,6496,8000,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0
11,3572,  АКЦЕПТ,Люберцы,1777527,0,0,0,0,0,1777527,0,0,0,0,0,1777527,1777527,1777527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3859,  АЛЛЕГА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,42189216705,369498256,0,0,0,0,11009114953,1700357240,703073254,0,0,997283986,9308757713,7118965432,75141684,26646271,31073969,53509344,2995176749,17868253,6700922,3285735471,633813691,906912221,217889008,240600,0,174004717,43643691,523253401,451018808,0,26450463,45784130,1593374,9116820,153851439,1208179,173311636,1109568424,0,0,0,31180101752,126075000,31054026752,0
14,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,28079747,46189,26362950,26362950,0,0,1716797,1716797,667703,0,0,1049094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,290,  АЛЬЯНС,Москва,4093739920,75176723,0,0,0,0,948231600,146863799,111121361,358000,0,35742438,801367801,553673973,1836442,14739394,7202001,27057299,206531053,0,0,287033493,9274291,147739528,0,0,0,0,0,86639067,21248336,0,53055724,12335007,485000,2846442,57769019,0,87230479,12723821,0,0,0,3145508320,7020000,3138488320,0
17,3828,  АЛЬЯНС ЖИЗНЬ,Москва,1330243289,25489084,3942799,3942799,0,0,1326300490,1326300490,11100967,0,0,1315199523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2699,  АЛЬЯНС-МЕД,Сызрань,1801,1481,0,0,0,0,1801,1801,0,0,0,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,436,  АМТ СТРАХОВАНИЕ,Москва,84369672,51481970,0,0,0,0,84369672,0,0,0,0,0,84369672,35264827,0,0,0,35148784,116043,0,0,0,0,49104845,49103495,0,0,0,49103495,1350,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0
20,66,  АНГАРА,Братск,979310,0,0,0,0,0,979310,563038,501033,0,0,62005,416272,396966,115881,0,0,0,800,0,0,127847,152438,13190,0,0,0,0,0,3600,3600,0,0,0,0,0,9590,0,0,6116,0,0,0,0,0,0,0
21,2982,  АНДРОМЕДА,Москва,5984100,0,0,0,0,0,5984100,0,0,0,0,0,5984100,5744100,0,0,0,0,0,0,0,5744100,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,240000,0,0,0,0,0,0,0,0,0,0
22,4302,  АРМС ТЕРРИТОРИЯ,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3193,  АРСЕНАЛЪ,Москва,157989457,0,0,0,0,0,157989457,8670541,2130603,0,0,6539938,149318916,40085642,0,0,2752120,169834,26835860,0,0,9583238,744590,107341651,0,0,0,0,0,19405483,0,0,1093186,18312297,0,0,81624761,6311407,0,1891623,0,0,0,0,0,0,0
24,2489,  АСКО,Набережные Челны,72297639918,0,0,0,0,0,31548942,18307041,8155365,0,0,10151676,13241901,10720530,1373175,0,0,0,588406,10197,0,5574801,3173951,2469900,0,0,0,0,0,134280,120850,0,0,13430,3000,1888641,438979,5000,0,51471,0,0,0,72266090976,3980000,72262110976,0
25,3999,  АСКО-ЖИЗНЬ,Набережные Челны,498146,0,448022,448022,0,0,50124,50124,50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
