Сведения о количестве заявленных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
Дата составления отчета: 26.02.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: Январь-Декабрь 2018 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,единица
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование  ,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,,из него,,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,, страхование жизни и,иные виды,,гражданской,гражданской,гражданской,иные виды
,,,,,,,,,,,,,"пациентов,",,,,,,,,,,,из него,,,,,из него,,,,,,,,,,,Всего,здоровья, обязательного личного,Всего,ответственности,ответственности,ответственности,обязательного
№ п/п,Рег №,Наименование,Город,Всего,из них страхование,,страхование жизни,,,Всего,,,участвующих в,,,,,,,,,,,,,,,владельцев средств,,,,,,,,,,страхование,страхование,,военнослужащих и," страхования,",,владельцев,владельца опасного,перевозчика за,имущественного
,,,,,нерезидентов,Всего,(кроме,страхование жизни,пенсионное страхование,,Всего,от несчастных,клинических,,,,,,,,,,,,,,Всего,наземного транспорта,владельцев,владельцев,,,,,,,за неисполнение или,предпринимательских,финансовых рисков,,приравненных к ним в, предусмотренные,,транспортных средств,объекта за причинение,причинение вреда,"страхования,"
,,,,,,,пенсионного), заемщика,,,,случаев и болезней,исследованиях,работников,медицинское,Всего,,средств наземного,,,,,,,,,, (кроме средств,автотранспортных,автотранспортных,владельцев средств,владельцев средств,владельцев средств,"организаций,",за причинение вреда,за причинение вреда,ненадлежащее,рисков,,,обязательном, федеральными,,,вреда в результате," жизни, здоровью,",предусмотренные
,,,,,,, страхования)-всего,,,,,,лекарственного,налоговых органов,страхование,,Всего,транспорта,средств,,,,,"страхование,",,,, железнодорожного, средств (кроме, средств (страхования,железнодорожного,воздушного транспорта,водного транспорта,эксплуатирующих,вследствие недостатков,третьим лицам,исполнение,,,,государственном,законами,,,аварии на опасном, имуществу пассажиров,федеральными
,,,,,,,,,,,,,препарата для,,,,,(кроме средств,железнодорожного,средств воздушного,средств водного,грузов,сельскохозяйственное,осуществляемое с,прочего имущества,прочего имущества,,транспорта)," страхования,", осуществляемого в,транспорта,,,опасные объекты,"товаров, работ, услуг",, обязательств по,,,, страховании лиц,,,, объекте,,законами
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ИТОГО:,,,,51406201,487802,793046,330997,118838,462049,47909535,46383329,546754,120,231,45836575,1526206,1372693,978533,8643,735,754,61795,3265,116,30770,288198,53800,11275,7821,3451,734,1029,965,118,2164,14963,22552,587,99126,55657,55657,0,2647963,2638575,2748,6640,0
1,4192," ОВС ""Народные кассы""",Москва,204,0,0,0,0,0,204,0,0,0,0,0,204,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0
2,4179," ООО ""СК"" Райффайзен Лайф""",Москва,2699,17,2618,2618,646,0,81,81,71,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0191,"АО  ""Тинькофф  Страхование""",Москва,20170,0,0,0,0,0,13471,3661,3661,0,0,0,9810,9488,9293,0,0,0,0,0,0,0,195,71,23,23,0,0,0,0,0,0,48,0,0,251,0,0,0,6699,6699,0,0,0
4,0212,"АО  ""Цюрих надежное страхование""",Москва,781,49,0,0,0,0,781,9,9,0,0,0,772,439,18,0,0,0,258,0,0,161,2,237,2,2,0,0,0,0,0,60,175,0,93,3,0,0,0,0,0,0,0,0
5,3991,"АО  СК  ""Ренессанс здоровье""",Москва,7947,26,393,329,0,64,7554,7554,7446,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3947,"АО ""АИГ""",Москва,421,0,0,0,0,0,421,41,41,0,0,0,380,209,1,0,0,0,162,0,0,46,0,165,2,2,0,0,0,0,0,0,163,0,0,6,0,0,0,0,0,0,0,0
7,2239,"АО ""АльфаСтрахование""",Москва,5628456,318,0,0,0,0,5364602,5174167,10480,0,0,5163687,190435,145919,102075,250,56,57,729,64,13,1973,40715,4600,2706,2092,614,0,476,58,1,40,1310,9,80,39836,0,0,0,263854,263718,14,122,0
8,3064,"АО ""Боровицкое страховое общество""",Москва,1413,206,0,0,0,0,505,340,16,0,0,324,165,165,162,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,908,0,0,0
9,0433,"АО ""ВостСибЖАСО""",Иркутск,2368,0,0,0,0,0,2368,2206,1254,0,0,952,162,150,21,0,0,0,1,0,0,4,124,12,2,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
10,1284,"АО ""Группа Ренессанс Страхование""",Москва,482899,21963,0,0,0,0,413365,299779,2245,0,0,297534,113586,106546,68230,0,0,9,36859,0,0,424,1024,1299,994,994,0,0,0,0,0,15,290,0,0,5741,0,0,0,69534,69483,0,51,0
11,4014,"АО ""ГСК ""Югория-Жизнь""",Ханты-Мансийск,184,0,165,165,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,86400,0,0,0,0,0,34051,14298,5917,0,0,8381,19753,19633,18911,0,0,2,0,44,0,67,609,115,6,6,0,0,0,0,0,8,83,18,0,5,0,0,0,52349,52348,0,1,0
13,2071,"АО ""ГСМК""",Санкт-Петербург,4357,103,0,0,0,0,4357,4357,0,0,0,4357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1820,"АО ""ГУТА-Страхование""",Москва,200,0,0,0,0,0,153,95,14,0,0,81,58,42,32,0,0,0,0,0,0,8,2,14,6,6,0,0,0,0,0,1,7,0,0,2,0,0,0,47,47,0,0,0
15,1412,"АО ""Д2  Страхование""",Новосибирск,2712,18,0,0,0,0,2711,1873,560,0,0,1313,838,801,1,0,0,0,1,0,0,19,780,5,0,0,0,0,0,0,0,0,5,0,0,32,0,0,0,1,1,0,0,0
16,0055,"АО ""ДальЖАСО""",Хабаровск,2788,0,0,0,0,0,2788,2640,635,0,0,2005,148,137,97,0,0,0,6,0,0,14,20,11,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0
17,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,70185,0,0,0,0,0,70185,67845,67845,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,2331,0,0,0,0,0,0,0,0,0,2331,0,9,0,0,0,0,0,0,0,0
18,1427,"АО ""МАКС""",Москва,378838,0,0,0,0,0,242257,217662,4765,0,0,212897,24595,23676,22457,1,0,2,4,21,0,255,936,682,475,475,0,0,0,0,0,66,124,17,0,237,12691,12691,0,123890,123422,2,466,0
19,3256,"АО ""МетЛайф""",Москва,629796,0,9293,9291,7021,2,620503,620503,8262,0,0,612241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3116,"АО ""НАСКО""",Казань,59071,0,0,0,0,0,12916,9073,3950,0,0,5123,3843,3319,1748,0,0,0,4,360,0,87,1120,431,1,1,0,0,0,0,0,7,409,14,16,77,0,0,0,46155,46068,4,83,0
21,2346,"АО ""ОСК""",Самара,28321,2,0,0,0,0,11012,2907,840,0,0,2067,8105,7877,7570,0,2,12,7,0,0,68,218,226,10,10,0,0,0,1,0,6,34,175,0,2,0,0,0,17309,17299,0,10,0
22,3748,"АО ""Русский Стандарт Страхование""",Москва,2268,0,551,551,0,0,1717,1717,928,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3889,"АО ""СГ ""ПРЕСТИЖ-ПОЛИС""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1207,"АО ""СК  БЛАГОСОСТОЯНИЕ ОС""",Москва,10455,42,0,0,0,0,10454,1331,887,0,0,444,9123,8633,6,0,0,0,0,0,0,0,8627,41,0,0,0,0,0,0,0,0,41,0,0,449,0,0,0,1,1,0,0,0
25,2619,"АО ""СК ""Астро-Волга""",Самара,15141,0,0,0,0,0,4625,4314,367,0,0,3947,311,307,254,0,0,0,0,2,0,5,46,4,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,10516,10516,0,0,0
26,0507,"АО ""СК ""Колымская""",Хабаровск,8136,17,4932,4831,0,101,3204,3204,1693,0,0,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0915,"АО ""СК ""ПАРИ""",Москва,84724,0,0,0,0,0,82536,76825,338,0,0,76487,5711,5148,3059,1,1,0,1660,0,0,248,179,265,11,11,0,0,0,3,0,29,220,2,0,298,0,0,0,2188,2161,0,27,0
28,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,12876,0,0,0,0,0,12876,12876,0,0,0,12876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,49960,0,0,0,0,0,29015,23746,439,0,0,23307,5269,5183,5056,0,0,0,10,0,0,24,93,49,39,39,0,0,0,0,0,0,10,0,0,37,0,0,0,20945,20899,0,46,0
30,2359,"АО ""СК УСПЕХ""",Москва,788,0,0,0,0,0,788,784,0,0,0,784,4,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2873,"АО ""СМК ""Сахамедстрах""",Якутск,10000,5777,0,0,0,0,10000,10000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1587,"АО ""СО ""Талисман""",Казань,10159,0,0,0,0,0,696,208,208,0,0,0,488,487,477,0,0,0,0,1,1,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9463,9463,0,0,0
33,1208,"АО ""СОГАЗ""",Москва,23409674,0,0,0,0,0,22867255,22781570,71518,0,0,22710052,85685,75960,34525,6849,505,262,597,33,1,12334,20855,3504,634,634,0,109,387,174,115,252,1806,27,37,6184,27935,27935,0,514484,508272,2082,4130,0
34,3229,"АО ""Страховая бизнес группа""",Воронеж,5014,1,0,0,0,0,2787,2722,443,0,0,2279,65,23,8,0,1,0,3,0,0,5,6,42,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2227,2162,0,65,0
35,0796,"АО ""Страховая группа  АВАНГАРД - ГАРАНТ""",Москва,82,0,0,0,0,0,82,0,0,0,0,0,82,82,72,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2354,"АО ""Страховая группа ""Спасские ворота-М""",Москва,11619,0,0,0,0,0,11619,11619,0,0,0,11619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0983,"АО ""Страховая группа ""УралСиб""",Москва,2922,0,0,0,0,0,2911,2539,286,0,0,2253,372,327,235,1,0,0,6,0,0,20,65,45,4,4,0,0,0,2,0,2,35,2,0,0,7,7,0,4,0,1,3,0
38,3390,"АО ""Страховая Компания  ""ПОЛИС-ГАРАНТ""",Москва,9374,0,0,0,0,0,7848,6016,5,0,0,6011,1832,1792,1773,0,0,0,0,0,0,2,17,7,2,2,0,0,0,0,0,0,5,0,0,33,0,0,0,1526,1526,0,0,0
39,3230,"АО ""Страховая компания  ""СОГАЗ-Мед""",Москва,1718,0,0,0,0,0,1718,1718,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,4257,0,0,0,0,0,4257,4193,400,0,0,3793,64,58,16,0,0,0,0,0,0,13,29,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
41,2144,"АО ""Страховая компания АСКО-Центр""",Курск,556,124,0,0,0,0,556,459,51,0,0,408,97,97,82,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3987,"АО ""УРАЛСИБ Жизнь""",Москва,2510,0,2381,1030,218,1351,129,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3995,АО ВТБ Страхование жизни,Москва,6518,38,6425,6377,5,48,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3300,"АО СГ ""Спасские ворота""",Салехард,11166,291,0,0,0,0,10541,10362,13,0,0,10349,179,179,53,0,0,0,114,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,622,0,3,0
45,1858,"АО СК "" Армеец""",Москва,12690,123,0,0,0,0,2239,910,304,0,0,606,1329,357,310,0,0,0,0,0,0,4,43,972,0,0,0,0,0,0,0,0,16,956,0,0,0,0,0,10451,10451,0,0,0
