"Сведения о выплатах по договорам, принятым в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 24.08.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2021 г.,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,11658448.94068,-,-,-,-,11100463.81961,382035.22124,159364.13987,-,-,222671.08137,10718428.59837,10127699.3325,580648.52321,517.34613,2142956.56227,263887.53578,229116.78466,955466.44031,1211.8323,5941745.09302,13361.04712,194984.86938,21184.03101,10475.39296,1342.50946,-,130609.41234,14.21043,2100.69045,9896.97435,29734.40854,1445.14226,49735.98202,346008.41447,-,-,-,557985.12107,211762.33924,82610.74084,263612.04099,-
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,6587.28582,-,-,-,-,4799.10725,-,-,-,-,-,4799.10725,4527.25809,-,-,-,-,-,-,-,4193.92476,333.33333,271.84916,271.84916,-,271.84916,-,-,-,-,-,-,-,-,-,-,-,-,1788.17857,-,496.53263,1291.64594,-
2,3947,"АО ""АИГ""",Москва,89509.02666,-,-,-,-,89183.79567,-,-,-,-,-,89183.79567,85309.74361,-,-,-,-,77637.33508,-,-,7672.40853,-,-,-,-,-,-,-,-,-,-,-,-,-,3874.05206,-,-,-,325.23099,-,325.23099,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,971904.02553,-,-,-,-,745079.51667,-,-,-,-,-,745079.51667,715367.89798,639.28079,-,372080.7237,3898.11424,-,-,-,338749.77925,-,23945.75393,-,-,-,-,22448.88673,-,-,-,1496.8672,-,5742.47123,23.39353,-,-,-,226824.50886,197720.80502,8217.05473,20886.64911,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,22974.51933,-,-,-,-,2.34868,-,-,-,-,-,2.34868,2.34868,-,-,-,-,-,-,-,2.34868,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22972.17065,-,5576.14224,17396.02841,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,379795.60339,-,-,-,-,379794.62809,5865.96849,1966.27646,-,-,3899.69203,373928.6596,373185.77379,-,-,346107.29175,-,-,-,-,27078.48204,-,742.88581,-,-,-,-,742.88581,-,-,-,-,-,-,-,-,-,-,0.9753,-,0.9753,-,-
6,1820,"АО ""ГУТА-Страхование""",Москва,34.53424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.53424,-,-,34.53424,-
7,1427,"АО ""МАКС""",Москва,8569.90419,-,-,-,-,2645.662,-,-,-,-,-,2645.662,2645.662,671.72722,-,32.2571,-,36.64597,-,-,1905.03171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5924.24219,-,1354.75745,4569.48474,-
8,2346,"АО ""ОСК""",Самара,31673.94892,-,-,-,-,30634.02327,18,18,-,-,-,30616.02327,27184.48904,5456.86094,-,2609.03746,1377.32484,1846.9066,31.95461,-,15862.40459,-,3431.53423,-,-,-,-,-,-,-,-,3431.53423,-,-,-,-,-,-,1039.92565,-,220.00491,819.92074,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,247236.90831,-,-,-,-,247236.90831,1227.60727,1227.60727,-,-,-,246009.30104,246009.29291,5336.08254,-,-,-,199.19008,-,-,240358.98217,115.03812,0.00813,-,-,-,-,-,-,-,-,0.00813,-,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,19335.2674,-,-,-,-,15869.70332,3353.04823,3353.04823,-,-,-,12516.65509,12318.28512,3335.7113,-,11.52013,-,886.14144,-,-,11.05988,8073.85237,198.36997,-,-,-,-,-,-,-,154.12566,44.24431,-,-,-,-,-,-,3465.56408,-,559.24317,2906.32091,-
11,1208,"АО ""СОГАЗ""",Москва,3650934.62578,-,-,-,-,3614836.59628,19720.94602,19720.94602,-,-,-,3595115.65026,3566570.74112,1075.4775,-,512463.75367,83506.7823,6203.6141,579029.60273,-,2384291.51082,-,8323.57979,4629.73186,-,-,-,1786.67478,-,-,-,1907.17315,-,12689.24423,7532.08512,-,-,-,36098.0295,-,3133.74434,32964.28516,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,4167.54183,-,-,-,-,3130.88481,-,-,-,-,-,3130.88481,3109.73941,-,-,-,-,3109.73941,-,-,-,-,21.1454,-,-,-,-,-,-,-,-,-,21.1454,-,-,-,-,-,1036.65702,-,221.83519,814.82183,-
