"Сведения о выплатах по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
принятым в перестрахование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 05.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  Январь-Июнь 2018 г.,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,9025836.32887,-,-,-,-,8547366.53978,466146.63387,253704.99732,-,-,212441.63655,8081219.90591,7441260.16057,376789.50282,34615.65555,590705.34006,160543.26768,69962.86158,37943.8821,-,6150256.94699,20442.70379,300492.62714,129986.31534,125954.31941,1048.4004,-,64345.91877,619.64324,4.5677,22554.27692,76159.41937,6822.4858,280641.4654,58825.6528,-,-,-,478469.78909,-,431223.65302,47246.13607,-
1,0212,"АО  ""Цюрих надежное страхование""",Москва,164.01388,-,-,-,-,164.01388,-,-,-,-,-,164.01388,164.01388,-,-,-,-,-,-,-,164.01388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3947,"АО ""АИГ""",Москва,302348.56442,-,-,-,-,302348.56442,-,-,-,-,-,302348.56442,279053.06325,-,-,-,-,11350.87477,-,-,267702.18848,-,23295.50117,-,-,-,-,-,-,-,-,23295.50117,-,-,-,-,-,-,-,-,-,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,432088.60674,-,-,-,-,404315.51012,37548.732,37548.732,-,-,-,366766.77812,343616.73589,-,327.99621,250317.54667,-,50.89406,-,-,92920.29895,-,15883.20144,-,-,-,-,13182.37513,-,-,-,2700.82631,-,7266.84079,-,-,-,-,27773.09662,-,27673.46916,99.62746,-
4,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,1371.07501,-,-,-,-,633.98245,4.64541,4.64541,-,-,-,629.33704,629.33704,-,-,-,-,-,-,-,629.33704,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,737.09256,-,662.92853,74.16403,-
5,1820,"АО ""ГУТА-Страхование""",Москва,6206.27031,-,-,-,-,6206.27031,-,-,-,-,-,6206.27031,572.062,-,-,-,572.062,-,-,-,-,-,5634.20831,-,-,-,-,-,-,-,-,-,5634.20831,-,-,-,-,-,-,-,-,-,-
6,1427,"АО ""МАКС""",Москва,15246.38536,-,-,-,-,4323.27969,-,-,-,-,-,4323.27969,4189.81278,942.86991,-,598.99475,-,119.06631,-,-,2528.88181,-,-,-,-,-,-,-,-,-,-,-,-,-,133.46691,-,-,-,10923.10567,-,10616.38356,306.72211,-
7,3116,"АО ""НАСКО""",Казань,9994.76739,-,-,-,-,6449.30896,-,-,-,-,-,6449.30896,5906.94531,3842.10934,-,847.29965,-,3.91138,-,-,827.44258,386.18236,416.99345,-,-,-,-,-,-,-,-,416.99345,-,-,125.3702,-,-,-,3545.45843,-,3496.39992,49.05851,-
8,2346,"АО ""ОСК""",Самара,30810.71605,-,-,-,-,29342.74399,4089.22618,4089.22618,-,-,-,25253.51781,24652.01511,16157.47181,-,1140.65315,-,-,-,-,4955.01404,2398.87611,138.3155,93.11158,-,-,-,6.10294,20.41667,-,15.92343,2.76088,-,-,463.1872,-,-,-,1467.97206,-,1420.1722,47.79986,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,346262.00734,-,-,-,-,346262.00734,397.75904,397.75904,-,-,-,345864.2483,345604.53247,12133.93903,-,-,31.84451,641.90822,5222.267,-,326949.86703,624.70668,259.71583,-,-,-,-,-,-,-,-,259.71583,-,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,8216.26682,-,-,-,-,3337.15702,657.64913,657.64913,-,-,-,2679.50789,2670.30601,1011.85052,-,51.88263,-,54.6981,-,-,1032.75066,519.1241,9.20188,-,-,-,-,-,-,-,-,9.20188,-,-,-,-,-,-,4879.1098,-,4778.68097,100.42883,-
11,1208,"АО ""СОГАЗ""",Москва,1600439.54191,-,-,-,-,1541630.8121,122739.87436,122739.87436,-,-,-,1418890.93774,1257465.80054,5784.85403,-,105163.27665,67053.03289,10504.64631,13638.8788,-,1055267.13877,53.97309,95921.49075,95305.17537,95305.17537,-,-,-,-,-,-,615.67776,0.63762,19118.57121,46385.07524,-,-,-,58808.72981,-,58609.05459,199.67522,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,2853.72761,-,-,-,-,385.78233,-,-,-,-,-,385.78233,7.14397,-,-,-,-,7.14397,-,-,-,-,378.63836,378.63836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2467.94528,-,2404.57628,63.369,-
13,0983,"АО ""Страховая группа ""УралСиб""",Москва,2399.40434,-,-,-,-,2399.40434,-,-,-,-,-,2399.40434,4.96155,4.96155,-,-,-,-,-,-,-,-,2394.44279,-,-,-,-,-,-,-,-,2394.44279,-,-,-,-,-,-,-,-,-,-,-
14,4351,АО РНПК,Москва,1736206.23395,-,-,-,-,1736206.23395,7511.84878,1030.25254,-,-,6481.59624,1728694.38517,1681619.62333,169508.17241,-,70544.88108,25271.02911,7441.35731,-,-,1405425.09796,3429.08546,39156.30572,-,-,-,-,38083.48422,-,-,-,1072.8215,-,-,7918.45612,-,-,-,-,-,-,-,-
15,3300,"АО СГ ""Спасские ворота""",Салехард,2662.00029,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2662.00029,-,2607.78228,54.21801,-
16,0290,"АО СК ""Альянс""",Москва,82539.35752,-,-,-,-,57305.64923,-,-,-,-,-,57305.64923,8065.24484,0.315,-,-,-,-,-,-,8064.92984,-,2683.40219,-,-,-,-,-,4.59955,-,-,2678.80264,-,46472.0022,85,-,-,-,25233.70829,-,24961.25114,272.45715,-
17,2947,"АО СК ""РСХБ-Страхование""",Москва,3784.70942,-,-,-,-,3784.70942,3775.70364,-,-,-,3775.70364,9.00578,9.00578,-,-,-,-,-,-,-,9.00578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,3983,"АО СК ""Стерх""",Якутск,558.56522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,558.56522,-,558.56522,-,-
