"Сведения о страховых премиях по договорам страхования, заключенным при участии посредников",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 10.06.2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период: январь-март 2016 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.
№ п\п,Рег №,Наименование,Город,Добровольное и обязательное страхование (кроме обязательного медицинского страхования) - всего,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Всего,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование (кроме обязательного медицинского страхования),,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,Всего,в том числе,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,Всего,в том числе,,Всего,в том числе,,,
,,,,,,страхование жизни (кроме пенсионного страхования)-всего,из него,пенсионное страхование,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,государственное страхование жизни и здоровья военнослужащих и приравненных к ним в обязательном государственном страховании лиц,"иные виды обязательного личного страхования, предусмотренные федеральными законами",,гражданской ответственности владельцев транспортных средств,гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте,"гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров","иные виды обязательного имущественного страхования, предусмотренные федеральными законами"
,,,,,,,страхование жизни заемщика,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,от несчастных случаев и болезней,из него,,медицинское страхование,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,страхование предпринимательских рисков,страхование финансовых рисков,,,,,,,,
,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"средств наземного транспорта 
(кроме средств железнодорожного транспорта)",средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельско-хозяйственное страхование,из него,прочего имущества юридических лиц,прочего имущества граждан,,"владельцев средств наземного транспорта 
(кроме средств железнодорожного транспорта)","владельцев 
средств железнодорожного транспорта","владельцев 
средств 
воздушного транспорта","владельцев 
средств водного транспорта","организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
,,ИТОГО:,,188303926,40412407,40231374,6025746,181033,109796470,38499157,16238623,5137,0,22260534,71297313,59096564,31846803,146919,318961,969032,2626976,685352,538040,13295722,9206799,8029128,1145476,1,336793,474640,41051,534877,2804052,2692238,842622,3328999,0,0,0,38095049,36894677,834216,366156,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,352716,0,0,0,0,351256,122706,21790,0,0,100916,228550,169542,26182,51,71,46763,27326,0,0,53378,15771,49891,568,0,0,7033,0,35095,7165,30,1077,8040,0,0,0,1460,998,346,116,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,23053,0,0,0,0,23053,13128,2847,0,0,10281,9925,8669,8079,0,0,0,21,0,0,423,146,229,90,0,0,0,0,0,139,0,0,1027,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,107342,0,0,0,0,54482,9220,6333,0,0,2887,45262,45063,15336,0,0,130,321,519,0,6572,22185,183,150,0,0,0,0,0,33,0,0,16,0,0,0,52860,50100,1268,1492,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,123616,0,0,0,0,123616,1962,1962,0,0,0,121654,51527,0,0,0,0,15614,0,0,35913,0,47790,0,0,0,0,0,0,47790,0,0,22337,0,0,0,0,0,0,0,0
6,4210,  АИЖК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,77271,0,0,0,0,77271,23985,23903,0,0,82,53286,51787,14123,0,1335,0,0,3623,0,3915,28791,1499,0,0,2,0,0,810,687,0,0,0,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,22892,0,0,0,0,22892,22892,0,0,0,22892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,455,  АКОМС,Холмск,6115,0,0,0,0,6115,1381,81,0,0,1300,4734,4709,1255,0,0,1960,1215,0,0,3,276,25,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0
10,139,  АКТИВ,Москва,185861,0,0,0,0,185861,67,67,0,0,0,185794,185794,0,0,0,0,165087,0,0,20692,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3572,  АКЦЕПТ,Люберцы,340247,0,0,0,0,340247,0,0,0,0,0,340247,340247,340247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3859,  АЛЛЕГА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,10300857,0,0,0,0,8199124,1981786,1356626,0,0,625160,6217338,5143748,2744685,11412,38978,31877,48065,190195,182530,1125770,952766,353020,184529,0,18357,12034,1183,6638,127930,2349,130060,590510,0,0,0,2101733,2060699,38109,2925,0
14,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,5582990,5560479,5560465,0,14,22511,22511,8206,0,0,14305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,290,  АЛЬЯНС,Москва,757867,66,66,0,0,748744,103795,93404,923,0,10391,644949,354654,52071,4979,13915,60731,104389,0,0,104719,13850,194856,9496,0,28384,8235,299,15672,132770,0,29398,66041,0,0,0,9057,1576,5363,2118,0
17,3828,  АЛЬЯНС ЖИЗНЬ,Москва,6787881,678446,678308,12775,138,6109435,6109435,38771,0,0,6070664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,436,  АМТ СТРАХОВАНИЕ,Москва,48986,0,0,0,0,48986,0,0,0,0,0,48986,14717,0,0,0,14574,143,0,0,0,0,34269,0,0,0,34269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,66,  АНГАРА,Братск,73555,0,0,0,0,6097,3320,3248,0,0,72,2777,2738,1674,0,0,0,0,0,0,235,829,39,0,0,0,0,0,0,39,0,0,0,0,0,0,67458,67458,0,0,0
21,2982,  АНДРОМЕДА,Москва,14653,0,0,0,0,14653,0,0,0,0,0,14653,13458,0,0,0,0,0,0,0,13458,0,1195,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0
22,4302,  АРМС ТЕРРИТОРИЯ,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3193,  АРСЕНАЛЪ,Москва,291576,0,0,0,0,291576,16564,2250,0,0,14314,275012,40191,0,0,0,3063,23643,0,0,12002,1483,232510,0,0,140,28375,0,0,185574,18421,0,2311,0,0,0,0,0,0,0,0
24,2489,  АСКО,Набережные Челны,444623,0,0,0,0,179950,131970,44688,0,0,87282,47980,44188,25950,0,0,0,733,163,0,2878,14464,3146,155,0,0,51,0,2013,907,20,0,646,0,0,0,264673,258864,1574,4235,0
25,3999,  АСКО-ЖИЗНЬ,Набережные Челны,52210,52046,52046,0,0,164,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1894,  АСКО-ЗАБОТА,Омск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,278,  АСКОМЕД,Самара,11762,0,0,0,0,11762,11762,0,0,0,11762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3767,  АСКОР,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2144,  АСКО-ЦЕНТР,Курск,25867,0,0,0,0,25867,16401,5991,0,0,10410,9466,9235,6696,0,0,0,55,205,0,1506,773,231,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0
30,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,758,  АСТРА-МЕТАЛЛ,Магнитогорск,16316,0,0,0,0,16316,16316,0,0,0,16316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2619,  АСТРО-ВОЛГА,Самара,95187,0,0,0,0,28876,7157,1922,0,0,5235,21719,19997,15650,0,0,275,1311,2,0,1298,1461,1722,6,0,0,0,0,129,1579,8,0,0,0,0,0,66311,66311,0,0,0
33,2684,  АСТРО-ВОЛГА-МЕД,Самара,2087,0,0,0,0,2087,2087,0,0,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
