Сведения о количестве действовавших на конец отчетного периода договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
Дата составления отчета: 19.11.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-сентябрь 2021 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,единица
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование  ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,, страхование жизни и,иные виды,,гражданской,гражданской,гражданской,иные виды,
,,,,,,,,,,,,,"пациентов,",,,,,,,,,,,из него,,,,,из него,,,,,,,,,,,Всего,здоровья, обязательного личного,Всего,ответственности,ответственности,ответственности,обязательного,Инвестиционное
№ п/п,Рег №,Наименование,Город,Всего,из них страхование,,страхование жизни,,,Всего,,,участвующих в,,,,,,,,,,,,,,,владельцев средств,,,,,,,,,,страхование,страхование,,военнослужащих и," страхования,",,владельцев,владельца опасного,перевозчика за,имущественного,страхование
,,,,,нерезидентов,Всего,(кроме,страхование жизни,пенсионное,,Всего,от несчастных,клинических,,,,,,,,,,,,,,Всего,наземного транспорта,владельцев,владельцев,,,,,,,за неисполнение или,предпринимательских,финансовых рисков,,приравненных к ним в, предусмотренные,,транспортных средств,объекта за причинение,причинение вреда,"страхования,",жизни
,,,,,,,пенсионного), заемщика,страхование,,,случаев и болезней,исследованиях,работников,медицинское,Всего,,средств наземного,,,,,,,,,, (кроме средств,автотранспортных,автотранспортных,владельцев средств,владельцев средств,владельцев средств,"организаций,",за причинение вреда,за причинение вреда,ненадлежащее,рисков,,,обязательном, федеральными,,,вреда в результате," жизни, здоровью,",предусмотренные,
,,,,,,, страхования)-всего,,,,,,лекарственного,налоговых органов,страхование,,Всего,транспорта,средств,,,,,"страхование,",,,, железнодорожного, средств (кроме, средств (страхования,железнодорожного,воздушного транспорта,водного транспорта,эксплуатирующих,вследствие недостатков,третьим лицам,исполнение,,,,государственном,законами,,,аварии на опасном, имуществу пассажиров,федеральными,
,,,,,,,,,,,,,препарата для,,,,,(кроме средств,железнодорожного,средств воздушного,средств водного,грузов,сельскохозяйственное,осуществляемое с,прочего имущества,прочего имущества,,транспорта)," страхования,", осуществляемого в,транспорта,,,опасные объекты,"товаров, работ, услуг",, обязательств по,,,, страховании лиц,,,, объекте,,законами,
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ИТОГО:,,,,139840397,2973746,11889806,11850205,7912793,39601,86714513,34656951,24964156,1950,3,9692795,52057562,39023113,5449757,5180,1607,3997,2008671,39749,1582,447217,31066935,6199051,805283,704693,100531,20,3772,6682,2156,34993,5319973,26172,36356,6799042,11,11,0,41236067,40943308,237292,55467,0,1541450
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,3881623,33852,0,0,0,0,3488307,1498339,990685,0,0,507654,1989968,354917,56199,5,0,41,197,0,0,2990,295485,507732,6343,6343,0,0,0,26,13,61,501041,248,54,1127265,0,0,0,393316,392993,266,57,0,0
2,3947,"АО ""АИГ""",Москва,1574,0,0,0,0,0,1387,0,0,0,0,0,1387,222,0,0,0,0,126,0,0,96,0,695,11,11,0,0,0,0,0,187,497,0,0,470,0,0,0,187,0,187,0,0,0
3,2239,"АО ""АльфаСтрахование""",Москва,18096519,3584,0,0,0,0,12353596,1914762,1393820,55,0,520942,10438834,9652037,585314,324,159,569,962,197,46,27805,9036707,465918,58902,35331,23571,0,183,617,115,1100,402297,2704,1437,319442,0,0,0,5742923,5717731,22366,2826,0,0
4,3064,"АО ""Боровицкое страховое общество""",Москва,225660,26414,0,0,0,0,121549,99266,70900,0,0,28366,22283,20896,19979,0,0,0,0,0,0,427,490,1387,500,500,0,0,0,0,0,154,275,458,0,0,0,0,0,104111,104111,0,0,0,0
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,3241366,103324,0,0,0,0,2119483,757336,405085,0,0,352251,1362147,1087543,292548,12,0,50,106,0,0,4264,790563,131574,73931,73931,0,0,0,2,1,148,57492,0,0,143030,0,0,0,1121883,1119547,1980,356,0,0
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,2769946,29302,0,0,0,0,1084774,509843,401242,3,0,108601,574931,520329,278363,0,21,50,3323,826,0,7628,230118,36114,1159,1019,140,0,42,173,26,59,34453,202,59,18429,0,0,0,1685172,1679379,4276,1517,0,0
7,1820,"АО ""ГУТА-Страхование""",Москва,204,0,0,0,0,0,204,42,5,0,0,37,162,103,5,0,0,1,0,4,4,83,10,57,0,0,0,0,0,1,0,0,15,41,0,2,0,0,0,0,0,0,0,0,0
8,1412,"АО ""Д2 Страхование""",Новосибирск,415211,33378,0,0,0,0,415211,263920,207447,0,0,56473,151291,54287,1240,0,0,0,0,0,0,61,52986,20561,0,0,0,0,0,0,0,0,20561,0,0,76443,0,0,0,0,0,0,0,0,0
9,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,31048,0,0,0,0,0,31048,8923,2045,0,0,6878,22125,1972,0,0,0,0,0,0,0,0,1972,2063,0,0,0,0,0,0,0,0,1972,91,0,18090,0,0,0,0,0,0,0,0,0
10,1427,"АО ""МАКС""",Москва,1366249,0,0,0,0,0,579041,341161,144810,0,0,196351,237880,122452,79208,158,2,24,25,0,0,1329,41706,28096,15380,15380,0,0,12,78,90,91,11956,489,44,87288,2,2,0,787206,784353,1556,1297,0,0
