Сведения о страховых премиях в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,3035534,162580,0,0,0,0,2970026,753304,236214,3510,0,517090,2216722,1579333,374607,869,71,165799,481778,0,0,430346,125863,609809,895,0,895,0,0,39363,7299,0,0,32064,0,100931,59542,409078,13707,13873,0,0,0,65508,60098,2098,3312,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,1108294,0,0,0,0,0,1108294,79,79,0,0,0,1108215,1108145,15485,0,0,0,0,1092097,969740,563,0,70,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,129482,7023,0,0,0,0,129482,71001,9396,0,0,61605,58481,50824,40694,0,0,241,1806,0,0,5542,2541,3007,0,0,0,0,0,1842,1810,0,0,32,0,75,1075,15,0,4650,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,535415,0,0,0,0,0,230318,56957,31275,0,0,25682,173361,171999,72817,0,0,130,1186,1486,0,32486,63894,1243,0,0,0,0,0,848,848,0,0,0,0,0,395,0,0,119,0,0,0,305097,295555,2686,6856,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,1685688,0,0,0,0,0,1681634,5743,5743,0,0,0,1675891,847313,0,0,0,0,194274,0,0,607066,45973,417970,0,0,0,0,0,0,0,0,0,0,0,34062,383908,0,0,410608,0,0,0,4054,0,4054,0,0
6,4210,  АИЖК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,533846,969,0,0,0,0,533846,145125,144475,0,0,650,388721,377474,36359,0,25681,917,3032,28709,0,36324,246452,11191,0,0,0,0,0,4674,5,0,4228,441,1,2258,4258,0,0,56,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,207176,32927,0,0,0,0,207176,207176,0,0,0,207176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3572,  АКЦЕПТ,Люберцы,1564903,0,0,0,0,0,1564903,301963,301963,0,0,0,1262940,1262940,1262057,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,62768547,887058,0,0,0,0,48951050,15065580,6074462,0,0,8991118,33885470,25724482,13552156,91053,1213114,358627,402256,1025598,953005,5373630,3708048,3354244,1057437,3050,0,979250,75137,942355,911207,0,0,31148,77823,67404,1190439,18786,1259760,3546984,0,0,0,13817497,13448542,240745,128210,0
12,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,30626971,159993,30522673,30522624,0,49,104298,104298,45369,0,0,58929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,290,  АЛЬЯНС,Москва,3788456,340484,66,66,0,0,3757771,362676,326941,13508,0,35735,3395095,1844348,87717,21342,147692,81543,731648,0,0,710699,63707,917540,82107,0,0,82107,0,77005,10043,0,45400,21562,35264,92101,631063,0,185934,447273,0,0,0,30619,6117,11680,12822,0
15,3828,  АЛЬЯНС ЖИЗНЬ,Москва,11922140,1154495,2003337,2002602,68579,735,9918803,9918803,249332,0,0,9669471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2699,  АЛЬЯНС-МЕД,Сызрань,792,706,0,0,0,0,792,792,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,436,  АМТ СТРАХОВАНИЕ,Москва,192095,121904,0,0,0,0,192095,97,97,0,0,0,191998,82676,0,0,0,82270,406,0,0,0,0,109322,108593,0,0,0,108593,710,0,0,0,710,0,19,0,0,0,0,0,0,0,0,0,0,0,0
18,66,  АНГАРА,Братск,574217,0,0,0,0,0,86720,46047,44583,0,0,1464,40673,40130,25016,0,0,0,12,0,0,6171,8931,449,0,0,0,0,0,67,67,0,0,0,0,0,382,0,0,94,0,0,0,487497,487497,0,0,0
19,2982,  АНДРОМЕДА,Москва,136361,0,0,0,0,0,136361,0,0,0,0,0,136361,133495,0,0,0,0,0,0,0,133495,0,2866,0,0,0,0,0,0,0,0,0,0,0,7,2859,0,0,0,0,0,0,0,0,0,0,0
20,1858,  АРМЕЕЦ,Москва,1907219,15260,0,0,0,0,405735,153080,111393,0,0,41687,252655,216276,116891,0,53,75,4237,0,0,47784,47236,36325,16,0,0,16,0,48,48,0,0,0,11,5035,31215,0,0,54,0,0,0,1501484,1501484,0,0,0
21,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3193,  АРСЕНАЛЪ,Москва,9541360,0,0,0,0,0,2058478,248666,99805,0,0,148861,1809812,617718,0,0,116581,12698,345779,0,0,128631,14029,1169585,0,0,0,0,0,77819,0,0,9300,68519,5,0,974345,117416,0,22509,7482882,7482882,0,0,0,0,0,0
23,2489,  АСКО,Набережные Челны,2821602,0,0,0,0,0,1204032,671241,287215,0,0,384026,532791,513419,147464,0,129,20,3177,229704,226587,37364,95561,15425,0,0,0,0,0,1676,1205,0,0,471,39,8976,4166,568,0,3947,0,0,0,1617570,1588624,6234,22712,0
24,3999,  АСКО-ЖИЗНЬ,Набережные Челны,228859,0,227849,227849,0,0,1010,1010,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1894,  АСКО-ЗАБОТА,Омск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,278,  АСКОМЕД,Самара,59635,0,0,0,0,0,59635,59635,0,0,0,59635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3767,  АСКОР,Москва,25673,0,0,0,0,0,25673,7710,7710,0,0,0,17963,17431,17417,0,0,0,0,0,0,14,0,532,0,0,0,0,0,532,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2144,  АСКО-ЦЕНТР,Курск,190427,0,0,0,0,0,190427,96281,56020,0,0,40261,94146,93292,75468,0,0,0,297,541,0,14321,2665,854,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0
29,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,758,  АСТРА-МЕТАЛЛ,Магнитогорск,146846,0,0,0,0,0,146846,146846,0,0,0,146846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2619,  АСТРО-ВОЛГА,Самара,500862,0,0,0,0,0,112353,25733,12541,0,0,13192,86620,79867,61245,0,0,1376,5376,5,0,4701,7164,6753,0,0,0,0,0,93,93,0,0,0,0,166,6480,14,0,0,0,0,0,388509,388509,0,0,0
32,2684,  АСТРО-ВОЛГА-МЕД,Самара,10154,504,0,0,0,0,10154,10154,0,0,0,10154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,310441,0,0,0,0,0,310441,0,0,0,0,0,310441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310441,0,0,0,0,0,0,0,0,0
34,518,  БАСК,Белово,533469,0,0,0,0,0,274182,172487,12007,0,0,160480,101695,41775,13873,0,0,0,11127,0,0,14315,2460,59804,883,883,0,0,0,0,0,0,0,0,0,90,58831,0,0,116,0,0,0,259287,246030,13257,0,0
35,3487,  БИН СТРАХОВАНИЕ,Москва,1412504,74313,0,0,0,0,1211751,697917,530973,0,0,166944,513834,270738,35285,53,6573,312,19822,69,0,105927,102697,178443,0,0,0,0,0,7162,349,0,6813,0,7,27653,62575,81046,194,64459,0,0,0,200753,130698,16539,53516,0
36,3991,  БЛАГОСОСТОЯНИЕ,Москва,2061965,0,197134,103946,0,93188,1864831,1864831,1741712,0,0,123119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,2914831,0,0,0,0,0,2914817,1437218,1305930,0,0,131288,1477599,445749,0,0,0,0,0,0,0,0,445749,107613,0,0,0,0,0,0,0,0,0,0,0,0,107613,0,0,924237,0,0,0,14,14,0,0,0
38,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,44190,0,0,0,0,0,43226,1034,336,0,0,698,42192,41681,2050,0,0,0,38136,0,0,1290,205,470,0,0,0,0,0,1,1,0,0,0,0,173,296,0,0,41,0,0,0,964,964,0,0,0
39,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,1305720,0,0,0,0,0,1305720,134226,2490,0,0,131736,1171494,780874,53536,0,0,0,158892,0,0,562255,6191,389271,0,0,0,0,0,522,522,0,0,0,0,121,388628,0,1015,334,0,0,0,0,0,0,0,0
40,3245,  ВЕРНА,Краснодар,809048,0,0,0,0,0,548005,72153,39023,0,0,33130,475852,110772,36034,0,0,336,184,36402,28852,25336,12480,363650,332,332,0,0,0,120,120,0,0,0,0,3478,5459,354261,0,1430,0,0,0,261043,261043,0,0,0
41,4170,  ВИС,Махачкала,6464,0,0,0,0,0,6464,0,0,0,0,0,6464,0,0,0,0,0,0,0,0,0,0,6464,0,0,0,0,0,0,0,0,0,0,0,6464,0,0,0,0,0,0,0,0,0,0,0,0
42,3561,  ВИТАЛ-ПОЛИС,Москва,68050,0,0,0,0,0,68050,63259,473,0,0,62786,4791,4692,4417,0,0,0,0,0,0,77,198,99,0,0,0,0,0,84,84,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
43,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,274825,0,151328,151248,119,80,123497,123497,2782,0,0,120715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1440,  ВОЗРОЖДЕНИЕ-КРЕДИТ,Красноярск,43741,0,0,0,0,0,43741,29478,11008,0,0,18470,14263,13468,8582,0,0,0,0,0,0,1650,3236,795,135,135,0,0,0,40,35,0,5,0,0,0,605,15,0,0,0,0,0,0,0,0,0,0
45,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,604,0,0,0,0,0,604,604,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,433,  ВОСТСИБЖАСО,Иркутск,143323,0,0,0,0,0,143323,82214,33683,0,0,48531,61109,60390,12294,0,0,0,2384,0,0,4350,41362,709,0,0,0,0,0,18,18,0,0,0,0,0,691,0,0,10,0,0,0,0,0,0,0,0
47,621,  ВСК,Москва,53713595,1861201,0,0,0,0,32664438,8925253,4623681,0,0,4301572,23739185,20009991,13706586,12642,544835,0,596492,119129,38829,2618967,2411340,3138403,31641,31641,0,0,0,937649,898554,166,33842,5087,101151,202635,556759,1308568,23324,567467,0,0,0,21049157,20364959,361982,322216,0
48,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,1806072,0,124032,121624,0,2408,85796,85796,85796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596244,1596244,0,0,0,0,0,0
49,3978,  ВСК-МИЛОСЕРДИЕ,Москва,42620,0,0,0,0,0,42620,42620,0,0,0,42620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,257,  ВТБ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,40060,0,0,0,0,0,40060,40060,0,0,0,40060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3398,  ВТБ СТРАХОВАНИЕ,Москва,62096404,0,0,0,0,0,61341497,38236723,33654401,0,0,4582322,23104774,12734645,506951,26588,484291,129711,451262,0,0,4413949,6721893,1613575,70481,0,0,70481,0,14952,13360,225,306,1061,3230,338903,1100051,85958,2279,8754275,229605,229605,0,525302,400457,76493,48352,0
52,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,13272730,133004,13272706,13271574,0,1132,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3780,  ВЫРУЧИМ!,Екатеринбург,73343,0,0,0,0,0,73343,2875,2618,0,0,257,70468,65095,58834,0,0,0,306,0,0,4696,1259,2874,0,0,0,0,0,13,13,0,0,0,0,174,2687,0,0,2499,0,0,0,0,0,0,0,0
54,630,  ГАЙДЕ,Санкт-Петербург,2238799,0,0,0,0,0,1445208,302070,100838,0,0,201232,1143138,1106209,978632,0,0,1743,40839,196,0,42407,42392,28037,0,0,0,0,0,8577,8577,0,0,0,0,587,3468,15405,0,8892,0,0,0,793591,743015,771,49805,0
55,3908,  ГАЛАКТИКА,Москва,947390,0,0,0,0,0,947390,133757,119074,0,0,14683,813633,813633,30003,0,0,0,419684,0,0,363946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,397,  ГЕЛИОС,Москва,3311291,0,0,0,0,0,2431927,1144502,949806,0,0,194696,1287425,1022686,408611,62,1297,9981,25107,0,0,329855,247773,186278,1041,0,0,138,903,17854,17807,0,18,29,480,517,159246,7140,0,78461,0,0,0,879364,873593,5771,0,0
58,2397,  ГЕОПОЛИС,Москва,497589,0,0,0,0,0,449649,22730,18753,0,0,3977,426919,424284,322133,0,0,0,0,0,0,64242,37909,2635,0,0,0,0,0,2387,2387,0,0,0,0,0,248,0,0,0,0,0,0,47940,47940,0,0,0
59,448,  ГЕОПОЛИС,Москва,93755,0,35084,0,0,35084,58671,58671,1358,0,0,57313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,56741,728,0,0,0,0,56741,56741,0,0,0,56741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,42349,0,0,0,0,0,42349,5310,419,0,0,4891,37039,36221,11007,0,0,9,1074,0,0,23973,158,818,102,0,0,0,102,76,76,0,0,0,0,75,565,0,0,0,0,0,0,0,0,0,0,0
62,2042,  ГРАНТА,Казань,232166,0,0,0,0,0,232166,29629,26457,0,0,3172,202537,162375,150888,0,0,26,2508,0,0,6168,2785,27716,0,0,0,0,0,11,5,0,0,6,5,14357,13343,0,0,12446,0,0,0,0,0,0,0,0
63,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,22960771,7786,0,0,0,0,17662290,6367785,626854,0,0,5740931,11294505,10538873,8417571,854,0,158875,1085272,0,0,511278,365023,358218,38419,38419,0,0,0,145312,142767,0,0,2545,1044,35276,138097,70,0,397414,0,0,0,5298481,5257583,27703,13195,0
64,1820,  ГУТА-СТРАХОВАНИЕ,Москва,253852,0,0,0,0,0,253842,13782,72,0,0,13710,240060,233668,7036,0,0,559,11462,157581,157581,56157,873,6392,0,0,0,0,0,69,0,0,0,69,0,0,6307,16,0,0,0,0,0,10,10,0,0,0
65,2214,  ДАЛЬАКФЕС,Владивосток,599609,0,0,0,0,0,127043,11493,9061,0,0,2432,115550,111505,59946,0,0,4019,5555,0,0,34030,7955,2625,692,0,0,0,692,0,0,0,0,0,0,59,1874,0,1420,0,0,0,0,472566,472566,0,0,0
66,55,  ДАЛЬЖАСО,Хабаровск,324389,0,0,0,0,0,324389,226433,116833,0,0,109600,97956,73105,16007,0,0,196,46504,0,0,6693,3705,24851,59,59,0,0,0,37,0,0,0,37,0,0,2158,22597,0,0,0,0,0,0,0,0,0,0
67,525,  ДАЛЬ-РОСМЕД,Хабаровск,9,0,0,0,0,0,9,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,770967,48813,0,0,0,0,345010,43838,43558,0,0,280,301172,106852,30262,0,0,38,39512,0,0,31232,5808,193682,0,0,0,0,0,181648,181648,0,0,0,30,3923,8081,0,0,638,0,0,0,425957,425957,0,0,0
69,3870,  ДЕЛО ЖИЗНИ,Москва,374207,0,328618,328618,0,0,45589,45589,45589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1363,  ДИАМАНТ,Москва,30112,0,0,0,0,0,30112,459,459,0,0,0,29653,10623,10158,0,0,0,41,0,0,136,288,19030,0,0,0,0,0,148,148,0,0,0,0,1,284,18597,0,0,0,0,0,0,0,0,0,0
71,206,  ДИАНА,Ангарск,79872,0,0,0,0,0,79872,49314,7329,0,0,41985,30558,28677,5203,0,0,0,251,0,0,5368,17855,1881,0,0,0,0,0,0,0,0,0,0,22,276,1583,0,0,0,0,0,0,0,0,0,0,0
72,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,462416,0,0,0,0,0,462395,162458,95228,0,0,67230,299937,213766,0,0,0,0,16304,0,0,14471,182991,72431,0,0,0,0,0,0,0,0,0,0,0,0,72431,0,0,13740,0,0,0,21,21,0,0,0
73,3954,  ЕВРОИНС,Смоленск,1498116,1365,0,0,0,0,829315,198666,45361,0,0,153305,630649,371265,103892,0,0,0,185903,6654,0,58808,16008,91562,0,0,0,0,0,155,155,0,0,0,0,14518,48045,28844,0,167822,0,0,0,668801,668801,0,0,0
74,990,  ЕВРОПА,Лобня,692243,0,0,0,0,0,692243,33325,25011,0,0,8314,658918,552285,12378,0,0,0,23132,391209,384561,122724,2842,39239,0,0,0,0,0,119,119,0,0,0,210,180,38574,156,0,67394,0,0,0,0,0,0,0,0
75,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,946157,0,0,0,0,0,946157,900056,900056,0,0,0,46101,0,0,0,0,0,0,0,0,0,0,41383,0,0,0,0,0,0,0,0,0,0,0,0,0,41383,0,4718,0,0,0,0,0,0,0,0
76,4307,  ЕСЕЯ,Казань,8,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,263,  ЖАСО,Москва,6397564,5367,0,0,0,0,6131180,5832428,561930,0,0,5270498,298752,271396,51613,144627,0,27,33242,0,0,19754,22133,15384,0,0,0,0,0,1373,1373,0,0,0,26,5771,6812,1402,18,11954,0,0,0,266384,255020,5446,5918,0
78,4003,  ЖАСО-ЛАЙФ,Москва,66513,0,64349,64349,11419,0,2164,2164,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,72473,0,0,0,0,0,72473,27325,26778,0,0,547,45148,44940,946,6414,0,0,33205,0,0,3191,1184,208,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0
80,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
