"Сведения о страховых премиях по договорам, переданным в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
2,796,  АВАНГАРД-ГАРАНТ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,3325,0,0,0,0,3325,0,0,0,0,0,3325,3198,703,0,0,0,532,0,0,1840,123,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,96,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,35447,0,0,0,0,28435,1858,1858,0,0,0,26577,26128,6654,0,0,51,501,50,0,12425,6447,82,35,35,0,0,0,0,0,0,0,0,0,0,47,0,0,367,0,0,0,7012,0,878,6134,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,1559293,0,0,0,0,1555890,12,12,0,0,0,1555878,706258,0,0,0,0,122828,0,0,583430,0,545838,0,0,0,0,0,5762,5762,0,0,0,0,0,540076,0,0,303782,0,0,0,3403,0,3403,0,0
6,4210,  АИЖК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,22427,0,0,0,0,22427,1421,1421,0,0,0,21006,19637,6335,0,4989,736,153,48,0,4176,3200,1369,0,0,0,0,0,1028,0,0,1028,0,0,227,114,0,0,0,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3572,  АКЦЕПТ,Люберцы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,3968329,0,0,0,0,3858637,142124,128016,0,0,14108,3716513,2627289,102312,5411,484119,42677,104678,29240,24413,1840734,18118,569629,153080,0,0,138772,14308,53704,51428,0,157,2119,0,8420,354422,3,475109,44486,0,0,0,109692,0,16229,93463,0
12,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,13013,6892,6892,0,0,6121,6121,1188,0,0,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,290,  АЛЬЯНС,Москва,1872932,0,0,0,0,1863774,81423,59775,0,0,21648,1782351,922459,5118,3021,52217,10426,269997,-3,0,567785,13898,533825,27767,0,0,27767,0,18331,3502,0,13271,1558,0,74715,404651,8361,98676,227391,0,0,0,9158,0,1971,7187,0
15,3828,  АЛЬЯНС ЖИЗНЬ,Москва,582803,28041,28041,3034,0,554762,554762,4851,0,0,549911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,436,  АМТ СТРАХОВАНИЕ,Москва,30140,0,0,0,0,30140,0,0,0,0,0,30140,9614,0,0,0,9614,0,0,0,0,0,20526,20526,0,0,0,20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,66,  АНГАРА,Братск,4396,0,0,0,0,4396,22,22,0,0,0,4374,4373,3124,0,0,0,0,0,0,1033,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,2982,  АНДРОМЕДА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1858,  АРМЕЕЦ,Москва,3698,0,0,0,0,3698,11,11,0,0,0,3687,3456,1527,0,0,23,0,0,0,1010,896,229,0,0,0,0,0,0,0,0,0,0,0,219,10,0,0,2,0,0,0,0,0,0,0,0
21,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3193,  АРСЕНАЛЪ,Москва,54618,0,0,0,0,54618,719,719,0,0,0,53899,48869,0,0,31564,0,10246,0,0,7059,0,5027,0,0,0,0,0,22,0,0,22,0,0,0,800,4205,0,3,0,0,0,0,0,0,0,0
23,2489,  АСКО,Набережные Челны,21090,0,0,0,0,5068,59,59,0,0,0,5009,4432,3914,0,0,607,198,0,0,-612,325,555,0,0,0,0,0,0,0,0,0,0,0,529,26,0,0,22,0,0,0,16022,0,1691,14331,0
24,3999,  АСКО-ЖИЗНЬ,Набережные Челны,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,278,  АСКОМЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3767,  АСКОР,Москва,111,0,0,0,0,111,0,0,0,0,0,111,111,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2144,  АСКО-ЦЕНТР,Курск,4546,0,0,0,0,4546,0,0,0,0,0,4546,4534,491,0,0,0,0,22,0,3676,345,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
28,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,758,  АСТРА-МЕТАЛЛ,Магнитогорск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2619,  АСТРО-ВОЛГА,Самара,6706,0,0,0,0,6706,0,0,0,0,0,6706,6360,3434,0,0,490,1507,0,0,828,101,346,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0
31,2684,  АСТРО-ВОЛГА-МЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,369718,0,0,0,0,369718,0,0,0,0,0,369718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369718,0,0,0,0,0,0,0,0,0
33,518,  БАСК,Белово,29217,0,0,0,0,9280,33,33,0,0,0,9247,6937,1913,0,0,0,786,0,0,4150,88,2310,358,358,0,0,0,0,0,0,0,0,0,0,1952,0,0,0,0,0,0,19937,0,19937,0,0
34,3487,  БИН СТРАХОВАНИЕ,Москва,-2404,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2405,0,338,-2743,0
35,3991,  БЛАГОСОСТОЯНИЕ,Москва,129707,0,0,0,0,129707,129707,111495,0,0,18212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,26353,0,0,0,0,26353,25471,24731,0,0,740,882,514,0,0,0,0,0,0,0,0,514,101,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,267,0,0,0,0,0,0,0,0
37,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,166,0,0,0,0,166,0,0,0,0,0,166,153,153,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
38,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,467996,0,0,0,0,467996,0,0,0,0,0,467996,375607,452,0,0,0,72100,0,0,302656,399,49502,0,0,0,0,0,0,0,0,0,0,0,0,49502,0,42887,0,0,0,0,0,0,0,0,0
39,3245,  ВЕРНА,Краснодар,37386,0,0,0,0,37386,40,40,0,0,0,37346,2307,1704,0,0,0,0,-59,-59,642,20,35039,0,0,0,0,0,0,0,0,0,0,0,0,0,35039,0,0,0,0,0,0,0,0,0,0
40,4170,  ВИС,Махачкала,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3561,  ВИТАЛ-ПОЛИС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1440,  ВОЗРОЖДЕНИЕ-КРЕДИТ,Красноярск,19,0,0,0,0,19,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,433,  ВОСТСИБЖАСО,Иркутск,2506,0,0,0,0,2506,29,29,0,0,0,2477,2467,1086,0,0,0,123,0,0,229,1029,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
46,621,  ВСК,Москва,1113116,0,0,0,0,911139,14564,14564,0,0,0,896575,453442,6568,0,103131,0,92820,30126,18805,210042,10755,442741,3296,3296,0,0,0,23418,19572,0,3846,0,1230,48160,27975,338662,392,0,0,0,0,201977,0,27549,174428,0
47,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,3157,3157,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3978,  ВСК-МИЛОСЕРДИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,257,  ВТБ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2890,  ВТБ МС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3398,  ВТБ СТРАХОВАНИЕ,Москва,2201332,0,0,0,0,2083388,35247,31296,0,0,3951,2048141,1591203,0,0,385356,21731,75735,0,0,1096639,11742,341351,73818,0,2,73816,0,4565,0,0,0,4565,87526,63643,111799,0,0,115587,0,0,0,117944,0,91588,26356,0
52,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,4621,4621,4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3780,  ВЫРУЧИМ!,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,630,  ГАЙДЕ,Санкт-Петербург,260547,0,0,0,0,229686,10683,10683,0,0,0,219003,218992,194097,0,0,366,12356,0,0,5557,6616,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,30861,0,735,30126,0
55,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,397,  ГЕЛИОС,Москва,47080,0,0,0,0,46098,3407,3407,0,0,0,42691,42424,645,0,0,4855,2348,0,0,34576,0,204,6,6,0,0,0,0,0,0,0,0,0,0,198,0,0,63,0,0,0,982,0,982,0,0
57,448,  ГЕОПОЛИС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2397,  ГЕОПОЛИС,Москва,6764,0,0,0,0,6764,0,0,0,0,0,6764,6757,1326,0,0,0,0,0,0,4946,485,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
59,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,1189,0,0,0,0,1189,0,0,0,0,0,1189,1189,965,0,0,0,0,0,0,199,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2042,  ГРАНТА,Казань,25159,0,0,0,0,25159,38,38,0,0,0,25121,24678,24364,0,0,0,0,0,0,173,141,436,0,0,0,0,0,0,0,0,0,0,0,407,29,0,0,7,0,0,0,0,0,0,0,0
62,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,482506,0,0,0,0,460325,10287,8515,0,0,1772,450038,285742,49063,0,0,7025,15569,0,0,193667,20418,46987,2185,2185,0,0,0,2430,2430,0,0,0,193,5202,36977,0,0,117309,0,0,0,22181,0,11898,10283,0
63,1820,  ГУТА-СТРАХОВАНИЕ,Москва,18867,0,0,0,0,18867,547,547,0,0,0,18320,18320,0,0,0,0,0,0,0,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2214,  ДАЛЬАКФЕС,Владивосток,12958,0,0,0,0,12958,121,121,0,0,0,12837,12721,8959,0,0,366,823,0,0,653,1920,116,48,0,0,0,48,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0
65,55,  ДАЛЬЖАСО,Хабаровск,7433,0,0,0,0,7433,4556,4556,0,0,0,2877,2460,1441,0,0,26,136,0,0,668,189,417,0,0,0,0,0,0,0,0,0,0,0,0,2,415,0,0,0,0,0,0,0,0,0,0
66,525,  ДАЛЬ-РОСМЕД,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,53100,0,0,0,0,53100,27,27,0,0,0,53073,33441,1120,0,0,0,20023,0,0,12209,89,19134,0,0,0,0,0,13050,13050,0,0,0,0,2021,4063,0,0,498,0,0,0,0,0,0,0,0
68,3870,  ДЕЛО ЖИЗНИ,Москва,4007,3906,3906,0,0,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1363,  ДИАМАНТ,Москва,4220,0,0,0,0,4220,27,27,0,0,0,4193,4139,4029,0,0,0,0,0,0,55,55,54,0,0,0,0,0,42,42,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
70,206,  ДИАНА,Ангарск,3982,0,0,0,0,3982,378,378,0,0,0,3604,3470,680,0,0,0,29,0,0,1211,1550,134,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0
71,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,2694,0,0,0,0,2694,1089,1089,0,0,0,1605,1531,0,0,0,0,93,0,0,995,443,74,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
72,3954,  ЕВРОИНС,Смоленск,97480,0,0,0,0,97480,10219,10219,0,0,0,87261,49574,864,0,0,0,46248,0,0,1936,526,2627,0,0,0,0,0,0,0,0,0,0,0,348,1801,478,0,35060,0,0,0,0,0,0,0,0
73,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,17757,0,0,0,0,17757,6325,6325,0,0,0,11432,0,0,0,0,0,0,0,0,0,0,11432,0,0,0,0,0,0,0,0,0,0,0,0,0,11432,0,0,0,0,0,0,0,0,0,0
74,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,4901,0,0,0,0,4901,1701,1701,0,0,0,3200,3187,25,212,0,0,2913,0,0,23,14,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
75,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,78675,0,0,0,0,51509,38760,734,0,0,38026,12749,10465,440,0,0,0,795,0,0,3482,5748,2284,0,0,0,0,0,0,0,0,0,0,0,2280,4,0,0,0,0,0,0,27166,0,1751,25415,0
78,3616,  ИНВЕСТ-ПОЛИС,Королев,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2401,  ИНВЕСТСТРАХ,Москва,911,0,0,0,0,911,0,0,0,0,0,911,313,98,0,0,0,23,0,0,95,97,598,0,0,0,0,0,0,0,0,0,0,0,146,452,0,0,0,0,0,0,0,0,0,0,0
80,425,  ИНГВАР,Москва,3382,0,0,0,0,3382,0,0,0,0,0,3382,3379,0,0,0,0,2613,0,0,720,46,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
81,928,  ИНГОССТРАХ,Москва,5838105,0,0,0,0,5525488,757026,3194,0,0,753832,4768462,3685498,37024,0,344155,275518,313099,0,0,2715702,0,1077214,17786,17786,0,0,0,693646,1576,0,426575,265495,0,0,365821,-39,0,5750,0,0,0,312617,0,25593,287024,0
82,4189,  ИНГОССТРАХ ОНДД КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,376073,0,0,0,0,376073,0,0,0,0,0,376073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376073,0,0,0,0,0,0,0,0,0
83,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,129155,8169,8169,0,0,120986,120986,114555,0,0,6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3837,  ИНГОССТРАХ-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2169,  ИНЕРТЕК,Санкт-Петербург,1615,0,0,0,0,1615,0,0,0,0,0,1615,1615,359,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
