"Сведения о доле перестраховщиков в выплатах по договорам, переданным в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование,из него,прочего имущества юридических лиц,"прочего 
имущества граждан",,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),      из него:,,владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,,"владельцев автотранспортных средств (кроме страхования, осуществляемого в рамках международной системы страхования «Зеленая карта»)","владельцев автотранспортных средств (страхование, осуществляемое в рамках международной системы страхования «Зеленая карта»)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
ИТОГО:,,,,54896457,319859,319859,70586,0,53662285,4246353,1443178,5572,0,2803175,49415932,36990219,6065448,186239,2897792,261764,1094862,195827,69124,26060535,227752,1471962,250674,23244,215034,126939,477696,28772,1,42794,524912,20174,9795116,1158635,0,0,0,914313,0,2223,912090,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,94552,0,0,0,0,94168,1142,1142,0,0,0,93026,91463,2246,0,0,-3463,2135,0,0,89400,1145,0,0,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,384,0,0,384,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,861,0,0,0,0,861,0,0,0,0,0,861,817,734,0,0,0,83,0,0,0,0,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,29273,0,0,0,0,28596,656,656,0,0,0,27940,27940,10420,0,0,0,5,0,0,14566,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,677,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,229428,0,0,0,0,229428,333,333,0,0,0,229095,197889,0,0,0,0,38939,0,0,158950,0,5685,1546,1546,0,0,0,0,0,0,4139,0,0,25521,0,0,0,0,0,0,0,0
6,3867,  АК БАРС СТРАХОВАНИЕ,Казань,120378,0,0,0,0,120378,3601,3601,0,0,0,116777,13067,7387,0,0,0,28,0,0,2783,2869,103710,0,0,0,0,103631,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
7,3943,  АК БАРС-МЕД,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3572,  АКЦЕПТ,Люберцы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,1605114,0,0,0,0,1531923,23648,13042,0,0,10606,1508275,1228097,99815,564,675478,27473,2679,16231,0,405857,0,86690,964,896,68,0,71628,0,0,0,13809,289,159485,34003,0,0,0,73191,0,0,73191,0
11,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,75,0,0,0,0,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,290,  АЛЬЯНС,Москва,1685312,0,0,0,0,1678621,43287,22484,0,0,20803,1635334,538693,5344,0,72144,26445,140503,70,0,294187,0,99257,1536,0,0,0,5895,0,1,0,91825,0,221986,775398,0,0,0,6691,0,0,6691,0
14,3828,  АЛЬЯНС ЖИЗНЬ,Москва,381972,16267,16267,2505,0,365705,365705,8221,0,0,357484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,436,  АМТ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,66,  АНГАРА,Братск,20881,0,0,0,0,20881,0,0,0,0,0,20881,20881,14101,0,0,0,0,0,0,5879,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2982,  АНДРОМЕДА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1858,  АРМЕЕЦ,Москва,37566,0,0,0,0,37566,120,120,0,0,0,37446,37446,5490,0,0,0,0,0,0,26033,5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3193,  АРСЕНАЛЪ,Москва,207701,0,0,0,0,207701,207701,207701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2489,  АСКО,Набережные Челны,18794,0,0,0,0,9845,25,25,0,0,0,9820,9820,9790,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8949,0,0,8949,0
23,3999,  АСКО-ЖИЗНЬ,Набережные Челны,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,278,  АСКОМЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3767,  АСКОР,Москва,16,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
26,2144,  АСКО-ЦЕНТР,Курск,2024,0,0,0,0,2024,0,0,0,0,0,2024,2024,574,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,758,  АСТРА-МЕТАЛЛ,Магнитогорск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2619,  АСТРО-ВОЛГА,Самара,13234,0,0,0,0,13234,0,0,0,0,0,13234,10674,6585,0,0,0,0,0,0,4089,0,2560,0,0,0,0,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0
30,2684,  АСТРО-ВОЛГА-МЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,151684,0,0,0,0,151684,0,0,0,0,0,151684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151684,0,0,0,0,0,0,0,0,0
32,518,  БАСК,Белово,54,0,0,0,0,54,0,0,0,0,0,54,54,16,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3487,  БИН СТРАХОВАНИЕ,Москва,50078,0,0,0,0,46043,0,0,0,0,0,46043,46043,0,0,0,0,0,0,0,0,46043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035,0,0,4035,0
34,3991,  БЛАГОСОСТОЯНИЕ,Москва,145594,0,0,0,0,145594,145594,98041,0,0,47553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,12657,0,0,0,0,12657,12657,12657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,11,0,0,0,0,11,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,17943,0,0,0,0,17943,0,0,0,0,0,17943,17943,1866,0,0,0,0,0,0,217,15860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3245,  ВЕРНА,Краснодар,982,0,0,0,0,982,0,0,0,0,0,982,982,874,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4170,  ВИС,Махачкала,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3561,  ВИТАЛ-ПОЛИС,Москва,23,0,0,0,0,23,0,0,0,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,433,  ВОСТСИБЖАСО,Иркутск,3804,0,0,0,0,3804,9,9,0,0,0,3795,3795,1164,0,0,0,0,0,0,3,2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,621,  ВСК,Москва,717843,0,0,0,0,622868,845,845,0,0,0,622023,488853,0,0,79704,0,231740,404,0,137496,39509,133170,133170,0,133170,0,0,0,0,0,0,0,0,0,0,0,0,94975,0,0,94975,0
45,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,1602,1602,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3978,  ВСК-МИЛОСЕРДИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2890,  ВТБ МС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3398,  ВТБ СТРАХОВАНИЕ,Москва,3012969,0,0,0,0,3003430,26670,7009,0,0,19661,2976760,2761883,0,4198,123764,7219,12589,0,0,2614113,0,30039,0,0,0,0,0,0,0,0,30039,0,0,184838,0,0,0,9539,0,0,9539,0
49,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3780,  ВЫРУЧИМ!,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,630,  ГАЙДЕ,Санкт-Петербург,117748,0,0,0,0,107490,583,583,0,0,0,106907,106907,105961,0,0,0,0,0,0,280,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10258,0,0,10258,0
52,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,397,  ГЕЛИОС,Москва,8094,0,0,0,0,8094,512,512,0,0,0,7582,7582,2155,0,0,0,462,0,0,4965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,448,  ГЕОПОЛИС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2397,  ГЕОПОЛИС,Москва,2415,0,0,0,0,2415,0,0,0,0,0,2415,2415,0,0,0,0,0,0,0,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,6268,0,0,0,0,6268,0,0,0,0,0,6268,6268,201,0,0,0,0,0,0,5893,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2042,  ГРАНТА,Казань,23576,0,0,0,0,23576,0,0,0,0,0,23576,23469,23044,0,0,0,0,0,0,0,425,107,0,0,0,0,0,0,0,98,9,0,0,0,0,0,0,0,0,0,0,0
59,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,218885,0,0,0,0,217220,307,307,0,0,0,216913,105275,71214,0,0,26359,1634,0,0,5118,950,2846,425,0,0,0,0,0,0,0,2421,0,0,108792,0,0,0,1665,0,0,1665,0
60,1820,  ГУТА-СТРАХОВАНИЕ,Москва,3157,0,0,0,0,3157,3157,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2214,  ДАЛЬАКФЕС,Владивосток,10755,0,0,0,0,10755,46,46,0,0,0,10709,10472,8825,0,0,0,0,0,0,1560,87,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0
62,55,  ДАЛЬЖАСО,Хабаровск,2895,0,0,0,0,2895,333,333,0,0,0,2562,2562,2499,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,8315,0,0,0,0,8315,0,0,0,0,0,8315,6595,5713,0,0,0,882,0,0,0,0,1720,1193,0,1193,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0
64,3870,  ДЕЛО ЖИЗНИ,Москва,2159,2159,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1363,  ДИАМАНТ,Москва,3980,0,0,0,0,3980,0,0,0,0,0,3980,3980,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,206,  ДИАНА,Ангарск,10819,0,0,0,0,10819,419,419,0,0,0,10400,10400,350,0,0,0,1,0,0,5016,5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,1118,0,0,0,0,1118,789,789,0,0,0,329,272,0,0,0,0,0,0,0,242,30,57,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
68,3954,  ЕВРОИНС,Смоленск,15262,0,0,0,0,15262,240,240,0,0,0,15022,3685,2979,0,0,0,0,0,0,0,706,2,0,0,0,0,0,0,0,0,0,2,0,11335,0,0,0,0,0,0,0,0
69,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,3,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,104139,0,0,0,0,95150,88854,0,0,0,88854,6296,6296,0,0,0,0,6296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8989,0,0,8989,0
74,3616,  ИНВЕСТ-ПОЛИС,Королев,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2401,  ИНВЕСТСТРАХ,Москва,668,0,0,0,0,668,0,0,0,0,0,668,463,463,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0
76,425,  ИНГВАР,Москва,6223,0,0,0,0,6223,0,0,0,0,0,6223,6223,0,0,0,0,6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,928,  ИНГОССТРАХ,Москва,4458538,0,0,0,0,4290155,582028,662,0,0,581366,3708127,3146120,101397,0,184903,0,79499,0,0,2780321,0,562007,623,623,0,0,253041,27709,0,0,280634,0,0,0,0,0,0,168383,0,0,168383,0
78,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,177189,1544,1544,0,0,175645,175645,175645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3837,  ИНГОССТРАХ-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2169,  ИНЕРТЕК,Санкт-Петербург,815,0,0,0,0,815,0,0,0,0,0,815,815,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2031,  ИНКО-МЕД,Воронеж,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,870,  ИНТАЧ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,902,  КАЙРОС,Петропавловск-Камчатский,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3175,  КАПИТАЛ ПЕРЕСТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1298,  КАПИТАЛ СТРАХОВАНИЕ,Когалым,922484,0,0,0,0,914447,23928,23928,0,0,0,890519,890519,0,0,0,0,0,0,0,890519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8037,0,0,8037,0
86,3645,  КАПИТАЛ-ЛАЙФ,Москва,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1336,  КАПИТАЛ-ПОЛИС,Санкт-Петербург,196741,0,0,0,0,196741,0,0,0,0,0,196741,196741,575,0,0,0,196166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2875,  КАПИТАЛ-ПОЛИС МЕДИЦИНА,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,507,  КОЛЫМСКАЯ,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1867,  КОМЕСТРА-ТОМЬ,Томск,7169,0,0,0,0,7169,50,50,0,0,0,7119,7119,6947,0,0,0,0,0,0,20,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,690,0,0,0,0,690,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0
92,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4296,  КООП-РЕСУРС,Вологда,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
