"Сведения о страховых премиях по договорам, принятым в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 16.11.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-сентябрь 2020 г.,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,50066412.09134,-,-,-,-,45755674.33824,1076980.94341,551914.53043,-,-,525066.41298,44678693.39483,36999235.18577,1212390.82698,16060.14994,4044627.84276,772058.97675,2251338.7646,1004855.12493,69167.438,27507562.67745,190340.82236,4829903.27121,75140.85248,32436.79482,7791.92678,-,1778777.23282,147768.38296,107031.93959,579121.18678,2108619.75764,33443.91894,1338783.51461,1510771.42324,-,-,-,4310737.7531,665316.73548,2025340.79692,1620080.2207,-
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,40422.13482,-,-,-,-,24636.24679,4408.71236,155.35526,-,-,4253.3571,20227.53443,15578.16647,-,-,-,-,19.29985,-,-,15194.34301,364.52361,4649.36796,4131.21801,-,4131.21801,-,-,-,-,59.76952,458.38043,-,-,-,-,-,-,15785.88803,-,8550.07777,7235.81026,-
2,3947,"АО ""АИГ""",Москва,1011385.27874,-,-,-,-,998521.50748,-,-,-,-,-,998521.50748,390383.80045,-,-,-,-,170178.93734,-,-,220204.86311,-,281425.67032,1350.15189,1350.15189,-,-,-,-,-,-,280075.51843,-,-,326712.03671,-,-,-,12863.77126,-,12863.77126,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,2939082.72133,-,-,-,-,2042902.27643,5563.46712,5563.46712,-,-,-,2037338.80931,1467498.08248,1798.93872,-,127289.31372,13103.07333,1265.76372,100,-,1323940.99299,-,292819.57582,3033.57323,-,3033.57323,-,78501.91853,2589.60934,12777.7523,1912.88875,190791.37981,3212.45386,276687.18238,333.96863,-,-,-,896180.4449,665316.73548,126341.44728,104522.26214,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,262184.04781,-,-,-,-,1021.32629,-,-,-,-,-,1021.32629,810.69624,-,-,-,-,166.05871,-,-,644.58191,0.05562,174.02692,-,-,-,-,-,-,-,-,174.02692,-,-,36.60313,-,-,-,261162.72152,-,143004.14667,118158.57485,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,65094.79348,-,-,-,-,14948.43109,1730.71659,1730.71659,-,-,-,13217.7145,12359.47414,513.17055,-,136.55384,-,30.0375,-,-,11316.22551,363.48674,858.24036,-,-,-,-,0.68464,-,240.77648,-,616.77924,-,-,-,-,-,-,50146.36239,-,27189.77273,22956.58966,-
6,1820,"АО ""ГУТА-Страхование""",Москва,36881.38441,-,-,-,-,36881.38441,-,-,-,-,-,36881.38441,36177.75267,-,-,-,-,-,24632.346,24632.346,11545.40667,-,703.63174,-,-,-,-,-,-,-,-,703.63174,-,-,-,-,-,-,-,-,-,-,-
7,1427,"АО ""МАКС""",Москва,190335.83462,-,-,-,-,120022.88937,15189.33739,15189.33739,-,-,-,104833.55198,100603.57063,274.11066,154.2477,3703.0648,593.11841,15806.75277,106.93443,-,79845.17783,120.16403,4044.10774,11.839,-,11.839,-,312.96593,-,2653.37566,210.72935,855.1978,-,-,185.87361,-,-,-,70312.94525,-,38935.88198,31377.06327,-
8,2346,"АО ""ОСК""",Самара,54022.66132,-,-,-,-,42382.57404,2584.85425,2584.85425,-,-,-,39797.71979,37692.41249,13473.09007,-12.63309,4230.96251,972.83822,4362.28654,112.42469,-,11934.06206,2619.38149,2105.3073,109.2645,109.2645,-,-,705.07164,438.59214,-,25.5,826.87902,-,-,-,-,-,-,11640.08728,-,6313.34219,5326.74509,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,1433892.7666,-,-,-,-,1433892.7666,9262.08719,9262.08719,-,-,-,1424630.67941,1420192.40439,37582.2526,9.1935,-,-,10315.28205,6608.01393,-,1357399.01412,8278.64819,4438.27502,793.45312,793.45312,-,-,-,-,253.59136,109.46176,3281.76878,-,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,154389.74483,-,-,-,-,122822.84985,3334.00626,3334.00626,-,-,-,119488.84359,117677.80843,8162.16782,110.21906,1033.50241,161.16829,11636.62634,-,-,16634.36147,79939.76304,1716.8344,394.07426,-,-,-,-,-,55.14851,-196.78891,1419.40054,45,-,94.20076,-,-,-,31566.89498,-,16845.88893,14721.00605,-
11,1208,"АО ""СОГАЗ""",Москва,8986217.29854,-,-,-,-,8586874.1805,-46533.59751,-46533.59751,-,-,-,8633407.77801,8078553.50015,5055.33057,-,347960.24425,148874.5807,254590.63048,506821.65055,108.53142,6814767.14483,483.91877,372887.10995,317.81534,-,-,-,87956.70711,5145.99867,19851.65931,-,250475.11539,9139.81413,159817.23341,22149.9345,-,-,-,399343.11804,-,212946.85388,186396.26416,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,27634.58765,-,-,-,-,15952.68199,22.62529,22.62529,-,-,-,15930.0567,11034.56774,786.81713,-,-,69.45801,6404.49433,-,-,3742.21265,31.58562,4374.49989,-,-,-,-,-,4.54163,-,73.89156,188.82449,4107.24221,520.98907,-,-,-,-,11681.90566,-,6354.01066,5327.895,-
13,0212,"АО ""Цюрих надежное страхование""",Москва,18892.16123,-,-,-,-,18892.16123,-,-,-,-,-,18892.16123,15025.27433,-,-,-,-,1958.93829,-,-,13066.33604,-,3236.38942,-,-,-,-,-,-,-,-,3236.38942,-,630.49748,-,-,-,-,-,-,-,-,-
14,0177,"АО ""Юнити страхование""",Москва,5.67696,-,-,-,-,5.67696,-,-,-,-,-,5.67696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.67696,-,-,-,-,-,-,-,-,-
15,4351,АО РНПК,Москва,12905693.36993,-,-,-,-,12915227.12331,778958.93801,470391.44296,-,-,308567.49505,12136268.1853,9964617.82831,631590.85286,7845.85458,1470267.44134,273671.5153,1245820.1384,249984.49849,7346.94361,6041372.26093,44065.26641,1419662.39579,14189.98149,-,-,-,416101.35909,122108.88923,-,524026.10265,329641.74862,13594.31471,37334.01798,714653.94322,-,-,-,-9533.75338,-,-9533.75338,-,-
16,3300,"АО СГ ""Спасские ворота""",Салехард,21496.10053,-,-,-,-,6959.06927,-,-,-,-,-,6959.06927,1719.0686,-,-,-,35.83423,1299.74081,-,-,378.84875,4.64481,5240.00067,-,-,-,-,-,9.59697,-,63.7916,5166.6121,-,-,-,-,-,-,14537.03126,-,7900.0152,6637.01606,-
17,0290,"АО СК ""Альянс""",Москва,567487.04072,-,-,-,-,513568.87216,84.48079,84.48079,-,-,-,513484.39137,274447.84144,-,-,67651.73376,-,39709.93698,-,-,166053.8801,1032.2906,136742.03706,-,-,-,-,9205.27259,-,2043.88262,-,125492.88185,-,98923.4073,3371.10557,-,-,-,53918.16856,-,29183.53253,24734.63603,-
18,2947,"АО СК ""РСХБ-Страхование""",Москва,55513.48825,-,-,-,-,20307.47827,5512.69838,15.33773,-,-,5497.36065,14794.77989,14777.05121,38.4,15.25004,87.95082,-,9289.39162,-1.65641,-,5347.71514,-,17.72868,-,-,-,-,-,-,-,-,17.72868,-,-,-,-,-,-,35206.00998,-,17591.84088,17614.1691,-
19,1216,"АО СК ""Чулпан""",Альметьевск,52685.55656,-,-,-,-,956.07353,-,-,-,-,-,956.07353,876.31541,336.8,-,-,245.15326,221.62856,-,-,72.73359,-,79.75812,-,-,-,-,-,70.75812,-,-,9,-,-,-,-,-,-,51729.48303,-,28323.60425,23405.87878,-
