Сведения о количестве урегулированных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 12.08.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2019,,,,,,,,,,,,,,,,,,,,,,,,,,единица,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,,
,,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного ,
№ п\п,Рег №,Наименование,Город,Всего,из них страхование ,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного ,Инвестиционное
,,,,,нерезидентов,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, ",страхование 
,,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные ,жизни
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами,
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,,ИТОГО:,,21551516,178774,376044,149840,47897,226204,19969715,19299046,217473,70,92,19081573,670669,596269,459319,1237,164,250,32248,1076,32,8839,93136,21573,5565,3886,1679,640,600,402,32,800,7010,6524,233,52594,27147,27147,0,1178610,1174642,1203,2765,0,60021
1,4179," ООО ""СК"" Райффайзен Лайф""",Москва,1799,37,1669,1669,574,-,130,130,121,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,0191,"АО  ""Тинькофф  Страхование""",Москва,12874,-,-,-,-,-,7885,1802,1802,-,-,-,6083,5933,5848,-,-,-,-,-,-,-,85,29,20,20,-,-,-,-,-,-,9,-,-,121,-,-,-,4989,4989,-,-,-,-
3,0212,"АО  ""Цюрих надежное страхование""",Москва,358,25,-,-,-,-,358,-,-,-,-,-,358,191,6,-,-,-,99,-,-,86,-,108,-,-,-,-,-,-,-,8,100,-,58,1,-,-,-,-,-,-,-,-,-
4,3991,"АО  СК  ""Ренессанс здоровье""",Москва,3598,66,422,291,-,131,3176,3176,3152,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
5,3947,"АО ""АИГ""",Москва,91,-,-,-,-,-,91,17,17,-,-,-,74,65,-,-,-,-,57,-,-,8,-,7,2,2,-,-,-,-,-,-,5,-,-,2,-,-,-,-,-,-,-,-,-
6,2239,"АО ""АльфаСтрахование""",Москва,2880471,181,-,-,-,-,2686586,2585145,4439,-,-,2580706,101441,69613,47892,32,18,21,231,19,1,677,20723,2149,1357,1018,339,-,336,23,-,19,409,5,5,29674,-,-,-,193885,193744,16,125,-,-
7,3064,"АО ""Боровицкое страховое общество""",Москва,1309,417,-,-,-,-,553,474,4,-,-,470,79,79,76,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,756,756,-,-,-,-
8,0433,"АО ""ВостСибЖАСО""",Иркутск,893,-,-,-,-,-,893,808,612,-,-,196,85,81,9,-,-,-,-,-,-,5,67,4,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-
9,1284,"АО ""Группа Ренессанс Страхование""",Москва,251877,39,-,-,-,-,216905,158410,2214,-,-,156196,58495,53870,35454,-,-,4,17709,-,-,163,540,613,510,510,-,-,-,-,-,8,95,-,-,4012,-,-,-,34972,34956,-,16,-,-
10,4014,"АО ""ГСК ""Югория-Жизнь""",Ханты-Мансийск,135,-,124,124,-,-,11,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,43257,-,-,-,-,-,16788,6886,3226,-,-,3660,9902,9854,9582,-,-,-,1,11,-,34,226,47,-,-,-,-,-,-,-,1,31,15,-,1,-,-,-,26469,26466,1,2,-,-
12,2071,"АО ""ГСМК""",Санкт-Петербург,2869,56,-,-,-,-,2869,2869,-,-,-,2869,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,1820,"АО ""ГУТА-Страхование""",Москва,337,-,-,-,-,-,166,105,3,-,-,102,61,53,49,-,-,-,-,-,-,2,2,7,-,-,-,-,-,-,-,1,6,-,-,1,-,-,-,171,170,1,-,-,-
14,1412,"АО ""Д2  Страхование""",Новосибирск,693,18,-,-,-,-,691,535,228,-,-,307,156,146,-,-,-,-,1,-,-,11,134,1,-,-,-,-,-,-,-,-,1,-,-,9,-,-,-,2,2,-,-,-,-
15,0055,"АО ""ДальЖАСО""",Хабаровск,2462,-,-,-,-,-,2462,2397,195,-,-,2202,65,64,47,-,-,-,5,-,-,6,6,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
16,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,27133,-,-,-,-,-,27133,26858,26858,-,-,-,275,-,-,-,-,-,-,-,-,-,-,265,-,-,-,-,-,-,-,-,-,265,-,10,-,-,-,-,-,-,-,-,-
17,1427,"АО ""МАКС""",Москва,172409,-,-,-,-,-,117168,106275,1403,-,-,104872,10893,10603,10131,-,1,-,1,-,-,137,333,283,130,130,-,-,-,-,-,4,147,2,-,7,752,752,-,54489,54242,5,242,-,-
18,3256,"АО ""МетЛайф""",Москва,309835,-,3918,3915,2481,3,305917,305917,3230,-,-,302687,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,2346,"АО ""ОСК""",Самара,14112,-,-,-,-,-,5292,2078,494,-,-,1584,3214,3196,2995,-,-,4,5,-,-,28,164,13,2,2,-,-,-,-,-,7,4,-,0,5,-,-,-,8820,8813,-,7,-,-
20,3748,"АО ""Русский Стандарт Страхование""",Москва,1184,-,158,158,-,-,1026,1026,522,-,-,504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32
21,3889,"АО ""СГ ""ПРЕСТИЖ-ПОЛИС""",Москва,2,-,-,-,-,-,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,1207,"АО ""СК  БЛАГОСОСТОЯНИЕ ОС""",Москва,5055,6,-,-,-,-,5055,415,343,-,-,72,4640,4396,2,-,-,-,-,-,-,-,4394,6,-,-,-,-,-,-,-,-,6,-,-,238,-,-,-,-,-,-,-,-,-
