"Сведения о выплатах по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
принятым в перестрахование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 12.08.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-июнь 2019,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,пенсионное страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,21770730.60809,-,-,-,-,21345435.06539,553856.30233,319057.09493,-,-,234799.2074,20791578.76306,19845881.76528,557947.92497,23977.60064,2866251.38339,181220.11499,5051450.13817,496602.26167,-,10639959.4482,28472.89325,613913.28528,42626.53508,22149.14874,3600.91373,-,75910.80996,210782.79156,-,117832.87157,108015.2029,58745.07421,100120.13567,231663.57683,-,-,-,425295.5427,-,104327.87034,320967.67236,-
1,0212,"АО  ""Цюрих надежное страхование""",Москва,3.62292,-,-,-,-,3.62292,-,-,-,-,-,3.62292,3.62292,-,-,-,-,-,-,-,3.62292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3947,"АО ""АИГ""",Москва,261092.10519,-,-,-,-,261092.10519,-,-,-,-,-,261092.10519,111202.25749,-,-,-,-,20933.91908,-,-,90268.33841,-,-,-,-,-,-,-,-,-,-,-,-,-,149889.8477,-,-,-,-,-,-,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,1085368.84815,-,-,-,-,1057920.12113,14218.908,14218.908,-,-,-,1043701.21313,1003117.14089,-,-,558884.96427,-,77039.85257,-,-,367192.32405,-,36377.99723,-,-,-,-,35037.60671,-,-,-,1340.39052,-,4072.93835,133.13666,-,-,-,27448.72702,-,3961.8482,23486.87882,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,13587.67394,-,-,-,-,1872.93526,1202.74,1202.74,-,-,-,670.19526,-,-,-,-,-,-,-,-,-,-,670.19526,-,-,-,-,-,-,-,-,670.19526,-,-,-,-,-,-,11714.73868,-,2408.72253,9306.01615,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,5575.55097,-,-,-,-,194.69351,-,-,-,-,-,194.69351,194.69351,-,-,-,-,-,-,-,194.69351,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5380.85746,-,452.79645,4928.06101,-
6,1820,"АО ""ГУТА-Страхование""",Москва,5992.18247,-,-,-,-,5827.13504,-,-,-,-,-,5827.13504,5827.13504,-,-,4552.13852,-,-,-,-,1274.99652,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165.04743,-,-,165.04743,-
7,1427,"АО ""МАКС""",Москва,84958.99555,-,-,-,-,76591.48698,-,-,-,-,-,76591.48698,76591.48698,-,-,-,15.08073,76194.18626,-,-,382.21999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8367.50857,-,1766.508,6601.00057,-
8,2346,"АО ""ОСК""",Самара,23063.39786,-,-,-,-,21659.93326,1257.0569,1257.0569,-,-,-,20402.87636,18734.85614,8869.14137,-,381.36117,-,106.89568,-,-,6985.75963,2391.69829,48.0462,-,-,-,-,-,-,-,-,48.0462,-,-,1619.97402,-,-,-,1403.4646,-,282.63398,1120.83062,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,259377.23003,-,-,-,-,259377.23003,543.98486,543.98486,-,-,-,258833.24517,258713.25534,11539.07756,-,-,47.2434,31230.304,13797.26613,-,185535.0048,16564.35945,119.98983,-,-,-,-,-,-,-,-,119.98983,-,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,17230.97292,-,-,-,-,14023.93929,440.39553,440.39553,-,-,-,13583.54376,11789.99101,1894.21261,-,191.18601,-,9208.5723,-,-,438.36466,57.65543,1793.55275,-,-,-,-,-,-,-,1118.92978,674.62297,-,-,-,-,-,-,3207.03363,-,555.49637,2651.53726,-
11,1208,"АО ""СОГАЗ""",Москва,2721285.20375,-,-,-,-,2677506.98397,75087.28853,75087.28853,-,-,-,2602419.69544,2583439.14384,4406.8672,-,23929.75634,106056.40084,390593.86787,266740.86441,-,1791665.81557,45.57161,11159.27478,7434.92321,-,-,-,806.93561,-,-,-,2917.41596,-,908.67214,6912.60468,-,-,-,43778.21978,-,35206.60692,8571.61286,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,6354.6801,-,-,-,-,4699.27311,-,-,-,-,-,4699.27311,4699.27311,-,-,-,-,4699.27311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1655.40699,-,361.98031,1293.42668,-
13,4351,АО РНПК,Москва,6890427.71438,-,-,-,-,6890427.71438,167844.92763,45679.98835,-,-,122164.93928,6722582.78675,6600054.01317,344015.43434,588.24487,523551.66129,8772.22004,3705424.32599,204444.90443,-,1810246.78899,3010.43322,66371.07183,0.94746,-,-,-,7334.50861,248.13876,-,52.14,4052.33814,54682.99886,3997.0595,52160.64225,-,-,-,-,-,-,-,-
14,3300,"АО СГ ""Спасские ворота""",Салехард,2170.7887,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2170.7887,-,398.16843,1772.62027,-
15,0290,"АО СК ""Альянс""",Москва,25677.34089,-,-,-,-,15311.24089,-,-,-,-,-,15311.24089,7195.04199,4.12849,-,6659.44708,-,-,-,-,531.46642,-,2529.06,-,-,-,-,-,-,-,-,2529.06,-,-,5587.1389,-,-,-,10366.1,-,1868.34265,8497.75735,-
16,2947,"АО СК ""РСХБ-Страхование""",Москва,38003.54796,-,-,-,-,38003.54796,6824.66668,-,-,-,6824.66668,31178.88128,31178.88128,-,-,-,-,30269.82866,403.80973,-,505.24289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,1216,"АО СК ""Чулпан""",Альметьевск,9442.38109,-,-,-,-,429.98195,-,-,-,-,-,429.98195,429.98195,429.98195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9012.39914,-,1280.82745,7731.57169,-
18,2284,"ЗАО ГСАО ""Плато""",Москва,82.80242,-,-,-,-,82.80242,-,-,-,-,-,82.80242,78.27448,-,-,-,-,-,-,-,78.27448,-,4.52794,-,-,-,-,-,-,-,-,4.52794,-,-,-,-,-,-,-,-,-,-,-
