"Сведения о выплатах по договорам, принятым в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 16.11.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-сентябрь 2020 г.,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,
,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,
,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,
,,,,,,,из него,,,личное страхование (кроме страхования жизни),,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,
,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,
,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного 
№ п\п,Рег №,Наименование,Город,Всего,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного 
,,,,,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,12309181.51087,-,-,-,-,10523067.25178,510672.72629,234985.165,-,-,275687.56129,10012394.52549,9103377.90234,507937.20614,3188.02006,2050712.73842,212560.40554,364889.93071,698109.07651,34.20734,5238339.17721,27641.34775,356955.21254,24315.96773,7925.80609,3151.52321,-,122457.53327,17371.0039,40963.97094,98604.37359,49077.6991,4164.66401,158107.09859,393954.31202,-,-,-,1786114.25909,1130363.50983,150393.40869,505357.34057,-
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,7184.16279,-,-,-,-,4007.06992,2084.15327,-,-,-,2084.15327,1922.91665,747.9853,-,-,-,-,-,-,-,747.9853,-,1174.93135,1174.93135,-,1174.93135,-,-,-,-,-,-,-,-,-,-,-,-,3177.09287,-,697.57736,2479.51551,-
2,3947,"АО ""АИГ""",Москва,261181.35096,-,-,-,-,261181.35096,-,-,-,-,-,261181.35096,130121.75614,-,-,-,-,113168.42841,-,-,16953.32773,-,2126.48769,-,-,-,-,-,-,-,-,2126.48769,-,-,128933.10713,-,-,-,-,-,-,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,1705206.78649,-,-,-,-,529922.20583,10.0712,10.0712,-,-,-,529912.13463,537969.24763,-,-,359299.30162,-,2886.88475,-,-,175783.06126,-,-9394.49635,-,-,-,-,-9394.49635,-,-,-,-,-,1317.44246,19.94089,-,-,-,1175284.58066,1130363.50983,9943.28671,34977.78412,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,41669.26565,-,-,-,-,1002.37571,1075.8,1075.8,-,-,-,-73.42429,16.94054,-,-,-,-,-,-,-,16.94054,-,-,-,-,-,-,-,-,-,-,-,-,-,-90.36483,-,-,-,40666.88994,-,9687.97327,30978.91667,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,10940.10912,-,-,-,-,2758.93955,248.62098,248.62098,-,-,-,2510.31857,2510.31857,-,-,36.26961,-,2471.75473,-,-,2.29423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8181.16957,-,1924.35512,6256.81445,-
6,1820,"АО ""ГУТА-Страхование""",Москва,2216.89229,-,-,-,-,2208.61493,-,-,-,-,-,2208.61493,2208.61493,-,-,492.24069,-,-,-,-,1716.37424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.27736,-,-,8.27736,-
7,1427,"АО ""МАКС""",Москва,66148.05002,-,-,-,-,54211.63101,-,-,-,-,-,54211.63101,54211.34322,-,-,3094.27558,-,4314.05007,-,-,46803.01757,-,0.28779,-,-,-,-,-,-,-,-,0.28779,-,-,-,-,-,-,11936.41901,-,3046.63089,8889.78812,-
8,2346,"АО ""ОСК""",Самара,19404.59411,-,-,-,-,17376.25806,424.40297,424.40297,-,-,-,16951.85509,15870.64846,9287.58726,-,1066.58775,-,178.29775,54.56317,-,2441.485,2842.12753,1060.96167,-,-,-,-,-,7.11285,-,-,1053.84882,-,-,20.24496,-,-,-,2028.33605,-,487.14215,1541.1939,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,288560.10709,-,-,-,-,288560.10709,1751.76878,1751.76878,-,-,-,286808.33831,286671.07866,15613.7257,-,-,2.17599,11325.70116,447.58514,-,253352.62681,5929.26386,137.25965,18.25418,18.25418,-,-,-,-,-,-,119.00547,-,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,23704.71098,-,-,-,-,18696.71775,11450.56399,11450.56399,-,-,-,7246.15376,6812.71651,3839.25087,-,384.80757,-,660.07502,-,-,319.3089,1609.27415,433.42078,-,-,-,-,-,-,-,350.07558,83.3452,-,-,0.01647,-,-,-,5007.99323,-,1128.1882,3879.80503,-
11,1208,"АО ""СОГАЗ""",Москва,1980409.61515,-,-,-,-,1918975.64288,37665.9394,37665.9394,-,-,-,1881309.70348,1896885.89035,4508.71353,-,44306.01879,105043.63393,61631.71682,598486.01277,-,1082909.79451,-,17904.49129,4512.41566,-,-,-,10676.06214,-,-,-,2716.01349,-,-41825.17464,8344.49648,-,-,-,61433.97227,-,12145.55932,49288.41295,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,2051.298,-,-,-,-,265.41792,-,-,-,-,-,265.41792,265.41792,-,-,-,-,265.41792,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1785.88008,-,376.07204,1409.80804,-
13,0212,"АО ""Цюрих надежное страхование""",Москва,7306.00165,-,-,-,-,7306.00165,-,-,-,-,-,7306.00165,7306.00165,-,-,-,-,-,-,-,7306.00165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,0177,"АО ""Юнити страхование""",Москва,2793.74306,-,-,-,-,2793.74306,-,-,-,-,-,2793.74306,85.92323,-,-,-,-,-,-,-,85.92323,-,1976.59186,1976.59186,-,1976.59186,-,-,-,-,-,-,-,731.22797,-,-,-,-,-,-,-,-,-
15,4351,АО РНПК,Москва,3048817.29114,-,-,-,-,3040510.34553,232186.09909,103571.13608,-,-,128614.96301,2808324.24644,2454058.11737,255826.29019,597.96913,649505.88671,8538.25497,87383.60971,54908.26546,34.20734,1383714.7975,13583.0437,100005.61393,341.58835,-,-,-,70079.78853,13778.8751,-,2566.31567,9099.52776,4139.51852,2345.84171,251914.67343,-,-,-,8306.94561,-,8306.94561,-,-
16,3300,"АО СГ ""Спасские ворота""",Салехард,3407.8891,-,-,-,-,114.11839,-,-,-,-,-,114.11839,114.11839,-,-,-,-,112.77372,-,-,1.34467,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3293.77071,-,698.90474,2594.86597,-
17,0290,"АО СК ""Альянс""",Москва,67239.1604,-,-,-,-,54951.41272,4595.25315,4595.25315,-,-,-,50356.15957,19200.90294,-,-,4850.05304,-,-,-,-,14350.8499,-,8361.78883,-,-,-,-,7791.97928,-,-,-,569.80955,-,22793.4678,-,-,-,-,12287.74768,-,2473.53873,9814.20895,-
18,2947,"АО СК ""РСХБ-Страхование""",Москва,8774.10642,-,-,-,-,8774.10642,5194.23659,-,-,-,5194.23659,3579.86983,3579.86983,-,-,-,-,1702.8082,-,-,1877.06163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,1216,"АО СК ""Чулпан""",Альметьевск,12468.02136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12468.02136,-,2699.8086,9768.21276,-
20,2708,"ОАО ""ЧСК""",Москва,3419.44539,-,-,-,-,10.80821,-,-,-,-,-,10.80821,10.80821,-,-,-,-,-,-,-,10.80821,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3408.63718,-,718.95704,2689.68014,-
21,2496,"ООО ""Абсолют Страхование""",Москва,88109.9398,-,-,-,-,82263.24501,0.23272,0.23272,-,-,-,82263.01229,78726.94178,62400.37107,-,12337.84952,30.388,441.77025,-,-,3510.5092,6.05374,3536.07051,-,-,-,-,-,3536.07051,-,-,-,-,-,-,-,-,-,5846.69479,-,2836.26145,3010.43334,-
22,3487,"ООО ""БИН Страхование""",Москва,4036.79534,-,-,-,-,212.61013,-,-,-,-,-,212.61013,212.61013,-,-,1.38844,-,-,-,-,211.22169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3824.18521,-,652.99398,3171.19123,-
