Сведения о выплатах в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
,,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"средств наземного транспорта 
(кроме средств железнодорожного транспорта)",средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,"владельцев средств наземного транспорта 
(кроме средств железнодорожного транспорта)",      из него:,,владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,,"владельцев автотранспортных средств (кроме страхования, осуществляемого в рамках международной системы страхования «Зеленая карта»)","владельцев автотранспортных средств (страхование, осуществляемое в рамках международной системы страхования «Зеленая карта»)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ИТОГО:,,,,509722126,5179959,36486836,35408493,4613025,1078343,279843370,120178533,14367296,10225,7462,105811237,159664837,138602811,83343915,813964,3473893,1861430,2687360,1590463,1084319,36598289,8233497,7488663,3726365,3025788,691835,225313,594717,593680,176151,157355,1718396,296686,11225854,2347509,16520079,16520079,0,176691329,175516252,213960,961117,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,826587,42220,0,0,0,0,796291,319556,30069,0,0,289487,476735,449443,180984,0,0,11927,57673,0,0,182740,16119,25367,3285,3285,0,2028,0,639,0,2893,16522,0,0,1925,0,0,0,29912,29903,0,9,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,471128,0,0,0,0,0,471128,0,0,0,0,0,471128,471128,9642,0,0,0,0,461486,407786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,66439,1564,0,0,0,0,66439,45018,1205,0,0,43813,21421,20460,19365,0,0,5,165,0,0,511,414,961,342,342,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,313823,0,0,0,0,0,93141,34757,13512,0,0,21245,58384,55471,40544,0,0,0,30,585,0,9309,5003,2748,2748,2748,0,0,0,0,0,0,0,0,0,165,0,0,0,220682,220184,35,463,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,137663,0,0,0,0,0,137663,1231,1231,0,0,0,136432,71702,703,0,0,0,42451,0,0,28291,257,15305,2293,2293,0,0,0,0,0,0,13012,0,0,49425,0,0,0,0,0,0,0,0
6,3867,  АК БАРС СТРАХОВАНИЕ,Казань,227223,35,0,0,0,0,227223,30927,30709,0,0,218,196296,85405,13517,0,0,0,321,17088,0,6611,47868,110888,0,0,0,0,105751,0,0,276,4861,0,0,3,0,0,0,0,0,0,0,0
7,3943,  АК БАРС-МЕД,Казань,160079,2981,0,0,0,0,160079,160079,0,0,0,160079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3572,  АКЦЕПТ,Люберцы,68406,0,0,0,0,0,68406,4044,4044,0,0,0,64362,64362,64362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,28458327,266464,0,0,0,0,20537846,9025944,869937,0,0,8156007,11511902,10265829,7471377,98074,772080,178852,48863,139754,27793,800592,756237,627765,447127,378924,68203,0,79842,21620,0,23813,54217,1146,180972,437336,941,941,0,8290423,8206277,5372,78774,0
11,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,5198511,91561,5171179,5170057,0,1122,27332,27332,9243,0,0,18089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,290,  АЛЬЯНС,Москва,2199776,38498,0,0,0,0,2192819,234632,207927,2000,0,26705,1958187,664375,119976,10033,0,29423,176403,0,0,322787,5753,144828,31629,24109,7520,0,6895,4745,0,4440,97119,0,355205,793779,0,0,0,6957,0,0,6957,0
14,3828,  АЛЬЯНС ЖИЗНЬ,Москва,7056955,508215,2434777,2434763,41835,14,4622178,4622178,60629,0,0,4561549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2699,  АЛЬЯНС-МЕД,Сызрань,2,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,436,  АМТ СТРАХОВАНИЕ,Москва,19863,14731,0,0,0,0,19863,0,0,0,0,0,19863,6073,0,0,0,6073,0,0,0,0,0,13790,0,0,0,0,0,13790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,66,  АНГАРА,Братск,522991,0,0,0,0,0,40370,5819,5450,0,0,369,34551,34415,22972,0,0,0,0,0,0,8581,2862,136,65,65,0,0,0,0,0,0,71,0,0,0,0,0,0,482621,482621,0,0,0
18,2982,  АНДРОМЕДА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1858,  АРМЕЕЦ,Москва,1485646,26048,0,0,0,0,133705,18689,2998,0,0,15691,115016,113389,63659,0,0,26,0,0,0,29080,20624,1627,0,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,1334848,1334848,0,0,0
20,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3193,  АРСЕНАЛЪ,Москва,3452004,0,0,0,0,0,360591,123330,16702,0,0,106628,237261,7120,0,0,0,1045,56,0,0,2816,3203,226520,0,0,0,0,0,0,0,0,217966,8554,0,3621,3085976,3085976,0,0,0,0,0,0
22,2489,  АСКО,Набережные Челны,1596630,14602,0,0,0,0,555474,362597,18467,0,0,344130,192877,184929,106257,0,0,0,172,61668,61360,9371,7461,7907,7781,7781,0,0,0,0,0,0,126,0,0,41,0,0,0,1041156,1031811,0,9345,0
23,3999,  АСКО-ЖИЗНЬ,Набережные Челны,55435,0,55314,55314,0,0,121,121,70,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,278,  АСКОМЕД,Самара,41959,0,0,0,0,0,41959,41959,0,0,0,41959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3767,  АСКОР,Москва,38350,0,0,0,0,0,38350,6084,6084,0,0,0,32266,31041,27993,0,0,0,0,0,0,3048,0,1225,0,0,0,0,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0
26,2144,  АСКО-ЦЕНТР,Курск,37869,5058,0,0,0,0,37869,20334,919,0,0,19415,17535,17527,14641,0,0,0,0,0,0,843,2043,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
27,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,758,  АСТРА-МЕТАЛЛ,Магнитогорск,125651,0,0,0,0,0,125651,125651,0,0,0,125651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2619,  АСТРО-ВОЛГА,Самара,409996,0,0,0,0,0,52900,16720,782,0,0,15938,36180,32094,23345,0,0,0,0,0,0,8215,534,4086,224,224,0,0,0,0,0,0,3862,0,0,0,0,0,0,357096,357096,0,0,0
30,2684,  АСТРО-ВОЛГА-МЕД,Самара,7162,0,0,0,0,0,7162,7162,0,0,0,7162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,154024,0,0,0,0,0,154024,0,0,0,0,0,154024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154024,0,0,0,0,0,0,0,0,0
32,518,  БАСК,Белово,289349,0,0,0,0,0,127915,120257,2474,0,0,117783,7658,7658,3891,0,0,0,3389,0,0,107,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161434,160254,1180,0,0
33,3487,  БИН СТРАХОВАНИЕ,Москва,322987,0,0,0,0,0,235039,71730,51578,0,0,20152,163309,128470,48658,0,0,45,258,0,0,3756,75753,19771,5096,5096,0,0,0,0,0,321,13622,732,0,15068,0,0,0,87948,82744,0,5204,0
34,3991,  БЛАГОСОСТОЯНИЕ,Москва,657212,36856,153207,95726,0,57481,504005,504005,449544,0,0,54461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,149530,485,0,0,0,0,149452,62452,47606,0,0,14846,87000,69291,49,0,0,0,0,0,0,0,69242,614,0,0,0,0,0,0,0,0,614,0,0,17095,0,0,0,78,78,0,0,0
36,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,7419,0,0,0,0,0,1461,289,0,0,0,289,1172,1172,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5958,5958,0,0,0
37,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,136516,0,0,0,0,0,136516,88543,204,0,0,88339,47973,47862,17975,0,0,0,355,0,0,9573,19959,111,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0
38,3245,  ВЕРНА,Краснодар,434604,0,0,0,0,0,53732,28518,10639,0,0,17879,25214,23921,20083,0,0,0,0,0,0,1446,2392,814,0,0,0,0,0,0,0,235,579,0,0,479,0,0,0,380872,380872,0,0,0
39,4170,  ВИС,Махачкала,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3561,  ВИТАЛ-ПОЛИС,Москва,32842,0,0,0,0,0,32842,32440,13,0,0,32427,402,402,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,214935,0,153557,153305,0,252,61378,61378,504,0,0,60874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,425,0,0,0,0,0,425,425,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,433,  ВОСТСИБЖАСО,Иркутск,32146,0,0,0,0,0,32146,17053,10740,0,0,6313,15093,14968,2684,0,0,0,0,0,0,31,12253,125,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0
44,621,  ВСК,Москва,28127111,445699,0,0,0,0,13927966,3597648,1177503,0,0,2420145,10330318,9579030,7356389,2771,328030,5270,389054,9339,500,915869,572308,734213,534347,267354,266993,128,0,0,0,5848,177630,16260,7,17068,0,0,0,14182969,14063806,20114,99049,0
45,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,1463225,0,69445,61983,0,7462,22225,22225,22225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371555,1371555,0,0,0,0,0,0
46,3978,  ВСК-МИЛОСЕРДИЕ,Москва,41111,0,0,0,0,0,41111,41111,0,0,0,41111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2890,  ВТБ МС,Москва,9819,14,0,0,0,0,9819,9819,0,0,0,9819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3398,  ВТБ СТРАХОВАНИЕ,Москва,10456463,0,0,0,0,0,10031697,4869175,1866577,0,0,3002598,5162522,4634896,405400,11950,69283,28284,64784,0,0,3061513,993682,219142,123767,118832,4935,0,2025,0,0,33594,59690,66,0,308484,321053,321053,0,103713,86046,4758,12909,0
49,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,383011,620,383011,381589,105,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3780,  ВЫРУЧИМ!,Екатеринбург,64526,0,0,0,0,0,64526,2061,2055,0,0,6,62465,62311,61933,0,0,0,226,0,0,0,152,54,54,54,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
51,630,  ГАЙДЕ,Санкт-Петербург,1376781,358,0,0,0,0,654485,172195,10443,0,0,161752,482290,474053,462178,0,0,0,475,0,0,988,10412,7170,6962,6962,0,0,0,0,0,0,208,0,0,1067,0,0,0,722296,710139,0,12157,0
52,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,397,  ГЕЛИОС,Москва,1237582,0,0,0,0,0,404942,134707,34500,0,0,100207,270235,261441,195850,0,0,0,2012,0,0,24268,39311,7562,3518,3518,0,0,0,0,0,0,2913,1131,0,1232,0,0,0,802408,802268,140,0,0
54,448,  ГЕОПОЛИС,Москва,369261,0,292399,0,0,292399,76862,76862,0,0,0,76862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2397,  ГЕОПОЛИС,Москва,250862,0,0,0,0,0,201321,13962,0,0,0,13962,187359,185483,175839,0,0,0,0,0,0,4796,4848,1876,1876,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,49541,49541,0,0,0
56,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,27780,104,0,0,0,0,27780,27780,0,0,0,27780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,35941,0,0,0,0,0,35941,19418,0,0,0,19418,16523,15923,3149,0,0,0,0,0,0,12438,336,600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2042,  ГРАНТА,Казань,84612,0,0,0,0,0,84612,2323,1093,0,0,1230,82289,81570,76556,0,0,0,0,0,0,3565,1449,605,0,0,0,0,0,0,0,343,262,0,0,114,0,0,0,0,0,0,0,0
59,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,12960052,157681,0,0,0,0,9260078,3437399,84314,0,0,3353085,5822679,5406239,4694814,0,0,89028,476153,0,0,52755,93489,300201,288578,288578,0,0,0,1950,0,232,9441,0,0,116239,0,0,0,3699974,3698341,0,1633,0
60,1820,  ГУТА-СТРАХОВАНИЕ,Москва,468354,0,0,0,0,0,317056,29564,16797,0,0,12767,287492,260652,231247,0,0,0,0,4131,4131,23243,2031,26626,9719,9719,0,0,0,0,0,32,16598,277,0,214,0,0,0,151298,148818,0,2480,0
61,2214,  ДАЛЬАКФЕС,Владивосток,591006,0,0,0,0,0,23987,5232,2863,0,0,2369,18755,17169,14090,0,0,0,0,0,0,1682,1397,145,0,0,0,0,0,20,0,0,125,0,1441,0,0,0,0,567019,567019,0,0,0
62,55,  ДАЛЬЖАСО,Хабаровск,94619,0,0,0,0,0,94619,79805,6775,0,0,73030,14814,9782,7152,0,0,0,513,0,0,437,1680,5032,0,0,0,0,0,0,0,0,185,4847,0,0,0,0,0,0,0,0,0,0
63,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,276257,10558,0,0,0,0,35049,6236,6236,0,0,0,28813,14709,13297,0,0,0,887,0,0,157,368,14104,13571,0,13571,0,0,0,0,0,533,0,0,0,0,0,0,241208,241208,0,0,0
64,3870,  ДЕЛО ЖИЗНИ,Москва,175238,0,172174,172174,0,0,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1363,  ДИАМАНТ,Москва,6689,0,0,0,0,0,6280,0,0,0,0,0,6280,6280,6280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,409,0,0,0
66,206,  ДИАНА,Ангарск,42414,0,0,0,0,0,42414,26360,1632,0,0,24728,16054,16033,1022,0,0,0,2,0,0,7485,7524,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
67,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,24581,4,0,0,0,0,21821,14908,5635,0,0,9273,6913,6098,560,0,0,0,0,0,0,1309,4229,694,0,0,0,0,0,0,0,0,694,0,0,121,0,0,0,618,618,0,0,0
68,3954,  ЕВРОИНС,Смоленск,752012,9581,0,0,0,0,195120,115135,1404,0,0,113731,79985,53983,49662,0,0,0,24,1069,0,1832,1396,6061,0,0,0,0,0,0,0,3569,2483,9,0,19941,0,0,0,556892,556892,0,0,0
69,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,807138,0,0,0,0,0,807138,805025,805025,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,2038,0,0,0,0,0,0,0,0,0,2038,0,75,0,0,0,0,0,0,0,0
70,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,5420,0,0,0,0,0,5420,4543,1002,0,0,3541,877,875,389,200,0,0,75,0,0,211,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
71,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,2412084,46201,0,0,0,0,1467530,245062,62943,0,0,182119,1222468,1197381,1019356,0,0,0,9388,1706,0,66427,100504,23072,10698,10698,0,0,0,0,0,960,11414,0,0,2015,0,0,0,943436,933802,0,9634,0
74,3616,  ИНВЕСТ-ПОЛИС,Королев,207822,0,0,0,0,0,207822,0,0,0,0,0,207822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207822,0,0,0,0,0,0,0,0,0
75,2401,  ИНВЕСТСТРАХ,Москва,91298,0,0,0,0,0,91298,26105,1256,0,0,24849,65193,1238,621,0,0,0,0,0,0,256,361,63955,0,0,0,0,0,0,0,216,0,63739,0,0,0,0,0,0,0,0,0,0
76,425,  ИНГВАР,Москва,13697,0,0,0,0,0,13697,0,0,0,0,0,13697,13697,0,0,0,0,13697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,928,  ИНГОССТРАХ,Москва,42833921,1555003,0,0,0,0,26330144,6271401,97081,2439,0,6174320,20058743,18311960,12771644,38215,56602,728044,279883,3007,0,3895412,539153,1690873,648231,648231,0,26401,251453,492576,9325,41783,220292,812,24332,31578,0,0,0,16258929,16069531,25549,163849,0
78,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,790675,0,416722,297326,0,119396,373953,373953,373953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3837,  ИНГОССТРАХ-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2169,  ИНЕРТЕК,Санкт-Петербург,8016,0,0,0,0,0,8016,15,15,0,0,0,8001,1342,1337,0,0,0,0,0,0,5,0,6659,0,0,0,0,0,0,0,0,6659,0,0,0,0,0,0,0,0,0,0,0
81,2031,  ИНКО-МЕД,Воронеж,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,870,  ИНТАЧ СТРАХОВАНИЕ,Москва,878202,10964,0,0,0,0,612983,21974,12370,0,0,9604,591009,565796,563899,0,0,0,0,0,0,0,1897,24386,23851,23851,0,0,0,0,0,0,535,0,0,827,0,0,0,265169,265169,0,0,0
83,902,  КАЙРОС,Петропавловск-Камчатский,391,0,0,0,0,0,391,391,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3175,  КАПИТАЛ ПЕРЕСТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1298,  КАПИТАЛ СТРАХОВАНИЕ,Когалым,2806563,35965,0,0,0,0,2695537,1458745,43698,0,0,1415047,1236792,1179955,230264,0,0,1023,5240,0,0,940612,2816,56782,325,325,0,0,0,0,56272,0,185,0,0,55,0,0,0,111026,100150,241,10635,0
86,3645,  КАПИТАЛ-ЛАЙФ,Москва,178346,0,178346,178083,19610,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1336,  КАПИТАЛ-ПОЛИС,Санкт-Петербург,1055632,0,0,0,0,0,1055632,755399,452,0,0,754947,300233,298611,82334,0,0,0,216149,0,0,125,3,819,819,819,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0
88,2875,  КАПИТАЛ-ПОЛИС МЕДИЦИНА,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
