Сведения о вознаграждении посредникам,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,347546.11171,-,-,-,-,338259.26308,37967.32618,16719.94768,-,-,21247.3785,300291.9369,201412.85253,141511.23859,-,-,736.10536,10561.61226,-,-,13719.71118,34884.18514,5497.30568,996.89793,-,-,212.81566,-,357.69707,3799.43002,130.465,129.59796,93252.18073,-,-,-,9286.84863,9156.96226,55.54708,74.33929,-
2,3947,"АО ""АИГ""",Москва,14279.73456,-,-,-,-,14269.99956,-,-,-,-,-,14269.99956,5392.72064,-,-,-,-,3549.84067,-,-,1842.87997,-,5448.50449,237.46405,-,-,-,-,-,5211.04044,-,-,3428.77443,-,-,-,9.735,-,9.735,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,6184169.05248,-,-,-,-,5884149.23941,1004123.01655,859728.33652,388.29678,-,144394.68003,4880026.22286,3838773.37217,1484980.29332,1533.46653,7762.9297,18191.54463,34652.01109,11080.11933,10036.62019,168536.85341,2112036.15416,118461.64785,29755.73104,-,3478.64707,3648.20582,1438.85566,4310.33202,74635.47127,1194.40497,5728.11641,917063.08643,-,-,-,300019.81307,295568.43672,3504.55839,946.81796,-
4,3064,"АО ""Боровицкое страховое общество""",Москва,29422.48713,-,-,-,-,21490.41374,11885.66688,8591.78696,-,-,3293.87992,9604.74686,8408.89496,274.68165,-,-,-,4113.59595,-,-,4009.14972,11.46764,1195.8519,-,-,-,-,-,27.243,376.0589,792.55,-,-,-,-,-,7932.07339,7932.07339,-,-,-
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,1363223.23434,-,-,-,-,1313241.35922,146589.24321,47711.86738,-,-,98877.37583,1166652.11601,735497.10215,537143.65701,1.0206,-,7446.43688,4164.91303,-,-,9568.76604,177172.30859,16491.92748,2018.15828,-,-,44.02205,-,233.896,14195.85115,-,-,414663.08638,-,-,-,49981.87512,49536.1549,234.71252,211.0077,-
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,757613.11367,-,-,-,-,701169.80111,366086.68208,357613.58533,1031.38813,-,8473.09675,335083.11903,301614.00093,241931.44914,-,-,716.08754,3236.32134,241.9017,-,10766.73701,44721.5042,3519.36548,98.0769,-,13.87188,36.89,-,103.96515,3266.56155,-,174.8505,29774.90212,-,-,-,56443.31256,54960.39939,778.31378,704.59939,-
7,1412,"АО ""Д2 Страхование""",Новосибирск,210426.4198,-,-,-,-,210426.4198,121760.16933,120802.4156,-,-,957.75373,88666.25047,74884.2652,155.01056,-,-,-,-,-,-,27.79,74701.46464,2963.16311,-,-,-,-,-,-,2963.16311,-,-,10818.82216,-,-,-,-,-,-,-,-
8,0055,"АО ""ДальЖАСО""",Хабаровск,5752.30622,-,-,-,-,5752.30622,1310.33332,499.62187,-,-,810.71145,4441.9729,4416.85264,21.6178,135.4865,-,-,4084.3467,-,-,111.59962,63.80202,25.12026,-,-,-,-,-,-,23.12026,2,-,-,-,-,-,-,-,-,-,-
9,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,29066.99946,-,-,-,-,29066.99946,12991.39889,1.59986,-,-,12989.79903,16075.60057,7.91563,-,-,-,-,-,-,-,-,7.91563,3.45929,-,-,-,-,-,-,3.45929,-,-,16064.22565,-,-,-,-,-,-,-,-
10,1427,"АО ""МАКС""",Москва,918823.13767,-,-,-,-,862434.81004,390050.5897,371375.14206,-,-,18675.44764,472384.22034,280520.82881,257073.45889,5872.72856,126.378,20.52,210.57102,-230.78982,-230.78982,2231.79414,15216.16802,7696.3448,4219.34679,-,-,-,625.73595,142.925,2100.54862,607.78844,24.79151,184142.25522,-,-,-,56388.32763,55580.13175,174.40112,633.79476,-
11,2346,"АО ""ОСК""",Самара,121385.69756,-,-,-,-,100057.12739,24854.16674,16572.86726,-,-,8281.29948,75202.96065,68195.22742,56679.79715,6.93576,6.3,3775.00177,826.69499,1.13751,-,4146.54294,2752.8173,6038.4096,88.97391,-,12.7512,6.5,1.62,557.84348,5287.1301,83.59091,-48.74658,1018.07021,-,-,-,21328.57017,21043.3102,207.069,78.19097,-
12,3748,"АО ""Русский Стандарт Страхование""",Москва,708254.96829,476413.54057,476413.54057,-,-,231841.42772,231841.42772,154274.46858,-,-,77566.95914,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,2619,"АО ""СК ""Астро-Волга""",Самара,213037.88375,-,-,-,-,203506.65896,106272.70742,100067.11785,-,-,6205.58957,97233.95154,95171.45961,65370.50768,-,-,85.86345,302.04435,2.061,-,2152.21313,27258.77,2062.49193,541.46095,-,-,-,-,63.284,1444.58698,13.16,-,-,-,-,-,9531.22479,9531.22479,-,-,-
14,0507,"АО ""СК ""Колымская""",Хабаровск,22538.16647,19464.43858,19371.30933,-,93.12925,3073.72789,3073.72789,1985.36415,-,-,1088.36374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,0915,"АО ""СК ""ПАРИ""",Москва,326868.48568,-,-,-,-,325589.54074,85571.40371,79364.8896,-,-,6206.51411,240018.13703,221005.86541,10186.76934,20.36996,568.61,152.55306,114732.57323,-,-,50681.42317,44663.56665,10216.00942,354.80458,-,59.29021,367.43071,174.50287,655.71493,8565.56612,38.7,161.39176,8634.87044,-,-,-,1278.94494,921.82843,142.47038,214.64613,-
16,4014,"АО ""СК ""Югория-Жизнь""",Москва,164250.63415,114000.85293,114000.85293,-,-,50249.78122,50249.78122,50234.68933,-,-,15.09189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,149848.59081,-,-,-,-,121245.69164,27882.6365,18501.33399,-,-,9381.30251,93363.05514,87685.18795,73183.87229,25.272,-,-,6495.09101,-,-,3130.59189,4850.36076,2048.43376,166.46783,-,-,-,-,6.1,384.85593,1491.01,-,3629.43343,-,-,-,28602.89917,27592.27535,598.8855,411.73832,-
18,2873,"АО ""СМК ""Сахамедстрах""",Якутск,113.80793,-,-,-,-,113.80793,113.80793,-,-,-,113.80793,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,1587,"АО ""СО ""Талисман""",Казань,16516.15074,-,-,-,-,2093.1171,87.47836,87.47836,-,-,-,2005.63874,2000.37824,1895.85,-,-,-,-,-,-,21.5954,82.93284,5.2605,-,-,-,-,-,-,5.2605,-,-,-,-,-,-,14423.03364,14423.03364,-,-,-
20,1208,"АО ""СОГАЗ""",Москва,31644614.5821,-,-,-,-,31575128.67723,29086825.60244,28656964.04328,-,-,429861.55916,2488303.07479,1896046.54656,716108.95701,11317.43082,99821.48905,12343.885,17129.5845,715.89709,282.36879,558672.48495,479936.81814,454377.91154,6870.9037,-,7408.92263,2555.46182,108631.57027,113075.31956,215801.05537,34.67819,56232.70367,81645.91302,-,-,-,69485.90487,57287.77756,9562.56691,2635.5604,-
21,3229,"АО ""Страховая бизнес группа""",Воронеж,300846.69934,-,-,-,-,291186.93308,9601.47887,889.93801,-,-,8711.54086,281585.45421,264651.66769,-,-,4.74599,-,3157.13232,-,-,261427.43935,62.35003,16933.78652,-,-,0.505,10.3776,-,200.16,15530.04125,1192.70267,-,-,-,-,-,9659.76626,8889.11491,185.78691,584.86444,-
22,0983,"АО ""Страховая группа ""УралСиб""",Москва,67061.78306,-,-,-,-,67061.78306,66466.71621,66466.71621,-,-,-,595.06685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,595.06685,-,-,-,-,-,-,-,-
23,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,23175.16849,-,-,-,-,22394.26619,8106.64753,-438.806,-,-,8545.45353,14287.61866,8741.81123,7740.49161,-,-,-,340.88059,-,-,357.03181,303.40722,2209.66354,201.48039,-,-,-,-,1485.21389,522.96926,-,-,3336.14389,-,-,-,780.9023,780.9023,-,-,-
24,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,5633.91142,-,-,-,-,5633.91142,3362.8764,2186.25435,-,-,1176.62205,2271.03502,1319.10354,34.15768,-,-,-,0.19076,-,-,710.44923,574.30587,951.93148,-,-,-,-,-,4.58007,947.35141,-,-,-,-,-,-,-,-,-,-,-
25,2144,"АО ""Страховая компания АСКО-Центр""",Курск,2478.60824,-,-,-,-,2478.60824,492.98392,314.03824,-,-,178.94568,1985.62432,1982.00632,1748.7669,-,-,-,3.21053,0.704,-,79.99903,149.32586,3.618,-,-,-,-,-,-,3.618,-,-,-,-,-,-,-,-,-,-,-
26,0191,"АО ""Тинькофф Страхование""",Москва,241046.31898,-,-,-,-,241044.26854,56012.87919,56012.87919,-,-,-,185031.38935,177693.87235,144545.85179,-,-,-,-,-,-,-,33148.02056,131.03548,123.44493,-,-,-,-,-,7.59055,-,-,7206.48152,-,-,-,2.05044,2.05044,-,-,-
27,3987,"АО ""УРАЛСИБ Жизнь""",Москва,192465.37842,192453.73658,192453.73658,129928.45345,-,11.64184,11.64184,-,-,-,11.64184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,0212,"АО ""Цюрих надежное страхование""",Москва,15730.25802,-,-,-,-,15730.25802,-,-,-,-,-,15730.25802,7797.49948,-,-,-,-,4658.26396,-,-,3139.23552,-,4134.65459,-,-,-,-,-,1070.93798,3063.71661,-,982.04569,2816.05826,-,-,-,-,-,-,-,-
29,0177,"АО ""Юнити страхование""",Москва,186677.80063,-,-,-,-,186245.84962,776.52079,-80.14713,-,-,856.66792,185469.32883,185521.43583,184977.68606,-,-,-,-6.33628,-,-,846.80399,-296.71794,-51.49632,-36.1545,-,-,-,-,-0.7425,-14.59932,-,-,-0.61068,-,-,-,431.95101,431.95101,-,-,-
30,3300,"АО СГ ""Спасские ворота""",Москва,35854.63836,-,-,-,-,35748.23994,18336.62684,2766.46171,-,-,15570.16513,17411.6131,13951.43021,358.41259,-,-,-,12196.28155,-,-,214.62214,1182.11393,3449.80789,1.82,-,-,-,-,0.9,3447.08789,-,-,10.375,-,-,-,106.39842,106.39842,-,-,-
31,1858,"АО СК "" Армеец""",Москва,28419.91044,-,-,-,-,8049.19048,4759.33037,3151.74725,-,-,1607.58312,3289.86011,1821.81826,501.07737,-,-,-,-,-,-,609.40443,711.33646,1460.65009,5.67,-,28.35,-,-,-,1425.28009,1.35,-,7.39176,-,-,-,20370.71996,20370.71996,-,-,-
32,0290,"АО СК ""Альянс""",Москва,83887.88021,-,-,-,-,83546.27984,10297.54394,9139.27982,447.58274,-,1158.26412,73248.7359,33130.47609,-,602.54614,-,1224.4523,10753.64326,-,-,17916.59605,2633.23834,13522.83377,-,-,-,-,32.87445,765.91069,13090.30141,-366.25278,1237.3355,25358.09054,-,-,-,341.60037,-,215.30812,126.29225,-
33,0518,"АО СК ""БАСК""",Белово,2189.90766,-,-,-,-,626.70929,287.31329,201.77244,-,-,85.54085,339.396,336.564,267.07351,-,-,-,-,-,-,-,69.49049,2.832,-,-,-,-,-,-,2.832,-,-,-,-,-,-,1563.19837,1557.07837,6.12,-,-
34,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,41341.87162,-,-,-,-,20689.00489,6254.86073,6218.27058,-,-,36.59015,14434.14416,6229.55993,4586.76634,-,-,-,1152.79649,-,-,119.41474,370.58236,8204.58423,8009.396,-,-,-,-,52.17995,143.00828,-,-,-,-,-,-,20652.86673,20652.86673,-,-,-
35,0425,"АО СК ""Ингвар""",Москва,18377.08903,-,-,-,-,18377.08903,-,-,-,-,-,18377.08903,18340.22803,-,-,-,-,16130.34811,-,-,2192.25792,17.622,-,-,-,-,-,-,-,-,-,-,36.861,-,-,-,-,-,-,-,-
36,3991,"АО СК ""Ренессанс здоровье""",Москва,30605.5673,46.39291,24.76186,-,21.63105,30559.17439,30559.17439,28677.54366,-,-,1881.63073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,2947,"АО СК ""РСХБ-Страхование""",Москва,254535.14319,-,-,-,-,254535.14319,148340.56663,148340.56663,-,-,-,106194.57656,60546.05059,2045.79786,-,-,-,125.87028,20027.9519,16877.4897,8353.39717,29993.03338,16409.46597,58.125,-,-,-,-,6.3,16345.04097,-,4339.44,24899.62,-,-,-,-,-,-,-,-
38,3256,"АО СК ""Совкомбанк Жизнь""",Москва,187880.82719,114025.71426,108015.77814,82791.89608,6009.93612,73855.11293,73855.11293,67225.13216,-,-,6629.98077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,1216,"АО СК ""Чулпан""",Альметьевск,19196.11729,-,-,-,-,8186.79137,1261.32009,867.99338,-,-,393.32671,6925.47128,6601.3367,1944.56324,-,-,-,2117.36253,46.78718,-,309.92968,2182.69407,278.26942,4.5644,-,-,-,0.25,4.9875,268.46752,-,-,45.86516,-,-,-,11009.32592,10817.90386,155.85458,35.56748,-
40,4349,"НКО ""МОВС""",Санкт-Петербург,815.76813,-,-,-,-,815.76813,-,-,-,-,-,815.76813,386.23563,341.72208,-,-,-,1.485,-,-,3.22295,39.8056,7.2775,-,-,-,-,-,-,-,7.2775,232,190.255,-,-,-,-,-,-,-,-
41,2708,"ОАО ""ЧСК""",Москва,19.0489,-,-,-,-,19.0489,-103.97378,-103.97378,-,-,-,123.02268,-,-,-,-,-,-,-,-,-,-,123.02268,-,-,-,-,4.65,-,118.37268,-,-,-,-,-,-,-,-,-,-,-
42,2496,"ООО ""Абсолют Страхование""",Москва,547387.84998,-,-,-,-,546408.07109,270763.17644,245381.14381,1117.46048,-,25382.03263,275644.89465,229160.23122,64198.17378,601.31531,-,10942.24374,61176.06681,6741.80921,6741.80921,56961.42234,28539.20003,29246.46014,314.69229,-,55.86,2152.78251,-,13902.16767,12820.95767,-,974.83949,16263.3638,-,-,-,979.77889,717.12766,210.245,52.40623,-
43,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,66992.37059,-,-,-,-,66992.37059,24476.92318,24362.56357,-,-,114.35961,42515.44741,37503.18787,1185.65653,-,-,-,-,966.33826,-,1905.13388,33446.0592,5003.87936,-,-,6.588,-,-,-,4997.29136,-,-,8.38018,-,-,-,-,-,-,-,-
44,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,7342741.6391,7295666.06433,7295666.06433,6711130.33436,-,47075.57477,47075.57477,42922.8467,-,-,4152.72807,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,0436,"ООО ""АМТ Страхование""",Москва,3503.17843,-,-,-,-,3503.17843,374.14467,374.14467,-,-,-,3129.03376,953.40724,-,-,-,943.13185,-,-,-,5,5.27539,2172.52862,-,-,-,2172.52862,-,-,-,-,-,3.0979,-,-,-,-,-,-,-,-
46,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,85689.36161,-,-,-,-,85689.36161,-,-,-,-,-,85689.36161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85689.36161,-,-,-,-,-,-,-,-,-
47,3799,"ООО ""БСД""",Москва,61264.5738,-,-,-,-,61264.5738,7183.82322,75.70614,-,-,7108.11708,54080.75058,2021.46907,664.5755,-,-,-,631.1444,-,-,624.99921,100.74996,49287.00605,15.2946,-,-,-,-,5.625,48770.33246,495.75399,2772.27546,-,-,-,-,-,-,-,-,-
48,3826,"ООО ""Вита-страхование""",Сургут,1278.96066,1170.60884,1170.60887,-,-3e-05,108.35182,108.35182,108.35182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,3866,"ООО ""ВСК-Линия жизни""",Москва,30634.05477,30634.05477,30634.05477,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,1083,"ООО ""Зетта Страхование""",Москва,349678.19447,-,-,-,-,328357.70436,50468.31425,42235.49433,-,-,8232.81992,277889.39011,245836.0095,178647.10017,57.57513,-,-,2937.82961,621.9516,-,20386.97809,43184.5749,25107.90756,7859.5144,-,-,-,237.42335,0.71704,16909.4207,100.83207,42.95619,6902.51686,-,-,-,21320.49011,20109.88394,685.84492,524.76125,-
51,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,757349.22521,326353.3643,321631.00531,87005.86494,4722.35899,430995.86091,430995.86091,368297.93054,-,-,62697.93037,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,4209,"ООО ""Кофас Рус Страховая Компания""",Москва,22779.61109,-,-,-,-,22779.61109,-,-,-,-,-,22779.61109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22779.61109,-,-,-,-,-,-,-,-,-
53,4326,"ООО ""КПСК""",Симферополь,21152.94541,-,-,-,-,21152.94541,3178.75359,590.55571,-,-,2588.19788,17974.19182,16764.47847,626.63301,-,113.4,691.09978,-,-,-,13909.89616,1423.44952,947.41687,-,-,12.31527,646.68085,-,-,288.42075,-,250,12.29648,-,-,-,-,-,-,-,-
54,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,50276.7067,-,-,-,-,50276.7067,-,-,-,-,-,50276.7067,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50276.7067,-,-,-,-,-,-,-,-,-
55,4013,"ООО ""МАКС-Жизнь""",Москва,258757.9255,258757.9255,258757.9255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56,3594,"ООО ""МСГ""",Москва,59468.52092,-,-,-,-,59468.52092,12507.62792,4213.7,-,-,8293.92792,46960.893,-,-,-,-,-,-,-,-,-,-,46960.893,-,-,-,-,-,-,-,46960.893,-,-,-,-,-,-,-,-,-,-
57,3128,"ООО ""МСК ""АйАйСи""",Москва,16822.36594,-,-,-,-,16822.36594,7067.8593,-,-,-,7067.8593,9754.50664,8881.90264,-,-,-,-,-,-,-,-,8881.90264,872.604,-,-,-,-,-,-,872.604,-,-,-,-,-,-,-,-,-,-,-
58,4008,"ООО ""ОСЖ РЕСО-Гарантия""",Москва,3100.28928,2854.73344,2854.73344,-,-,245.55584,245.55584,245.55584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,3609,"ООО ""ППФ Страхование жизни""",Москва,271658.35309,267407.28059,255613.69161,-,11793.58898,4251.0725,4251.0725,4036.64359,-,-,214.42891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,3943,"ООО ""СК ""АК БАРС-Мед""",Казань,2410.96915,-,-,-,-,2410.96915,2410.96915,-,-,-,2410.96915,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,2042,"ООО ""СК ""Гранта""",Казань,49128.01425,-,-,-,-,49128.01425,17860.98285,17552.22998,-,-,308.75287,31267.0314,29488.51101,21524.81265,-,-,-,55.98774,-,-,1007.68379,6900.02683,1262.92581,16.35,-,-,-,-,973.85098,272.72483,-,-,515.59458,-,-,-,-,-,-,-,-
62,3823,"ООО ""СК ""Ингосстрах-Жизнь""",Москва,227055.11039,118958.80801,119005.89715,31177.5346,-47.08914,108096.30238,108096.30238,107725.55744,-,-,370.74494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,2682,"ООО ""СК ""ИНСАЙТ""",Красногорск,57820.67282,-,-,-,-,57820.67282,20469.5393,20469.5393,-,-,-,37351.13352,6178.57623,6178.57623,-,-,-,-,-,-,-,-,56.8154,56.8154,-,-,-,-,-,-,-,-,31115.74189,-,-,-,-,-,-,-,-
64,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,44174.73561,-,-,-,-,44174.73561,25385.95347,442.06402,-,-,24943.88945,18788.78214,18690.20961,8950.44374,-,-,-,9572.3092,-,-,132.49469,34.96198,26.52051,11.1079,-,-,-,-,-,15.41261,-,-,72.05202,-,-,-,-,-,-,-,-
65,2877,"ООО ""СК ""Мегарусс-Д""",Москва,61473.569,-,-,-,-,61473.569,14363.34976,7568.85968,-,-,6794.49008,47110.21924,47074.52749,26224.84817,-,-,-,26.39638,-,-,20615.17969,208.10325,35.69175,-,-,-,-,-,-,35.69175,-,-,-,-,-,-,-,-,-,-,-
66,4293,"ООО ""СК ""Ойлер Гермес Ру""",Москва,19054.11295,-,-,-,-,19054.11295,-,-,-,-,-,19054.11295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19054.11295,-,-,-,-,-,-,-,-,-
67,3972,"ООО ""СК ""Ренессанс Жизнь""",Москва,5409387.16747,5322761.60975,5322761.60975,4173679.44049,-,86625.55772,86625.55772,60057.25555,-,-,26568.30217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,1307,"ООО ""СК ""Согласие""",Москва,1830182.27046,-,-,-,-,1695945.19188,229204.33982,174203.64131,-,-,55000.69851,1466740.85206,1327688.1243,913123.5101,-1017.0447,1452.32173,28183.61431,32082.26803,3442.79021,2345.97085,258154.57223,92266.09239,55282.17844,21498.91431,21.6,377.45381,9721.87604,27.0215,76.75845,23169.5404,389.01393,12048.36212,71722.1872,-,-,-,134237.07858,133395.56548,583.18952,258.32358,-
