Сведения о вознаграждении посредникам,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
,,,,,,страхования)-всего,заемщика,,,,болезней,исследованиях ,работников налоговых ,медицинское ,,Всего,транспорта ,средств ,,,,,"страхование, ",,,Всего,наземного транспорта ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,предпринимательских ,финансовых ,,приравненных к ним в ,предусмотренные ,,владельцев ,вреда в результате аварии,"причинение вреда жизни, ",имущественного 
,,,,,,,,,,,,лекарственного ,органов,страхование,,,(кроме средств ,железнодорожного ,средств воздушного ,средств водного ,грузов,сельскохозяйственное ,осуществляемое с ,прочего имущества ,прочего имущества ,,(кроме средств ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,рисков,рисков,,обязательном ,федеральными законами,,транспортных средств,на опасном объекте,"здоровью, имуществу ","страхования, "
,,,,,,,,,,,,препарата для ,,,,,железнодорожного ,транспорта,транспорта,транспорта,,страхование,государственной ,юридических лиц,граждан,,железнодорожного ,транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,исполнение обязательств ,,,,страховании лиц,,,,,пассажиров,предусмотренные 
,,,,,,,,,,,,медицинского ,,,,,транспорта),,,,,,поддержкой,,,,транспорта),,,,,,,по договору,,,,,,,,,,федеральными законами
,,,,,,,,,,,,применения,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
,,ИТОГО:,,277920461.1426,77210455.4577,77145573.62927,24920655.12685,64881.82843,189784177.71437,87730120.97944,77495185.99561,7988.67031,0,10234934.98383,102054056.73493,78226090.57895,37015142.74827,180941.79764,420739.97644,418431.15295,3929132.05926,383350.05784,183273.73177,8445524.63567,27432828.15088,9846131.22694001,1198232.20082,2406.31414,128431.80286,205217.37644,120917.8632,326866.58468,3286971.27139,4577087.81341,682324.35926,13299510.56978,0,0,0,10925827.97053,10630174.36972,126621.84417,169031.75664,0
1,4179," ООО ""СК"" Райффайзен Лайф""",Москва,272906.36184,194210.66188,194210.66188,82102.65499,-,78695.69996,78695.69996,13988.68996,-,-,64707.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,0191,"АО  ""Тинькофф  Страхование""",Москва,699633.32309,-,-,-,-,692915.30595,368764.87053,368764.87053,-,-,-,324150.43542,318652.39259,316841.45541,-,-,-,-,-,-,-,1810.93718,970.09327,970.09327,-,-,-,-,-,-,-,-,4527.94956,-,-,-,6718.01714,6718.01714,-,-,-
3,0212,"АО  ""Цюрих надежное страхование""",Москва,55053.25409,-,-,-,-,55053.25409,64.89864,64.89864,-,-,-,54988.35545,35744.06504,7.8471,-,-,-,19462.23556,-,-,16222.0881,51.89428,8199.05558,-,-,-,-,-,1839.26576,6359.78982,-,2466.6015,8578.63333,-,-,-,-,-,-,-,-
4,3991,"АО  СК  ""Ренессанс здоровье""",Москва,1042852.46912,7620.05222,7540.30598,-,79.74624,1035232.4169,1035232.4169,1010991.54578,-,-,24240.87112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,3947,"АО ""АИГ""",Москва,76684.21261,-,-,-,-,76602.10492,-,-,-,-,-,76602.10492,23661.08667,31.45552,-,-,-,12504.63675,-,-,11124.9944,-,21824.78341,616.36132,-,-,-,-,-,21208.42209,-,-,31116.23484,-,-,-,82.10769,-,82.10769,-,-
6,2239,"АО ""АльфаСтрахование""",Москва,16987095.16819,-,-,-,-,15488002.80854,3358232.39546,2760421.24262,1829.88222,-,597811.15284,12129770.41308,9498304.2976,4017547.48428,31027.1258,118149.88453,71116.37366,84147.53897,129669.05001,84534.2086,495170.2207,4551476.61965,621668.26246,227630.58056,-,43077.45761,18607.01464,9609.5964,8808.80363,309542.53604,4392.27358,54246.49259,1955551.36043,-,-,-,1499092.35965,1477746.64324,14007.68242,7338.03399,-
7,3064,"АО ""Боровицкое страховое общество""",Москва,79505.07776,-,-,-,-,72578.23151,40864.88803,14469.33127,-,-,26395.55676,31713.34348,18177.54026,12535.90787,-,-,-,191.32979,-,-,4906.83808,543.46452,13535.80322,8.6,-,-,-,-,295.57765,870.80832,12360.81725,-,-,-,-,-,6926.84625,6926.84625,-,-,-
8,0433,"АО ""ВостСибЖАСО""",Иркутск,22529.53727,-,-,-,-,22529.53727,11214.48258,9085.05402,-,-,2129.42856,11315.05469,11140.32038,294.20595,-,-,-,173.73127,-,-,551.01094,10121.37222,174.21399,-,-,-,-,-,-,174.21399,-,-,0.52032,-,-,-,-,-,-,-,-
9,1284,"АО ""Группа Ренессанс Страхование""",Москва,4616754.27748,-,-,-,-,4374579.25063,716505.73829,166557.0651,-,-,549948.67319,3658073.51234,2685722.71415,1404308.16971,69.25932,-,9842.7282,1146762.23667,-,-,35179.18505,89561.1352,86695.19578,68761.81951,-,-,172.70301,-,1435.26749,16325.40577,-,-,885655.60241,-,-,-,242175.02685,238552.05904,1046.02299,2576.94482,-
10,4014,"АО ""ГСК ""Югория-Жизнь""",Ханты-Мансийск,54454.62933,54194.49778,54194.49778,-,-,260.13155,260.13155,250.22889,-,-,9.90266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,1705882.62993,-,-,-,-,1353177.75997,491059.30385,477599.62105,-,-,13459.6828,862118.45612,828923.26056,732289.42076,-,-,-2.75225,4761.93013,222.24214,-,7168.00849,84484.41129,7959.27578,449.6935,-,-,65.71807,-,47.19,7398.24621,-1.572,27.49704,25208.42274,-,-,-,352704.86996,351775.89145,412.94424,516.03427,-
12,2071,"АО ""ГСМК""",Санкт-Петербург,36.943,-,-,-,-,36.943,36.943,-,-,-,36.943,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,1412,"АО ""Д2  Страхование""",Новосибирск,477108.44235,-,-,-,-,477108.44235,188150.32444,183679.78252,-,-,4470.54192,288958.11791,204390.69879,1670.76633,-,-,-,2664.05803,-,-,1583.25557,198472.61886,63940.98032,-,-,-,-,-,-,63940.98032,-,-,20626.4388,-,-,-,-,-,-,-,-
15,0055,"АО ""ДальЖАСО""",Хабаровск,81940.25984,-,-,-,-,81940.25984,60439.03577,14944.3015,-,-,45494.73427,21501.22407,20754.71026,735.86606,-,-,15.19262,18495.01244,-,-,754.7932,753.84594,746.51381,1.575,-,-,3.2208,-,-,422.21686,319.50115,-,-,-,-,-,-,-,-,-,-
16,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,219146.00623,-,-,-,-,219146.00623,217860.06404,217860.06404,-,-,-,1285.94219,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1285.94219,-,-,-,-,-,-,-,-
17,1427,"АО ""МАКС""",Москва,1736747.66681,-,-,-,-,1496620.61724,506028.13465,463197.99599,-,-,42830.13866,990592.48259,890697.48397,835852.59567,3.26475,4248.73439,-,536.04687,1667.22903,-,30215.6701,18173.94316,6602.03766,-,-,-,28.38315,6573.65451,-,-,-,-,93292.96096,-,-,-,240127.04957,234855.82659,455.44243,4815.78055,-
18,3256,"АО ""МетЛайф""",Москва,2541694.74581,2083053.09792,2066263.7227,1948607.63327,16789.37522,458641.64789,458641.64789,312675.03353,-,-,145966.61436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,3116,"АО ""НАСКО""",Казань,1858025.75712,-,-,-,-,1482967.4073,254870.37307,227450.7326,-,-,27419.64047,1228097.03423,768238.71695,149913.55541,165.27329,-,131.31984,15316.4094,5459.40862,-,512052.55139,85200.199,86238.33497,150.09176,-,54.79605,281.82331,3.735,1085.36644,45343.34989,39319.17252,4734.75,368885.23231,-,-,-,375058.34982,360527.73061,2566.90915,11963.71006,-
20,2346,"АО ""ОСК""",Самара,323339.16777,-,-,-,-,234384.7662,17568.06743,12591.41195,-,-,4976.65548,216816.69877,207191.6109,176900.91616,9.808,57.12771,6021.12114,1591.54598,92.67097,-,11668.42263,10849.99831,7688.18947,417.73714,-,46.07073,872.30937,424.723,1018.90895,4385.02028,523.42,1607.817,329.0814,-,-,-,88954.40157,87804.90614,458.09411,691.40132,-
21,3748,"АО ""Русский Стандарт Страхование""",Москва,1523955.41722,943313.76459,943313.76459,-,-,580641.65263,580641.65263,454096.69048,-,-,126544.96215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,1207,"АО ""СК  БЛАГОСОСТОЯНИЕ ОС""",Москва,2807044.89962,-,-,-,-,2807044.89962,621799.6978,603648.71874,-,-,18150.97906,2185245.20182,473404.27763,1963.82219,-,-,-,-,-,-,-,471440.45544,114687.73114,-,-,-,-,-,-,114687.73114,-,-,1597153.19305,-,-,-,-,-,-,-,-
24,2619,"АО ""СК ""Астро-Волга""",Самара,109375.86289,-,-,-,-,38519.54168,23528.58934,21877.30746,-,-,1651.28188,14990.95234,13321.0591,8413.50634,-,-,139.4068,1129.99525,10.27348,-,771.72986,2856.14737,1669.89324,15.2638,-,-,-,-,65.79847,1587.23097,1.6,-,-,-,-,-,70856.32121,70856.32121,-,-,-
25,0507,"АО ""СК ""Колымская""",Хабаровск,69436.84794,58722.68184,58231.37696,-,491.30488,10714.1661,10714.1661,6488.0842,-,-,4226.0819,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,0915,"АО ""СК ""ПАРИ""",Москва,854828.08537,-,-,-,-,848143.37379,182198.98898,159854.38821,-,-,22344.60077,665944.38481,610477.38411,65283.23596,141.58676,157.90089,670.18716,314221.42315,-,-,146704.44216,83298.60803,36297.04323,1615.05009,-,67.04374,1769.9777,13.86623,1447.53643,31224.45154,159.1175,2.66185,19167.29562,-,-,-,6684.71158,6163.90071,355.73495,165.07592,-
27,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,516.92055,-,-,-,-,516.92055,516.92055,-,-,-,516.92055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,463693.18402,-,-,-,-,355326.18061,100201.95321,71394.76774,-,-,28807.18547,255124.2274,240847.58354,190567.94793,-,-,360.00855,24542.90085,-,-,6893.76658,18482.95963,5243.90272,670.09894,-,-,-,-,20.55,820.45878,3732.795,-,9032.74114,-,-,-,108367.00341,104154.34534,362.24289,3850.41518,-
29,2359,"АО ""СК УСПЕХ""",Москва,3013.31772,-,-,-,-,3013.31772,3013.31772,3.9375,-,-,3009.38022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,2873,"АО ""СМК ""Сахамедстрах""",Якутск,1123.8564,-,-,-,-,1123.8564,1123.8564,-,-,-,1123.8564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,1587,"АО ""СО ""Талисман""",Казань,52991.99171,-,-,-,-,12370.38794,702.69782,702.69782,-,-,-,11667.69012,11617.26714,10949.08737,-,-,-,-,-,-,103.71124,564.46853,46.0311,-,-,-,-,-,-,46.0311,-,-,4.39188,-,-,-,40621.60377,40621.60377,-,-,-
32,1208,"АО ""СОГАЗ""",Москва,5367876.93889,-,-,-,-,4990787.82991,1221318.59542,940487.60771,-,-,280830.98771,3769469.23449,3419209.31613,1455468.60807,67295.19932,103775.46289,36666.98798,117518.21679,16315.00107,552.75923,1254490.24468,367679.59533,257420.15543,14940.28696,-,36350.21953,6621.68393,36864.70588,21204.96284,139880.62388,1557.67241,43079.264,49760.49893,-,-,-,377089.10898,306427.17406,16844.31766,53817.61726,-
33,3229,"АО ""Страховая бизнес группа""",Воронеж,548077.97557,-,-,-,-,536282.76433,37763.90328,36492.25827,-,-,1271.64501,498518.86105,481394.88018,596.87113,-,4.5,118.205,11168.51224,-,-,468946.05077,560.74104,16319.62382,-,-,37.694,272.4968,-,4037.81319,11387.66626,583.95357,-,804.35705,-,-,-,11795.21124,6853.93171,577.9592,4363.32033,-
35,2354,"АО ""Страховая группа ""Спасские ворота-М""",Москва,5755.87862,-,-,-,-,5755.87862,5755.87862,-,-,-,5755.87862,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,0983,"АО ""Страховая группа ""УралСиб""",Москва,250757.73321,-,-,-,-,250757.73321,243108.26617,213789.20414,-,-,29319.06203,7649.46704,5121.39242,-107.00762,-77.46023,-,-,-561.40331,-,-,-236.07508,6103.33866,716.26302,-86.60321,-,-,-,-,-,797.01646,5.84977,-,1811.8116,-,-,-,-,-,-,-,-
37,3390,"АО ""Страховая Компания  ""ПОЛИС-ГАРАНТ""",Москва,147996.2099,-,-,-,-,136654.66019,30211.91493,1074.02476,-,-,29137.89017,106442.74526,97453.18373,85391.1838,-,-,-,1103.55911,-,-,5798.20067,5160.24015,6859.85909,2092.74227,-,-,-,-,3720.881,1032.68933,13.54649,-,2129.70244,-,-,-,11341.54971,11341.54971,-,-,-
39,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,8911.63969,-,-,-,-,8911.63969,4429.46232,1511.65425,-,-,2917.80807,4482.17737,4395.66023,410.22705,-,-,-,12.00607,-,-,497.48216,3475.94495,86.51714,-,-,-,-,1.5,2.09851,82.91863,-,-,-,-,-,-,-,-,-,-,-
40,2144,"АО ""Страховая компания АСКО-Центр""",Курск,24701.44623,-,-,-,-,24701.44623,15009.25468,10398.38836,-,-,4610.86632,9692.19155,9539.81641,8161.2609,-,-,-,19.01286,19.7287,-,879.77255,460.0414,90.01825,-,-,-,-,-,-,90.01825,-,-,62.35689,-,-,-,-,-,-,-,-
41,3987,"АО ""УРАЛСИБ Жизнь""",Москва,597479.79624,596769.2846,596722.91743,258695.16566,46.36717,710.51164,710.51164,710.51164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,3995,АО ВТБ Страхование жизни,Москва,3284339.85389,3284339.85389,3284339.85389,2403.19684,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,3300,"АО СГ ""Спасские ворота""",Салехард,222894.22489,-,-,-,-,218513.28737,111952.3266,9459.70243,-,-,102492.62417,106560.96077,75103.36153,1573.96885,-,-,-,69637.88941,-,-,824.66518,3066.83809,31457.59924,3297.664,-,-,-,-,28.89,28131.04524,-,-,-,-,-,-,4380.93752,4253.65977,50.8525,76.42525,-
44,1858,"АО СК "" Армеец""",Москва,105688.45436,-,-,-,-,49472.95968,27605.32641,12081.27992,-,-,15524.04649,21867.63327,16103.5982,10471.0829,-,-,18.855,13.1053,-,-,1323.88565,4276.66935,5611.62545,7.038,-,29.2752,-,-,2265.22452,660.89713,2649.1906,-,152.40962,-,-,-,56215.49468,56215.49468,-,-,-
45,0290,"АО СК ""Альянс""",Москва,339482.05916,-,-,-,-,338589.35881,41395.06003,29356.0647,1525.67018,-,12038.99533,297194.29878,166853.74847,350.26148,2222.26599,12175.46892,5610.89141,78473.111,-,-,55558.6905,12463.05917,101449.50491,0.15598,-,8226.19055,15.68182,3836.2075,34007.23957,54418.37763,945.65186,4470.48764,24420.55776,-,-,-,892.70035,-,660.50435,232.196,-
46,0278,"АО СК ""АСКОМЕД""",Самара,3215.57614,-,-,-,-,3215.57614,3215.57614,-,-,-,3215.57614,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,0518,"АО СК ""БАСК""",Белово,7632.75701,-,-,-,-,2762.32953,1586.0826,981.43584,-,-,604.64676,1176.24693,1168.08293,778.38744,-,-,-,-,-,-,27.76047,361.93502,8.164,-,-,-,-,-,0.985,7.179,-,-,-,-,-,-,4870.42748,4869.85748,0.57,-,-
48,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,129563.15845,-,-,-,-,75402.63454,37595.83769,35409.35074,-,-,2186.48695,37806.79685,7258.29096,4239.24023,-,-,-,565.9208,-,-,1118.2684,1334.86153,30541.58284,30371.445,-,-,-,-,63.37956,106.75828,-,-,6.92305,-,-,-,54160.52391,54160.52391,-,-,-
49,2447,"АО СК ""ЖСФ""",Нижний Новгород,13996.92219,-,-,-,-,13996.92219,5288.51518,5249.70718,-,-,38.808,8708.40701,8670.49331,52.16592,1226.5051,-,-,6781.19176,-,-,432.07612,178.55441,37.9137,-,-,-,-,-,-,37.9137,-,-,-,-,-,-,-,-,-,-,-
50,0425,"АО СК ""Ингвар""",Москва,66788.19585,-,-,-,-,66788.19585,-,-,-,-,-,66788.19585,66788.19585,-,-,-,-,27539.19325,-,-,39249.0026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,2947,"АО СК ""РСХБ-Страхование""",Москва,609309.08828,-,-,-,-,609278.40253,123798.36415,123798.36415,-,-,-,485480.03838,345232.87778,17491.7845,2.50115,-,109.52692,189.62707,86530.53909,47412.32486,50680.58714,190228.31191,88231.82463,-,-,-,-,-,203.8,88028.02463,-,12220.80847,39794.5275,-,-,-,30.68575,-,30.68575,-,-
52,3467,"АО СК ""Сибирский Спас""",Новокузнецк,76208.64709,-,-,-,-,30789.49979,18808.92372,7928.77758,-,-,10880.14614,11980.57607,11969.05107,11368.11579,-,-,-,-,-,-,19.78152,581.15376,11.525,-,-,-,-,-,7.862,3.663,-,-,-,-,-,-,45419.1473,45419.1473,-,-,-
53,3983,"АО СК ""Стерх""",Якутск,268813.42456,-,-,-,-,182649.65515,44445.5127,44427.85048,-,-,17.66222,138204.14245,71625.24013,18009.97735,-,2831.81992,9611.48198,2040.96222,1352.79112,1345.59112,30342.97469,7435.23285,62199.5026,20.05,-,1121.41402,5090.15623,-,198.59289,55718.68903,50.60043,442.24909,3937.15063,-,-,-,86163.76941,86163.76941,-,-,-
54,1216,"АО СК ""Чулпан""",Альметьевск,70924.61873,-,-,-,-,43654.04557,11046.84134,9753.67448,-,-,1293.16686,32607.20423,30994.25515,15495.498,-,-,83.51219,48.27849,175.07398,-,5475.64869,9716.2438,1030.41722,28.12602,-,-,53.03465,45.0684,30.0252,870.50295,3.66,-,582.53186,-,-,-,27270.57316,26670.54198,488.72445,111.30673,-
55,4209,"ЗАО ""Кофас Рус Страховая Компания""",Москва,58335.49285,-,-,-,-,58335.49285,-,-,-,-,-,58335.49285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58335.49285,-,-,-,-,-,-,-,-,-
56,2733,"ЗАО ""СК ""Резерв""",Хабаровск,6318.072,-,-,-,-,6318.072,4542.3495,4542.3495,-,-,-,1775.7225,1197.567,-,-,-,-,-,-,-,-,1197.567,513.243,-,-,-,-,-,-,513.243,-,-,64.9125,-,-,-,-,-,-,-,-
57,2284,"ЗАО ГСАО ""Плато""",Москва,685.65663,-,-,-,-,685.65663,163.54525,163.54525,-,-,-,522.11138,516.36138,-,-,-,-,277.0401,-,-,218.84404,20.47724,5.75,-,-,-,-,-,-,5.75,-,-,-,-,-,-,-,-,-,-,-
58,1675,Либерти Страхование (АО),Санкт-Петербург,1083677.94015,-,-,-,-,1056848.1491,178435.8274,53253.29696,-,-,125182.53044,878412.3217,529639.94925,336073.96666,-,-,1258.7816,36790.04872,-,-,31043.90538,124473.24689,19094.0051,1159.78169,-,-,1440.65768,2.55,1503.21059,14691.33954,296.4656,4671.89861,325006.46874,-,-,-,26829.79105,25772.36308,175.96375,881.46422,-
59,2708,"ОАО ""ЧСК""",Москва,33607.76053,-,-,-,-,29042.68986,13308.15826,13308.15826,-,-,-,15734.5316,2853.71755,-,-,1550.29294,19.4,209.39076,-,-,1056.43807,18.19578,4348.56827,4.284,-,1133.8114,288.73983,1140.88611,-,1780.84693,-,-,8532.24578,-,-,-,4565.07067,-,3409.0442,1156.02647,-
60,0436,"ООО  ""АМТ Страхование""",Москва,20174.29539,-,-,-,-,20174.29539,1893.34301,1893.34301,-,-,-,18280.95238,7124.76376,-,-,-,6615.46376,36.445,-,-,472.855,-,11156.18862,-,-,-,11098.66595,-,4.74,52.78267,-,-,-,-,-,-,-,-,-,-,-
61,1083,"ООО  ""Зетта Страхование""",Москва,1700627.21625,-,-,-,-,1635995.24049,228988.16434,162301.32101,-,-,66686.84333,1407007.07615,1250570.67226,480563.48651,66.04066,-,-,7693.39953,1710.01864,-,101130.54884,659407.17808,115296.28069,1289.12604,-,-,-,584.66807,3021.37704,108402.42654,1998.683,36.99146,41103.13174,-,-,-,64631.97576,58892.61196,2127.79188,3611.57192,-
62,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,407219.96054,-,-,-,-,407137.41613,68749.00554,43732.28839,-,-,25016.71715,338388.41059,338261.92378,255150.62146,-,1318.62018,-,23175.12976,-,-,57004.84343,1612.70895,126.48681,13.19,-,29.34264,-,-,49.025,34.92917,-,-,-,-,-,-,82.54441,82.54441,-,-,-
63,3828,"ООО  СК ""Альянс Жизнь""",Москва,852301.8273,549912.48797,549907.03952,602.93556,5.44845,302389.33933,302389.33933,45807.2923,-,-,256582.04703,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,3692,"ООО  СК ""Сбербанк страхование жизни""",Москва,23518682.36193,21871896.37488,21871896.37488,7855785.47034,-,1646785.98705,1646785.98705,1630782.80479,-,-,16003.18226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,2496,"ООО ""Абсолют Страхование""     ",Москва,1125358.93721,-,-,-,-,1118677.6705,495929.77202,397019.92781,-,-,98909.84421,622747.89848,527303.78542,93320.14812,-,-,59499.18853,159182.07626,-,-,149645.73724,65656.63527,68555.60792,780.35545,-,-,13985.79849,-,34771.33762,19018.06659,0.04977,2615.92957,24272.57557,-,-,-,6681.26671,5018.86655,433.14575,1229.25441,-
66,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,41189.44478,-,-,-,-,41189.44478,25213.8016,2052.52493,-,-,23161.27667,15975.64318,13222.84163,10084.94665,-,-,26.14659,1641.72203,-,-,753.8608,716.16556,2570.31035,1621.9114,-,-,10,-,5.5,740.79395,192.105,-,182.4912,-,-,-,-,-,-,-,-
67,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,208256.49167,-,-,-,-,208256.49167,59241.15084,54629.32672,-,-,4611.82412,149015.34083,143566.70615,6734.71739,-,5539.58282,42.63773,201.20498,5881.33885,-,9100.54432,116066.68006,5435.4048,-,-,1103.16982,37.8,-,111.80561,4182.62937,-,-,13.22988,-,-,-,-,-,-,-,-
68,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,17777624.8907,17763940.01327,17763940.01327,-,-,13684.87743,13684.87743,3978.43772,-,-,9706.43971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,156319.82158,-,-,-,-,156319.82158,-,-,-,-,-,156319.82158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156319.82158,-,-,-,-,-,-,-,-,-
70,3487,"ООО ""БИН Страхование""",Москва,1342.69292,-,-,-,-,1342.69292,507.685,371.3422,-,-,136.3428,835.00792,554.44526,-,-,-,-,-,-,-,-,554.44526,-,-,-,-,-,-,-,-,-,-,280.56266,-,-,-,-,-,-,-,-
