Сведения о страховых премиях в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
,,,,,,,,,,,,,"пациентов, участвующих в клинических исследованиях лекарственного препарата для медицинского применения",работников налоговых органов,,,Всего,в том числе,,,,,,,,,Всего,в том числе,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),      из него:,,владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,"организаций, эксплуатирующих 
опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,,"владельцев автотранспортных средств (кроме страхования, осуществляемого в рамках международной системы страхования «Зеленая карта»)","владельцев автотранспортных средств (страхование, осуществляемое в рамках международной системы страхования «Зеленая карта»)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ИТОГО:,,,,1278841595,11361171,331536826,330097984,45053432,1438842,699822679,261257231,121249279,97140,0,140007952,438565448,353063734,162495762,917121,9617692,4202369,18513691,3922106,2381814,95988475,57406518,49912942,7015538,3294056,3717957,301013,2672040,2365878,1806157,2525169,15660550,17566597,9047683,26541089,18328179,18328179,0,227897213,222075980,3051030,2770203,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,3199282,283699,0,0,0,0,3068074,939924,352090,2759,0,587834,2128150,1460496,406649,19,0,134800,248737,0,0,517175,153116,649456,4897,4897,0,7,0,50634,0,83410,66767,443741,8630,9568,0,0,0,92511,86217,2814,3480,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,737714,0,0,0,0,0,737714,107,107,0,0,0,737607,737500,16951,0,0,0,0,719932,719932,617,0,107,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,182858,7277,0,0,0,0,182858,104934,11514,0,0,93420,77924,69560,52528,0,0,117,3153,0,0,10812,2950,6994,2795,2795,0,0,0,32,0,14,2451,1702,0,1370,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,710542,0,0,0,0,0,255514,75317,49608,0,0,25709,180197,178332,68068,0,0,303,2216,1513,0,31745,74487,1263,446,446,0,0,0,0,6,0,811,0,0,602,0,0,0,455028,445083,3413,6532,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,1961148,0,0,0,0,0,1958478,77,77,0,0,0,1958401,957183,0,0,0,0,220381,0,0,736802,0,577148,10655,10655,0,0,0,0,0,0,566493,0,0,424070,0,0,0,2670,0,2670,0,0
6,3867,  АК БАРС СТРАХОВАНИЕ,Казань,575629,64,0,0,0,0,575629,161769,152943,0,0,8826,413860,402691,27413,0,20908,2406,3001,28711,0,36984,283268,10987,5,5,0,0,3297,0,1,1246,6438,0,0,182,0,0,0,0,0,0,0,0
7,3943,  АК БАРС-МЕД,Казань,191952,27410,0,0,0,0,191952,191952,0,0,0,191952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3572,  АКЦЕПТ,Люберцы,569347,0,0,0,0,0,569347,431610,431610,0,0,0,137737,137737,137806,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3859,  АЛЛЕГА,Симферополь,2826,0,0,0,0,0,2826,2826,1862,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,72522759,476799,0,0,0,0,54214718,18279352,6243508,0,0,12035844,35935366,27245788,15264761,121092,1338034,426750,625177,439995,304137,5239690,3790289,3247400,928075,132366,795709,0,782734,125440,64417,59716,1266947,20071,993075,4449103,0,0,0,18308041,18003004,183689,121348,0
11,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,52465357,442303,52333589,52333547,0,42,131768,131768,66863,0,0,64905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,290,  АЛЬЯНС,Москва,3209427,338302,0,0,0,0,3192644,256890,201716,-7226,0,55174,2935754,1537017,9902,19384,113528,45199,504455,0,0,811631,32918,876754,1034,1116,-82,0,63429,4460,45573,118345,633867,10046,27786,494197,0,0,0,16783,0,8413,8370,0
14,3828,  АЛЬЯНС ЖИЗНЬ,Москва,8705063,718425,1928960,1928340,43694,620,6776103,6776103,159335,0,0,6616768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,436,  АМТ СТРАХОВАНИЕ,Москва,162734,88809,0,0,0,0,162734,1465,1465,0,0,0,161269,65704,0,0,0,65260,444,0,0,0,0,95565,0,0,0,0,0,94666,0,62,837,0,0,0,0,0,0,0,0,0,0,0
17,66,  АНГАРА,Братск,637262,0,0,0,0,0,102442,59215,57827,0,0,1388,43227,42686,25947,0,0,0,22,0,0,6584,10133,442,32,32,0,0,0,0,0,0,410,0,0,99,0,0,0,534820,534820,0,0,0
18,2982,  АНДРОМЕДА,Москва,4529,0,0,0,0,0,4529,0,0,0,0,0,4529,4528,0,0,0,0,0,0,0,4528,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1858,  АРМЕЕЦ,Москва,1028658,30674,0,0,0,0,148590,66837,27230,0,0,39607,81753,73215,49870,0,92,105,638,0,0,5657,16853,8505,27,27,0,0,89,0,8,5192,3189,0,0,33,0,0,0,877397,877397,0,0,0
20,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3193,  АРСЕНАЛЪ,Москва,1914701,0,0,0,0,0,1914701,242902,110228,0,0,132674,1671799,401889,0,0,99624,6566,197445,0,0,80950,17304,1226425,0,0,0,0,833,45429,28,0,985154,194981,0,43485,0,0,0,0,0,0,0,0
22,2489,  АСКО,Набережные Челны,2403104,102955,0,0,0,0,750997,509811,138862,0,0,370949,241186,218998,112206,0,401,1849,2227,20252,17552,28362,53701,16715,815,815,0,0,0,1522,85,4172,8481,1640,0,5473,0,0,0,1652107,1627585,6007,18515,0
23,3999,  АСКО-ЖИЗНЬ,Набережные Челны,61723,0,32556,32556,0,0,29167,29167,27254,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,278,  АСКОМЕД,Самара,54357,0,0,0,0,0,54357,54357,0,0,0,54357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3767,  АСКОР,Москва,264324,0,0,0,0,0,264324,231411,231411,0,0,0,32913,32549,31866,0,0,0,757,0,0,-74,0,364,207,207,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0
26,2144,  АСКО-ЦЕНТР,Курск,214120,13131,0,0,0,0,214120,117625,81595,0,0,36030,96495,95365,79573,0,0,0,185,352,0,12672,2583,1130,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0
27,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,758,  АСТРА-МЕТАЛЛ,Магнитогорск,180596,0,0,0,0,0,180596,180596,0,0,0,180596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2619,  АСТРО-ВОЛГА,Самара,933574,0,0,0,0,0,128662,54616,31103,0,0,23513,74046,67207,47651,0,0,1437,5631,55,0,4801,7632,6831,90,90,0,0,0,0,0,191,6528,22,0,8,0,0,0,804912,804912,0,0,0
30,2684,  АСТРО-ВОЛГА-МЕД,Самара,53,0,0,0,0,0,53,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,932536,0,0,0,0,0,932536,0,0,0,0,0,932536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932536,0,0,0,0,0,0,0,0,0
32,518,  БАСК,Белово,559523,0,0,0,0,0,249415,156892,10205,0,0,146687,92523,43259,15376,0,0,0,8679,0,0,16488,2716,49144,913,913,0,0,0,0,0,22,48209,0,0,120,0,0,0,310108,283107,27001,0,0
33,3487,  БИН СТРАХОВАНИЕ,Москва,32126,0,0,0,0,0,33367,21117,19080,0,0,2037,12250,12556,3303,0,0,0,2,0,0,-1177,10428,769,66,66,0,0,0,0,0,30,716,-43,13,-1088,0,0,0,-1241,793,-130,-1904,0
34,3991,  БЛАГОСОСТОЯНИЕ,Москва,3215942,116927,764431,675674,0,88757,2451511,2451511,2352242,0,0,99269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,4191287,7098,0,0,0,0,4191287,1602833,1489510,0,0,113323,2588454,711200,7464,0,0,0,0,0,0,0,703736,145043,0,0,0,0,0,0,0,0,145043,0,0,1732211,0,0,0,0,0,0,0,0
36,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,75531,4939,0,0,0,0,39463,12713,5409,0,0,7304,26750,12525,10369,0,0,0,515,0,0,1290,351,14231,19,19,0,0,0,0,0,657,585,12970,0,-6,0,0,0,36068,36068,0,0,0
37,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,1475740,0,0,0,0,0,1475740,136251,1890,0,0,134361,1339489,871553,40912,0,0,0,225994,0,0,598572,6075,360101,487,487,0,0,0,0,0,121,335067,24426,107835,0,0,0,0,0,0,0,0,0
38,3245,  ВЕРНА,Краснодар,1777163,0,0,0,0,0,938435,112980,57419,0,0,55561,825455,132149,58773,0,0,472,3210,3155,-2737,48019,18520,689564,761,761,0,0,0,270,0,4946,8623,674964,0,3742,0,0,0,838728,838728,0,0,0
39,4170,  ВИС,Махачкала,6422,0,0,0,0,0,6422,0,0,0,0,0,6422,0,0,0,0,0,0,0,0,0,0,6422,0,0,0,0,0,0,0,6422,0,0,0,0,0,0,0,0,0,0,0,0
40,3561,  ВИТАЛ-ПОЛИС,Москва,64158,0,0,0,0,0,64158,62379,6139,0,0,56240,1779,1715,1537,0,0,0,0,0,0,30,148,64,50,50,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
41,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,317261,0,159028,158948,82,80,158233,158233,2376,0,0,155857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,433,  ВОСТСИБЖАСО,Иркутск,95799,0,0,0,0,0,95799,43173,34927,0,0,8246,52626,51921,6934,0,0,0,1437,0,0,4018,39532,699,0,0,0,0,0,0,0,0,699,0,0,6,0,0,0,0,0,0,0,0
44,621,  ВСК,Москва,65723786,1363721,0,0,0,0,42069151,12026380,6759483,293,0,5266897,30042771,25127550,16769231,0,990416,55672,860097,154204,52712,2922594,3375336,3763013,1013491,182044,831447,216,43583,4656,135918,237462,561050,1766637,22248,1129960,0,0,0,22197921,21598992,332244,266685,0
45,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,13438827,0,11757382,11757349,0,33,21881,21881,21881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659564,1659564,0,0,0,0,0,0
46,3978,  ВСК-МИЛОСЕРДИЕ,Москва,46582,0,0,0,0,0,46582,46582,0,0,0,46582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2890,  ВТБ МС,Москва,708,0,0,0,0,0,708,708,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3398,  ВТБ СТРАХОВАНИЕ,Москва,79773814,0,0,0,0,0,79558882,53490399,48229790,0,0,5260609,26068483,14951010,371553,46445,754113,72457,563883,0,0,4180798,8961761,1921235,89729,89729,0,252,67363,11517,90792,333133,1218894,109555,1801,9194437,0,0,0,214932,4343,165972,44617,0
49,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,20866762,311756,20866744,20865612,0,1132,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3780,  ВЫРУЧИМ!,Екатеринбург,28217,0,0,0,0,0,28217,3461,3219,0,0,242,24756,14384,12520,0,0,0,71,0,0,1533,260,8485,0,0,0,0,0,0,0,0,485,8000,0,1887,0,0,0,0,0,0,0,0
51,630,  ГАЙДЕ,Санкт-Петербург,3092965,12,0,0,0,0,1525326,380265,152976,0,0,227289,1145061,1099911,934920,0,0,1753,65182,183,0,40065,57808,34323,14657,14657,0,0,0,0,0,28,5323,14315,0,10827,0,0,0,1567639,1516301,1282,50056,0
52,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,397,  ГЕЛИОС,Москва,3577438,0,0,0,0,0,2278718,1011624,728856,0,0,282768,1267094,893075,307947,135,661,22452,31600,0,0,172567,357713,297341,85889,85889,0,0,423,1101,571,1212,200615,7530,0,76678,0,0,0,1248699,1242788,5911,0,0
54,448,  ГЕОПОЛИС,Москва,163193,0,75000,0,0,75000,88193,88193,777,0,0,87416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2397,  ГЕОПОЛИС,Москва,375031,0,0,0,0,0,294610,21816,107,0,0,21709,272794,270352,239146,0,0,0,0,0,0,10063,21143,2442,1973,1973,0,0,0,0,0,0,469,0,0,0,0,0,0,80421,80421,0,0,0
56,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,16547,939,0,0,0,0,16547,16547,0,0,0,16547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,50202,0,0,0,0,0,50202,40842,4699,0,0,36143,9360,8930,6390,0,0,0,4,0,0,2315,221,430,67,67,0,0,0,29,0,0,334,0,0,0,0,0,0,0,0,0,0,0
58,2042,  ГРАНТА,Казань,286113,2358,0,0,0,0,286113,36284,30436,0,0,5848,249829,221004,209726,0,0,176,2444,0,0,5077,3581,20563,0,0,0,0,0,161,5,14377,6020,0,0,8262,0,0,0,0,0,0,0,0
59,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,25630232,75841,0,0,0,0,18645948,6570134,644841,0,0,5925293,12075814,10949097,8305021,488,0,94221,1734693,0,0,459620,355054,468185,300656,300656,0,0,0,1286,253,27288,138642,60,0,658532,0,0,0,7047780,7015242,16661,15877,0
60,1820,  ГУТА-СТРАХОВАНИЕ,Москва,90806,0,0,0,0,0,90815,14576,-239,0,0,14815,76239,68711,7046,0,0,561,7644,0,0,52549,911,7531,0,0,0,0,0,69,0,0,7452,10,0,-3,0,0,0,-9,-9,0,0,0
61,2214,  ДАЛЬАКФЕС,Владивосток,890852,0,0,0,0,0,67807,25338,22812,0,0,2526,42469,56696,30405,0,0,3318,3583,0,0,12080,7310,-15968,0,0,0,0,0,774,0,0,-16742,0,1741,0,0,0,0,823045,823045,0,0,0
62,55,  ДАЛЬЖАСО,Хабаровск,325989,0,0,0,0,0,325989,238929,130613,0,0,108316,87060,72896,14283,0,0,478,46775,0,0,7225,4135,14164,72,72,0,0,0,151,0,0,2189,11752,0,0,0,0,0,0,0,0,0,0
63,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,883866,119288,0,0,0,0,344743,65731,64546,0,0,1185,279012,86820,30402,0,0,0,29392,0,0,20945,6081,191506,181720,743,180977,0,0,0,23,3019,6744,0,0,686,0,0,0,539123,539123,0,0,0
64,3870,  ДЕЛО ЖИЗНИ,Москва,332030,0,294192,294192,0,0,37838,37838,37838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1363,  ДИАМАНТ,Москва,26730,0,0,0,0,0,13795,395,395,0,0,0,13400,13134,12686,0,0,0,0,0,0,340,108,259,113,113,0,0,0,0,0,0,146,0,0,7,0,0,0,12935,12935,0,0,0
66,206,  ДИАНА,Ангарск,87607,0,0,0,0,0,87607,53297,7764,0,0,45533,34310,31996,8041,0,0,0,234,0,0,6267,17454,2314,0,0,0,0,0,0,17,359,1938,0,0,0,0,0,0,0,0,0,0,0
67,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,661299,1687,0,0,0,0,661299,191644,172589,0,0,19055,469655,336802,0,0,0,0,14143,0,0,11533,311126,108436,0,0,0,0,0,0,0,0,108436,0,0,24417,0,0,0,0,0,0,0,0
68,3954,  ЕВРОИНС,Смоленск,1884214,90577,0,0,0,0,1023357,305547,94663,0,0,210884,717810,405726,104940,0,0,152,242566,6999,0,31526,19543,72950,281,281,0,0,0,187,0,18359,38651,15472,0,239134,0,0,0,860857,860857,0,0,0
69,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,1449139,0,0,0,0,0,1449139,1413175,1413175,0,0,0,35964,0,0,0,0,0,0,0,0,0,0,31715,0,0,0,0,0,0,0,0,0,31715,0,4249,0,0,0,0,0,0,0,0
70,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,67215,0,0,0,0,0,67215,22983,22544,0,0,439,44232,44018,387,6260,0,0,33555,0,0,2693,1123,214,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0
71,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,6557938,116037,0,0,0,0,4637784,719370,401935,0,0,317435,3918414,3636640,2261179,282,0,0,40489,8504,0,268535,1057651,220178,8397,8397,0,0,0,0,7371,15718,187000,1692,139,61457,0,0,0,1920154,1850880,26830,42444,0
74,3616,  ИНВЕСТ-ПОЛИС,Королев,36590,0,0,0,0,0,36590,0,0,0,0,0,36590,34452,0,0,0,0,0,0,0,34452,0,0,0,0,0,0,0,0,0,0,0,0,2138,0,0,0,0,0,0,0,0,0
75,2401,  ИНВЕСТСТРАХ,Москва,174724,0,0,0,0,0,174724,68731,17851,0,0,50880,105993,30190,2200,0,0,0,208,11802,10796,8925,7055,75737,6,6,0,0,0,0,0,1447,24361,49923,0,66,0,0,0,0,0,0,0,0
76,425,  ИНГВАР,Москва,170846,0,0,0,0,0,170846,85,85,0,0,0,170761,170305,0,0,0,0,100015,0,0,69707,583,456,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0
77,928,  ИНГОССТРАХ,Москва,79014022,2797623,0,0,0,0,56336947,10087974,1569891,80052,0,8518083,46248973,40602664,26356849,62487,1128460,1443863,1419792,41652,0,8182990,1966571,4550046,866463,866463,0,298821,350340,1121307,155364,317296,1419216,21239,134243,962020,0,0,0,22894640,22108623,312043,473974,0
78,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,11108305,0,10362906,10097277,0,265629,745399,745399,702729,0,0,42670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3837,  ИНГОССТРАХ-М,Москва,17,0,0,0,0,0,17,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2169,  ИНЕРТЕК,Санкт-Петербург,4204,0,0,0,0,0,4204,200,200,0,0,0,4004,4000,632,0,0,0,3134,0,0,133,101,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
81,2031,  ИНКО-МЕД,Воронеж,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,870,  ИНТАЧ СТРАХОВАНИЕ,Москва,1809547,14913,0,0,0,0,1398857,306044,287761,0,0,18283,1092813,1035448,1008842,0,0,0,0,0,0,0,26606,29507,22894,22894,0,0,0,0,0,0,6613,0,0,27858,0,0,0,410690,410690,0,0,0
83,902,  КАЙРОС,Петропавловск-Камчатский,40729,0,0,0,0,0,40729,724,724,0,0,0,40005,21748,0,0,0,21748,0,0,0,0,0,13930,0,0,0,0,0,13930,0,0,0,0,0,4327,0,0,0,0,0,0,0,0
84,3175,  КАПИТАЛ ПЕРЕСТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1298,  КАПИТАЛ СТРАХОВАНИЕ,Когалым,4864310,-18603,0,0,0,0,4631759,1703272,88007,0,0,1615265,2928487,2517139,327276,1050,17109,11502,385965,0,0,1748811,25426,406846,4162,4162,0,0,3880,31055,263111,2438,102200,0,1792,2710,0,0,0,232551,174759,50314,7478,0
